Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
Easy to install????? Overall I am quite satisfied with this purchase but it was not that easy for me to install. I tried installing both "bells" into the plugged in transmitter several times without any luck. I was about ready to return it as not working but I thought I would give it one more try and check the batteries in the bells. Voila...there were little plastic tabs sticking out from the battery covers which I pulled on and out came the plastic piece which was covering the battery and stopping it from working. After I removed these pieces of plastic the bells worked just fine and I was completely happy with this purchase. The odd thing is that in the users instruction booklet there is no mention of the plastic over the battery which must be removed for the bell to work. It would have been allot less frustrating if they mentioned this and I didn't think the problem was that I wasn't completing the installation correctly. It's a good product with a wide variety of rings, chimes and tunes you can choose and it's easy to change whenever you want. One thing they ask in rating this bell is how "weatherproof" it is. I can't comment on this because it was installed July 5th 2019 and we probably won't be able to comment on how weatherproof it is until next rainy season...probably in November.	Einfach zu installieren????? Insgesamt bin ich mit diesem Kauf recht zufrieden, aber es war nicht so einfach für mich zu installieren. Ich habe mehrmals versucht, beide „Bells“ in den eingesteckten Sender zu installieren, ohne etwas Glück. Ich war kurz davor, ihn zurückzugeben, da er nicht funktionierte, aber ich dachte, ich würde es noch einmal versuchen und die Batterien in den Klingeln überprüfen. Voila... es gab kleine Plastiklaschen, die aus den Batteriedeckeln heraus ragten, die ich anzog und heraus kam das Plastikteil, das den Akku bedeckte und ihn am Arbeiten hinderte. Nachdem ich diese Plastikteile entfernt hatte, funktionierten die Glocken einwandfrei und ich war völlig zufrieden mit diesem Kauf. Das Seltsame ist, dass in der Bedienungsanleitung nicht erwähnt wird, dass der Kunststoff über der Batterie entfernt werden muss, damit die Klingel funktioniert. Es wäre weniger frustrierend gewesen, wenn sie dies erwähnt hätten, und ich dachte nicht, dass das Problem darin bestand, dass ich die Installation nicht richtig abgeschlossen habe. Es ist ein gutes Produkt mit einer großen Auswahl an Klingeln, Glockenspielen und Melodien, die Sie auswählen können, und es ist einfach zu ändern, wann immer Sie wollen. Eine Frage bei der Bewertung dieser Glocke ist, wie „wetterfest“ sie ist. Ich kann das nicht kommentieren, weil es am 5. Juli 2019 installiert wurde und wir wahrscheinlich erst in der nächsten Regenzeit Stellung dazu nehmen können, wie wetterfest es ist ... wahrscheinlich im November.	yes
Lost package - Re-Charged me	Verlorenes Paket - Re-Charged me	yes
Grew up with these and was psyched to purchase them for my son, but they lost the package of live caterpillars. They told me they'd replace it and charge half the shipping this time. After significant phone time they ended up re-charging me for a new order with like a 3$ discount. I thought it was pretty unprofessional because not only did they lose it, but they led me to believe they'd rectify it only to charge me almost full price at the end of a 30 minute phone call with some spiel about a voucher. I spent 30 minutes on the phone so I caved and just bought another set of caterpillars. Whatever.	Ich wuchs damit auf und war begeistert, sie für meinen Sohn zu kaufen, aber sie verloren das Paket lebender Raupen. Sie sagten mir, sie würden es ersetzen und diesmal die Hälfte der Lieferung berechnen. Nach längerer Telefonzeit belasteten sie mich für eine neue Bestellung mit etwa 3$ Rabatt. Ich fand es ziemlich unprofessionell, weil sie es nicht nur verloren hatten, sondern mich glauben ließen, dass sie es berichtigen würden, nur um mir am Ende eines 30-minütigen Telefongesprächs fast den vollen Preis zu berechnen. Ich habe 30 Minuten am Telefon verbracht, also gab ich nach und kaufte einfach einen neuen Satz Raupen. Was auch immer.	yes
Works well after some headaches. Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.	Funktioniert gut nach einigen Kopfschmerzen. Hatte einige Probleme, um es zu arbeiten. Das mitgelieferte Kabel war nicht gut - würde nicht den Akku aufladen. Wenn ich ersetzt Kabel mit meinem eigenen war in der Lage zu laden und dann verbinden Sie das Gerät über Bluetooth an einen PC. Hatte Mühe, die PC-Software zu finden, aber als ich ihre Unterstützung per E-Mail reagierte sie innerhalb eines Tages mit den richtigen Download-Info. PC-Programm funktioniert gut für das Testen des Geräts, nachdem Sie herausgefunden haben, welchen Port zu verwenden (Port 4 in meinem Fall). Die Genauigkeit und Stabilität des Geräts sehen für meine Anwendung sehr gut aus, jedoch konnte ich weder mit einem iPhone noch mit einem iPad (versucht mehrere von beiden) über Bluetooth verbinden. Muss fest verdrahtet werden, wenn ich dieses Gerät in meinem Produkt verwenden möchte.	yes
... was too yellow before buying and was told it's like antique gold	... war vor dem Kauf zu gelb und wurde gesagt, es sei wie antikes Gold	yes
I asked the seller if the color was too yellow before buying and was told it's like antique gold, darker. Nothing close! The set looks VERY cheap. It's super shiny yellow with lots of CZs, even shinier. Looks great on the photo, but in real life I wouldn't even give it to a teenager to wear.	Ich fragte den Verkäufer vor dem Kauf, ob die Farbe zu gelb sei und mir wurde gesagt, sie sei wie antikes Gold, dunkler. Nichts in der Nähe! Das Set sieht SEHR günstig aus. Es ist super glänzend gelb mit vielen CZs, noch glänzender. Sieht toll aus auf dem Foto, aber im wirklichen Leben würde ich es nicht einmal einem Teenager zum Anziehen geben.	yes
Loved the ring - but couldn't wear it all the time! :( This ring was beautiful. I loved the design and the chunky feel of it; it looked expensive and it was very comfortable! The only reason why I gave only 3 stars and ultimately returned the product is because I realized I wouldn't be able to wear it all the time. I like to wear my rings all the time, which is why I always make sure to get sterling silver, and I know some people said that their rings tarnished after a while, but I had worn mine for about a week straight - even while washing my hands - and noticed no tarnishing. Interestingly enough, the issue I had was that the inner band of the ring was actually turning my finger white and moist - kind of like the way a bandaid does after you leave it on for a long time. This happened even when I made sure the ring and my finger was completely dry. I don't know why this happened and have never had it happen with any other ring, but it became uncomfortable so I decided it wasn't the ring for me. :( Too bad because I really did love it! So if you are purchasing this ring with the intent to wear it only occasionally, I say go for it!! You won't be disappointed!	Ich liebte den Ring - konnte ihn aber nicht die ganze Zeit tragen! :( Dieser Ring war wunderschön. Ich liebte das Design und das klobige Gefühl; er sah teuer aus und war sehr bequem! Der einzige Grund, warum ich nur 3 Sterne gegeben und das Produkt letztendlich zurückgegeben habe, ist, weil ich realisiert habe, dass ich ihn nicht die ganze Zeit tragen kann. Ich trage meine Ringe gerne die ganze Zeit, deshalb achte ich immer auf Sterlingsilber, und ich weiß, dass einige Leute sagten, ihre Ringe seien nach einer Weile angelaufen, aber ich hatte meine Ringe etwa eine Woche lang am Stück getragen - sogar beim Händewaschen - und habe keine Anlaufen bemerkt. Interessanterweise hatte ich das Problem, dass das Innere des Ringes meinen Finger tatsächlich weiß und feucht färbte - so wie ein Bandid es macht, nachdem man ihn lange angelassen hat. Das passierte sogar, als ich sicherstellte, dass der Ring und mein Finger komplett trocken waren. Ich weiß nicht, warum das passiert ist und habe es noch nie mit irgendeinem anderen Ring passiert, aber es wurde unangenehm, also entschied ich, dass es nicht der Ring für mich ist. :( Schade, weil ich ihn wirklich geliebt habe! Wenn Sie also diesen Ring kaufen, um ihn nur gelegentlich zu tragen, dann sage ich, gehen Sie zu ihm!! Sie werden nicht enttäuscht sein!	yes
buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!	Kaufen Sie den Pampered Chef... Ich besitze einen Pampered Chef kleine Schaufel, bin aber zwischen den Residenzen, so dass die meisten meiner Sachen im Lager sind. Ich liebe es, diese Schaufeln beim Backen für perfekt portionierte Kekse zu verwenden. Ich habe mir den OXO Schaufel und den Pampered Chef Schaufel angesehen und beschlossen, etwas Geld zu sparen und mir den OXO Schaufel zu besorgen - normalerweise habe ich viel Glück mit ihren Produkten. Nicht dieses hier. Bei etwa Erdnussbutter-Cookie #30 hörte der Hebel in der Schaufel auf zu funktionieren. Ich musste die Griffe auseinander brechen und den Hebel neu positionieren, um noch ein paar mehr zu tun, und dann wiederholen. Also... retten Sie Ihren Verstand und kaufen Sie die verwöhnte Koch-Schaufel. Es lohnt sich auf jeden Fall!	yes
Will not buy Mr. Coffee again	Werde Mr. Coffee nicht wieder kaufen	yes
It was a fine coffee maker for a while, but there were always issues with it. If you got water between the black plastic and metal on the carafe, it would leak and drain the water for days. Then our plastic lever broke which allows the coffee to flow through the filter and into the carafe. I contacted customer support to inquire about a new piece, but they would only refer me to a service center which is over 90 minutes from my house. It's great at making coffee and keeping it hot, but there are too many other issues with it to invest in it at the current price.	Es war eine Zeit lang eine gute Kaffeemaschine, aber es gab immer Probleme damit. Wenn man Wasser zwischen dem schwarzen Kunststoff und dem Metall auf der Karaffe bekam, lief es aus und ließ das Wasser tagelang ab. Dann brach unser Plastikhebel, der den Kaffee durch den Filter in die Karaffe strömen ließ. Ich kontaktierte den Kundendienst, um mich nach einem neuen Stück zu erkundigen, aber er verwies mich nur an ein Service-Center, das mehr als 90 Minuten von meinem Haus entfernt ist. Es ist großartig, Kaffee zu kochen und warm zu halten, aber es gibt zu viele andere Probleme mit ihm, um es zum aktuellen Preis zu investieren.	yes
Must buy!! I loved this rose gold color and everything about it was great! The only thing I had an issue with, was it was really plain. I like having a little more detail in the handles and I did notice that before I purchased it which is why I still give this 5 stars! It was easy to clean and all came in wrapped individually which I found to be really organised and it calmed my soul lol love, love, LOVE the color and I would definitely buy this again for myself or for a loved one!	Must buy!! Ich liebte diese roségold Farbe und alles darüber war großartig! Das einzige, was ich hatte ein Problem mit, war es wirklich einfach. Ich mag ein wenig mehr Detail in den Griffen und ich habe bemerkt, dass, bevor ich es gekauft, weshalb ich immer noch diese 5 Sterne geben! Es war einfach zu reinigen und alles kam einzeln verpackt, was ich fand, um wirklich organisiert zu sein und es beruhigte meine Seele lol liebe, liebe, LIEBE die Farbe und ich würde es auf jeden Fall wieder für mich selbst oder für einen geliebten Menschen kaufen!	yes
Might be good on a pole, but NOT as a hanging baffle or weather shield. Shame on Audubon. The instructions tell you to push the plug up through the hole in the baffle and "Make sure it is securely in place." HOW??? It is designed so that the baffle simply sits loosely on the plug, so that it can be pushed up by any critter or the slightest wind. You can turn the plug upside down so that the thumb screws are on the underside of the baffle, but it will take you hours to turn those screws; no tool will do it, and only the tiniest fingers would have an easy time of it. It took me over an hour to do a half-baked job of getting them screwed in so as to secure the baffle to the plug. It is a complete PITA. I ordered four of these; the three that I didn't open are going straight back and I'm in the market for better weather guards. (Let's face it; there's nothing like this which will actually "baffle" squirrels!)	Könnte gut an einer Stange sein, aber NICHT als hängende Schallwand oder Wetterschutzschild. Schande über Audubon. Die Anleitung sagt dir, den Stopfen durch das Loch in der Schallwand nach oben zu schieben und „Sorge dafür, dass er sicher sitzt.“ WIE??? Die Schallwand ist so konstruiert, dass sie einfach locker auf dem Stopfen sitzt, so dass sie von jedem Tier oder dem geringsten Wind nach oben geschoben werden kann. Man kann den Stöpsel umdrehen, so dass die Daumenschrauben an der Unterseite des Stöpsels sind, aber es wird Stunden dauern, diese Schrauben zu drehen; kein Werkzeug wird es schaffen, und nur die winzigsten Finger hätten es leicht. Ich habe über eine Stunde gebraucht, um sie halbgar einzuschrauben, um die Stöpsel am Stöpsel zu befestigen. Es ist eine komplette PITA. Ich habe vier davon bestellt; die drei, die ich nicht geöffnet habe, gehen direkt zurück und ich bin auf dem Markt für bessere Wetterwächter. (Seien wir ehrlich; es gibt nichts Vergleichbares, was Eichhörnchen wirklich „verblüffen“ wird!)	yes
I love many of the features of these lights	Ich liebe viele der Funktionen dieser Leuchten	yes
I purchased this lamp to supplement the light my new vegetable seedlings were getting from the window. I love many of the features of these lights. Pros: First, they clamp easily onto my shelf, and bend to many positions allowing me to make changes as my plants grow. The lights are cool to the touch, and haven't cause harm even when touching the plants. I believe my veggies have benefited from the lights. The lights are dimmable, but I use the strongest setting only. I have not made use of the timer, preferring to turn them on and off myself. I can see this feature as useful in an office setting with houseplants or if on vacation Cons: I do not believe these lights are strong enough to be the primary light source for nursery plants. The lights are small! When the lights burn out, I will have to buy a whole new unit.	Ich kaufte diese Lampe, um das Licht zu ergänzen, das meine neuen Gemüsesetzlinge aus dem Fenster bekamen. Ich liebe viele der Eigenschaften dieser Lampen. Vorteile: Erstens klemmen sie sich einfach an mein Regal und biegen sich in viele Positionen, so dass ich Veränderungen vornehmen kann, während meine Pflanzen wachsen. Die Lampen fühlen sich kühl an und schaden auch nicht, wenn sie die Pflanzen berühren. Ich glaube, mein Gemüse hat von den Lichtern profitiert. Die Lichter sind dimmbar, aber ich benutze nur die stärkste Einstellung. Ich benutze den Timer nicht, sondern schalte ihn lieber selbst ein und aus. Ich sehe diese Funktion als nützlich im Büro mit Zimmerpflanzen oder im Urlaub. Negativ:: Ich glaube nicht, dass diese Lampen stark genug sind, um die Hauptlichtquelle für Baumschulpflanzen zu sein. Die Lampen sind klein! Wenn die Lampen ausbrennen, muss ich mir ein komplett neues Gerät kaufen.	yes
BEWARE...SMELL IS VERY BAD...CARD SLOTS TOO BIG! When I first saw this I thought it was beautiful, BUT it smelled SO BAD. At first I thought it was the smell of leather, but many pointed out that is was a MOLD smell. It never went away, so I had to return it. PLUS, the pockets for the credit cards are too big. The credit cards slide all the way down, the tips don't show so you have no idea what card is where and very difficult to get out. THE PHOTO THEY SHOW WHERE THE CARDS ARE STICKING OUT IS INACCURATE.	VORSICHT...GERUCH IST SEHR SCHLECHT...KARTENFÄCHER ZU GROSS! Als ich das zum ersten Mal sah, dachte ich, es sei wunderschön, ABER es roch SO SCHLECHT. Zuerst dachte ich, es sei der Geruch von Leder, aber viele wiesen darauf hin, dass es ein Schimmelgeruch sei. Es ging nie weg, also musste ich es zurückgeben. PLUS, die Taschen für die Kreditkarten sind zu groß. Die Kreditkarten rutschen ganz nach unten, die Tipps sind nicht sichtbar, so dass man keine Ahnung hat, welche Karte sich wo befindet und es sehr schwierig ist, sie herauszuholen. DAS FOTO, DAS SIE ZEIGEN, WO DIE KARTEN HERAUSSTEHEN, IST FALSCH.	yes
It’s very small.. Received the travel money belt and it a lot smaller than the pictures shows. I wished I did not buy it and will still have to look for something larger.	Er ist sehr klein. Erhielt den Reisegeldgürtel und er ist viel kleiner als die Bilder zeigen. Ich wünschte, ich hätte ihn nicht gekauft und muss trotzdem nach etwas Größerem suchen.	yes
Good umbrella, would buy it again if I had to	Guter Regenschirm, würde es wieder kaufen, wenn ich müsste	yes
First off, I have to say the color is loveeeee. A lot of things I order in purple always come too light, too kiddish, too weird, too neon-ish, what have you. But this purple was deep and lush and I love it, the umbrella is sturdy and really good quality. Probably best umbrella I’ve had. Comes with a cover and while it may not have much functional use, it really keeps it looking sharp.	Zuerst muss ich sagen, die Farbe ist loveeeeeeeee. Viele Dinge, die ich in Lila bestelle, kommen immer zu hell, zu schräg, zu neonhaft, was auch immer. Aber dieses Lila war tief und üppig und ich liebe es, der Regenschirm ist stabil und von wirklich guter Qualität. Wahrscheinlich der beste Regenschirm, den ich je hatte. Kommt mit einer Abdeckung und während es vielleicht nicht viel funktionelle Nutzung, es hält es wirklich scharf aussehen.	yes
Packaging is terrible - received 3 damaged guitars	Verpackung ist schrecklich - erhalten 3 beschädigte Gitarren	yes
Very nice looking guitar. Too bad the company does not know how to protect their product. Don’t bother trying to receive one that is not damaged. We returned 2 because of damages in shipping and the the 3rd one was damaged also. Gave up. They ship it in the soft thin case with one sheet of brown paper in a cardboard box. No padding at all.	Sehr hübsch aussehende Gitarre. Schade, dass die Firma nicht weiß, wie sie ihr Produkt schützen soll. Versuchen Sie nicht, eine zu erhalten, die nicht beschädigt ist. Wir haben 2 zurückgegeben, weil es einen Transportschaden gab, und die dritte war auch beschädigt. Haben aufgegeben. Sie verschicken sie in einem weichen, dünnen Karton mit einem Blatt braunem Papier. Keine Polsterung.	yes
Cool concept! Just needs some more improvements to make it a really awesome product	Cooles Konzept! Braucht nur noch einige Verbesserungen, um es ein wirklich geniales Produkt zu machen	yes
Really cool concept when it comes to karaoke-ing. I love karaoke so this mic immediately piqued my interests. I think the overall design is good - the rose gold is a nice touch. It's also a standard design that I've been seeing on all other options related to this kind of microphone. For the uninitiated, the way this works is it simultaneously acts as 1) a personal microphone 2) a music streamer / speaker and 3) a voice recorder. Altogether, you have a 3-in-1 device that amplifies your voices and music and records everything that comes out. There's no music in the mic itself though. It has a bluetooth connector so you sync it to your phone and download a karaoke app that can send the karaoke songs to the mic. Or you can even sync your Spotify app. Note that the mic doesn't work with every app unfortunately. The mic comes with different options to adjust the volume level of the music and your voice (separately too!) and even has an option to adjust the level of echo so you actually sound like you're in a karaoke room. Some things I would like to see future improvements on are: 1) there's some annoying feedback that doesn't seem to go away regardless of how far I distance my phone from the mic. If you've figured this out, I'd love to know! 2) the option switches at the middle of the mic is clunky. I'm a sucker for minimalism so it be great if future products can make the design sleeker. 3) support for more karaoke apps Finally, because the sound comes out of this mic directly, and not through a flatscreen or central living room speaker system, it's not as fun in a party setting. If the manufacturer can somehow integrate this into a larger party karaoke ecosystem, that would make this infinity more enjoyable.	Ein wirklich cooles Konzept, wenn es um Karaoke geht. Ich liebe Karaoke, also hat das Mikro sofort mein Interesse geweckt. Ich denke, das Gesamtdesign ist gut - das Roségold ist eine nette Note. Es ist auch ein Standarddesign, das ich bei allen anderen Optionen gesehen habe, die mit diesem Mikrofon zu tun haben. Für Uneingeweihte funktioniert das so, dass es gleichzeitig als 1) persönliches Mikrofon 2) Musikstreamer/Lautsprecher und 3) Sprachrekorder fungiert. Insgesamt haben Sie ein 3-in-1-Gerät, das Ihre Stimmen und Musik verstärkt und alles aufnimmt, was herauskommt. Es gibt jedoch keine Musik im Mikrofon selbst. Es hat einen Bluetooth-Anschluss, sodass Sie es mit Ihrem Handy synchronisieren und eine Karaoke-App herunterladen können, die Karaoke-Songs ans Mikrofon senden kann. Oder Sie können sogar Ihre Spotify-App synchronisieren. Leider funktioniert das Mikro nicht mit jeder App. Das Mikrofon kommt mit verschiedenen Optionen, um die Lautstärke der Musik und Ihre Stimme einzustellen (separat zu!) und hat sogar eine Option, um den Echo-Pegel so einzustellen, dass Sie tatsächlich klingen, als wären Sie in einem Karaoke-Raum. Einige Dinge, die ich gerne zukünftige Verbesserungen sehen würde, sind: 1) Es gibt einige lästige Rückmeldungen, die nicht zu verschwinden scheinen, unabhängig davon, wie weit ich mein Handy vom Mikrofon entfernt. Wenn Sie das herausgefunden haben, Ich würde gerne wissen! 2) die Option Schalter in der Mitte des Mikrofons ist klobig. Ich bin ein Fan von Minimalismus, daher wäre es toll, wenn zukünftige Produkte das Design schlanker gestalten könnten. 3) Unterstützung für mehr Karaoke-Apps Schließlich kommt der Sound direkt von diesem Mikrofon und nicht über einen Flachbildschirm oder ein zentrales Wohnzimmer-Lautsprechersystem. Wenn der Hersteller das irgendwie in ein größeres Party-Karaoke-Ökosystem integrieren kann, würde das die Unendlichkeit angenehmer machen.	yes
Ribbed off by Vision Supplies	Abgerieben von Vision Supplies	yes
October 2017 purchased four (4) cartridges from Vision Supplies - Amazon Marketplace, so I would have when needed and to save shipping cost. Used two over the last couple of years, about one a year, and they worked okay. Tried to use one last week, almost empty after printing 20 labels, but in last one ran out after 40 pages. The plastic a missing on both. Told warranty expired!!!! Who would check every single cartridge when received???? BUYER BE AWARE!!!!!!!!!!!	Oktober 2017 kaufte vier (4) Patronen von Vision Supplies - Amazon Marketplace, so dass ich bei Bedarf und um Versandkosten zu sparen. Gebrauchte zwei in den letzten paar Jahren, etwa eine pro Jahr, und sie funktionierten okay. Versucht, eine letzte Woche zu verwenden, fast leer nach dem Druck von 20 Etiketten, aber in der letzten ging eine nach 40 Seiten aus. Der Kunststoff fehlt auf beiden. Told Garantie abgelaufen!!!! Wer würde jede einzelne Patrone bei Erhalt überprüfen???? KÄUFER BEACHTEN!!!!!!!!!!!	yes
I'm sorry, what? My friend recommended the mask of this line so I bought that, this conditioner, and the all in one milk. I cannot speak for the effectiveness of the product because the smell was just not tolerable. You know that musty smell old buildings use in female restrooms to try to mask the smell of *ladies* but it just turns out as this sour, chemical, kind of musty grandma smell? Ya that's all I can think of when I smell this. You know different strokes different folks so maybe you'll like the smell. My friend said it can help even the most damaged hair, so if you don't care about scent then no worries. I know natural products aren't going to smell as pretty as some synthetic ones but I feel like more and more natural lines just care less since it will sell anyway and so now everything just smells like playdough. I've lost a few favorite lines to them changing the formula to cheaper ingredients. I don't know if that's the case here or if this is a fake (which I called Davines and they said it isn't) but this smells like Y U C K and I had to return it.	Entschuldigung, was? Mein Freund empfahl die Maske dieser Linie, also kaufte ich das, diesen Conditioner, und alles in einer Milch. Ich kann nicht für die Wirksamkeit des Produkts sprechen, denn der Geruch war einfach unerträglich. Weißt du, der muffige Geruch alter Gebäude wird in Frauentoiletten benutzt, um den Geruch von Damen zu überdecken, aber es stellt sich heraus, dass es dieser saure, chemische, irgendwie muffige Oma-Geruch ist? Ja, das ist alles, was mir einfällt, wenn ich das rieche. Du kennst verschiedene Striche, also magst du den Geruch vielleicht. Mein Freund sagte, es kann sogar dem am meisten geschädigten Haar helfen, also wenn Sie sich nicht um Duft kümmern, dann keine Sorge. Ich weiß, dass natürliche Produkte nicht so hübsch riechen wie einige synthetische, aber ich habe das Gefühl, dass mehr und mehr natürliche Linien einfach weniger kümmern, da sie sich sowieso verkaufen und so jetzt alles nur noch nach Knete riecht. Ich habe ein paar Lieblingszeilen an sie verloren, indem ich die Formel auf billigere Zutaten änderte. Ich weiß nicht, ob das hier der Fall ist oder ob das eine Fälschung ist (was ich Davines nannte und sie sagten, es sei nicht), aber es riecht nach Y U C K und ich musste es zurückgeben.	yes
Drops internet	Löscht das Internet	yes
I bought this modem/router about two years ago. At the start it seemed to be ok but for the last year plus I’ve had problems with it dropping the internet. This happens on all my devices both Wi-Fi and wired. The only way to restore service was to do a AC power reset. This was happening once or twice a day. Comcast came out, ran a new coax line from the pedestal to the house and boosted the signal level. Same problem. The Arris Tech guys were great but could not solve the problem. Additionally, I lost the 5G service on three occasions. I had to do a factory reset to restore this. I cannot recommend this modem/router based upon my experiences. I purchased a Netgear AC1900 modem/router. It’s fantastic. I’v Had it for over a week with no problems. It’s faster and the range is greater than the Arris. I read online that other people have had problems with the Arris modem/router connected to Comcast. If you have Comcast internet I do not recommend this Arris modem/router. Get the Netgear, its much more reliable.	Ich habe dieses Modem/Router vor etwa zwei Jahren gekauft. Am Anfang schien es okay zu sein, aber seit einem Jahr habe ich Probleme damit, das Internet zu unterbrechen. Das passiert auf allen meinen Geräten, sowohl über WLAN als auch über Kabel. Die einzige Möglichkeit, den Service wieder herzustellen, war ein Wechselstrom-Reset. Das passierte ein- bis zweimal am Tag. Comcast kam heraus, ließ eine neue Koaxialleitung vom Sockel zum Haus laufen und erhöhte den Signalpegel. Dasselbe Problem. Die Leute von Arris Tech waren großartig, konnten aber das Problem nicht lösen. Außerdem verlor ich dreimal den 5G-Dienst. Ich musste einen Werksreset machen, um das wieder herzustellen. Ich kann dieses Modem/Router aufgrund meiner Erfahrungen nicht empfehlen. Ich habe ein Netgear AC1900 Modem/Router gekauft. Es ist fantastisch. Ich habe es seit über einer Woche ohne Probleme. Es ist schneller und die Reichweite ist größer als das Arris. Ich habe online gelesen, dass andere Leute Probleme mit dem Arris Modem/Router hatten, der an Comcast angeschlossen ist. Wenn Sie Comcast Internet haben, empfehle ich dieses Arris Modem/Router nicht. Holen Sie sich die Netgear, seine viel zuverlässiger.	yes
but it happens enough to be annoying. On a positive note	aber es passiert genug, um ärgerlich zu sein. Positiv zu vermerken	yes
1 of the fans sounded out of balance out of the box. The speed controls are really wonky -- If you dial them to 100% the fans will shut off, so you need to turn it to 100% then dial it back slowly until the come back on. Build quality is mediocre, but this seems to be par for most of these types of product at this price point. The feet for holding the laptop up when it's inclined have snapped off a few times... They go back in, but it happens enough to be annoying. On a positive note, this has ideal fan placement for laptops that intake air from vents located near the top of the laptop. Many other coolers have fans toward the middle and provide very little additional airflow to a laptop with such a cooling configuration.	Einer der Lüfter klang aus der Box aus dem Gleichgewicht. Die Drehzahlregler sind wirklich wackelig. Wenn man sie auf 100% wählt, schaltet sich der Lüfter ab, also muss man ihn auf 100% drehen und dann langsam zurückdrehen, bis er wieder eingeschaltet wird. Die Qualität ist mittelmäßig, aber das scheint für die meisten dieser Produkttypen zu diesem Preis ebenbürtig zu sein. Die Füße, um den Laptop hochzuhalten, wenn er geneigt ist, sind ein paar Mal abgerissen... Sie gehen wieder rein, aber es ist ziemlich ärgerlich. Positiv zu bemerken ist, dass dies eine ideale Ventilatorposition für Laptops hat, die Luft aus Lüftungsöffnungen in der Nähe der Oberseite des Laptops ansaugen. Viele andere Kühler haben Lüfter in der Mitte und bieten nur sehr wenig zusätzlichen Luftstrom zu einem Laptop mit einer solchen Kühlkonfiguration.	yes
Ok case with serious limitations	Ok Fall mit ernsthaften Einschränkungen	yes
This case is ok, but not exceptional - a 3.5 or 4 max. The issue is there are fewer cases available for the Tab A 10.1 w S pen. Of those the Gumdrop is about the best, but it has some serious issues. The case rubber (silicone, whatever) is very smooth and slick, and doesn't give you a lot of confidence when hold the Tab with one hand. The Tab A is heavy so if your laying down watching a video the case slips in your hand so you have to make frequent adjustments. I had to remove the clear plastic shield that covers the screen because it impaired the touch screen operation. This affected the strength of the 1-piece plastic frame the surrounds the Tab A, so now the rubber outer cover feels really flexible and flimsy. Lastly, they made it difficult to get to the S pen. The S pen is in the back bottom right hand corner of the Tab A, and they made the little rubber flap that protects corner swing backwards for access to the S pen. This means in order to get the S pen out, the flap has to swing out 180 degrees. This is really awkward and hard to do with one hand. This case does a good job protecting my Tab A, but with these serious design flaws I can't recommend it unless you have an S pen, then you don't have much choice.	Dieses Gehäuse ist ok, aber nicht außergewöhnlich - ein 3,5 oder 4 max. Das Problem ist, dass es weniger Gehäuse für den Tab A 10.1 w S gibt. Von diesen ist der Gumdrop ungefähr der beste, aber er hat einige ernsthafte Probleme. Der Gehäusegummi (Silikon, was auch immer) ist sehr glatt und glatt und gibt einem nicht viel Sicherheit, wenn man den Tab mit einer Hand hält. Das Tab A ist schwer, wenn man sich also beim Anschauen eines Videos hinlegt, rutscht das Gehäuse in die Hand, so dass man häufige Anpassungen vornehmen muss. Ich musste das durchsichtige Plastikschild, das den Bildschirm bedeckt, entfernen, weil es die Touchscreen-Bedienung beeinträchtigte. Dies wirkte sich auf die Festigkeit des 1-teiligen Kunststoffrahmens aus, der das Tab A umgibt, so dass jetzt die Gummi-Außenabdeckung fühlt sich wirklich flexibel und dünn an. Schließlich machten sie es schwierig, an den S-Stift zu gelangen. Der S-Stift befindet sich in der hinteren rechten unteren Ecke des Tab A, und sie haben die kleine Gummiklappe, die die Ecke schützt, nach hinten schwingen lassen, um den S-Stift zu erreichen. Das bedeutet, um den S-Stift herauszuholen, muss die Klappe um 180 Grad ausschwingen. Das ist wirklich peinlich und schwer mit einer Hand zu machen. Dieses Gehäuse schützt meinen Tab A sehr gut, aber mit diesen gravierenden Designfehlern kann ich es nur empfehlen, wenn Sie einen S-S-Stift haben, dann haben Sie keine große Wahl.	yes
Everything I needed	Alles was ich brauchte	yes
