בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
המטבעה המלכותית מ"בית הנייר", ארמון בקינגהאם מ"הכתר", או בכלל תעלת סן מרטין מ"אמילי בפריז" - ערי אירופה יחכו לכם •	The Royal Mint from the “Paper House”, Buckingham Palace from “The Crown”, or even the Saint Martin Canal from “Emily in Paris”—European cities will be waiting for you.	yes
סיורים חינמיים בלוקיישנים של הסדרות הפופולריות ביותר של שירות הסטרימינג.	Free tours of locations of the streaming service’s most popular series.	yes
מחפשים חופשה לא שגרתית לקיץ הקרוב?	Looking for an unusual vacation for the coming summer?	yes
ובכן, מה דעתכם לצאת לסיורים חינמיים בעקבות גיבורי הסדרות האהובות של נטפליקס?	Well, how about going on free tours following the heroes of your favorite Netflix series?	yes
כן, החברה החליטה לצאת מהמסך אל הרחוב, ולהציע לכם סיורים חינמיים בלונדון, פריז ומדריד בעקבות הסדרות האהובות.	Yes, the company has decided to exit the screen and hit the streets by offering free tours of London, Paris and Madrid following the favorite series.	yes
בפריז תוכלו לסייר בעקבות גיבורת הסדרה "אמילי בפריז", או בעקבות גיבורי הסדרה "לופן"; בלונדון תלכו יד ביד עם גיבורי וגיבורות הסדרות "הכתר" ו"ברידג'רטון"; ובמדריד תצאו בעקבות גיבורי "בית הנייר" ו"אליטה".	In Paris, you can tour following the heroine of “Emily in Paris”, or following the heroes of “Lopin”; In London you will walk hand in hand with the heroes and heroines of the series “The Crown” and “Bridgerton”; And in Madrid follow the heroes of “Paper House” and “Elite.”	yes
הסיורים המוצעים יתרחשו בין 11 ל-17 ביולי בלונדון, בפריז ובמדריד, ויועברו על ידי מדריכים מקומיים בשיתוף חברת הסיורים SANDEMANs, בשפה האנגלית.	The tours offered will take place between July 11 and 17 in London, Paris and Madrid, and will be conducted by local guides in cooperation with the tour company SANDEMANs, in English.	yes
אז אם אתם בעניין ויש לכם "קראש" על אחת הסדרות האלו - ולרבים יש - תוכלו כעת ללכת באתרים ההיסטוריים ובערים האירופיות המיוחדות האלו, ולא תצטרכו ללכת לאיבוד או להתמצא לבד באתרים השונים.	So if you are interested and have a “crush” on one of these series—and many do—you can now go to the historical sites and these special European cities, and you won’t have to get lost or find your way around the various sites on your own.	yes
כל מה שצריך זה להגיע בתאריכים האלו, עם ידע בסיסי באנגלית, ולצעוד עם המדריכים.	All that is needed is to arrive on these dates, with a basic knowledge of English, and walk with the guides.	no
לפרטים נוספים על הסיורים, וכן לכלל הסדרות של החברה שרצות כיום, ניתן להיכנס אל הלינק הבא: https://netflix.neweuropetours.eu/	For more details about the tours, as well as for all the company’s series currently running, you can log to the following link: https://netflix.neweuropetours.eu/	no
שמי סעודיה מתקרבים: החברות הישראליות מתכוננות לתגבר קווים למזרח	The skies of Saudi Arabia are getting closer: the Israeli airlines intend to increase flights to the east	yes
הסיכום המתגבש לחופש טיסה מורחב מעל סעודיה: חברת התעופה נערכת להשקת טיסות חדשות למזרח הרחוק על חשבון יעדים באירופה	The emerging conclusion for extended flight freedom over Saudi Arabia: the airline is planning to launch new flights to the Far East instead of destinations to Europe	yes
בחברת התעופה הגדולה בישראל מתכננים שינויים משמעותיים לקראת הגעת נשיא ארה"ב ג'ו ביידן לישראל.	The largest airline in Israel is planning significant changes prior to the arrival of US President, Joe Biden, to Israel.	yes
כפי שפרסמנו ב"ישראל היום", ההערכה היא שביידן יכריז על מתן אישור לאל על ולכל חברות התעופה הישראליות לטוס מעל סעודיה ליעדים נוספים מלבד איחוד האמירויות.	As we published in “Israel HaYom”, it is estimated that Biden will announce granting of permission to El Al and all Israeli airlines to fly above Saudi Arabia towards other destinations besides the United Arab Emirates.	yes
המשמעות של ההסכם המתגבש היא שאל על תוכל לטוס בנתיבים קצרים יותר ליעדי המזרח הרחוק ולאוסטרליה.	The meaning of the emerging agreement is that El Al will be allowed to take shorter flight routes to destinations in the Far East and Australia.	yes
לשם כך, החברה תצטרך לבטל טיסות ליעדים פחות רווחיים, וזאת כדי לפנות מטוסים לטובת יעדים חדשים.	To this end, the company will have to cancel flights of less profitable destinations, in order to use the planes to fly to these new destinations.	yes
היעדים שהטיסות אליהם יבוטלו החל מחודש נובמבר הקרוב הם ורשה, טורונטו ובריסל.	The destinations that the flights will be canceled to, as of November are Warsaw, Toronto and Brussels.	yes
מדובר בשלושה יעדים שבהם יש אוכלוסייה יהודית לא קטנה, אך בשלב זה הם פחות רווחיים לחברה.	The three destinations have sizable Jewish communities, however, at this stage, these are less profitable for the company.	yes
לעומת זאת, היעדים החדשים שבוחנים באל על הם טוקיו שביפן, הונג קונג, אוסטרליה ומקומות נוספים במזרח הרחוק.	On the other hand, the new destinations that El Al is considering are Tokyo in Japan, Hong Kong, Australia and other places in the Far East.	yes
כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.	This is how the move will be made: the Dreamliner planes that fly to Canada will be released in favor of long flights to the East.	yes
מטוסי הבואינג 737 שטסים לוורשה ולבריסל יועברו לשימוש לטיסות ליעדים כמו לונדון ופריז, שאליהם מפעילה אל על טיסות באמצעות מטוסי הדרימליינר.	The Boeing 737 planes that fly to Warsaw and Brussels will be transferred to be used for flights to destinations such as London and Paris, to which El Al operates flights using Dreamliner planes.	no
כך שבעצם החברה תוכל לשחרר מטוסים גדולים כדי לטוס ליעדים נוספים במזרח.	So basically the company will be able to release large planes to fly to more destinations in the East.	no
בה בעת, באל על מצפים לשיחות שיתקיימו בשבועות הקרובים בנוגע לאפשרות שחברות התעופה הישראליות יוכלו לחזור לטוס לטורקיה, לשם תוכל החברה להפעיל טיסות באמצעות מטוסי הבואינג 737 של חברת התעופה.	At the same time, El Al expects talks to take place in the coming weeks regarding the possibility that the Israeli airlines will be able to return to flying to Turkey, as the company will be able to operate flights using the airline’s Boeing 737 aircrafts.	no
עושים סדר בבלאגן: כמה תשלמו עבור מזוודה בכל חברת תעופה?	Making order in the chaos: how much will you pay for a suitcase on any airline?	yes
קבלו את המדריך המפורט למחירי הכבודה בחברות התעופה השונות •	Get the detailed list of baggage prices in all airlines.	yes
מי מציעה 6 יורו לתוספת של עד 10 ק"ג, ואיפה המחיר אף פעם לא כולל מזוודות?	Who offers €6 for up to 10 kg additional luggage, and where do flight prices exclude luggage?	yes
המחירים השתנו, תנאי הכבודה כבר לא אותו הדבר וישראלים רבים מופתעים כשהם מגיעים לנמל התעופה ומגלים שהם צריכים להוסיף סכומים גבוהים עבור מזוודות שחשבו שכלולות במחיר.	The prices have changed, the baggage terms and conditions did not remain the same. Many Israelis are surprised to find that upon arrival to the airport they are requested to pay large sums for the luggage they assumed was included in the flight price.	yes
איך תדעו מה תנאי הכבודה של חברת התעופה?	How will you know what the airline’s baggage conditions are?	yes
בשביל זה אנחנו כאן.	That’s what we’re here for.	yes
קבוצת לופטהנזה (סוויס, אוסטריאן ולופטהנזה) – כרטיס הלייט כולל כבודת יד בלבד, אם תרצו להוסיף מזוודה, תצטרכו לעשות את זה שבעה ימים מראש דרך האתר בעלות של 70 דולרים לכיוון, בטלפון זה יעלה לכם 80 דולרים ובנמל התעופה 100 דולרים.	Lufthansa Group (Swiss, Austrian and Lufthansa)—the Lite ticket includes hand luggage only, if you want to add a suitcase, you will have to do it seven days in advance through the website at a cost of 70 dollars one way, by phone it will cost you 80 dollars and at the airport 100 dollars.	yes
במחלקה גבוהה יותר ישנה כבודה שכלולה במחיר הכרטיס במשקל של עד 23 קילוגרמים, ובפרימיום אקונומי ניתן לקחת גם שתי מזוודות.	In a higher class the baggage is included in the price of the ticket weighing up to 23 kilograms, and in Premium Economy you can take two suitcases with you.	yes
באמריקן איירליינס מציעים לנוסעים לניו יורק ומיאמי כבודה במשקל של 23 קילוגרמים ומזוודת טרולי.	American Airlines offer passengers to New York and Miami baggage weighing 23 kilograms and a trolley suitcase.	yes
אם תרצו להוסיף מזוודה גדולה במשקל של 23 קילוגרמים תשלמו 100 דולרים לכיוון.	If you want to add a large suitcase weighing 23 kilograms you will pay 100 dollars each way.	yes
ביונייטד איירליינס מציעים מזוודה במשקל של עד 23 קילוגרם במחלקת תיירים, בפרימיום שתי מזוודות באותו המשקל ובביזנס שתי מזוודות במשקל של 32 קילוגרם.	United Airlines offers a suitcase weighing up to 23 kilograms in economy class, in premium two suitcases of the same weight and in business two suitcases weighing 32 kilograms.	no
כמובן שניתן להוסיף גם טרולי.	Of course you can also add a trolley.	no
בארקיע מחיר הכרטיס הבסיסי כולל תיק יד שגודלו לא עולה על 55*20*40 ובמשקל של עד 7 קילוגרם.	At Arkia, the basic ticket price includes a hand bag that does not exceed 55*20*40 cm and weighs up to 7 kilograms.	no
מזוודה במשקל של עד 20 קילוגרם תעלה 40 דולרים לכיוון בהזמנה מראש.	A suitcase weighing up to 20 kilograms will cost 40 dollars one way with pre booking.	no
בנמל התעופה המחיר יעמוד על 90 דולרים לנוסע לכיוון.	At the airport the price will be 90 dollars per passenger one way.	no
בטורקיש איירליינס מציעים טרולי של 8 קילוגרם לטסים לטורקיה ולממשיכים עם אנדולוג'ט ליעדי המשך.	Turkish Airlines offers an 8-kilogram trolley for flying to Turkey and continuing with Endologjet for connection destinations.	no
מי שממשיך עם טורקיש איירליינס ליעדים מחוץ לטורקיה זכאי למזוודה גדולה במשקל של עד 23 קילוגרמים.	Those who continue with Turkish Airlines to destinations outside Turkey are entitled to a large suitcase weighing up to 23 kilograms.	no
אם תרצו להוסיף כבודה, מומלץ לעשות זאת באינטרנט ומראש.	If you want to add baggage, it is recommended to do so online and in advance.	no
בחברת וירג'ין אטלנטיק ניתן לעלות למטוס עם טרולי או תיק יד בגודל של עד 56*36*23.	At Virgin Atlantic, you can board the plane with a trolley or a hand bag up to 56*36*23 cm in size.	no
במידה שתרכשו כרטיס לייט, תוספת מזוודה גדולה תעלה 75 דולרים בשדה.	If you buy a Lite ticket, an additional large suitcase will cost 75 dollars at the airport.	no
אם תרכשו כרטיס רגיל, הוא יכלול גם מזוודה של עד 23 קילוגרם.	If you buy a regular ticket, it will include a suitcase of up to 23 kilograms.	no
איתיחאד איירווייז מאפשרת לעלות למטוס עם תיק יד או טרולי במשקל של עד 7 קילוגרם ומזוודה נוספת של עד 23 קילוגרם.	Etihad Airways allows you to board the plane with a hand bag or trolley weighing up to 7 kilograms and an additional suitcase of up to 23 kilograms.	no
בישראייר המחיר לא כולל כבודה.	At Israir, the price does not include baggage.	no
אם תרצו להזמין מזוודה במשקל של עד 40 קילוגרם, תשלמו 40 דולרים לכיוון בהזמנה מראש, כאשר בנמל התעופה זה יעלה לכם 80 דולרים.	If you want to board a suitcase weighing up to 40 kilograms, you will pay 40 dollars one way in pre-order, while at the airport it will cost you 80 dollars.	no
טרולי במשקל של עד 8 קילוגרם יעלה 9 דולר לכיוון.	A trolley weighing up to 8 kilograms will cost $9 one way.	no
חברת הלואוקוסט וויז אייר מאפשרת לנוסעים שרכשו כרטיס בסיסי לעלות למטוס עם תיק גב בלבד.	Lowcost Wizz Air allows passengers who have purchased a basic ticket to board the plane with only a backpack.	no
אם תרצו להוסיף כבודה מעבר לכך, המחיר משתנה בהתאם לסוג הכרטיס שתרכשו וליעד, והמחירים יכולים להגיע לכמה מאות שקלים למזוודה (150-290 לכיוון), תלוי במשקל המזוודה שתבחרו.	If you want to add baggage beyond that, the price varies depending on the type of ticket you purchase and the destination, and the prices get as high as several hundred of NIS per suitcase (150–290 each way), depending on the weight of the suitcase you choose.	no
בחברת איזיג'ט מאפשרים להעלות תיק קטן בגודל של 45*36*20 ובתנאי שיוכל להיכנס מתחת למושב.	Easyjet allows you to upload a small bag of size 45*36*20 provided that it can fit under the seat.	no
מעבר לכך, בכרטיס הבסיסי תצטרכו לשלם עבור תוספת של כבודה.	Furthermore, for the basic ticket you will have to pay for additional baggage.	no
מי שיזמין מושב עם יותר מקום לרגליים יוכל להבא איתו תיק גדול במידות של 56*45*25.	Those who order a seat with more leg room can bring a large bag with the dimensions of 56*45*25.	no
מחיר השדרוג למושב מועדף שיקנה גם יותר כבודה משתנה בין הטיסות.	The price of upgrading to a preferred seat that will also buy more baggage varies between flights.	no
מדיניות הכבודה של ראינאייר היא המורכבת ביותר, ומתחילה מתיק אישי בסיסי שיכול להיכנס מתחת למושב בחינם.	Ryanair’s baggage policy is the most complex, beginning with a basic personal bag that can fit under the seat for free.	no
אם תרצו להוסיף, תוכלו להתחיל מ-6 יורו לכיוון בתנאי שכל הכבודה שלכם לא תגיע ליותר מ-10 קילוגרם, ומשם המחירים מזנקים ויכולים להגיע גם למאות שקלים לנוסע לכיוון, תלוי בסוג הכבודה שתבחרו ובכרטיס שרכשתם.	If you want to add luggage, you may have to pay from €6 for one way provided that all your luggage is not heavier than 10 kilograms, and then the prices jump and can even get as high as a few hundred of NIS per passenger per one way, depending on the type of luggage you choose and the ticket you have purchased.	no
בכרטיס הלייט של אל על תהיו זכאים לכבודת יד של עד 8 קילוגרם.	With the El Al Lite ticket you will be entitled to a hand luggage of up to 8 kilograms.	no
אם תרכשו כרטיסי קלאסיק תהיו זכאים גם למזוודה גדולה שתישלח לבטן המטוס.	If you buy classic tickets you will also be entitled to a large suitcase that will be sent to the belly of the plane.	no
הזמנה של מזוודה נוספת יכולה לעלות בין 90-150 דולרים לכיוון אם תעשו זאת בנמל התעופה, בהזמנה מראש המחיר מעט זול יותר.	Ordering an extra suitcase can cost between 90–150 dollars one way if you do it at the airport, if you book in advance the price is a little cheaper.	no
פטור מבידוד למחוסנים ומחלימים ממדינות שאינן אדומות, התיירים הזרים חוזרים.	Exemption from isolation for the vaccinated and recovering people coming from non-red countries, the foreign tourists are returning.	yes
הנוחתים בארץ קיבלו הודעות ממשרד הבריאות שלפיהן הם פטורים מחובת הבידוד עם קבלת תשובה שלילית לבדיקת הקורונה •	People arriving to Israel received notices from the Ministry of Health saying they are exempt fro the obligation to isolate upon receiving a negative answer to the corona test.	yes
רק לאחר מכן הוציא המשרד הודעה רשמית לפיה רק מדובר רק בנוסעים ממדינות כתומות, למרות שגם חוזרים ממדינות אדומות דיווחו על קבלת ההודעה •	Only then did the ministry issue an official announcement stating that only travelers from orange countries were included, although people returning from red countries also reported receiving the announcement.	yes
בנוסף: תיירים מיעדים כתומים יוכלו להיכנס לארץ וכן צפויה הסרה של יעדים אדומים רבים מהרשימה.	In addition: tourists from orange destinations will be able to enter Israel, and the forecast is that many red destinations will be removed from the list.	yes
בשיא מגפה - הסוף לבידוד לחוזרים מחו"ל?	At the midst of a pandemic—is this the end to isolation for those returning from abroad?	yes
משרד הבריאות שלח הבוקר (שני) הודעות לשבים לארץ, ולפיהן הם פטורים מבידוד עם קבלת תשובה שלילית לבדיקת הקורונה שביצעו לאחר הנחיתה בישראל.	The Ministry of Health sent notices this morning (Monday) to people returning to Israel, saying they are exempt from isolation upon receiving a negative answer to the corona test they performed after landing in Israel.	yes
מדובר גם בשבים ממדינות אדומות.	This includes returnees from red countries.	yes
חלק מההודעות שנשלחו הודיעו לחוזרים שהם יכולים להשתחרר לאחר קבלת תשובה שלילית או לאחר 24 שעות לכל המאוחר, וחלק מהם קיבלו את הפטור לאחר שקיבלו את התשובה השלילית.	Some of the messages sent informed returnees that they could be released after receiving a negative answer or after 24 hours at the latest, and some of them received the exemption after getting a negative answer.	yes
רק לאחר מכן יצאה הודעות רשמית ממשרד הבריאות ובה נכתב כי החל מהלילה בחצות, 4.1.2022, מחוסנים או מחלימים , השבים ממדינות כתומות יבצעו בדיקת PCR בנתב"ג ויכנסו לבידוד למשך 24 שעות או עד קבלת תוצאה שלילית (המוקדם מביניהם).	Only then did an official announcement come from the Ministry of Health stating that as of tonight at midnight, January 4, 2022, whether vaccinated or recovering, the returnees from orange countries will undergo a PCR test in Israel and enter isolation for 24 hours or until receiving a negative result (whichever comes first).	yes
ההחלטה תעוגן בצו מנכ"ל משרד הבריאות ותובא לאישור ועדת הבריאות של הכנסת.	The decision will be stated in a decree by the Ministry of Health Director General and will be submitted for approval to the Health Committee of the Knesset.	yes
במשרד הבהירו כי מחוסנים או מחלימים שכבר שבו לישראל ממדינה כתומה וקיבלו תוצאה שלילית מבדיקת ה-PCR שביצעו בכניסה לישראל, יסיימו את הבידוד הלילה בחצות והם אינם מחויבים בביצוע בדיקה שנייה.	The ministry clarified that vaccinated or convalescents who have already returned to Israel from an orange state and received a negative result from the PCR test they performed upon entering Israel, will end the isolation tonight at midnight and are not obligated to perform a second test.	no
למרות זאת, נוסעים ממדינות אדומות דיווחו כי גם הם קיבלו את ההודעה.	However, travelers from red states reported that they also received the message.	no
מי שלא התחסן או החלים ושב ממדינה כתומה, יכנס לבידוד ביתי למשך 14 יום, עם אפשרות לקיצור בידוד עם קבלת תוצאה שלילית בבדיקת pcr שבוצעה החל מהיום ה-7 לנחיתה בישראל (יום הנחיתה הוא היום הראשון).	Those who have not been vaccinated or recovered and returned from an orange country, will enter home isolation for 14 days, with the possibility of shortening isolation upon receiving a negative result in a PCR test performed starting on the 7th day after landing in Israel (the day of landing is the first day).	no
ההחלטה על הסרת רוב ההגבלות על הטסים ובעיקר על המחוסנים מגיעה יום לפני הדיון בבג״ץ שהגישו התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות.	The decision to remove most of the restrictions on flights and especially on those who are vaccinated comes a day before the High Court hearing submitted by the Association of Travel Ministries, the Headquarters for Open Skies and the Hotel Association.	no
בדיון שיתקיים מחר צפויים לדרוש העותרים להסיר את כל שאר המדינות האדומות מהרשימה, כאשר מי שמגבה אותם בחוות דעתו הוא פרופסור איתמר גרוטו.	At the hearing that will take place tomorrow, the petitioners are expected to demand that all other red states be removed from the list, while Professor Itamar Grotto backs them up with his professional opinion.	no
גם זרים יוכלו להיכנס.	Foreigners will also be able to enter.	no
ראש הממשלה ושרי החוץ, הבריאות, הפנים, התיירות והתחבורה סיכמו כי החל מיום ראשון 9.1.2022, תותר כניסת זרים מחוסנים/מחלימים (לפי הגדרת משרד הבריאות) ממדינות כתומות - זאת בכפוף למילוי טופס מקוון מבעוד מועד, ביצוע בדיקת PCR או אנטיגן לפני העלייה למטוס, ביצוע בדיקת PCR בכניסה לישראל ולאחריה כניסה לבידוד למשך 24 שעות או קבלת תשובה שלילית בבדיקה (המוקדם מביניהם).	The Prime Minister and the Ministers of Foreign Affairs, Health, Internal affairs, Tourism and Transportation agreed that starting Sunday, January 9, 2022, the entry of vaccinated/recovered foreigners (as defined by the Ministry of Health) from orange countries will be allowed—subject to filling out an online form ahead of time, performing a PCR or antigen test before boarding the plane, performing a PCR test upon entering Israel followed by entering isolation for 24 hours or receiving a negative test result (whichever comes first).	no
זרים לא מחוסנים/ לא מחלימים (לפי הגדרת משרד הבריאות) לא יורשו להיכנס לישראל.	Foreigners who are not vaccinated/non recovering patients (as defined by the Ministry of Health) will be banned from entering Israel.	no
זרים ממדינות אדומות, למעט מי שכניסתם אושרה על ידי ועדת החריגים, לא יורשו להיכנס לישראל.	Foreigners from red countries, with the exception of those whose entry has been approved by the Exceptions Committee, will not be allowed to enter Israel.	no
מתווה הקבוצות לא יחודש בשלב זה.	The group schedule will not be renewed at this stage.	no
ומה עם מדינות אדומות?	And what about red states?	no
הוועדה לסיווג מדינות במשרד הבריאות ממליצה לממשלה הוועדה ממליצה להסיר מרשימת המדינות האדומות ולהעביר לרשימת הכתומות את המדינות: דרום אפריקה, הונגריה, ניגריה, ספרד, פורטוגל, צרפת, קנדה.	The committee for the classification of countries in the Ministry of Health recommended to the government to remove the following countries from the list of red countries and to transfer them to the orange list: South Africa, Hungary, Nigeria, Spain, Portugal, France, Canada.	no
המדינות שנותרות בשלב זה ברשימת המדינות האדומות: איחוד האמירויות, ארה"ב, אתיופיה, הממלכה המאוחדת, טנזניה, מקסיקו, שווייץ ותורכיה.	The countries that remain at this point in the red list of countries are: the United Arab Emirates, the United States, Ethiopia, the United Kingdom, Tanzania, Mexico, Switzerland and Turkey.	no
אפשרות נוספת שבוחנים במשרד הבריאות היא לפטור מבידוד את המחוסנים שחוזרים ממדינות אדומות.	A second option is that the Ministry of Health will consider to exempt from isolation the vaccinated returning people from red countries.	no
כרגע לא ברור אם יש קשר בין ההודעות שקיבלו הבוקר החוזרים לישראל לבין ההנחיות שעשויות להתקבל במשרד הבריאות בנושא הזה.	At the moment it is not clear if there is a connection the messages sent this morning to those returning to Israel are related to the instructions that may be issued by the Ministry of Health on this issue.	no
ממשרד הבריאות טרם התקבלה תגובה.	The Ministry of Health has not yet issued a response.	no
השמיים מתחילים להיפתח: משרד הבריאות משנה את ההגבלות על שערי הארץ	The skies are beginning to open: the Ministry of Health is changing the restrictions on the gates of the country	yes
מחוסנים החוזרים ממדינות כתומות יחויבו בבידוד של 24 שעות •	Vaccinated persons returning from orange countries will be charged with 24-hour isolation.	yes
המדינות ארה"ב, טורקיה, בריטניה ואיחוד האמירויות יוגדרו אדומות.	The countries USA, Turkey, Great Britain and the United Arab Emirates will be defined as red.	yes
אחרי שבועות ארוכים שבהם היה קשה מאוד למצוא יעד שאליו ניתן לטוס בלי הגבלות, ולאחר שכל החוזרים מחו"ל חויבו בבידוד, לצד איסור כניסת תיירים לישראל - אתמול הוחלט לשנות את הנהלים ולהקל באופן משמעותי את ההגבלות על נתב"ג.	After long weeks in which it was very difficult to find a destination to which one could fly without restrictions, and after all those returning from abroad were ordered to quarantine, along with a ban on the entry of tourists into Israel—yesterday it was decided to change the procedures and significantly ease the restrictions on traffic.	yes
במשרד הבריאות החליטו להמליץ לבטל את חובת הבידוד למשך שלושה ימים לישראלים שחוזרים ממדינות כתומות.	The Ministry of Health decided to recommend canceling the mandatory isolation for three days for Israelis returning from orange countries.	yes
עד כה, כל מחוסן או מחלים לפי הגדרות משרד הבריאות שחזר ממדינה כתומה - חויב בבידוד למשך שלושה ימים, בכפוף לשתי בדיקות קורונה.	So far, anyone vaccinated or recovering according to the definitions of the Ministry of Health who returned from an orange state—was required to be isolated for three days, subject to two corona tests.	yes
כעת, הבידוד שיצטרכו להיכנס אליו המחוסנים והמחלימים שחוזרים ממדינות כתומות הוא ל־24 שעות לכל היותר, או עד קבלת התוצאות של בדיקות הקורונה שמבוצעות לאחר הנחיתה בנתב"ג (המוקדם מביניהם).	Now, the isolation that the vaccinated and convalescents returning from orange countries will have to go into is for 24 hours at most, or until the results of the corona tests are received after landing in Israel (whichever comes first).	yes
מי שלא מוגדר מחוסן או מחלים יחויב בכל זאת להיכנס לשבעה ימי בידוד בכפוף לשתי בדיקות קורונה, או 14 ימים ללא הבדיקה השנייה, גם אם חזר ממדינה כתומה וגם אם חזר ממדינה אדומה.	Those who are not defined as vaccinated or recovering will still be required to enter seven days of isolation subject to two corona tests, or 14 days without the second test, even if they returned from an orange country and if they returned from a red country.	yes
מחוסן או מחלים שחזר ממדינה אדומה חייב גם הוא בבידוד מלא.	A vaccinated or convalescing person who has returned from a red state must also be in full isolation.	yes
רשימת המדינות האדומות העדכנית שעליה המליץ משרד הבריאות, ושעדיין צריכה לעבור את אישור הממשלה, כוללת את ארה"ב, טורקיה, טנזניה, אתיופיה, מקסיקו, בריטניה, שווייץ ואיחוד האמירויות.	The latest list of red countries recommended by the Ministry of Health, which still needs to go through the government’s approval, includes the USA, Turkey, Tanzania, Ethiopia, Mexico, the United Kingdom, Switzerland and the United Arab Emirates.	yes
בכל המדינות, למעט טורקיה, ממוצע החיוביים שנכנסו לארץ בשבועיים האחרונים הוא יותר מ־5% מסך כלל הנכנסים, מה שמכניס אותן באופן אוטומטי לרשימת המדינות האדומות.	In all countries, with the exception of Turkey, the average number of positives who entered the country in the last two weeks is more than 5% of the total number of entrants, which automatically puts them on the list of red countries.	no
קצב העלייה בקרב החולים מטורקיה הוא מהיר, שיעור החוזרים החיוביים ממנה עומד על קצת יותר מ־4%, ולכן הוחלט להכניס גם אותה לרשימת המדינות האדומות.	The rate of increase among the patients from Turkey is fast, the rate of positive returns from Turkey is a little over 4%, so it was decided to include it also in the list of red countries.	no
המדינות הבולטות שיוסרו מרשימת המדינות האדומות: צרפת, ספרד, פורטוגל וקנדה.	The most prominent countries that will be removed from the list of red countries: France, Spain, Portugal and Canada.	no
בתוך כך, החל מ־9 בינואר, תיירים שמחוסנים לפי דרישות משרד הבריאות יוכלו להיכנס לישראל ללא צורך בבידוד, ובדומה לתנאים של ישראלים שחוזרים ממדינה כתומה.	Meanwhile, as of January 9, tourists who are vaccinated according to the requirements of the Ministry of Health will be able to enter Israel without the need for isolation, similar to the conditions for Israelis returning from an orange state.	no
גם במקרה הזה, ההחלטה כפופה לאישור הממשלה, שתדון בנושא בימים הקרובים.	Even in this case, the decision is subject to the approval of the government, which will discuss the issue in the coming days.	no
חשוב לציין שמעטים המקרים שבהם הממשלה לא מאשרת את המלצות משרד הבריאות בתחום זה.	It is important to note that there are few cases in which the government does not approve the recommendations of the Ministry of Health in this area.	no
התיירנים נגד ההגבלות.	The tourists against the restrictions.	no
התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות הגישו עתירה לבג"ץ כדי לבטל את ההגבלות על הטסים.	A petition was filed to the High Court by the Travel Agencies’ Association, the Open Skies Headquarters and the Hotels’ Association to cancel the restrictions on the travelers.	no
המדינה הסירה את רוב ההגבלות אתמול, אך כאמור השאירה שמונה מדינות משמעותיות ברשימת המדינות האדומות.	The country removed most of the restrictions yesterday, but as mentioned left eight significant countries on the list of red countries.	no
בדיון שיתקיים הבוקר בירושלים, צפויים העותרים לדרוש מהמדינה לבטל את רשימת המדינות האדומות.	At the hearing that is to be held this morning in Jerusalem, the petitioners are expected to demand that the state cancel the list of red states.	no
מי שיתמוך בעמדת העותרים הוא פרופ' איתמר גרוטו, שצפוי להיות נוכח בדיון.	The one who will support the position of the petitioners is Prof. Itamar Grotto, also expected to be present at the hearing.	no
שר התיירות יואל רזבוזוב, שתמך בשבועות האחרונים בהקלות בכל מה שקשור להכנסת תיירים זרים לישראל, אמר אתמול: "ביטול הבידוד למחוסנים החוזרים מחו"ל וחזרת התיירות למחוסנים הם הדבר הנכון והצודק בתקופה זו.	Tourism Minister Yoel Razbozov, who in recent weeks has supported the easing of the restrictions concerning the entry of foreign tourists to Israel, said yesterday: “Abolishing isolation for those who have been vaccinated returning from abroad and the reinstating tourism for those who have been vaccinated is the right and just thing to do at this time.	no
אני מודה לחבריי לממשלה, שהבינו את מצוקת תעשיית התיירות והסכימו איתי שהנזק עולה על התועלת.	I thank my colleagues in the government, who understood the plight of the tourism industry and agreed with me that the damage outweighs the benefit.	no
החיסון הוא המענה הטוב ביותר למגיפה, וככזה - מגיע לציבור המחוסנים לנהל שגרת חיים מאפשרת לצד הקורונה".	Vaccination is the best answer to a pandemic, and as such—the vaccinated public deserves to lead a routine lifestyle alongside Corona.”	no
בהשקעה של 200 מיליון שקלים: הריזורט החדש שייפתח בסמוך לערד	With an investment of 200 million NIS: the new resort that will open near Arad	yes
המדבר פורח: מלון יוקרה נוסף צפוי להיפתח בעוד כשלוש שנים •	The desert is blooming: another luxury hotel is expected to open in about three years.	yes
מסעדות שף, בריכות פרטיות ו-110 חדרים הם רק חלק קטן ממה שיציע המלון •	Chef restaurants, private pools and 110 rooms are just a small part of what the hotel will offer.	yes
כל הפרטים בכתבה	All the details in the article	yes
