בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
ההחלטה תעוגן בצו מנכ"ל משרד הבריאות ותובא לאישור ועדת הבריאות של הכנסת.	The decision will be marked in a directive from the Director General of the Ministry of Health and will be brought for approval to the Knesset's Health Committee.	yes
במשרד הבהירו כי מחוסנים או מחלימים שכבר שבו לישראל ממדינה כתומה וקיבלו תוצאה שלילית מבדיקת ה-PCR שביצעו בכניסה לישראל, יסיימו את הבידוד הלילה בחצות והם אינם מחויבים בביצוע בדיקה שנייה.	The Ministry clarified that vaccinated or recovered individuals who have returned to Israel from a red country and received a negative result from the PCR test they took upon entering Israel, will end their quarantine at midnight and they are not required to take a second test.	no
למרות זאת, נוסעים ממדינות אדומות דיווחו כי גם הם קיבלו את ההודעה.	Despite this, travelers from red countries reported that they also received the message.	no
מי שלא התחסן או החלים ושב ממדינה כתומה, יכנס לבידוד ביתי למשך 14 יום, עם אפשרות לקיצור בידוד עם קבלת תוצאה שלילית בבדיקת pcr שבוצעה החל מהיום ה-7 לנחיתה בישראל (יום הנחיתה הוא היום הראשון).	Anyone who has not been vaccinated or recovered and returns from a red country, will enter home isolation for 14 days, with the possibility of shortening the isolation with a negative result of a PCR test conducted from the 7th day of landing in Israel (the day of landing is the first day).	no
ההחלטה על הסרת רוב ההגבלות על הטסים ובעיקר על המחוסנים מגיעה יום לפני הדיון בבג״ץ שהגישו התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות.	The decision to lift most of the restrictions on flights, especially for the vaccinated, comes a day before the Supreme Court hearing filed by the Travel Agencies Association, the Open Skies Headquarters, and the Hotels Association.	no
בדיון שיתקיים מחר צפויים לדרוש העותרים להסיר את כל שאר המדינות האדומות מהרשימה, כאשר מי שמגבה אותם בחוות דעתו הוא פרופסור איתמר גרוטו.	In the discussion that will take place tomorrow, the petitioners are expected to demand the removal of all other red countries from the list, with Professor Itamar Grotto supporting them in his opinion.	no
גם זרים יוכלו להיכנס.	Foreigners will also be able to enter.	no
ראש הממשלה ושרי החוץ, הבריאות, הפנים, התיירות והתחבורה סיכמו כי החל מיום ראשון 9.1.2022, תותר כניסת זרים מחוסנים/מחלימים (לפי הגדרת משרד הבריאות) ממדינות כתומות - זאת בכפוף למילוי טופס מקוון מבעוד מועד, ביצוע בדיקת PCR או אנטיגן לפני העלייה למטוס, ביצוע בדיקת PCR בכניסה לישראל ולאחריה כניסה לבידוד למשך 24 שעות או קבלת תשובה שלילית בבדיקה (המוקדם מביניהם).	The Prime Minister and the Ministers of Foreign Affairs, Health, Interior, Tourism, and Transportation have agreed that starting from Sunday, January 9, 2022, vaccinated/recovered foreigners (as defined by the Ministry of Health) from red countries will be allowed to enter, subject to filling out an online form in advance, performing a PCR or antigen test before boarding the plane, performing a PCR test upon entering Israel and then entering quarantine for 24 hours or receiving a negative test result (whichever comes first).	no
זרים לא מחוסנים/ לא מחלימים (לפי הגדרת משרד הבריאות) לא יורשו להיכנס לישראל.	Non-vaccinated/non-recovered foreigners (according to the Ministry of Health's definition) will not be allowed to enter Israel.	no
זרים ממדינות אדומות, למעט מי שכניסתם אושרה על ידי ועדת החריגים, לא יורשו להיכנס לישראל.	Foreigners from red countries, except those whose entry has been approved by the Exceptions Committee, will not be allowed to enter Israel.	no
מתווה הקבוצות לא יחודש בשלב זה.	The group's plan will not be renewed at this stage.	no
ומה עם מדינות אדומות?	And what about red countries?	no
הוועדה לסיווג מדינות במשרד הבריאות ממליצה לממשלה הוועדה ממליצה להסיר מרשימת המדינות האדומות ולהעביר לרשימת הכתומות את המדינות: דרום אפריקה, הונגריה, ניגריה, ספרד, פורטוגל, צרפת, קנדה.	The Committee for Country Classification at the Ministry of Health recommends to the government to remove the following countries from the red list and move them to the orange list: South Africa, Hungary, Nigeria, Spain, Portugal, France, Canada.	no
המדינות שנותרות בשלב זה ברשימת המדינות האדומות: איחוד האמירויות, ארה"ב, אתיופיה, הממלכה המאוחדת, טנזניה, מקסיקו, שווייץ ותורכיה.	The countries that remain at this stage on the red list are: United Arab Emirates, USA, Ethiopia, United Kingdom, Tanzania, Mexico, Switzerland, and Turkey.	no
אפשרות נוספת שבוחנים במשרד הבריאות היא לפטור מבידוד את המחוסנים שחוזרים ממדינות אדומות.	Another option that the Ministry of Health is considering is to exempt vaccinated individuals returning from red countries from quarantine.	no
כרגע לא ברור אם יש קשר בין ההודעות שקיבלו הבוקר החוזרים לישראל לבין ההנחיות שעשויות להתקבל במשרד הבריאות בנושא הזה.	Currently, it is unclear whether there is a connection between the messages received this morning by those returning to Israel and the guidelines that may be issued by the Ministry of Health on this matter.	no
ממשרד הבריאות טרם התקבלה תגובה.	No response has been received from the Ministry of Health yet.	no
השמיים מתחילים להיפתח: משרד הבריאות משנה את ההגבלות על שערי הארץ	The skies are starting to open: The Ministry of Health is changing the restrictions on the country's borders.	yes
מחוסנים החוזרים ממדינות כתומות יחויבו בבידוד של 24 שעות •	Vaccinated individuals returning from red countries will be required to quarantine for 24 hours.	yes
המדינות ארה"ב, טורקיה, בריטניה ואיחוד האמירויות יוגדרו אדומות.	The countries USA, Turkey, Britain and the United Arab Emirates will be defined as red.	yes
אחרי שבועות ארוכים שבהם היה קשה מאוד למצוא יעד שאליו ניתן לטוס בלי הגבלות, ולאחר שכל החוזרים מחו"ל חויבו בבידוד, לצד איסור כניסת תיירים לישראל - אתמול הוחלט לשנות את הנהלים ולהקל באופן משמעותי את ההגבלות על נתב"ג.	After long weeks in which it was very difficult to find a destination to fly to without restrictions, and after all those returning from abroad were required to quarantine, alongside the ban on tourists entering Israel - yesterday it was decided to change the procedures and significantly ease the restrictions on Ben Gurion Airport.	yes
במשרד הבריאות החליטו להמליץ לבטל את חובת הבידוד למשך שלושה ימים לישראלים שחוזרים ממדינות כתומות.	The Ministry of Health has decided to recommend cancelling the three-day quarantine requirement for Israelis returning from red countries.	yes
עד כה, כל מחוסן או מחלים לפי הגדרות משרד הבריאות שחזר ממדינה כתומה - חויב בבידוד למשך שלושה ימים, בכפוף לשתי בדיקות קורונה.	So far, anyone who is vaccinated or recovered according to the Ministry of Health's definitions and returned from a red country - is required to be in isolation for three days, subject to two corona tests.	yes
כעת, הבידוד שיצטרכו להיכנס אליו המחוסנים והמחלימים שחוזרים ממדינות כתומות הוא ל־24 שעות לכל היותר, או עד קבלת התוצאות של בדיקות הקורונה שמבוצעות לאחר הנחיתה בנתב"ג (המוקדם מביניהם).	Now, the quarantine that vaccinated and recovered individuals returning from red countries will have to enter is for 24 hours at most, or until they receive the results of the coronavirus tests conducted after landing at Ben Gurion Airport (whichever comes first).	yes
מי שלא מוגדר מחוסן או מחלים יחויב בכל זאת להיכנס לשבעה ימי בידוד בכפוף לשתי בדיקות קורונה, או 14 ימים ללא הבדיקה השנייה, גם אם חזר ממדינה כתומה וגם אם חזר ממדינה אדומה.	Anyone who is not defined as vaccinated or recovered will still be required to enter seven days of isolation subject to two corona tests, or 14 days without the second test, whether returning from an orange country or a red country.	yes
מחוסן או מחלים שחזר ממדינה אדומה חייב גם הוא בבידוד מלא.	A vaccinated or recovered person returning from a red country is also required to be in full quarantine.	yes
רשימת המדינות האדומות העדכנית שעליה המליץ משרד הבריאות, ושעדיין צריכה לעבור את אישור הממשלה, כוללת את ארה"ב, טורקיה, טנזניה, אתיופיה, מקסיקו, בריטניה, שווייץ ואיחוד האמירויות.	The updated list of red countries recommended by the Ministry of Health, which still needs government approval, includes the USA, Turkey, Tanzania, Ethiopia, Mexico, Britain, Switzerland, and the United Arab Emirates.	yes
בכל המדינות, למעט טורקיה, ממוצע החיוביים שנכנסו לארץ בשבועיים האחרונים הוא יותר מ־5% מסך כלל הנכנסים, מה שמכניס אותן באופן אוטומטי לרשימת המדינות האדומות.	In all countries, except Turkey, the average of positives who entered the country in the last two weeks is more than 5% of all entrants, which automatically puts them on the red countries list.	no
קצב העלייה בקרב החולים מטורקיה הוא מהיר, שיעור החוזרים החיוביים ממנה עומד על קצת יותר מ־4%, ולכן הוחלט להכניס גם אותה לרשימת המדינות האדומות.	The rate of increase among patients from Turkey is fast, the rate of positive returnees from it stands at just over 4%, and therefore it was decided to also include it in the list of red countries.	no
המדינות הבולטות שיוסרו מרשימת המדינות האדומות: צרפת, ספרד, פורטוגל וקנדה.	The prominent countries that were removed from the red list: France, Spain, Portugal, and Canada.	no
בתוך כך, החל מ־9 בינואר, תיירים שמחוסנים לפי דרישות משרד הבריאות יוכלו להיכנס לישראל ללא צורך בבידוד, ובדומה לתנאים של ישראלים שחוזרים ממדינה כתומה.	Starting from January 9, vaccinated tourists who meet the Ministry of Health's requirements will be able to enter Israel without the need for quarantine, similar to the conditions for Israelis returning from a red-listed country.	no
גם במקרה הזה, ההחלטה כפופה לאישור הממשלה, שתדון בנושא בימים הקרובים.	In this case too, the decision is subject to government approval, which will discuss the matter in the coming days.	no
חשוב לציין שמעטים המקרים שבהם הממשלה לא מאשרת את המלצות משרד הבריאות בתחום זה.	It's important to note that there are few cases where the government does not approve the recommendations of the Ministry of Health in this field.	no
התיירנים נגד ההגבלות.	The tourists are against the restrictions.	no
התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות הגישו עתירה לבג"ץ כדי לבטל את ההגבלות על הטסים.	The Travel Agencies Association, the Open Skies headquarters, and the Hotels Association have filed a petition to the Supreme Court to cancel the flight restrictions.	no
המדינה הסירה את רוב ההגבלות אתמול, אך כאמור השאירה שמונה מדינות משמעותיות ברשימת המדינות האדומות.	The country lifted most of the restrictions yesterday, but as mentioned, it left eight significant countries on the red list.	no
בדיון שיתקיים הבוקר בירושלים, צפויים העותרים לדרוש מהמדינה לבטל את רשימת המדינות האדומות.	In the discussion that will take place this morning in Jerusalem, the petitioners are expected to demand the state to cancel the list of red countries.	no
מי שיתמוך בעמדת העותרים הוא פרופ' איתמר גרוטו, שצפוי להיות נוכח בדיון.	The one who will support the petitioners' position is Prof. Itamar Grotto, who is expected to be present at the hearing.	no
שר התיירות יואל רזבוזוב, שתמך בשבועות האחרונים בהקלות בכל מה שקשור להכנסת תיירים זרים לישראל, אמר אתמול: "ביטול הבידוד למחוסנים החוזרים מחו"ל וחזרת התיירות למחוסנים הם הדבר הנכון והצודק בתקופה זו.	The Minister of Tourism, Yoel Razvozov, who has supported easing restrictions on foreign tourists entering Israel in recent weeks, said yesterday: "Cancelling the quarantine for vaccinated returnees from abroad and resuming tourism for the vaccinated is the right and just thing to do at this time."	no
אני מודה לחבריי לממשלה, שהבינו את מצוקת תעשיית התיירות והסכימו איתי שהנזק עולה על התועלת.	I am grateful to my government colleagues, who understood the crisis of the tourism industry and agreed with me that the damage outweighs the benefit.	no
החיסון הוא המענה הטוב ביותר למגיפה, וככזה - מגיע לציבור המחוסנים לנהל שגרת חיים מאפשרת לצד הקורונה".	The vaccine is the best response to the pandemic, and as such - the vaccinated public should be able to maintain a feasible lifestyle alongside the coronavirus.	no
בהשקעה של 200 מיליון שקלים: הריזורט החדש שייפתח בסמוך לערד	With an investment of 200 million shekels: The new resort that will open near Arad.	yes
המדבר פורח: מלון יוקרה נוסף צפוי להיפתח בעוד כשלוש שנים •	The desert blooms: Another luxury hotel is expected to open in about three years.	yes
מסעדות שף, בריכות פרטיות ו-110 חדרים הם רק חלק קטן ממה שיציע המלון •	Chef restaurants, private pools, and 110 rooms are just a small part of what the hotel will offer.	yes
כל הפרטים בכתבה	All the details in the article.	yes
חברת 7MINDS מבית פתאל וחברת הנדל"ן בנייני העיר הלבנה, רכשו במשותף מגרש המשתרע על שטל של כ-20 דונמים במדבר יהודה, בו יקימו ריזורט מפואר בהשקעה של כ-200 מיליון שקלים. המלון יוקם על אותו השטח שבו היה בנוי מלון מצדה שנהרס לפני כשנה.	7MINDS from the Fattal Group and the real estate company White City Buildings, jointly purchased a plot of land spanning about 20 dunams in the Judean Desert, where they will build a luxurious resort with an investment of about 200 million shekels. The hotel will be built on the same site where the Masada hotel was demolished about a year ago.	no
הריזורט ייפתח רק בעוד כשלוש שנים ויהיו בו 110 חדרים כאשר בחלק מהם יהיו בריכות פרטיות.	The resort will only open in about three years and will have 110 rooms, some of which will have private pools.	yes
במלון יהיו גם שלוש בריכות משותפות, ספא, מסעדות שף, מתחם בילוי, חדר כושר ועוד.	The hotel will also have three shared pools, a spa, chef restaurants, a recreation area, a fitness room and more.	yes
מי שיהיה אחראי על הצד הקולינרי של המלון הוא השף רן שמואלי ממסעדת קלארו.	The one who will be responsible for the culinary side of the hotel is Chef Ran Shmueli from Claro restaurant.	yes
שף שמואלי יהיה זה שייבנה את התפריט שצפוי להיות בעל קונספט מדברי ייחודי לריזורט.	Chef Shmueli will be the one to create the menu, which is expected to have a unique desert concept for the resort.	yes
ראש עיריית ערד, עו"ד ניסן בן חמו, בירך על הפרויקט: "ההחלטה להקים מלון חדש ויוקרתי בסמוך לערד נותנת את החותמת הרשמית לנסיקה המדהימה שעשתה ערד בתחום התיירות בשנים האחרונות.	The Mayor of Arad, Attorney Nisan Ben Hamo, praised the project: "The decision to build a new and luxurious hotel near Arad officially endorses the amazing progress that Arad has made in the tourism sector in recent years.	yes
אני גאה בבחירה של היזמים ומשוכנע שתהיה זו הצלחה משותפת מאחר ולערד פוטנציאל תיירותי עצום".	I am proud of the entrepreneurs' choice and I am convinced that it will be a joint success since Arad has a huge tourism potential."	no
אל על מציגה: טיסות לכל אירופה החל מ-78 דולר	El Al presents: Flights to all of Europe starting from 78 dollars.	yes
השמיים נפתחים וחברות התעופה יוצאות במבצעים שלא נראו הרבה זמן •	The skies are opening and airlines are launching deals that haven't been seen for a long time.	yes
ברצלונה, מדריד, פראג, בודפשט, ברלין, אמסטרדם ויעדים נוספים בפחות ב-100 דולר לטיסות הלוך וחזור	Barcelona, Madrid, Prague, Budapest, Berlin, Amsterdam and other destinations for less than 100 dollars for round trip flights.	yes
.	.	no
חברת התעופה הגדולה בישראל מדווחת על עלייה בביקושים לטיסות לחו"ל מאז ההודעה אתמול על ההקלות המשמעותיות לטסים.	The largest airline company in Israel reports an increase in demand for flights abroad since the announcement yesterday about significant easing for travelers.	yes
בחברה החליטו לפרסם הבוקר מבצע מיוחד לרגל פתיחת השמיים והמחירים שהיא מציעה נחשבים לאטרקטיביים במיוחד.	The company decided to launch a special campaign this morning to celebrate the opening of the skies and the prices they offer are considered especially attractive.	yes
במסגרת המבצע החדש, מציעה החברה טיסות לברלין, בודפשט, ברצלונה, מדריד, פראג, אתונה, אמסטרדם, ליסבון ויעדים נוספים במחירים שמתחילים מכ-60 דולרים לטיסות הלוך וחזור.	As part of the new campaign, the company offers flights to Berlin, Budapest, Barcelona, Madrid, Prague, Athens, Amsterdam, Lisbon and other destinations with prices starting from about $60 for round trips.	yes
בעקבות ההקלה על הטסים, באל על מחזירים את הטיסות לשורה של יעדים וביניהם גם קנדה, איטליה, גרמניה, הונגריה, בלגיה ומדינות נוספות.	Following the easing of flight restrictions, El Al is resuming flights to a number of destinations, including Canada, Italy, Germany, Hungary, Belgium, and other countries.	yes
חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב.	It's important to remember that there are a limited number of tickets (about 4,000) and the price does not include luggage and seat selection.	yes
המבצע תקף להזמנות שיבוצעו היום ומחר ולטיסות שימריאו עד 31 בינואר 2022.	The offer is valid for orders placed today and tomorrow, and for flights departing until January 31, 2022.	yes
החל מהלילה בחצות, יוסרו צרפת, ספרד, פורטוגל ומדינות נוספות מרשימת המדינות האדומות.	Starting from midnight, France, Spain, Portugal and other countries will be removed from the red list.	no
ארה"ב, איחוד האמירויות, טורקיה ועוד חמש מדינות עדיין נמצאות ברשימת המדינות האדומות וישנו איסור לטוס אליהן בלי אישור של ועדת חריגים.	The USA, United Arab Emirates, Turkey and five other countries are still on the red list and there is a ban on flying to them without the approval of the exceptions committee.	no
כמעט לכל אדם בימינו, יש טאבלט או סמארטפון "ישן" ששוכב בארון חסר שימוש.	Almost everyone nowadays has an "old" tablet or smartphone lying unused in a cupboard.	yes
רק מכיוון שיצא דגם קצת יותר חדש ומשוכלל, כל מכשיר יכול להיות במקום נגן ספוטיפיי בחיבור הוטספוט.	Just because a slightly newer and more sophisticated model has come out, any device can be a Spotify player with a hotspot connection.	yes
מכשירים ישנים יכולים להיות מצלמות דרך, שלט-רחוק לתפעול מכשירים בבית ועוד המון שימושים.	Old devices can be used as dash cams, remote controls for home appliances, and many other uses.	yes
לא חייבים להיות קרבנות של תרבות הצריכה ולא חייבים להיות תמיד בחזית הטכנולוגיה, עם עוד גאדג'ט חסר תועלת אמיתית.	We don't have to be victims of consumer culture and we don't always have to be at the forefront of technology, with yet another useless gadget.	yes
אוסף נתונים בלי ניתוח.	Collecting data without analysis.	yes
חבל	It's a shame.	yes
היה יותר מעניין לשמוע כמה אנשים קיבלו קיצבאות בדואר ישראל, כמה שווה הנדל״ן של הסניפים (הממוקמים במרכזי הערים המובקשים), וכמה השכר של העובדים (מינימום).	It would be more interesting to hear how many people received pensions from Israel Post, how much the real estate of the branches (located in the city centers) is worth, and what the minimum wage of the employees is.	yes
אסור להפריט את דואר ישראל	It is forbidden to harass Israel Post.	yes
השאלה זאת כמה חבילות הגיעו וכמה חולקו?	How many packages arrived and how many were distributed?	yes
כי כמה העלמים להם	Because they have hidden so much from them.	yes
מזמינים חבילות, והן נעלמות במרכז המיון במודיעין...	Packages are ordered, and they disappear at the sorting center in Modi'in...	yes
צריך להיות מס חבילה 5 שח שלא יזמינו סתם שטויות בשקל ויעמיסו על הדואר	There should be a 5 shekel package tax so people won't just order nonsense for a shekel and overload the mail.	yes
זה בעיקר מעיד על יוקר המחייה בארץ.	This mainly reflects the high cost of living in the country.	yes
תודה למלך פאקים שגרם לזה שעדיף לקנות הכל מסין.	Thanks to the king of fakes who made it preferable to buy everything from China.	yes
אנחנו משק בית ומשתדלים לא להתקרב לדואר ומקווים שלא יגיעו מהם מכתבים והשנאה לדואר הובילה אותנו לוותר על כל דבר שייך לאפשרות של דואר.	We are a household and try not to approach the mail, hoping that no letters will come from them and the hatred for mail has led us to give up anything related to the possibility of mail.	no
שבוע טוב.	Have a good week.	no
לפטר את כל עובדי הדואר , ולהתחיל להקים את הדואר מחדש - על ידי חברה פרטית.	To fire all the postal workers, and start rebuilding the post - by a private company.	no
מעסיקים מתנשאים וחלקם גזענים!	Employers are arrogant and some of them are racists!	yes
בטלפון מדברים אחרת וכשמגיעים לראיון מתגלה פרצופם האמיתי.	People speak differently on the phone and when they come for an interview, their true face is revealed.	yes
לא פלא שלא מוצאים עובדים.	No wonder they can't find workers.	yes
הם מחפשים עבדים.	They are looking for slaves.	yes
משרות של עבדים	Servant's jobs.	yes
כולם מוזמנים להכיר יהדות אמתית	Everyone is invited to get to know authentic Judaism.	yes
כל הכבוד	Well done.	yes
אשריך שזכית	Lucky you that you have merited.	yes
מי שיעמוד בנסיונות ונמצא בקדושה יראה רק אור כל חייו	Whoever withstands the trials and remains in holiness will only see light all his life.	yes
פשוט מקסים	Simply lovely.	yes
איזה קשקוש.	What a mess.	yes
שום תוניסאי לא נאלץ להסתיר את הזהות היהודית שלו.	No Tunisian is forced to hide his Jewish identity.	yes
מבחינה היסטורית זה לא נכון.	Historically, this is not correct.	yes
קוף שעיר ומכוער שהורד מעץ אהאווווווואה.	A hairy and ugly monkey that was taken down from a tree. Ahhhhhhhhhhh.	yes
פסולת מחירייה	Pricing waste	yes
כתבה יפה מאוד אח יקר	A very beautiful article, dear brother.	no
קובי הלוואי ורבים היו כמוך	Kobi, if only there were many like you.	no
אוהבת אותך	I love you.	no
אח שלי היקר🔥💪❤️	My dear brother🔥💪❤️	no
אין אנשים כמוך 😍	There are no people like you 😍	no
מלך.	King.	no
זה אדם שרואה איזו מדינה מדהימה יש לנו.	This is a person who sees what an amazing country we have.	no
בעיות תמיד יהיו.	There will always be problems.	no
זה החיים.	That's life.	no
אחלה קובי!!!	Great, Kobi!!!	no
דמות מעוררת הערכה !!	A character that inspires admiration!!	no
תצליח בכל מה שתעשה!!!	You will succeed in everything you do!!!	no
כל הכבוד שאתה על דרך המלך ♥	All the best on your royal journey ♥	no
אין כמו לשמור שבת.	There's nothing like observing Shabbat.	no
יותר משאנחנו שומרים את השבת, השבת שומרת עלינו	More than we keep the Sabbath, the Sabbath keeps us.	no
כתבו בגוגל: שמירת שבת או הלכות שבת	Type in Google: Shabbat observance or Shabbat laws.	no
ותלמדו איך לשמור את השבת, בהצלחה לכולם♥	And learn how to observe the Sabbath, good luck to everyone♥	no
איש מדהים וצנוע מאוד!	An amazing and very humble man!	no
מאחלת לו את כל ההצלחה שבעולם ושימשיך להיות קסם כמו שהוא ומוכשר ברמות.	I wish him all the success in the world and that he continues to be as magical and talented as he is.	no
שאפו - קובי שמעוני הגדול - הידוע גם כסאבלימינל.	Kudos - Kobi Shimoni the great - also known as Subliminal.	no
כל הכבוד לך - בשיא הרצינות.	All the respect to you - in all seriousness.	no
מפליא שהיא עדיין מקבלת הצעות עבודה, במקצוע שלה זה לא מובן מאליו...	It's amazing that she still gets job offers, in her profession it's not taken for granted...	yes
אין כמו ללכת בדרך המלך♥	There's nothing like walking the King's way♥	yes
משפחה מדהימה♥	An amazing family♥	yes
לפני כמה שנים היה לי חלום לשלשל לאסתי זקהיים הפרה על הראש בוראס האדמוני שלה.	A few years ago, I had a dream of draping a string of pearls over Esti's red beret.	yes
יפייפיה ומוכשרת!!	She's beautiful and talented!!	yes
איך זכית בשומר שבת	How did you win the Sabbath observer?	yes
איש שכולו לרעייתו וילדיו.	A man who is entirely devoted to his spouse and children.	yes
מוכשרת בטירוף.	Insanely talented.	yes
מחכה בצפייה רבה להופעות שלה	Looking forward with great anticipation to her performances.	yes
שלמות :-))	Perfection :-))	yes
אלופת עולם את !	You are a world champion!	yes
מוכשרת מדהימה ענבל בהצלחה	The amazingly talented Inbal, good luck.	yes
מהממת שאת!!! :-)	You're stunning!!! :-)	yes
מזל טוב	Congratulations	yes
כל הכבוד!!!!!	Well done!!!!!	yes
האהבה ניצחה!!!!	Love has won!!!!	yes
מזל טוב!!!!	Congratulations!!!!	yes
לא לדואג זה לא להרבה זמן.	Don't worry, it's not for a long time.	yes
כרגע אין בה תועלת	Currently, it has no benefit.	yes
איך יודעים שזה אהבת אמת ...	How do you know it's true love...	yes
חזרו אחד לשני אחרי 20 שנה!!	They returned to each other after 20 years!!	yes
והיא עוד מבוגרת ממנו	And she is even older than him.	yes
והוא חתיך עשיר ומפורסםיים	And he is a handsome, rich and famous hunk.	yes
ובעוד כמה חודשים דיווח על הפרדת כוחות.	And in a few more months, they reported a separation of forces.	no
ישנן נשים שיכולות לקום כל בוקר עם בעל חדש.	There are women who can wake up with a new husband every morning.	no
חבל שלא השתתף באירוויזיון	It's a shame he didn't participate in Eurovision.	yes
נקווה שאולי בשנה הבאה ישתתף בשיר מקורי שלו	We hope that maybe next year he will participate with his original song.	yes
שם תבוא הפריצה הגדולה	There will come the big breakthrough.	yes
במקום המתרומם האגואיסט מהסופר שהביאו ורק בושות עשה	Instead, the egotist from the supermarket who brought it only made a mess.	yes
מאיפה גרינברג התימוני הזה חחחחח!	Where is this Yemenite Greenberg from, hahaha!	yes
מי זה?!	Who is this?!	yes
למה הוא מופיע באתר חדשות??	Why is he appearing on a news site??	yes
פה זה לא גיא פינס ולא הצiאתון של נונסנס מוזס	Here it's not Gia Pines nor the nonsense of Moses' exit.	yes
מריח כמו יח"צ משומן ומוזמן במסווה כתבה של כל2בתב חצר בשקל שמסתתר מאחורי שם מערכת העיתון.	It smells like a greased and disguised PR, masquerading as a news article, hiding behind the newspaper's system name.	yes
הבדיחה על חשבוננו הקוראים, הקהל השבוי שנמלט מציפורני מוזס הארסי ומחפש אלטרנטיבה	The joke is on us, the captive readers, who have escaped from the clutches of Moses Harsi and are looking for an alternative.	yes
השיר לא לטעמי וגם הקליפ סתמי	The song is not to my taste and the video clip is also bland.	no
מקסים מקסים מקסים	Lovely lovely lovely.	no
כמה כישרון!!!!	What a talent!!!!	no
רוצים ממנו עוד ועוד	They want more and more from him.	no
תמיר גרינברג זמר גדול ברמה של כוכב בינלאומי.	Tamir Greenberg is a great singer at the level of an international star.	no
מדינת ישראל קטנה עליו.	The State of Israel is too small for him.	no
הוא עוד יפרוץ לחו"ל בגדול.	He will eventually make it big abroad.	no
אופטומטריסטית קלינית?!	Clinical optometrist?!	yes
נו באמת ה"תואר" שלה לא תופס בארץ המוצא....	Well, her "degree" is not recognized in her country of origin....	yes
מי המגזר הבא בתור?	Who is the next sector in line?	yes
ביביסטים?	Bibists?	yes
ומיפוי קרנית העיקר לא הזכירו.	And they did not mention the main mapping of the fund.	yes
אלק אופטומטריסטית קלינית.	Elk Clinical Optometrist.	yes
קלינית מטעם עצמה.	She excuses herself.	yes
איפה יהיו סירנות?	Where will the sirens be?	yes
מלחמה בפתח מכינים אותנו	War is at the door, they are preparing us.	yes
ומה יעשו הלומי הקרב איזו אכזריות	And what will the war veterans do, some cruelty.	yes
בנט לפיד וגנץ בהנחית ביידן: תתכוננו חברים תתכוננו....	Bennett, Lapid and Gantz in guiding Biden: Get ready friends, get ready....	yes
כי הם אלופי האלופים!!	Because they are the champions of champions!!	yes
חחחחחח אבל אל דאגה, גם כשמנהלים דפוקים וטיפשים חמורי גרם, יש לנו יכולות מעל ומעבר למצופה!!	Hahaha but don't worry, even when we have messed up and stupid managers, we have abilities above and beyond what's expected!!	yes
נכון, וחוץ מזה הממדי''ם שלנו כמו רובם דפוקים.	True, and besides, our dimensions, like most of them, are messed up.	yes
פיקוד העורף משחק במשחקי "כאילו", כי בזמן אמן - שלא נדע...	The Home Front Command is playing "pretend" games, because in reality - who knows...	yes
למה רק בת"א	Why only in Tel Aviv?	yes
כל השאר בררה ימנים.	Everything else is a right-wing clarification.	yes
חרף הדיבורים היפים - לא שמענו על מעצרם של חאקרים, הענדתם לדין מיצויי דין איתם	Despite the nice talks - we haven't heard about the arrest of hackers, their prosecution or any legal actions taken against them.	yes
ובארבע מערכות הבחירות האחרונות וועדת הבחירות כן היתה ערוכה למתקפה?	And in the last four elections, was the election committee prepared for an attack?	yes
למה לא לפרט למשל...	Why not specify for example...	yes
כמה נסיונות חדירה ושיבוש נעשו וכמה הצליחו לחדור לתוך וועדת הבחירות ב 3 השנים האחרונות.	Several attempts to infiltrate and disrupt have been made and some have succeeded in penetrating the election committee in the last 3 years.	yes
לא מגיע לנו קצת נתונים, עובדות ופרופורציה?	Don't we deserve some data, facts, and proportionality?	yes
אחת ההחתמות היותר הזויות של הפועל ירושלים.	One of the most bizarre signings of Hapoel Jerusalem.	yes
בהצלחה עוז.	Good luck Oz.	yes
תמיד תהיה חלק מהשושלת של מכבי...	You will always be a part of Maccabi's legacy...	yes
תודה מכל הלב!	Thank you from the bottom of my heart!	yes
רואי שחורות כולכם, רק טענות ומענות, בטטות כורסא קלסיות.	All of you are pessimists, just complaints and responses, classic armchair potatoes.	yes
בולדווין פיגוע חברתי בחדר ההלבשה, כך אומרים שחקנים ששיחקו איתו גם ביוון וגם בספרד!	Baldwin is a social bomb in the dressing room, say players who played with him both in Greece and Spain!	yes
הולינס נפצע ולא שיחק במשחקים האחרונים של הכוכב האדום...	Holins was injured and did not play in the last games of the Red Star...	yes
גם היליארד נפצע ולא שיחק חצי שנה אחרונה...	Hilliard also got injured and didn't play for the last half a year...	yes
הימורים כבדים.	Heavy betting.	yes
חסר למכבי כוכב	Maccabi is missing a star.	yes
על מה באמת עם בראון	What is really going on with Braun?	yes
אם לא יחתום מכבי עלולה להיות בבעייה	If Maccabi doesn't sign, it could be in trouble.	yes
מה עם לורנזו בראון?	What about Lorenzo Brown?	yes
