בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
האיום מומש והמידע פורסם ברחבי הרשת.	The threat was realized and the information was published throughout the network.	yes
סטודנטים באוניברסיטת בר אילן נמצאים תחת מתקפת האקרים כאשר המידע האישי שלהם פורסם ברחבי הרשת על ידי תוקף רשת המכונה Darkrypt ואשר פרסם לפני מספר שבועות דרישת כופר מאנשי האוניברסיטה ואיים שאם לא ישולם לו סכום כסף לא ברור, הוא יפרסם את המידע שנמצא תחת שליטתו.	Students at Bar Ilan University are under attack by hackers when their personal information is posted across the network by a network attacker known as Darkrypt who issued a ransom demand a few weeks ago from the university's personnel and threatened that if he was not paid an unclear amount of money, he would publish the information under his control.	yes
ההערכות לגבי סכום הכסף אותו דרש התוקף הן שמדובר בסכום שהחל באלפי דולרים וככל שהשעון נקף, הוא עלה ולפני שהמידע פורסם הוא כבר הגיע לכמה מיליוני דולרים.	Estimates of the amount of money demanded by the attacker are that it was an amount that started in the thousands of dollars and as the clock ticked, it increased and before the information was published it had already reached several million dollars.	yes
קבוצות פייסבוק של סטודנטים מהאוניברסיטה ושל אנשי הסגל מלאות בהודעות זועמות והבלגן חוגג שם, כאשר סטודנטים לא מצליחים להיכנס אל מערכות המידע האישי שלהם ולא יכולים לבצע מטלות סטודנטיאליות שוטפות.	Facebook groups of university students and faculty are full of angry messages and the mess is celebrating there, with students unable to access their personal information systems and unable to perform routine student assignments.	yes
האוניברסיטה שלחה בתפוצת דואר אלקטרוני הודעה בה נמסר על התקיפה שעבר המוסד האקדמי ועל כך שהם פועלים באופן אינטנסיבי על מנת לצמצם את הנזק, תוך כדי שהם מפרטים חלק מהמידע שדלף לרשת.	The university sent an e-mail announcing the attack on the academic institution and that they were working intensively to reduce the damage, detailing some of the information that leaked online.	yes
לא נמסרו הנחיות מיוחדות לאלו שהמידע שלהם נפרץ ונאמר שם שהאוניברסיטה ביצעה שורה של פעולות לחיזוק של אמצעי האבטחה של שרתי האוניברסיטה.	No special instructions were given to those whose information was hacked and it was said there that the university carried out a series of actions to strengthen the security measures of the university's servers.	yes
בשורה ל-40 יישובים: הסיב האופטי מגיע לבנימין	In a row for 40 settlements: The optical fiber comes to Binyamin.	yes
מגמת רישות הפריפריה באינטרנט מהיר ממשיכה וכעת הסיב האופטי מגיע למועצת בנימין הכוללת 40 יישובים •	The trend of networking in the periphery on the Internet continues and now the optical fiber reaches the Binyamin Council, which includes 40 communities•	yes
הפרויקט בשיתוף המועצה וחברות התקשורת טלראן, X-Fiber ואינטרנט רימון ייצא לדרך מייד אחרי החגים.	The project, in collaboration with the council and telecommunications companies Telran, X-Fiber and Internet Rimon, will be launched immediately after the holidays.	yes
מועצת בנימין חתמה בסוף השבוע על הסכם רחב מסוגו להנחת סיבים אופטיים בכל יישובי המועצה.	Over the weekend, the Benjamin Council signed a broad agreement of its kind to lay fiber optics in all of the council's communities.	yes
ההסכם עם מיזם ׳נט-פייבר’ בשיתוף אינטרנט ׳רימון׳, חברת ׳טלראן׳ וחברת X-Fiber נחתם לאחר סיומו של מכרז גדול עליו עמלו במועצה בחודשים האחרונים.	The agreement with Net-Fiber in cooperation with Internet, Telran and X-Fiber was signed after the conclusion of a large tender that the Council has been working on in recent months.	yes
העבודות יחלו לאחר החגים ותושבים מ-40 יישובי המועצה שיהיו מעוניינים להתחבר לתשתית הסיב האופטי יהנו ממהירויות גבוהות של עד 1 ג'יגה וכן מציוד קצה מתקדם לבית שיאפשר קליטת WIFI חזקה, כנדרש בזמנים אלה.	The work will begin after the holidays and residents from the 40 council settlements who are interested in connecting to the fiber optic infrastructure will enjoy high speeds of up to 1 gigabyte as well as advanced home end equipment that will enable strong WIFI reception, as required at these times, as required in these times.	yes
המצטרפים יוכלו לבחור בין אינטרנט מהיר על גבי סיבים אופטיים או באינטרנט מסונן מהיר על גבי סיבים אופטיים אותו יספקו באינטרנט רימון.	Those who join will be able to choose between high-speed internet over fiber optics or fast filtered internet over fiber optics, which will be provided by Rimon Internet.	yes
המועצה הקפידה על כך שהשוק ישאר פתוח לתחרות בכל מצב.	The Council made sure that the market remained open to competition in any situation.	yes
ראש המועצה האזורית בנימין, ישראל גנץ: "זו ציונות אמיתית.	Head of the Binyamin Regional Council, Israel Gantz: “ These are real ratings.	yes
זו בשורה גדולה לתושבים.	This is great news for residents.	yes
חווית החיים בבנימין תשתפר, התלמידים יוכלו ללמוד מרחוק אם צריך, יהיה ניתן לעבוד מהבית ולהקים עסקים מתקדמים ביישובים שיזכו לאינטרנט איכותי ובלי עיכובים.	The experience of life in Binyamin will improve, students will be able to study remotely if necessary, it will be possible to work from home and establish advanced businesses in communities that will receive high-quality internet without delays and without delays.	no
אני רוצה לאחל הצלחה לחברות היקרות במשימות הביצוע ביישובים.	I would like to wish success to the dear companies in the implementation tasks in the communities.	no
התושבים מחכים לכם".	The residents are waiting for you.	no
גנץ הוסיף: "בקרוב נזכה לתנאים ראויים של אינטרנט מהיר מהטובים ביותר בישראל.	Gantz added: “ Soon we will have proper conditions of the best high-speed internet in Israel.	no
עמלנו חודשים רבים להבאת בסיס להתקנת הסיבים וכעת החזון הופך למציאות.	We worked for many months to bring a basis for the fiber installation and now the vision is becoming a reality.	no
אני מודה לשר התקשורת יועז הנדל שהתחיל איתנו עוד בקדנציה הקודמת שלו את הפרויקט וכעת אנו קוצרים את פירות העמל, לצוות שר התקשורת, אנשי המועצה שהיו אמונים על פרטי המרכז ולמנכ"לי החברות שזכו במרכז על איכות מקצועית מהטובות בישראל."	I thank Minister of Communications Yoaz Hendel who started the project with us in his previous term and now we are reaping the fruits of the labor, the staff of the Minister of Communications, the Council members who were in charge of the details of the Center and the CEOs of the companies that won the Center for the best professional quality in Israel. “	no
מנכ"ל אינטרנט רימון, יריב פאר: "אני מודה לראש המועצה ישראל גנץ וצוותו שהרימו מיד את הכפפה על מנת להביא בשורה לאלפי תושבי המועצה שיעברו לשימוש באינטרנט מהיר שישדרג את איכות החיים בתחומי החינוך, הכלכלה וכמובן הפנאי."	CEO of Internet Rimon, a Farr rival: “ I thank Mayor Israel Gantz and his team for immediately lifting the gauntlet in order to bring good news to the thousands of residents of the council who will switch to using high-speed internet that will upgrade the quality of life in the fields of education, the economy and, of course, leisure. “	no
מנכ"ל קבוצת התקשורת 'טלראן', שי אסלן: "אנו שמחים על החלטת מועצת בנימין להתחבר לתשתיות אינטרנט מהיר ועוצמתי ואני בטוח כי בזכות ניסיון הרב של הקבוצה נוכל להעניק לתושבים אינטרנט מהיר בדיוק כמו במרכז הארץ."	CEO of Telran Communications Group, Shai Aslan: “ We are pleased with the Binyamin Council's decision to connect to fast and powerful internet infrastructures and I am sure that thanks to the group's extensive experience, we will be able to provide residents with high-speed internet just like in the center of the country. “	no
מנכ"ל אקס-פייבר, ישראל אליצור: "הקמת תשתיות תקשורת בבנימין היא הציונות של שנת 2021, אקס-פייבר גאה לקחת חלק בהקמת התשתית החדישה באיזורים התנכיים של בנימין, אין לי ספק כי בזכות ההיכרות שלנו עם שטחי יו"ש בכלל ובנימין בפרט נעמוד בכל אתגר הנדסי על מנת להביא את האינטרנט המהיר לכל בית ברחבי המועצה".	CEO of X-Fiber, Israel Elitzur: “ The establishment of communication infrastructure in Binyamin is the Zionism of 2021, X-Fiber is proud to take part in the establishment of the latest infrastructure in the biblical areas of Binyamin, I have no doubt that thanks to our familiarity with the areas of Jerusalem in general and Binyamin in particular, we will meet every engineering challenge in order to bring high-speed internet to every home throughout the Council.”	no
בדקנו: מה אומרות תופעות הלוואי שאחרי חיסון הקורונה?	We checked: What do the side effects after the COVID-19 vaccine say?	yes
אנשים רבים שמתחסנים מרגישים חולשה, חום ועייפות לאחר קבלת הזריקה, בעוד שאחרים אינם חשים בדבר •	Many people who are vaccinated feel weak, feverish, and tired after receiving the injection, while others feel nothing at all.	yes
האם זה יכול להצביע על מערכת חיסונית חזקה יותר של אלה שכן חווים תופעות אלו, או שמדובר בשמועה משוללת יסוד?	Could this indicate a stronger immune system of those who do experience these symptoms, or is this a baseless rumor?	yes
בעוד יותר ויותר אנשים מתחסנים, ממשיך חוסר המידע על אודות תופעות הלוואי לבלבל וליצור שמועות, שרובן אינן נכונות.	While more and more people are getting vaccinated, the lack of information about the side effects continues to confuse and create rumors, most of which are untrue, most of which are untrue.	yes
האם המערכת החיסונית של אלה שפיתחו תופעות לוואי חזקה יותר מאשר אלה שגופם הגיב פחות בחומרה לחיסון, מה שאולי יכול להוכיח שהמערכת שלהם לא מצליחה להיאבק בגוף זר שנכנס לגוף?	Is the immune system of those who developed side effects stronger than those whose bodies reacted less severely to the vaccine, which may prove that their system is unable to fight off a foreign body entering the body?	yes
"יש כמה רמות של תגובות לחיסון", אומר ד"ר דוד דביר, ראש אגף רפואה ראשונית במאוחדת וחבר בוועדה המייעצת לצט"מ (צוות טיפול במגיפות), ומרגיע: "כאבי ראש, עייפות, כאבים במקום, אלו התגובות המיידיות של מערכת החיסון.	"There are several levels of responses to the vaccine, " says Dr. David Dvir, head of the Division of Primary Medicine at UNITED and a member of the Advisory Committee on PTSD ( epidemic treatment team), reassuringly: "Headaches, fatigue, local pain, these are the immediate reactions of the immune system, these are the immediate reactions of the immune system.	yes
כך הגוף מגיב בכניסה של גוף זר למערכת".	This is how the body reacts to the entry of a foreign body into the system"	yes
יש קשר בין רמות הנוגדנים שמפתחים לתופעות הלוואי?	There is a link between the levels of antibodies that develop and the side effects.	yes
"אין קורלציה בין התחושות לפיתוח נוגדנים נגד הווירוס.	"There is no correlation between sensations and the development of antibodies against the virus.	yes
כ־60%-50% חשים בתופעות הלוואי, אבל כ־90% מפתחים הגנה נגד הווירוס.	About 60%  50% feel the side effects, but about 90% develop protection against the virus.	yes
לא נמצא שאנשים שפיתחו תגובות חזקות מוגנים יותר".	It was not found that people who developed strong reactions were more protected"	no
"בספרות הרפואית לא מופיעה קורלציה בין תגובה מיידית לרמת החיסון.	“ In the medical literature, there is no correlation between immediate response and vaccination level.	no
בחלק מהניסויים שבהם אנשים קיבלו גם חיסוני פלצבו, כרבע מהם פיתחו כאבי ראש.	In some trials where people were also given placebo vaccines, about a quarter of them developed headaches.	no
זהו גם מרכיב נפשי - איך האדם תופס את החיסון, אם הוא מצפה שיהיו תופעות לוואי.	This is also a mental component  how the person perceives the vaccine, if he expects there to be side effects.	no
הרבה מהתופעות שקורות יכלו לקרות גם באופן רגיל, אבל מכיוון שהציבור חוסן הוא מייחס את התגובה לחיסון עצמו, וזו הטייה שרואים בנוגע לחיסונים באופן כללי - ייחוס של תופעות שקורות בסמוך לחיסון ומיוחסות אליו".	Many of the phenomena that happen could also happen normally, but since the public has been vaccinated, it attributes the response to the vaccine itself, and this is a bias that you see regarding vaccines in general  attributing phenomena that happen close to the vaccine and are attributed to it” .	no
לפי ד"ר דביר, הסיבות לתופעות הרווחות המדווחות, כמו חולשה וכאבי ראש, אינן ידועות עדיין.	According to Dr. Dvir, the causes of the commonly reported symptoms, such as weakness and headaches, are not yet known.	no
בנוגע לדלקת שריר הלב (מיוקרדיטיס), הדעות חלוקות.	Regarding myocarditis, opinions are divided.	no
"יש כל מיני תיאוריות בנושא, אבל יש לציין שהווירוס עצמו גורם לשיעורים גבוהים יותר של מיוקרדיטיס מאשר החיסון.	“ There are all kinds of theories on the subject, but it should be noted that the virus itself causes higher rates of myocarditis than the vaccine.	no
אחת התיאוריות היא שזו תגובה חזקה של מערכת החיסון".	One theory is that it's a strong immune response."	no
יש בכלל אפשרות להעריך חוזק של מערכת חיסון?	There is in general a possibility to assess the strength of an immune system.	no
"כשחשפו סטודנטים לנגיף השפעת, הראו שאלה שלא ישנו או שהיו בלחץ גבוה יותר היו יותר פגיעים להידבקות.	"When students were exposed to the flu virus, they showed that those who did not sleep or who were under higher pressure were more vulnerable to infection.	no
מלבד זאת, יש פרמטרים מעבדתיים שבודקים את המערכת החיסונית או את המרכיבים שלה.	Apart from this, there are laboratory parameters that test the immune system or its components.	no
כשיש ירידה במערכת החיסון, רואים את זה מייד.	When there is a decrease in the immune system, you see it immediately.	no
אנשים חוטפים הרבה מחלות ויראליות או זיהומיות.	People get a lot of viral or infectious diseases.	no
זה לא שמישהו מסתובב עם מערכת חיסונית חלשה ולא מודע לזה.	It's not like someone walks around with a weak immune system and isn't aware of it so much.	no
אלה אנשים שמגיעים לבירורים בגלל אירועים חוזרים ונשנים של מחלות זיהומיות, ומה שמשפיע על המערכת הם דברים בנאליים: לחץ, תזונה, שינה.	These are people who come to inquiries because of repeated events of infectious diseases, and what affects the system are banal things: Stress, nutrition, sleep, and other things: Stress, nutrition, sleep.	no
אגב, אנחנו גם לא רוצים מערכת חיסון חזקה מדי, כי היא יכולה לגרום למחלות אוטואימוניות".	By the way, we also don't want an immune system that is too strong, because it can cause autoimmune diseases."	no
בקרוב חיסוני MRNA יופיעו בהקשרים נוספים, וזאת הודות לידע הרב שהצטבר לגביהם בתקופה האחרונה.	MRNA vaccines will soon appear in additional contexts, thanks to the vast knowledge that has accumulated about them in recent times.	no
"אין ספק שייסלל פתח לחיסונים אחרים מהסוג הזה.	“ There is no doubt that an opening will be paved for other vaccines of this kind.	no
בודקים את הטכנולוגיה הזו להרבה מאוד שימושים מעבר לחיסונים - לטיפולים במחלות אונקולוגיות, למשל.	This technology is being tested for many uses beyond vaccines  for treatments of oncological diseases, for example, oncological diseases.	no
היעילות שלהם היא שהחומר נשאר מעט מאוד זמן בגוף - נכנס, עושה את הפעולה שלו, ואז מתפרק.	Their effectiveness is that the substance stays in the body for very little time - enters, does its action, and then breaks down, and then breaks down.	no
הטכנולוגיה הזו לא חדשה, אבל היא קיבלה בוסט רציני בעקבות הצורך המאוד גדול בחיסון מהיר.	This technology is not new, but it has received a serious boost due to the very great need for a rapid vaccine.	no
עכשיו, למשל, אנחנו יודעים שמרווח של שלושה שבועות בין מנה למנה הוא קטן מדי, וחלק ממומחי החיסונים טוענים שיכול להיות שאחרי מנה שלישית לא נצטרך עוד חיסון בטווח הקרוב, כך שלא ברור אם אנחנו הולכים למצב של חיסון מדי חצי שנה או שהמנה השלישית תיתן מרווח גדול יותר".	Now, for example, we know that the three-week interval between doses is too small, and some vaccine experts claim that after the third dose we may not need another vaccine in the near term, so it is not clear whether we are going to be vaccinated every six months or whether the third dose will give a larger margin."	no
אלפים נפגעו: מחדל פרטיות חמור בכביש 6	Thousands were affected: Serious privacy default on Route 6	yes
לקוחות כביש 6?	Route 6 customers.	yes
ייתכן שמידע פרטי שלכם, הכולל שם מלא, כתובות, סכומי תשלום ופרטים מלאים על הנסיעות שערכתם, נחשף •	Your private information, including your full name, addresses, payment amounts, and full details of your trips, may have been revealed.	yes
לטענת הרשות להגנת הפרטיות, חברת דרך ארץ הפרה את חוק הגנת הפרטיות ותקנותיו.	According to the Privacy Protection Authority, Derech Eretz violated the Privacy Protection Law and its regulations.	yes
לאחר דיווח שהעבירה חברת דרך ארץ, מפעילת כביש 6 בישראל, על אירוע אבטחה שהתרחש בחברה, החלה הרשות להגנת הפרטיות בהליך אכיפה.	After a report passed by Derech Eretz, the operator of Highway 6 in Israel, about a security incident that occurred at the company, the Privacy Protection Authority began an enforcement process.	yes
במסגרת האירוע התגלו חולשות אבטחה באתר התשלומים שלה, אשר אפשרו חשיפה של מידע רב מתוך החשבוניות של לקוחות החבר, שהיו חשופות לעיני כל.	As part of the event, security weaknesses were discovered on its payment site, which allowed the disclosure of a lot of information from the invoices of the member's customers, which were exposed in all eyes.	yes
בין היתר, נחשפו חשבוניות התשלום של הלקוחות לאורך תקופה לא קצרה וחשבוניות אלו כללו מידע אישי, לרבות שם פרטי ומשפחה, סכומי תשלום, מיקום הרכב, תאריכי הנסיעות ובאילו שעות.	Among other things, customers' payment invoices were exposed over a considerable period of time and these invoices included personal information, including first and last name, payment amounts, vehicle location, travel dates and at what times.	yes
נוסף על כך, מכיוון שחברת דרך ארץ לא תיעדה כנדרש בחוק את הגישה למערכותיה, לא ניתן לדעת בצורה מדויקת במשך איזו תקופה יכלו גורמים שאינם מורשים לגשת למערכות החברה.	In addition, since Derech Eretz did not document access to its systems as required by law, it is impossible to know precisely for what period of time unauthorized parties could access the company's systems.	yes
במכתב ההפרה, שהעבירה הרשות להגנת הפרטיות לחברה, הדגישה הרשות כי רוב החברות והארגונים הגדולים במשק נדרשים לנקוט מדיניות אבטחת מידע דינמית, וכי עם התפתחותם של איומים וסיכונים, על הארגון חלה חובה לבחון בקפדנות את הסיכונים המתעדכנים ולפעול בהתאם לעדכון אמצעי האבטחה המקובלים בנסיבות העניין, בהתאם לאופי המאגר וטיבו.	In the infringement letter sent by the Privacy Protection Authority to the company, the Authority stressed that most of the largest companies and organizations in the economy are required to adopt a dynamic information security policy, and that with the development of threats and risks, the organization has an obligation to carefully examine the updated risks and act in accordance with updating the accepted security measures under the circumstances, in accordance with the nature and nature of the database and its nature, the database nature and nature, are required.	yes
כתוצאה מכך, חלה על חברות וארגונים החובה לעדכן את מערכותיהם ולערוך סקרי סיכונים ומבדקי חדירות, כדי לבחון את הסיכונים המשתנים ולהיערך להם.	As a result, companies and organizations have the obligation to update their systems and conduct risk surveys and penetration tests, in order to examine the changing risks and prepare for them.	yes
כמו כן, חלה חובה על חברות וארגונים להשתמש במנגנון תיעוד אוטומטי ויש לערוך הדרכות לעובדים, בהתאם להוראות תקנות הגנת הפרטיות (אבטחת מידע).	In addition, companies and organizations are obligated to use an automatic documentation mechanism and trainings must be conducted for employees, in accordance with the provisions of the Privacy Protection Regulations ( Information Security) .	no
בהתאם לממצאי הפיקוח קבעה הרשות כי החברה הפרה את הוראות חוק הגנת הפרטיות ותקנותיו וכן דרשה מהחברה לבצע מספר פעולות מתקנות.	In accordance with the findings of the Supervision Department, the Authority determined that the Company violated the provisions of the Protection of Privacy Law and its regulations and also demanded that the Company perform a number of corrective actions.	no
מחברת דרך ארץ, מפעילת כביש 6 נמסר: "הנושא טופל בהתאם לדרישות המחמירות ביותר"	Derech Eretz, the operator of Highway 6, said: “ The issue was handled according to the strictest requirements” .	no
אזהרת המסע לאיסטנבול: בשורה מפתיעה לישראלים מחברות התעופה הטורקיות	Travel Warning to Istanbul: Surprising news for Israelis from Turkish airlines.	yes
חברות טורקיש איירליינס ופגסוס יאפשרו לישראלים להחליף יעד או מועד לטיסה שברשותם	Turkish Airlines and Pegasus will allow Israelis to change their destination or flight date.	yes
בשורה לישראלים שהזמינו כרטיסים לטורקיה לפני אזהרת המסע: חברות התעופה יאפשרו להחליף את מועדי הטיסה.	News for Israelis who booked tickets to Turkey before the travel warning: Airlines will allow you to change flight schedules.	yes
תזכורת: מוקדם יותר השבוע המטה ללוחמה בטרור העלה לדרגה ארבע את חומרת אזהרת המסע לאיסטנבול.	Reminder: Earlier this week, the Counter-Terrorism Headquarters raised the severity of the travel warning to Istanbul to level four.	yes
זוהי הרמה הגבוהה ביותר ומשמעותה "רמת איום גבוהה: אין להגיע למדינה זו ובמקרה של שהייה יש לעזוב את המדינה בהקדם".	This is the highest level and means “ high threat level: Do not come to this country and in case of stay, leave the country as soon as possible” .	yes
טורקיש איירליינס ופגסוס מסרו כי הן יאפשרו לישראלים שהזמינו את טיסתם לפני צאת אזהרת המסע, כלומר לפני התאריך 13.6.22, להחליף את יעד או מועד הטיסה שברשותם.	Turkish Airlines and Pegasus said they would allow Israelis who booked their flight before the travel warning was issued, i.e. before the date 13, it said. 6 22, replace their destination or flight date with	yes
זאת באמצאות פנייה לחברת התעופה.	This is by contacting the airline.	yes
שר התיירות רזבוזוב אמר: "אזרחי ישראל לא צריכים לשלם מחיר כלכלי בגלל איומי טרור.	Tourism Minister Razvozov said: “ The citizens of Israel should not pay an economic price because of terrorist threats.	yes
אני שמח שחברות תעופה גדולות כמו טורקיש אירליינס ופגסוס נענו לבקשתנו ואני מקווה שחברות נוספות יתנו מענה דומה לכל אזרחי ישראל שביטלו את החופשה בטורקיה בגלל אזהרת המסע החמורה".	I am happy that large airlines such as Turkish Airlines and Pegasus have responded to our request and I hope that other companies will provide a similar response to all Israeli citizens who canceled their vacation in Turkey because of the severe travel warning."	yes
מתלבטים לאן לטוס בקיץ?	Wondering where to fly in the summer are.	yes
נטפליקס תציע סיורים בחינם באירופה בעקבות סדרות אהובות	Netflix will offer free tours of Europe following favorite series.	yes
המטבעה המלכותית מ"בית הנייר", ארמון בקינגהאם מ"הכתר", או בכלל תעלת סן מרטין מ"אמילי בפריז" - ערי אירופה יחכו לכם •	The Royal Mint from “ Paper House”, Buckingham Palace from “ The Crown”, or even the Saint Martin Canal from “ Emily in Paris” - European cities will be waiting for you•	yes
סיורים חינמיים בלוקיישנים של הסדרות הפופולריות ביותר של שירות הסטרימינג.	Free tours of the locations of the most popular streaming service series.	yes
מחפשים חופשה לא שגרתית לקיץ הקרוב?	Looking for an unusual vacation this summer.	yes
ובכן, מה דעתכם לצאת לסיורים חינמיים בעקבות גיבורי הסדרות האהובות של נטפליקס?	Well, how about taking free tours in the footsteps of the heroes of Netflix's favorite series?	yes
כן, החברה החליטה לצאת מהמסך אל הרחוב, ולהציע לכם סיורים חינמיים בלונדון, פריז ומדריד בעקבות הסדרות האהובות.	Yes, the company has decided to step out of the screen and onto the street, offering you free tours of London, Paris and Madrid following the favorite series.	yes
בפריז תוכלו לסייר בעקבות גיבורת הסדרה "אמילי בפריז", או בעקבות גיבורי הסדרה "לופן"; בלונדון תלכו יד ביד עם גיבורי וגיבורות הסדרות "הכתר" ו"ברידג'רטון"; ובמדריד תצאו בעקבות גיבורי "בית הנייר" ו"אליטה".	In Paris you can tour in the footsteps of the heroine of the series "Emily in Paris", or in the footsteps of the heroes of the series "Luther"; in London you will go hand in hand with the heroes and heroines of the series "The Crown" and "Bridgerton"; and in Madrid you will follow in the footsteps of the heroes of "Paper House" and "Alita"; and in Madrid you will follow in the footsteps of the heroes of "Paper House" and "Alita".	yes
הסיורים המוצעים יתרחשו בין 11 ל-17 ביולי בלונדון, בפריז ובמדריד, ויועברו על ידי מדריכים מקומיים בשיתוף חברת הסיורים SANDEMANs, בשפה האנגלית.	The proposed tours will take place between July 11 and 17 in London, Paris and Madrid, and will be led by local guides in cooperation with the English-language tour company SandEMans, in the English-language tour.	yes
אז אם אתם בעניין ויש לכם "קראש" על אחת הסדרות האלו - ולרבים יש - תוכלו כעת ללכת באתרים ההיסטוריים ובערים האירופיות המיוחדות האלו, ולא תצטרכו ללכת לאיבוד או להתמצא לבד באתרים השונים.	So if you're into it and you have Crash on one of these series - and many do - you can now walk through these historical sites and special European cities, and you won't have to get lost or find your way through the various sites alone.	yes
כל מה שצריך זה להגיע בתאריכים האלו, עם ידע בסיסי באנגלית, ולצעוד עם המדריכים.	All you need is to arrive on these dates, with basic knowledge of English, and walk with the guides.	no
לפרטים נוספים על הסיורים, וכן לכלל הסדרות של החברה שרצות כיום, ניתן להיכנס אל הלינק הבא: https://netflix.neweuropetours.eu/	For more details about the tours, as well as all of the company's series currently running, you can log in to the following link: https://netflix. European tourists. EU/	no
שמי סעודיה מתקרבים: החברות הישראליות מתכוננות לתגבר קווים למזרח	Saudi Arabia's skies are approaching: Israeli companies are preparing to strengthen lines to the East.	yes
הסיכום המתגבש לחופש טיסה מורחב מעל סעודיה: חברת התעופה נערכת להשקת טיסות חדשות למזרח הרחוק על חשבון יעדים באירופה	The emerging summary for extended flight freedom over Saudi Arabia: The airline is preparing to launch new flights to the Far East at the expense of destinations in Europe.	yes
בחברת התעופה הגדולה בישראל מתכננים שינויים משמעותיים לקראת הגעת נשיא ארה"ב ג'ו ביידן לישראל.	Israel's largest airline is planning major changes ahead of US President Joe Biden's arrival in Israel.	yes
כפי שפרסמנו ב"ישראל היום", ההערכה היא שביידן יכריז על מתן אישור לאל על ולכל חברות התעופה הישראליות לטוס מעל סעודיה ליעדים נוספים מלבד איחוד האמירויות.	As we published in Israel Hayom, it is estimated Biden will announce approval for El Al and all Israeli airlines to fly over Saudi Arabia to destinations other than the United Arab Emirates.	yes
המשמעות של ההסכם המתגבש היא שאל על תוכל לטוס בנתיבים קצרים יותר ליעדי המזרח הרחוק ולאוסטרליה.	The emerging agreement means that El Al will be able to fly shorter routes to destinations in the Far East and Australia.	yes
לשם כך, החברה תצטרך לבטל טיסות ליעדים פחות רווחיים, וזאת כדי לפנות מטוסים לטובת יעדים חדשים.	To do this, the company will have to cancel flights to less profitable destinations, in order to free up planes in favor of new destinations.	yes
היעדים שהטיסות אליהם יבוטלו החל מחודש נובמבר הקרוב הם ורשה, טורונטו ובריסל.	The destinations to which flights will be canceled starting this November are Warsaw, Toronto and Brussels.	yes
מדובר בשלושה יעדים שבהם יש אוכלוסייה יהודית לא קטנה, אך בשלב זה הם פחות רווחיים לחברה.	These are three destinations where there is a fairly small Jewish population, but at this stage they are less profitable for society.	yes
לעומת זאת, היעדים החדשים שבוחנים באל על הם טוקיו שביפן, הונג קונג, אוסטרליה ומקומות נוספים במזרח הרחוק.	On the other hand, El Al's new destinations are Tokyo, Japan, Hong Kong, Australia and other places in the Far East.	yes
כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.	Here's how the move will be made: Dreamliners flying to Canada will be released in favor of long-haul flights to the East.	yes
מטוסי הבואינג 737 שטסים לוורשה ולבריסל יועברו לשימוש לטיסות ליעדים כמו לונדון ופריז, שאליהם מפעילה אל על טיסות באמצעות מטוסי הדרימליינר.	The Boeing 737 aircraft flying to Warsaw and Brussels will be used for flights to destinations such as London and Paris, to which El Al operates flights using Dreamliner aircraft.	no
כך שבעצם החברה תוכל לשחרר מטוסים גדולים כדי לטוס ליעדים נוספים במזרח.	So basically the company will be able to release large planes to fly to other destinations in the East.	no
בה בעת, באל על מצפים לשיחות שיתקיימו בשבועות הקרובים בנוגע לאפשרות שחברות התעופה הישראליות יוכלו לחזור לטוס לטורקיה, לשם תוכל החברה להפעיל טיסות באמצעות מטוסי הבואינג 737 של חברת התעופה.	At the same time, El Al expects talks to take place in the coming weeks regarding the possibility that Israeli airlines will be able to return to Turkey, where the company will be able to operate flights using the airline's Boeing 737 aircraft.	no
עושים סדר בבלאגן: כמה תשלמו עבור מזוודה בכל חברת תעופה?	Making order in the mess: How much will you pay for a suitcase on each airline?	yes
קבלו את המדריך המפורט למחירי הכבודה בחברות התעופה השונות •	Get the detailed guide to baggage prices at the various airlines•	yes
מי מציעה 6 יורו לתוספת של עד 10 ק"ג, ואיפה המחיר אף פעם לא כולל מזוודות?	Who offers 6 euros for an additional up to 10 kg, and where the price never includes luggage.	yes
המחירים השתנו, תנאי הכבודה כבר לא אותו הדבר וישראלים רבים מופתעים כשהם מגיעים לנמל התעופה ומגלים שהם צריכים להוסיף סכומים גבוהים עבור מזוודות שחשבו שכלולות במחיר.	Prices have changed, baggage conditions are no longer the same and many Israelis are surprised when they arrive at the airport and find that they have to add large sums for luggage they thought was included in the price.	yes
איך תדעו מה תנאי הכבודה של חברת התעופה?	How do you know what the airline's baggage conditions are?	yes
בשביל זה אנחנו כאן.	That's what we're here for.	yes
קבוצת לופטהנזה (סוויס, אוסטריאן ולופטהנזה) – כרטיס הלייט כולל כבודת יד בלבד, אם תרצו להוסיף מזוודה, תצטרכו לעשות את זה שבעה ימים מראש דרך האתר בעלות של 70 דולרים לכיוון, בטלפון זה יעלה לכם 80 דולרים ובנמל התעופה 100 דולרים.	Lufthansa Group ( Suisse, Austrian and Lufthansa)  The light ticket includes hand luggage only, if you want to add a suitcase, you will have to do it seven days in advance through the website at a cost of $70 per direction, by phone it will cost you $80 and at the airport $100.	yes
