Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
BAD CODE PRINTED ON THE TOP OF THE POD	Schlechter Code auf der Topftopf	yes
I purchased these in February. Recently I tried to use them and unfortunately each time I try one my Keurig machine gives me an error message that the pod is not compatible with my machine. I have been using Donut Shop pods in my machine since I first purchased it and have never had a problem. Upon closer examination of the coffee pod, I noticed that the code printed on the top of the pod isn't very legible so I can only assume that I have a bad box. I purchased a box of 72 which is 6 boxes of 12 each. I have even tried one from each of the 6 boxes and keep getting the same error message. I know it's not my machine because other pods I try work just fine. It's only out of this shipment that I am having this issue. Very disappointing since my return window has expired. UPDATE: I talked to a customer representative who refunded by money. Thank you AMAZON for your wonderful customer support!	Ich habe diese im Februar gekauft. Kürzlich habe ich versucht, sie zu verwenden, und leider gibt mir meine Keurig-Maschine jedes Mal, wenn ich eine ausprobier, eine Fehlermeldung, dass die Kapsel nicht mit meiner Maschine kompatibel ist. Ich habe Donut Shop-Kapseln in meinem Gerät benutzt, seit ich sie zum ersten Mal gekauft habe, und hatte noch nie ein Problem. Bei näherer Betrachtung der Kaffeepudel habe ich festgestellt, dass der auf dem Top der Kapsel gedruckte Code nicht sehr lesbar ist, also kann ich nur davon ausgehen, dass ich eine schlechte Box habe. Ich habe eine Box von 72 gekauft, was 6 Kisten von 12 ist. Ich habe sogar jede der 6 Kisten ausprobiert und immer wieder die gleiche Fehlermeldung erhalten. Ich weiß, es sind nicht meine anderen Maschinen, weil ich versuche, sie gut zu arbeiten. Es ist nur aus diesem Schiff, dass ich dieses Problem habe. Sehr enttäuschend, da mein Rückgabefenster abgelaufen ist. UPDATE: Ich sprach mit einem Kunden, der durch AMAZON vermittelt wurde.	yes
Sweetener on the go. Such a convenience! It is really nice to have my favorite sugar alternative packaged in little take along packets! I LOVE swerve, and it is so convenient to have these to throw in my purse for dining out, or to use at a friend’s house. While they are a bit pricey, I cannot stand Equal or the pink stuff in my iced tea. Swerve or nothing, so i am thrilled to have my sweetener on the go!	So eine bequeme Möglichkeit! Es ist wirklich schön, meine Lieblingszuckeralternative in kleinen Mitnahmepaketen verpackt zu haben! Ich liebe es zu wenden, und es ist so bequem, diese in meine Tasche zu werfen, wenn ich auswärts speise oder bei einem Freund im Haus bin. Obwohl sie etwas teuer sind, kann ich das gleiche oder das rosa Zeug in meinem Eistee nicht ertragen. Wenden Sie sich oder nichts, also bin ich begeistert, meinen Süßstoff im Gange zu haben!	yes
Doesn't actually do any air "cleaning" Bought this as a humidifier, the "air cleaning" part is actually false advertising; depending on how hard your water is, sediment does accumulate in the bottom, but none of that is any dust in your home unless you live in a coal mine or something. As a humidifier, I would rate it as slightly less effective than a wick type humidifier with the same fan size. The advantage is that it doesn't consume wicks. Given the additional cost of the unit, you probably have to run it for about 5 years to make the difference up. It does have a fairly large water capacity for its size, since the 'tank' is integral to the unit, and it's low power (although no better than a wick type). It is also fairly easy to clean, although the plastic disks can't really be serviced since the disk unit can't be disassembled. However, for German engineering, the build quality isn't great. I've had mine for a year now, which would be about six months of cold weather run time, and the unit has developed a very annoying rattling noise from the fan assembly. My guess would be the fan bearings, so I'm just waiting for complete failure to happen here. As noted by someone else, any repairs are almost equivalent to just buying a new wick humidifier. tl; dr - not worth the extra cost, you are better off with a wick humidifier.	Es ist auch ziemlich leicht zu reinigen, aber die Diskette können nicht wirklich gereinigt werden, da die Fliege von jemand anderem nicht entsorgt werden kann. Als Luftbefeuchter würde ich es als etwas weniger effektiv einschätzen als einen Wick-Typ-Luftbefeuchter mit derselben Lüftergröße. Der Vorteil ist, dass es keine Fäden verbraucht. Angesichts der zusätzlichen Kosten der Einheit müssen Sie es wahrscheinlich für etwa 5 Jahre betreiben, um den Unterschied zu wiedergutzumachen. Es hat eine ziemlich große Wasserkapazität für seine Größe, da der "Tank" für die Einheit integriert ist, und es ist geringe Leistung (obwohl nicht besser als ein Wick-Typ). Es ist auch ziemlich einfach zu reinigen, obwohl die Scheiben nicht wirklich gewartet werden können, da die Scheibe nicht für den Kohlebergbau repariert werden kann.	yes
I guess it was easier to break than they thought. I am giving this product a 3 star do to the fact when I got it in it was broken already inside. Once I examined it I realized whoever put it in the box put it in there broken, This could have either been the manufacturers packers or for the manufacturers sake the problem could possibly be that a buyer returned the item and claimed they just didn't want it or didn't need it and Amazon possibly did not do a good enough quality check when it came back. In all fairness the buyer couldn't have said it was broken because then Amazon wouldn't have taken it back which is good especially with this kind of product either way though I am the one who got stuck with someones negligence. I did however get my money back so after thinking about it and discussing it with my spouse I have decided to give this buyer another chance. With that said I will only update my rating to a higher star depending on how customer service handles this post (by at least addressing it) and if the item comes in great shape, actually has the opportunity to do what it does, and works well doing what it is supposed to do.	Ich denke es war leichter zu brechen, als sie dachten. Ich gebe diesem Produkt drei Sterne für die Tatsache, dass es bereits im Inneren zerbrochen war, als ich es kaufte. Als ich es einmal untersuchte, erkannte ich, dass derjenige, der es in die Box steckte, es zerbrochen steckte, es dort platzierte, es konnten entweder die Hersteller oder die Verpacker oder die Hersteller gewesen sein, das Problem könnte möglicherweise sein, dass ein Käufer das Produkt zurückgegeben hat und behauptete, dass er es nicht wollte oder es nicht brauchte und Amazon möglicherweise nicht eine ausreichende Qualitätskontrolle durchgeführt hat, als es zurückkam. In aller Fairness kann der Käufer nicht sagen, dass es beschädigt war, weil Amazon es dann nicht zurückgenommen hat, was besonders gut für diese Art von Produkt ist, obwohl ich derjenige bin, der mit einigen Vernachlässigungen stecken blieb. Ich habe jedoch mein Geld zurückbekommen, also nachdem ich darüber nachgedacht und es mit meinem Ehepartner besprochen habe, habe ich beschlossen, diesem Käufer eine weitere Chance zu geben.	yes
Easy to install????? Overall I am quite satisfied with this purchase but it was not that easy for me to install. I tried installing both "bells" into the plugged in transmitter several times without any luck. I was about ready to return it as not working but I thought I would give it one more try and check the batteries in the bells. Voila...there were little plastic tabs sticking out from the battery covers which I pulled on and out came the plastic piece which was covering the battery and stopping it from working. After I removed these pieces of plastic the bells worked just fine and I was completely happy with this purchase. The odd thing is that in the users instruction booklet there is no mention of the plastic over the battery which must be removed for the bell to work. It would have been allot less frustrating if they mentioned this and I didn't think the problem was that I wasn't completing the installation correctly. It's a good product with a wide variety of rings, chimes and tunes you can choose and it's easy to change whenever you want. One thing they ask in rating this bell is how "weatherproof" it is. I can't comment on this because it was installed July 5th 2019 and we probably won't be able to comment on how weatherproof it is until next rainy season...probably in November.	Es war nicht zufriedenstellend, das zu installieren. Ich versuchte, beide "Glocken" mehrmals ohne Erfolg in den angeschlossenen Sender zu installieren. Ich wollte es als nicht funktionierend zurückgeben, aber ich dachte, ich würde es noch einmal versuchen und die Batterien in den Glocken überprüfen. Voila...es waren kleine Kunststoff-Taschen, die aus den Batteriedektoren hervorranden, die ich angezogen hatte, und herauskam das Kunststoffstück, das die Batterie abdeckte und sie davon abhielt zu arbeiten. Nachdem ich diese Kunststoffstücke entfernt hatte, funktionierten die Glocken gut und ich war vollkommen zufrieden mit diesem Kauf.	yes
Lost package - Re-Charged me	- Verlorenes Paket.	yes
Grew up with these and was psyched to purchase them for my son, but they lost the package of live caterpillars. They told me they'd replace it and charge half the shipping this time. After significant phone time they ended up re-charging me for a new order with like a 3$ discount. I thought it was pretty unprofessional because not only did they lose it, but they led me to believe they'd rectify it only to charge me almost full price at the end of a 30 minute phone call with some spiel about a voucher. I spent 30 minutes on the phone so I caved and just bought another set of caterpillars. Whatever.	Ich wuchs mit diesen auf und war begeistert, sie für meinen Sohn zu kaufen, aber sie verloren das Paket mit lebenden Raupen. Sie sagten mir, sie würden es ersetzen und dieses Mal die Hälfte des Versandkosten in Rechnung stellen. Nach einer beträchtlichen Telefonseinszeit endeten sie damit, mich für eine neue Bestellung mit etwa 3 Dollar Rabatt aufzuziehen. Ich dachte, das wäre ziemlich unprofessionell, weil sie es nicht nur verloren, sondern mich dazu brachten zu glauben, dass sie es korrigieren, nur um mir am Ende eines 30-minütigen Telefonanrufs mit einem Spiegel über einen Gutschein fast den vollen Preis in Rechnung zu stellen. Ich habe 30 Minuten am Telefon verbracht, also bin ich in den Keller gegangen und habe einfach noch ein Set Raupen gekauft. Was auch immer.	yes
Works well after some headaches. Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.	Es funktioniert gut, nachdem ich Kopfschmerzen hatte. Ich hatte einige Probleme damit. Das mitgelieferte Kabel war nicht gut - ließ die Batterie nicht laden. Ich konnte das Kabel durch mein eigenes Kabel aufladen und dann das Gerät über Bluetooth mit einem PC verbinden. Ich hatte Probleme, die PC-Software zu finden, aber als ich ihren Support per E-Mail benachrichtigt habe, antworteten sie innerhalb eines Tages mit den richtigen Download-Informationen. PC-Programm funktioniert gut, um das Gerät zu testen, nachdem Sie herausgefunden haben, welchen Port zu verwenden (Port 4 in meinem Fall). Die Genauigkeit und Stabilität des Geräts sehen für meine Anwendung sehr gut aus, jedoch konnte ich mich nicht über Bluetooth mit einem iPhone oder iPad verbinden (mehrere davon probiert).	yes
... was too yellow before buying and was told it's like antique gold	...war vor dem Kauf zu gelb und mir wurde gesagt, es sei wie antikes Gold	yes
I asked the seller if the color was too yellow before buying and was told it's like antique gold, darker. Nothing close! The set looks VERY cheap. It's super shiny yellow with lots of CZs, even shinier. Looks great on the photo, but in real life I wouldn't even give it to a teenager to wear.	Ich habe den Verkäufer gefragt, ob die Farbe zu gelb sei, bevor ich kaufte, und wurde gesagt, es ist wie antikes Gold, dunkler. Nichts davon! Das Set sieht sehr billig aus. Es ist super glänzendes Gelb mit vielen CZs, sogar noch glänzender. Auf dem Foto sieht es großartig aus, aber im echten Leben würde ich es nicht einmal einem Teenager zum Tragen geben.	yes
Loved the ring - but couldn't wear it all the time! :( This ring was beautiful. I loved the design and the chunky feel of it; it looked expensive and it was very comfortable! The only reason why I gave only 3 stars and ultimately returned the product is because I realized I wouldn't be able to wear it all the time. I like to wear my rings all the time, which is why I always make sure to get sterling silver, and I know some people said that their rings tarnished after a while, but I had worn mine for about a week straight - even while washing my hands - and noticed no tarnishing. Interestingly enough, the issue I had was that the inner band of the ring was actually turning my finger white and moist - kind of like the way a bandaid does after you leave it on for a long time. This happened even when I made sure the ring and my finger was completely dry. I don't know why this happened and have never had it happen with any other ring, but it became uncomfortable so I decided it wasn't the ring for me. :( Too bad because I really did love it! So if you are purchasing this ring with the intent to wear it only occasionally, I say go for it!! You won't be disappointed!	Dieser Ring war schön. Ich liebte das Design und das dicke Gefühl; er sah teuer aus und er war sehr komfortabel! Der einzige Grund, warum ich nur 3 Sterne gab und schließlich das Produkt zurückgab, ist, weil ich erkannte, dass ich ihn nicht die ganze Zeit tragen könnte. Ich mag es, meine Ringe die ganze Zeit zu tragen, weshalb ich immer darauf bestehe, Sterlingsilber zu kaufen, und ich weiß, dass einige Leute sagten, dass ihre Ringe nach einer Weile blamiert waren, aber ich hatte meine seit etwa einer Woche getragen - selbst beim Händewaschen - und bemerkte keinen Blemm. Interessanterweise war es das Problem, das ich hatte, dass das innere Band des Rings meinen Finger tatsächlich weiß und feucht machen würde - so wie ein Bandage, nachdem du es für eine lange Zeit anlassen hast. Dies passierte, auch wenn ich sicher war, dass der Ring ganz und gar trocken war.	yes
buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!	Ich habe den OXO-Cockel und den Pampered Chef-Cockel angesehen und beschlossen, etwas Geld zu sparen und den OXO zu kaufen - ich hatte normalerweise viel Glück mit ihren Produkten. Nicht mit diesem. Bei Peanut Butter Cookie #30 hat der Hebel in dem Kockel nicht mehr funktioniert. Ich musste die Fäuste auseinanderziehen und den Hebel neu positionieren, um noch ein paar zu machen, und das wiederholen. Also... sparen Sie Ihren Verstand und kaufen Sie den Pampered Chef-Cockel. Es ist absolut wert!	yes
Will not buy Mr. Coffee again	Ich kaufe Mr. Kaffee nicht mehr.	yes
It was a fine coffee maker for a while, but there were always issues with it. If you got water between the black plastic and metal on the carafe, it would leak and drain the water for days. Then our plastic lever broke which allows the coffee to flow through the filter and into the carafe. I contacted customer support to inquire about a new piece, but they would only refer me to a service center which is over 90 minutes from my house. It's great at making coffee and keeping it hot, but there are too many other issues with it to invest in it at the current price.	Es war eine gute Kaffeemaschine für eine Weile, aber es gab immer Probleme damit. Wenn man Wasser zwischen dem schwarzen Kunststoff und dem Metall auf der Karaffe bekam, würde es undichten und das Wasser für Tage ablassen. Dann brach unser Plastik-Schrauber, was den Kaffee durch den Filter und in die Karaffe fließen lässt. Ich habe den Kundendienst kontaktiert, um mich nach einem neuen Stück zu erkundigen, aber sie haben mich nur zu einem Service-Center verwiesen, das über 90 Minuten von meinem Haus entfernt ist. Es ist großartig, Kaffee zu machen und es heiß zu halten, aber es gibt zu viele andere Probleme damit, um bei dem derzeitigen Preis in es zu investieren.	yes
Must buy!! I loved this rose gold color and everything about it was great! The only thing I had an issue with, was it was really plain. I like having a little more detail in the handles and I did notice that before I purchased it which is why I still give this 5 stars! It was easy to clean and all came in wrapped individually which I found to be really organised and it calmed my soul lol love, love, LOVE the color and I would definitely buy this again for myself or for a loved one!	Ich liebe es, ein bisschen mehr Details in den Griffen zu haben und ich habe das bemerkt, bevor ich es gekauft habe, und deshalb gebe ich ihm immer noch 5 Sterne! Es war einfach zu reinigen und alles kam einzeln verpackt, was ich fand wirklich organisiert und es hat meine Seele beruhigt lol liebe, liebe, liebe die Farbe und ich würde es sicherlich wieder für mich selbst oder für eine geliebte Person kaufen!	yes
Might be good on a pole, but NOT as a hanging baffle or weather shield. Shame on Audubon. The instructions tell you to push the plug up through the hole in the baffle and "Make sure it is securely in place." HOW??? It is designed so that the baffle simply sits loosely on the plug, so that it can be pushed up by any critter or the slightest wind. You can turn the plug upside down so that the thumb screws are on the underside of the baffle, but it will take you hours to turn those screws; no tool will do it, and only the tiniest fingers would have an easy time of it. It took me over an hour to do a half-baked job of getting them screwed in so as to secure the baffle to the plug. It is a complete PITA. I ordered four of these; the three that I didn't open are going straight back and I'm in the market for better weather guards. (Let's face it; there's nothing like this which will actually "baffle" squirrels!)	Auf einem Pfosten kann das gut sein, aber NICHT als ein hängendes Baffel- oder Wetterschirm. Schande für Audubon. Die Anweisungen fordern Sie auf, den Plug durch das Loch im Baffel nach oben zu schieben und "Sich sicherzustellen, dass es fest ist". WIE??? Er wurde so konstruiert, dass der Baffel einfach locker auf dem Plug sitzt, so dass er von jedem Tier oder dem geringsten Wind nach oben geschoben werden kann. Sie können den Plug auf den Kopf stellen, so dass die Daumenschrauben an der Unterseite des Baffels sind, aber das wird Stunden dauern, diese Schrauben zu drehen; kein Werkzeug wird es tun, und nur die kleinste Finger würden es leicht haben.	yes
I love many of the features of these lights	Ich liebe viele der Eigenschaften dieser Lichter.	yes
I purchased this lamp to supplement the light my new vegetable seedlings were getting from the window. I love many of the features of these lights. Pros: First, they clamp easily onto my shelf, and bend to many positions allowing me to make changes as my plants grow. The lights are cool to the touch, and haven't cause harm even when touching the plants. I believe my veggies have benefited from the lights. The lights are dimmable, but I use the strongest setting only. I have not made use of the timer, preferring to turn them on and off myself. I can see this feature as useful in an office setting with houseplants or if on vacation Cons: I do not believe these lights are strong enough to be the primary light source for nursery plants. The lights are small! When the lights burn out, I will have to buy a whole new unit.	Ich kaufte diese Lampe, um das Licht, das meine neuen Gemüsesämlinge vom Fenster bekamen, zu ergänzen. Ich liebe viele der Eigenschaften dieser Lichter. Vorteile: Sie klemmen sich leicht an mein Regal und biegen sich in viele Positionen, so dass ich Änderungen vornehmen kann, wenn meine Pflanzen wachsen. Die Lichter sind kühl an der Berührung und haben auch beim Berühren der Pflanzen keinen Schaden verursacht. Ich glaube, meine Gemüse haben von den Lichtern profitiert. Die Lichter sind dimmbar, aber ich verwende nur die stärkste Einstellung. Ich habe den Timer nicht genutzt und ziehe es vor, sie selbst ein- und auszuschalten. Ich kann diese Funktion als nützlich in einer Büroumgebung mit Pflanzen oder auf Urlaub betrachten Nachteile: Ich glaube nicht, dass diese Lichter stark genug sind, um die Hauptlichtquelle für Kindergartenpflanzen zu sein.	yes
BEWARE...SMELL IS VERY BAD...CARD SLOTS TOO BIG! When I first saw this I thought it was beautiful, BUT it smelled SO BAD. At first I thought it was the smell of leather, but many pointed out that is was a MOLD smell. It never went away, so I had to return it. PLUS, the pockets for the credit cards are too big. The credit cards slide all the way down, the tips don't show so you have no idea what card is where and very difficult to get out. THE PHOTO THEY SHOW WHERE THE CARDS ARE STICKING OUT IS INACCURATE.	Vorsicht...Geruch ist sehr schlecht...Karten-Slots zu groß! Als ich das zum ersten Mal sah, dachte ich, es sei schön, aber es roch so schlecht. Zuerst dachte ich, es sei der Geruch von Leder, aber viele sagten, das ist ein weicher Geruch. Es ging nie weg und ich musste es zurückbringen. Außerdem sind die Taschen für die Kreditkarten zu groß. Die Kreditkarten gleiten nach unten, die Spitzen nicht zu sehen, so dass Sie keine Ahnung haben, welche Karte wo ist und sehr schwierig auszutragen ist.	yes
It’s very small.. Received the travel money belt and it a lot smaller than the pictures shows. I wished I did not buy it and will still have to look for something larger.	Es ist sehr klein. Und es ist viel kleiner als auf den Bildern. Ich wünschte, ich hätte es nicht gekauft, und ich muss noch nach etwas größeren suchen.	yes
Good umbrella, would buy it again if I had to	Ein guter Regenschirm, ich würde ihn wieder kaufen, wenn ich müsste.	yes
First off, I have to say the color is loveeeee. A lot of things I order in purple always come too light, too kiddish, too weird, too neon-ish, what have you. But this purple was deep and lush and I love it, the umbrella is sturdy and really good quality. Probably best umbrella I’ve had. Comes with a cover and while it may not have much functional use, it really keeps it looking sharp.	Zuerst einmal muss ich sagen, die Farbe ist liebeneeee. Viele Dinge, die ich in Lila bestelle, werden immer zu hell, zu kidirisch, zu seltsam, zu neon, wie auch immer. Aber dieses Lila war tief und üppig und ich liebe es, der Regenschirm ist robust und wirklich guter Qualität. Wahrscheinlich der beste Regenschirm, den ich je hatte. Kommt mit einem Deckel und während er vielleicht nicht viel funktionalen Gebrauch macht, sieht er scharf aus.	yes
Packaging is terrible - received 3 damaged guitars	Die Verpackung ist schrecklich - erhielt 3 beschädigte Gitarren	yes
Very nice looking guitar. Too bad the company does not know how to protect their product. Don’t bother trying to receive one that is not damaged. We returned 2 because of damages in shipping and the the 3rd one was damaged also. Gave up. They ship it in the soft thin case with one sheet of brown paper in a cardboard box. No padding at all.	Eine sehr hübsche Gitarre. Schade, dass das Unternehmen nicht weiß, wie es sein Produkt schützt. Versuchen Sie nicht, eine zu erhalten, die nicht beschädigt ist. Wir haben 2 wegen eines Schadens beim Versand zurückgeschickt, und die dritte Gitarre war ebenfalls beschädigt. Aufgegeben. Sie versenden es in einem weichen, dünnen Koffer mit einem Blatt braunes Papier in einer Pappe. Kein Polsterung.	yes
Cool concept! Just needs some more improvements to make it a really awesome product	Braucht nur noch ein paar Verbesserungen, um daraus ein richtig tolles Produkt zu machen.	yes
Really cool concept when it comes to karaoke-ing. I love karaoke so this mic immediately piqued my interests. I think the overall design is good - the rose gold is a nice touch. It's also a standard design that I've been seeing on all other options related to this kind of microphone. For the uninitiated, the way this works is it simultaneously acts as 1) a personal microphone 2) a music streamer / speaker and 3) a voice recorder. Altogether, you have a 3-in-1 device that amplifies your voices and music and records everything that comes out. There's no music in the mic itself though. It has a bluetooth connector so you sync it to your phone and download a karaoke app that can send the karaoke songs to the mic. Or you can even sync your Spotify app. Note that the mic doesn't work with every app unfortunately. The mic comes with different options to adjust the volume level of the music and your voice (separately too!) and even has an option to adjust the level of echo so you actually sound like you're in a karaoke room. Some things I would like to see future improvements on are: 1) there's some annoying feedback that doesn't seem to go away regardless of how far I distance my phone from the mic. If you've figured this out, I'd love to know! 2) the option switches at the middle of the mic is clunky. I'm a sucker for minimalism so it be great if future products can make the design sleeker. 3) support for more karaoke apps Finally, because the sound comes out of this mic directly, and not through a flatscreen or central living room speaker system, it's not as fun in a party setting. If the manufacturer can somehow integrate this into a larger party karaoke ecosystem, that would make this infinity more enjoyable.	Ich liebe Karaoke, also hat dieses Mikrofon mein Interesse sofort geweckt. Ich finde das Design insgesamt gut - das Rose Gold ist ein schönes Stück. Es ist auch ein Standard-Design, das ich bei allen anderen Optionen gesehen habe, die diese Art von Mikrofon betrifft. Für die Unaufgeklärten funktioniert es so, dass es gleichzeitig als 1) ein persönlicher Mikrofon, 2) ein Musik-Streamer / Lautsprecher und 3) ein Sprachrekorder fungiert. Insgesamt haben Sie ein 3-in-1 Gerät, das Ihre Stimmen und Musik verstärkt und alles aufzeichnet, was herauskommt. Dabei gibt es aber keine Musik im Mikrofon selbst. Es hat einen Bluetooth-Anschluss, sodass Sie es mit Ihrem Handy synchronisieren und eine App herunterladen, die die Karaoke Songs an das App senden kann. Oder Sie können sogar Ihr Spotify-Microfon synchronisieren. Beachten Sie, dass das Mikrofon leider nicht mit größerem funktioniert. Das Mikrofon verfügt über verschiedene Optionen für die Lautstärke Ihrer Stimme und ein paar andere Optionen, die mit diesem Mikrofon in Verbindung stehen.	yes
Ribbed off by Vision Supplies	Abgeholt von Vision Supplies	yes
October 2017 purchased four (4) cartridges from Vision Supplies - Amazon Marketplace, so I would have when needed and to save shipping cost. Used two over the last couple of years, about one a year, and they worked okay. Tried to use one last week, almost empty after printing 20 labels, but in last one ran out after 40 pages. The plastic a missing on both. Told warranty expired!!!! Who would check every single cartridge when received???? BUYER BE AWARE!!!!!!!!!!!	Im Oktober 2017 kaufte ich vier (4) Patronen bei Vision Supplies - Amazon Marketplace, um bei Bedarf die Versandkosten zu sparen. Verwendete in den letzten Jahren zwei, etwa eine pro Jahr, und sie funktionierten gut. Versuchte letzte Woche, eine zu verwenden, fast leer nach dem Drucken von 20 Etiketten, aber in der letzten eine lief nach 40 Seiten aus. Der Kunststoff fehlte bei beiden. Sagte Garantie abgelaufen!!!! Wer würde jede einzelne Patrone überprüfen, wenn er erhalten würde???? Käufer seien Sie aufmerksam!!!!!!!!!!!	yes
I'm sorry, what? My friend recommended the mask of this line so I bought that, this conditioner, and the all in one milk. I cannot speak for the effectiveness of the product because the smell was just not tolerable. You know that musty smell old buildings use in female restrooms to try to mask the smell of *ladies* but it just turns out as this sour, chemical, kind of musty grandma smell? Ya that's all I can think of when I smell this. You know different strokes different folks so maybe you'll like the smell. My friend said it can help even the most damaged hair, so if you don't care about scent then no worries. I know natural products aren't going to smell as pretty as some synthetic ones but I feel like more and more natural lines just care less since it will sell anyway and so now everything just smells like playdough. I've lost a few favorite lines to them changing the formula to cheaper ingredients. I don't know if that's the case here or if this is a fake (which I called Davines and they said it isn't) but this smells like Y U C K and I had to return it.	Entschuldigung, aber mein Freund hat mir die Maske dieser Linie empfohlen, also kaufte ich dieses Conditioner und alle in einer Milch. Ich kann nicht für die Wirksamkeit des Produkts sprechen, weil der Geruch einfach nicht hinnehmbar war. Sie wissen, dass der Muffegeruch, den alte Gebäude im weiblichen Bad verwenden, um den Geruch der Damen zu verschleiern, einfach so aussieht wie dieser sauere, chemische, ähnliche Muffegeruch von Großmutter? Ja, das ist alles, was ich denke, wenn ich diesen Geruch rieche. Sie kennen verschiedene Stiche, vielleicht mögen Sie den Geruch. Mein Freund sagte, er könne sogar dem beschädigstesten Haar helfen, also wenn Sie sich nicht für den Geruch interessieren, dann keine Sorge. Ich weiß, natürliche Produkte werden nicht so hübsch wie synthetische riechen, aber ich glaube, dass natürliche Linie mehr und weniger sorgsam sind, weil sie sich jetzt ohnehin verkaufen werden und so riecht alles nur wie da.	yes
Drops internet	Internet abfällt	yes
I bought this modem/router about two years ago. At the start it seemed to be ok but for the last year plus I’ve had problems with it dropping the internet. This happens on all my devices both Wi-Fi and wired. The only way to restore service was to do a AC power reset. This was happening once or twice a day. Comcast came out, ran a new coax line from the pedestal to the house and boosted the signal level. Same problem. The Arris Tech guys were great but could not solve the problem. Additionally, I lost the 5G service on three occasions. I had to do a factory reset to restore this. I cannot recommend this modem/router based upon my experiences. I purchased a Netgear AC1900 modem/router. It’s fantastic. I’v Had it for over a week with no problems. It’s faster and the range is greater than the Arris. I read online that other people have had problems with the Arris modem/router connected to Comcast. If you have Comcast internet I do not recommend this Arris modem/router. Get the Netgear, its much more reliable.	Ich habe dieses Modem/Router vor ungefähr zwei Jahren gekauft. Anfangs schien es in Ordnung zu sein, aber seit dem letzten Jahr plus hatte ich Probleme damit, das Internet zu verlieren. Dies passiert bei allen meinen Geräten, sowohl WiFi als auch kabelgebunden. Die einzige Möglichkeit, den Service wiederherzustellen, war ein Wechselstrom-Reset zu machen. Das passierte ein- oder zweimal am Tag. Comcast kam heraus, führte eine neue Koaxallinie vom Sockel zum Haus und erhöhte den Signallevel.	yes
but it happens enough to be annoying. On a positive note	Das ist nicht sehr gut, aber es ist schon nervös genug.	yes
1 of the fans sounded out of balance out of the box. The speed controls are really wonky -- If you dial them to 100% the fans will shut off, so you need to turn it to 100% then dial it back slowly until the come back on. Build quality is mediocre, but this seems to be par for most of these types of product at this price point. The feet for holding the laptop up when it's inclined have snapped off a few times... They go back in, but it happens enough to be annoying. On a positive note, this has ideal fan placement for laptops that intake air from vents located near the top of the laptop. Many other coolers have fans toward the middle and provide very little additional airflow to a laptop with such a cooling configuration.	1 der Lüfter klang aus dem Gleichgewicht aus der Box. Die Geschwindigkeitssteuerungen sind wirklich wackelig - Wenn Sie sie auf 100% wählen, werden die Lüfter ausgeschaltet, also müssen Sie sie auf 100% drehen und sie dann langsam zurückwählen, bis sie wieder anschalten. Die Verarbeitung ist mittelmäßig, aber dies scheint für die meisten dieser Arten von Produkten zu diesem Preisstandard üblich zu sein. Die Füße zum Halten des Laptops hoch, wenn er geneigt ist, sind einige Male abgebrochen... Sie gehen zurück, aber es ist zufällig lästig genug. Auf einer positiven Seite, hat dies eine ideale Lüfterplatzierung für Laptops, die Luft von Lüftungsschlitzen in der Nähe der Oberseite des Laptops einnehmen. Viele andere Kältemaschinen haben Lüfter in Richtung Mitte und bieten nur sehr wenig zusätzlichen Luftfluss für einen Laptop mit einer solchen Kühlkonfiguration.	yes
Ok case with serious limitations	Ein Fall mit schwerwiegenden Einschränkungen	yes
