Police arrest 15 after violent protest outside UK refugee hotel	﻿Polizeiverhaftung 15 nach gewaltsamen Protesten außerhalb des britischen Flüchtlingshotels	yes
Someone screwed up the formula?? This is so weird. In normal light it looks like I have a pink and an orange but under UV light they are the same! I drew a pink line using a paint stick from another brand so you can see what pink should look like and know it's not just my camera. Pink is my most used color so I'm a bit upset about this. Red, orange, and pink are basically all orange. No point in calling them red or pink. The white isn't as bright as I would have hoped. The rest of the colors are all great and I like how easily these paints wash off. I just wits there were a pink. I guess the purple will suffice.	Jemand hat die Formel verschraubt? Das ist so seltsam. Bei normalem Licht sieht es so aus, als ob ich ein rosa und ein orange habe, aber unter UV-Licht sind sie die gleichen. Ich habe eine rosa Linie mit einem Farbstift von einer anderen Marke gezeichnet, so dass du sehen kannst, wie rosa aussehen soll und weiß, dass es nicht nur meine Kamera ist. Pink ist meine meist verwendete Farbe, so dass ich mich im Grunde genommen ganz orange befinde. Rot, Orange und Rosa sind im Grunde alles orange. Das Weiß ist nicht so hell, wie ich es mir gewünscht hätte. Der Rest der Farben ist nicht so hell, wie ich es mir gewünscht hätte. Der Rest der Farben ist alles toll und ich mag, wie leicht diese Farben sich abwaschen. Ich wisse, wie leicht diese Farben abwaschen. Ich wisse nur, dass es ein rosa gibt.	yes
works for the most part	Arbeiten zum größten Teil	yes
I had bleached my whole head and then dyed over it with a black box dye a few months ago. I then went and had highlights put in all over my head. A few weeks later I put blue/green Arctic Fox hair dye on my hair and it would not fade out. I used this stuff with Olaplex No. 3 and it lightened TREMENDOUSLY all over, removing the green and blue parts as well as lifting the dark box dye. However, after a day I noticed a green tint to my hair. Every day it gets worse and I have used the color extractor twice now, with the same results. My hair is also getting darker where the box dye was. This is a great product it just doesn't seem to last.	Vor ein paar Monaten habe ich meinen ganzen Kopf aufgebläht und dann mit einem schwarzen Kästchen gefärbt, dann ging ich hin und hatte Highlights auf meinen Kopf gelegt. Einige Wochen später habe ich die Haarfarbe blau/grün Arctic Fox auf meinen Kopf gelegt und es würde nicht ausblenden. Ich habe diese Sachen mit Olaplex Nr. 3 aufgehellt, die grünen und blauen Teile entfernt und die dunkle Kastenfarbe aufgehellt. Aber nach einem Tag bemerkte ich einen grünen Farbton auf meinem Haar. Jeden Tag wurde es schlimmer und ich habe den Farbextraktor zweimal verwendet, mit den gleichen Ergebnissen. Mein Haar wird auch dunkler, wo die Boxfarbstoffe waren. Dies ist ein großartiges Produkt, das einfach nicht anhält.	yes
don't believe the hype	Glauben Sie nicht an den Hype	yes
Too many five-star reviews on this novel need to be tempered by some more realistic assessments. I tried reading it but I just found the language flat. the "freshwater" metaphor and the many descriptions of the womb like a river and the baby like a fish seemed forced, hackneyed, and contrived. I skipped ahead and it looked like all I was going to find was a campus drama.	Zu viele Fünf-Sterne-Bewertungen zu diesem Roman müssen durch einige realistischere Bewertungen getempert werden. Ich habe versucht, es zu lesen, aber ich fand nur die Sprache flach. Die Metapher "freshwater" und die vielen Beschreibungen des Mutterleibs wie ein Fluss und das Baby wie ein Fisch schienen gezwungen, gehackt und beschlagnahmt. Ich übersprungen und es sah aus, als ob alles, was ich finden würde, ein Campusdrama war.	yes
I give this book 10 stars! Excellent read!! I absolutely loved the book!! I’ve adopted 4 Siamese cats from Siri over the years and everyone of them were absolute loves. Once you start to read this book, it’s hard to put down. Funny, witty and very entertaining!! Siri has gone above and beyond in her efforts to rescue cats (mainly Siamese)!!	Ich habe im Laufe der Jahre 4 Siamesische Katzen von Siri adoptiert und alle von ihnen waren absolute Lieben. Sobald du anfängst, dieses Buch zu lesen, ist es schwer zu lesen. Lustig, witzig und sehr unterhaltsam! Siri hat in ihren Bemühungen um die Rettung von Katzen (hauptsächlich Siamese) über- und übertroffen.	yes
I really Like this ring light! It is wonderful for the price and it gets the job done! The only issue is the light bulb heats up too fast and the light goes out, so I have to turn it off wait for a while then turn it back on. I don't think that is supposed to happen...I don't know if I have a defective light or what, but it is a very nice ring light besides the overheating.	Das einzige Problem ist, dass die Glühbirne zu schnell aufheizt und das Licht ausgeht, daher muss ich sie für eine Weile abschalten, dann wieder einschalten. Ich glaube nicht, dass das passieren soll... Ich weiß nicht, ob ich ein defektes Licht habe oder was, aber es ist ein sehr schönes Ringlicht neben der Überhitzung.	yes
Confusing storyline	Verwirrende Geschichte	yes
The book was hard to keep up with as it jumped around a lot. Also the title doesn’t fit the story. The author indicated several people were infected by this alien, however left out may details on when or how it happened. I was confused at times and had to go back and re read a lot to make sure I didn’t miss anything.	Auch der Titel passt nicht zur Geschichte. Der Autor weist darauf hin, dass mehrere Menschen von diesem Alien infiziert waren, aber es gibt keine Details darüber, wann oder wie es passiert ist. Ich war manchmal verwirrt und musste zurückgehen und viel lesen, um sicherzustellen, dass ich nichts vermisse.	yes
Loved Collins... It took a while to warm up to Grady	Geliebt Collins... Es dauerte eine Weile bis Grady	yes
3 1/2 Stars Remedy is a brothers best friend romance as well as a second chance romance mixed into one. It's a unique story, and the hero (Grady) has to do everything to get Collins back and prove he's the guy for her. Three years ago, Grady and Collins had an amazing night together. Collins thought she was finally getting everything she dreamed of, her brothers best friend... but when she woke up alone the next morning, and never heard from her, things definitely changed. Now Grady is back, and he's not leaving, and he's doing everything in his power to prove to her why he left, and that he's not giving her up this time around. While I loved the premise of this story, and at times Grady, he really got on my nerves. I totally understand his reasoning for leaving that night, but to not even send a letter to Collins explaining himself? To leave her wondering and hurt for all those years, and then expect her to welcome him back with open arms? Was he delusional?! Collins was right to be upset, angry, hurt, etc. She was right to put up a fight with him when he wanted her back and to move forward. I admire her will power, because Grady was persistent. I loved Collins in this book, she was strong, and she guarded her heart, and I admired her for that. Sure she loved Grady, but she was scared, and hesitant to let him back in her life, who wouldn't be after what he did to her? Her character was definitely my favorite out of the two. She definitely let things go at the pace she wanted, and when she was ready to listen, she listened. There is a lot of angst in this book, and I did enjoy watching these two reconnect when Collins started to forgive Grady, I just wish Grady would have not come off as so whiney and would have been a little more understanding. He kept saying he understood, but at times he was a little too pushy to me, and then he was sweet towards the end. I ended up loving him just as much as Collins, but in the beginning of the book, I had a hard time reading his points of view because I couldn't connect with his character. The first part of this book, was not my favorite, but he second part? I adored, hence my rating. If you like second chance, and brothers best friend romances, you may really enjoy this book, I just had a hard time with Grady at first and how he handled some of the things he did.	3 1/2 Stars Remedy ist eine einzigartige Geschichte, und der Held (Grady) hat alles zu tun, um Collins zurück zu bekommen und zu beweisen, dass er der Kerl für sie ist. Es ist eine einzigartige Geschichte, und der Held (Grady) hat alles getan, um Collins zurück zu bekommen und zu beweisen, dass er der Kerl für sie ist. Drei Jahre zuvor, Grady und Collins hatten eine erstaunliche Nacht zusammen. Collins dachte, dass sie endlich alles bekommen hat, was sie träumte, ihre Brüder am besten liebte, und dass sie nie mehr verstanden hat. Ich habe die Prämisse für mich verlassen, und ich habe sie nicht so sehr zu hören bekommen, und dann war er sehr freundlich, um sie zu hören, und dann war er sehr freundlich, um sie zu hören, und dann war er sehr freundlich, um sie zu hören, und dann war er sehr freundlich, um sie zu hören. Ich habe	no
He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill	Er und Johnny Depp sind erstaunliche Schauspieler.	yes
Mr. Oldman has played and created many, different characters. It is very difficult to tell it is him. He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill, was very well done. The compressed time frame from May 10 to the 26th was well presented with the clock 7 turning pages... The scenery and costumes were excellent. Is poignant with today's pair of demi-gods holding world political position. Worth a look several times...worth thoughtful rumination... many more times	Der komprimierte Zeitrahmen vom 10. bis 26. Mai wurde gut mit der Uhr 7 Drehseiten präsentiert. Die Szenerie und Kostüme waren ausgezeichnet. Ist poignant mit dem heutigen Paar von Demi-Gotten, die weltpolitische Positionen innehaben.	yes
Avoid Wifi connection- go Bluetooth! I purchased this for my wife in October, 2017. At the time, we were in the middle of relocating and living in a hotel. I couldn't get this scale to connect to the Wifi in the hotel. I decided to wait until we moved into our home and I could set up my own Wifi system. March 2018- I have set up my Wifi system and this scale still won't connect. Every time I try, I get the error message. Even when I am 10' away from the Wifi unit. I followed the YouTube setup video with no success. When I purchased the unit, I thought it would connect directly to my wife's phone (like Bluetooth). Instead, this scale uses the Wifi router to communicate to the phone. This system is limited to the router connection...which is usually not close to the bedroom unlike a cell phone! I wouldn't recommend this scale to anyone because of the Wifi connection. Instead, please look at systems that use Bluetooth for communication. I am replacing this with a Bluetooth connection scale.	Vermeiden Sie WLAN-Verbindung - gehen Sie Bluetooth! Ich kaufte dies für meine Frau im Oktober 2017! Ich konnte diese Skala nicht bekommen, um sich mit dem Wifi im Hotel zu verbinden. Ich konnte diese Skala nicht bekommen, um mit dem Wifi zu verbinden. Ich habe beschlossen, zu warten, bis wir in unser Haus umziehen und ich konnte mein eigenes Wifi-System einrichten. März 2018- Ich habe mein Wifi-System eingerichtet und diese Skala wird immer noch nicht verbinden. Jedes Mal, wenn ich 10' weg vom Wifi-Gerät bin, habe ich die Fehlermeldung bekommen, dass ich 10' weg vom Wifi-Gerät bin. Ich folgte dem YouTube-Setup-Video ohne Erfolg. Als ich das Gerät gekauft habe, dachte ich, dass es sich direkt mit dem Telefon meiner Frau verbinden würde (wie Bluetooth). Diese Skala nutzt den WLAN-Router, um mit dem Telefon zu kommunizieren. Dieses System ist auf die Routerverbindung beschränkt, die normalerweise nicht in der	yes
Good, but would like to find something better	Gut, aber möchte etwas Besseres finden	yes
After a lot of research, I started using this product many years ago. It had the least amount of harmful ingredients, and still worked okay. However, it dries up so quickly that you end up using so much lube, which ends up costing a lot of money, as well as being too disruptive during sex. I've just been too lazy to look for a new product, but will start looking for one that is both harmless, works well, and not too costly.	Nach vielen Recherchen habe ich vor vielen Jahren begonnen, dieses Produkt zu verwenden. Es hatte die geringste Menge an schädlichen Inhaltsstoffen und funktionierte immer noch okay. Es trocknet jedoch so schnell, dass Sie so viel Schmiermittel verwenden, das am Ende viel Geld kostet und während des Sex zu störend ist. Ich bin einfach zu faul, um nach einem neuen Produkt zu suchen, aber ich werde nach einem suchen, das sowohl harmlos ist, gut funktioniert und nicht zu teuer ist.	yes
The battery life is terrible on the one I bought on Amazon. Still can’t believe Logitech discontinued this remote, nothing else comes close in comparison. I absolutely LOVE this Harmony remote, this is my 4th one. Dog chewed up the first one, husband kneeled on the screen of the second one, and the third ones still working but there’s an elbow mark in the middle of the touch screen also courtesy of the hubby...bought this one as a back up and the screens great but the battery it came with holds a charge maybe for a couple days. My original (3rd one) keeps a charge for weeks at a time and I use my remote for everything.	Die Batterielebensdauer ist auf dem von mir bei Amazon gekauften Gerät schrecklich. Logitech hat diese Fernbedienung immer noch nicht gefunden, nichts anderes kommt im Vergleich dazu. Ich liebe diese Harmony-Fernbedienung, das ist mein 4.. Hund kaute den ersten, Mann knite auf dem Bildschirm des zweiten, und die dritten arbeiten noch, aber es gibt ein Ellenbogenzeichen in der Mitte des Touchscreens auch mit Höflichkeit des Hubbys... kaufte diesen als Rücken und die Bildschirme großartig, aber der Akku, mit dem es geliefert wurde, hält vielleicht für ein paar Tage eine Ladung, mein Original (3.) hält eine Ladung für Wochen auf einmal und ich benutze meine Fernbedienung für alles.	yes
Broke in less than a week	Broke in weniger als einer Woche	yes
I like the product it’s a nice size and color! Unfortunately only had it a week and opened the one door and it cracked the top of the wood piece! I’m really disappointed! It’s all assembled and I don’t have the box anymore so how could I even think about sending it back?! My husband did try and fix it with wood glue but sadly that didn’t work either! The door popped right out again!!	Leider hatte ich es nur eine Woche und öffnete die eine Tür und sie knackte die Spitze des Holzstücks. Ich bin wirklich enttäuscht! Es ist alles zusammengebaut und ich habe die Box nicht mehr, wie könnte ich sogar darüber nachdenken, es zurück zu schicken? Mein Mann versuchte es mit Holzkleber zu reparieren, aber leider hat das auch nicht funktioniert! Die Tür ist wieder richtig herausgefallen!!	yes
Not too easy to assemble plus.... It’s a nice looking piece of furniture when assembled, but assembly was difficult. Some of the letter markings were incorrectly marked so I had to try and figure out on my own The screws they supplied to attach the floor and side panels all cracked. I had to go out and purchase corner brackets to make sure they stayed together. Also the glass panel doors are out of line and don’t match evenly. This alignment prevents one of the doors from staying closed as the magnet to keep the door closed is out of line. Still haven’t figured out to align them.	Nicht zu einfach zu montieren plus.... Es ist ein schönes Möbelstück beim Zusammenbau, aber die Montage war schwierig. Einige der Buchstabenkennzeichnungen waren falsch markiert, so dass ich versuchen musste, mich selbst herauszubilden. Die Schrauben, die sie geliefert hatten, um den Boden und die Seitenplatten zu befestigen, alle knackig. Ich musste ausziehen und Eckhalter kaufen, um sicherzustellen, dass sie zusammen bleiben. Auch die Glasplattentüren sind aus der Reihe und passen nicht gleichmäßig zusammen. Diese Ausrichtung verhindert, dass eine der Türen geschlossen bleibt, da der Magnet, um die Tür geschlossen zu halten, außer Betrieb ist.	yes
BAD CODE PRINTED ON THE TOP OF THE POD	BAD CODE PRINTED auf der Spitze des POD	yes
I purchased these in February. Recently I tried to use them and unfortunately each time I try one my Keurig machine gives me an error message that the pod is not compatible with my machine. I have been using Donut Shop pods in my machine since I first purchased it and have never had a problem. Upon closer examination of the coffee pod, I noticed that the code printed on the top of the pod isn't very legible so I can only assume that I have a bad box. I purchased a box of 72 which is 6 boxes of 12 each. I have even tried one from each of the 6 boxes and keep getting the same error message. I know it's not my machine because other pods I try work just fine. It's only out of this shipment that I am having this issue. Very disappointing since my return window has expired. UPDATE: I talked to a customer representative who refunded by money. Thank you AMAZON for your wonderful customer support!	Kürzlich habe ich versucht, sie zu verwenden und leider jedes Mal, wenn ich eine meiner Keurig-Maschinen ausprobiere, gibt mir eine Fehlermeldung, dass der Pod nicht mit meiner Maschine kompatibel ist. Ich habe Donut Shop-Pods in meiner Maschine verwendet, da ich sie zuerst gekauft habe und nie ein Problem hatte. Bei näherer Prüfung des Kaffees habe ich bemerkt, dass der Code auf der Spitze des Pods nicht sehr lesbar ist, so dass ich nur annehmen kann, dass der Code auf der Spitze des Pods nicht sehr lesbar ist, so dass ich nur annehmen kann, dass der Code auf der Spitze des Pods nicht sehr lesbar ist, so dass ich nur annehmen kann, dass der Code auf der Spitze des Pods nicht sehr lesbar ist, so dass ich nur annehmen kann, dass der Code auf der Spitze des Pods nicht sehr lesbar ist, so dass ich nur annehmen kann, dass ich	yes
Sweetener on the go. Such a convenience! It is really nice to have my favorite sugar alternative packaged in little take along packets! I LOVE swerve, and it is so convenient to have these to throw in my purse for dining out, or to use at a friend’s house. While they are a bit pricey, I cannot stand Equal or the pink stuff in my iced tea. Swerve or nothing, so i am thrilled to have my sweetener on the go!	Es ist wirklich schön, meine Lieblings-Zucker-Alternative in kleinen Packstücken verpackt zu haben! Ich schwenke, und es ist so bequem, diese in meine Geldbörse zu werfen, um sie zu essen oder im Haus eines Freundes zu verwenden. Während sie etwas teuer sind, kann ich nicht gleich oder die pinken Sachen in meinem Eistee stehen. Swerve oder nichts, also bin ich begeistert, meinen Süßstoff unterwegs zu haben!	yes
Doesn't actually do any air "cleaning" Bought this as a humidifier, the "air cleaning" part is actually false advertising; depending on how hard your water is, sediment does accumulate in the bottom, but none of that is any dust in your home unless you live in a coal mine or something. As a humidifier, I would rate it as slightly less effective than a wick type humidifier with the same fan size. The advantage is that it doesn't consume wicks. Given the additional cost of the unit, you probably have to run it for about 5 years to make the difference up. It does have a fairly large water capacity for its size, since the 'tank' is integral to the unit, and it's low power (although no better than a wick type). It is also fairly easy to clean, although the plastic disks can't really be serviced since the disk unit can't be disassembled. However, for German engineering, the build quality isn't great. I've had mine for a year now, which would be about six months of cold weather run time, and the unit has developed a very annoying rattling noise from the fan assembly. My guess would be the fan bearings, so I'm just waiting for complete failure to happen here. As noted by someone else, any repairs are almost equivalent to just buying a new wick humidifier. tl; dr - not worth the extra cost, you are better off with a wick humidifier.	Es ist auch ziemlich einfach zu reinigen, obwohl die Kunststoffscheiben nicht wirklich zu reinigen sind, da die Scheibeneinheit nicht zerlegt werden kann, und die Einheit hat eine ziemlich große Wasserkapazität für ihre Größe, obwohl die Scheibeneinheit nicht wirklich zerlegt werden kann, und die Einheit hat eine ziemlich große Wasserkapazität für ihre Größe, obwohl die Scheibeneinheit nicht wirklich zerlegt werden kann, und die Einheit hat eine ziemlich große Wasserkapazität für ihre Größe, da die Scheibeneinheit nicht zerlegt werden kann, und die Einheit hat eine ziemlich große Wasserkapazität für ihre Größe, da die Scheibeneinheit nicht zerlegt werden kann, und die Einheit hat eine ziemlich große Wasserkapazität für ihre Größe, da die Scheibeneinheit nicht zerlegt werden kann, und die Einheit hat eine ziemlich große Wasserkapazität für ihre Größe, da die Scheibeneinheit nicht wirklich zerlegt werden kann, und die Einheit hat mich für ein Jahr entwickelt, was etwa sechs Monate kalte Wetterlaufzeit ist, und die Einheit hat eine sehr lästige	yes
I guess it was easier to break than they thought. I am giving this product a 3 star do to the fact when I got it in it was broken already inside. Once I examined it I realized whoever put it in the box put it in there broken, This could have either been the manufacturers packers or for the manufacturers sake the problem could possibly be that a buyer returned the item and claimed they just didn't want it or didn't need it and Amazon possibly did not do a good enough quality check when it came back. In all fairness the buyer couldn't have said it was broken because then Amazon wouldn't have taken it back which is good especially with this kind of product either way though I am the one who got stuck with someones negligence. I did however get my money back so after thinking about it and discussing it with my spouse I have decided to give this buyer another chance. With that said I will only update my rating to a higher star depending on how customer service handles this post (by at least addressing it) and if the item comes in great shape, actually has the opportunity to do what it does, and works well doing what it is supposed to do.	Ich glaube, es war leichter zu brechen, als sie dachten. Ich gebe diesem Produkt ein 3 Sterne tun, als ich es in ihm bekommen hatte, war es bereits innen zerbrochen. Einmal habe ich erkannt, wer es in die Box gelegt hat, es dort gebrochen, dies könnte entweder der Hersteller Packer sein oder für die Hersteller das Problem könnte sein, dass ein Käufer das Produkt zurückgegeben hat und behauptet, dass sie einfach nicht wollen oder nicht benötigt wurde, und Amazon hätte nicht sagen können, dass es gebrochen wurde, weil dann der Käufer es nicht zurückgenommen hat, was gut ist, besonders mit dieser Art von Produkt, wenn ich es nicht benötigte, weil dann Amazon nicht zurückgenommen hat, was gut ist, besonders mit dieser Art von Produkt, wenn es nicht gebrochen wurde, weil dann Amazon nicht zurückgenommen hat, was gut ist, besonders mit dieser Art von Produkt, obwohl ich mit dieser Art von Produkt gebrochen wurde, obgleich ich es nicht	yes
Easy to install????? Overall I am quite satisfied with this purchase but it was not that easy for me to install. I tried installing both "bells" into the plugged in transmitter several times without any luck. I was about ready to return it as not working but I thought I would give it one more try and check the batteries in the bells. Voila...there were little plastic tabs sticking out from the battery covers which I pulled on and out came the plastic piece which was covering the battery and stopping it from working. After I removed these pieces of plastic the bells worked just fine and I was completely happy with this purchase. The odd thing is that in the users instruction booklet there is no mention of the plastic over the battery which must be removed for the bell to work. It would have been allot less frustrating if they mentioned this and I didn't think the problem was that I wasn't completing the installation correctly. It's a good product with a wide variety of rings, chimes and tunes you can choose and it's easy to change whenever you want. One thing they ask in rating this bell is how "weatherproof" it is. I can't comment on this because it was installed July 5th 2019 and we probably won't be able to comment on how weatherproof it is until next rainy season...probably in November.	Ich bin ziemlich zufrieden mit diesem Kauf, aber es war nicht so einfach für mich zu installieren, aber es war nicht so einfach für mich zu installieren, aber es war nicht so einfach für mich zu installieren. Ich war bereit, beide "bells" in den steckbaren Sender mehrmals ohne Glück zu installieren. Ich war bereit, beide "bells" in den Sender mehrmals ohne Glück zu installieren. Ich war bereit, beide "bells" in den Plugged im Sender mehrere Male ohne Glück zu installieren. Ich war bereit, beide "bells" in den Plugged in den Sender mehrmals ohne Glück zu installieren. Ich war bereit, beide "bells" in den Plugged in den Sender mehrmals ohne Glück zu installieren. Ich war bereit, beide "bells" in den Plugged in Sender mehrmals ohne Glück zu installieren. Ich war bereit, beide "bells" in den Transmitter mehrmals ohne Glück zu installieren. Ich war bereit, beide "bells"	yes
Lost package - Re-Charged me	Verlorenes Paket - Re-Charged me	yes
Grew up with these and was psyched to purchase them for my son, but they lost the package of live caterpillars. They told me they'd replace it and charge half the shipping this time. After significant phone time they ended up re-charging me for a new order with like a 3$ discount. I thought it was pretty unprofessional because not only did they lose it, but they led me to believe they'd rectify it only to charge me almost full price at the end of a 30 minute phone call with some spiel about a voucher. I spent 30 minutes on the phone so I caved and just bought another set of caterpillars. Whatever.	Sie haben mir gesagt, sie würden es ersetzen und die Hälfte des Versands diesmal aufladen. Ich dachte, es war ziemlich unprofessionell, weil sie es nicht nur verloren haben, aber sie führten mich dazu, dass sie es nur berichtigen würden, um mich am Ende eines 30-minütigen Telefonanrufs mit einem Gutschein zu berichtigen. Ich verbrachte 30 Minuten auf dem Telefon, so dass ich ein paar Katzenpillaren kaufte.	yes
Works well after some headaches. Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.	Das mitgelieferte Kabel wurde nicht aufgeladen. Wenn ich das Kabel mit meinem eigenen Gerät aufladen konnte, konnte ich das Gerät nicht aufladen und dann mit einem PC verbinden. Das PC-Programm funktioniert gut, nachdem Sie herausgefunden haben, welcher Port verwendet werden soll (Port 4 in meinem Gehäuse). Die Genauigkeit und Stabilität des Gerätes sieht sehr gut für meine Anwendung aus. Die Genauigkeit und Stabilität des Gerätes sieht sehr gut für meine Anwendung aus, aber ich konnte mich nicht mit einem iPhone oder iPad (jeweils mehrere) über Bluetooth verbinden.	yes
... was too yellow before buying and was told it's like antique gold	... war vor dem Kauf zu gelb und wurde gesagt, es sei wie Antiquitätengold	yes
I asked the seller if the color was too yellow before buying and was told it's like antique gold, darker. Nothing close! The set looks VERY cheap. It's super shiny yellow with lots of CZs, even shinier. Looks great on the photo, but in real life I wouldn't even give it to a teenager to wear.	Ich fragte den Verkäufer, ob die Farbe vor dem Kauf zu gelb war, und sagte, es sei wie Antiquitätengold, dunkler. Das Set sieht sehr billig aus. Es ist super glänzend gelb mit vielen CZs, sogar glänzender. Sieht toll auf dem Foto aus, aber im realen Leben würde ich es einem Teenager nicht einmal zu tragen geben.	yes
Loved the ring - but couldn't wear it all the time! :( This ring was beautiful. I loved the design and the chunky feel of it; it looked expensive and it was very comfortable! The only reason why I gave only 3 stars and ultimately returned the product is because I realized I wouldn't be able to wear it all the time. I like to wear my rings all the time, which is why I always make sure to get sterling silver, and I know some people said that their rings tarnished after a while, but I had worn mine for about a week straight - even while washing my hands - and noticed no tarnishing. Interestingly enough, the issue I had was that the inner band of the ring was actually turning my finger white and moist - kind of like the way a bandaid does after you leave it on for a long time. This happened even when I made sure the ring and my finger was completely dry. I don't know why this happened and have never had it happen with any other ring, but it became uncomfortable so I decided it wasn't the ring for me. :( Too bad because I really did love it! So if you are purchasing this ring with the intent to wear it only occasionally, I say go for it!! You won't be disappointed!	Ich liebe den Ring - aber konnte es nicht immer tragen!: (Dieser Ring war schön. Ich liebte das Design und das knackige Gefühl davon; es sah teuer aus und es war sehr bequem! Der einzige Grund, warum ich nur 3 Sterne gab und letztendlich das Produkt zurückgab, ist, weil ich erkannte, dass ich es nicht in der Lage war, es nach einer Weile zu tragen, und ich weiß, dass ich meine Ringe die ganze Zeit lang verstopfen konnte, und ich weiß, dass ich meine Ringe für eine ganze Woche gerissen habe - sogar während ich meine Hände gewaschen habe - und ich bemerkte, dass ich meine Ringe wirklich gereizt habe - und ich bemerkte, dass ich meine Ringe für eine ganze Woche gerissen habe - sogar während ich meine Hände gewaschen habe - und ich bemerkte, dass ich meine Ringe für eine ganze Woche gerissen habe - und bemerkte	yes
buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!	Ich habe die OXO-Schleife und den Pampered Chef-Schöpfer angeschaut und habe beschlossen, etwas Geld zu sparen und den OXO-Cookie zu bekommen - ich habe normalerweise viel Glück mit ihren Produkten. Nicht dieses. Bei Erdnussbutter-Cookie #30 musste ich die Griffe auseinander nehmen und den Hebel wieder positionieren, um einiges mehr zu tun, und dann wiederhole.... Speichern Sie Ihre Sanität und kaufen Sie den Pampered Chef-Schmuck.	yes
Will not buy Mr. Coffee again	Wird Mr. Coffee nicht mehr kaufen	yes
It was a fine coffee maker for a while, but there were always issues with it. If you got water between the black plastic and metal on the carafe, it would leak and drain the water for days. Then our plastic lever broke which allows the coffee to flow through the filter and into the carafe. I contacted customer support to inquire about a new piece, but they would only refer me to a service center which is over 90 minutes from my house. It's great at making coffee and keeping it hot, but there are too many other issues with it to invest in it at the current price.	Es war eine feine Kaffeemaschine für eine Weile, aber es gab immer Probleme damit. Wenn Sie Wasser zwischen schwarzem Kunststoff und Metall auf der Karaffe bekamen, würde es tagelang auslaufen und das Wasser entwässern. Dann brach unser Kunststoffhebel, der den Kaffee durch den Filter und in die Karaffe fließen ließ. Ich kontaktierte den Kundensupport, um nach einem neuen Stück zu fragen, aber sie würden mich nur auf ein Servicecenter verweisen, das über 90 Minuten von meinem Haus entfernt ist. Es ist großartig, Kaffee zu machen und es heiß zu halten, aber es gibt zu viele andere Probleme damit, in ihn zum aktuellen Preis zu investieren.	yes
Must buy!! I loved this rose gold color and everything about it was great! The only thing I had an issue with, was it was really plain. I like having a little more detail in the handles and I did notice that before I purchased it which is why I still give this 5 stars! It was easy to clean and all came in wrapped individually which I found to be really organised and it calmed my soul lol love, love, LOVE the color and I would definitely buy this again for myself or for a loved one!	Ich habe diese Rose Gold Farbe sehr genossen und alles daran war toll! Das einzige, was ich ein Problem hatte, war es wirklich klar. Ich hatte ein wenig mehr Detail in den Griffen und ich bemerkte, dass ich es gekauft habe, weshalb ich diese 5 Sterne immer noch gebe! Es war einfach zu reinigen und alles kam in eingewickelt einzeln, das fand ich wirklich organisiert und es beruhigte meine Seele lol Liebe, Liebe, LOVE die Farbe und ich würde das definitiv wieder für mich selbst oder für einen geliebten kaufen!	yes
Might be good on a pole, but NOT as a hanging baffle or weather shield. Shame on Audubon. The instructions tell you to push the plug up through the hole in the baffle and "Make sure it is securely in place." HOW??? It is designed so that the baffle simply sits loosely on the plug, so that it can be pushed up by any critter or the slightest wind. You can turn the plug upside down so that the thumb screws are on the underside of the baffle, but it will take you hours to turn those screws; no tool will do it, and only the tiniest fingers would have an easy time of it. It took me over an hour to do a half-baked job of getting them screwed in so as to secure the baffle to the plug. It is a complete PITA. I ordered four of these; the three that I didn't open are going straight back and I'm in the market for better weather guards. (Let's face it; there's nothing like this which will actually "baffle" squirrels!)	Sie können den Stecker einfach auf den Stecker setzen, so dass er von irgendeinem Knitter oder dem leisesten Wind hochgeschoben werden kann. Sie können den Stecker einfach auf den Stecker setzen, so dass die Daumenschrauben an der Unterseite der Waffel hochgeschoben werden können, aber es wird Ihnen Stunden dauern, um diese Schrauben zu drehen; kein Werkzeug wird es tun, und nur die kleinsten Finger würden eine einfache Zeit davon haben. Es dauerte über eine Stunde, um diese Schrauben zu drehen, und nur die kleinsten Finger würden eine einfache Zeit davon haben. Es dauerte über eine Stunde, um sie zu machen, um sie so zu verschrauben, um die Waffel an den Stecker zu sichern. Es ist ein kompletter PITA. Ich bestellte vier von diesen; die drei, die ich nicht geöffnet habe, gehen gerade zurück und ich bin auf dem Markt für bessere Wetterwächter. (Lasst uns das Gesicht	yes
I love many of the features of these lights	Ich liebe viele der Eigenschaften dieser Lichter	yes
