Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
(PERSON2) Yeah because well in general, his exams are rather easy.	(PERSON2) Ja, denn im Allgemeinen sind seine Prüfungen ziemlich einfach.	yes
(PERSON2) So I wouldn't say it's super easy, because there are some courses where the exam is like fun.	(PERSON2) Also würde ich nicht sagen, dass es super einfach ist, denn es gibt einige Kurse, bei denen die Prüfung wie Spaß macht.	no
(PERSON1) Oh well, one of them was yesterday for me.	(PERSON1) Nun, einer von ihnen war gestern für mich.	no
(PERSON2) Yeah, when it has short context and because I make decisions based on very short context for this very low latency, then it really commits to something that in, for example, a second or two, it figures out oh, well, actually this was bad translation. So, it tries to use a different wording. To, for example, specify the thing. So actually, I really liked it. I like some of the translations. I was really amazed, even though you could see that the model made mistakes on its first try, it really wanted to make some kind of correction. And it definitely sounded really fluent, which I think is also important. If you really demand low latency, then then I think that even a slightly lower quality is fine, if the fluency is good. Because if you have bad translation quality and bad fluency, then I think that the translation is just pointless. But if the lower quality is because the translation, if you read everything that you will get the same information, but the wording is just poor, because it used, for example, more words and it used some corrections and stuff. So, I think that this is completely fine for simultaneous, as long as you don't lose any information. And for which language pairs do you have these results, like some examples? Because I would like to look at it, just out of curiosity.	(PERSON2) Ja, wenn es einen kurzen Kontext hat und weil ich Entscheidungen auf der Grundlage eines sehr kurzen Kontextes für diese sehr niedrige Latenz treffe, dann verpflichtet es sich wirklich zu etwas, das zum Beispiel in ein oder zwei Sekunden herausfindet, oh, nun, eigentlich war das eine schlechte Übersetzung. Es versucht also, eine andere Formulierung zu verwenden. Zum Beispiel die Sache anzugeben. Eigentlich mochte ich es wirklich. Ich mag einige der Übersetzungen. Ich war wirklich erstaunt, obwohl man sehen konnte, dass das Modell beim ersten Versuch Fehler gemacht hat, wollte es wirklich eine Art Korrektur machen. Und es klang definitiv sehr fließend, was ich auch für wichtig halte. Wenn Sie wirklich eine niedrige Latenz verlangen, dann denke ich, dass selbst eine etwas niedrigere Qualität in Ordnung ist, wenn die Fluenz gut ist. Denn wenn Sie schlechte Übersetzungsqualität und schlechte Fließfähigkeit haben, dann denke ich, dass die Übersetzung einfach sinnlos ist. Aber wenn die niedrigere Qualität auf die Übersetzung zurückzuführen ist, wenn Sie alles lesen, erhalten Sie die gleichen Informationen, aber die Formulierung ist einfach schlecht, weil sie zum Beispiel mehr Wörter verwendet hat und einige Korrekturen und so verwendet hat. Ich denke also, dass das für gleichzeitig in Ordnung ist, solange Sie keine Informationen verlieren. Und für welche Sprachpaare haben Sie diese Ergebnisse, wie einige Beispiele? Weil ich es mir gerne ansehen möchte, nur aus Neugier.	yes
(PERSON2) Oh definitely, I can dump you my logs.	(PERSON2) Oh definitiv, ich kann dir meine Protokolle entsorgen.	no
(PERSON7) But in which languages? Because you know I don't speak German.	(PERSON7) Aber in welchen Sprachen? Weil du weißt, dass ich kein Deutsch spreche.	no
(PERSON2) English and German.	(PERSON2) Englisch und Deutsch.	no
(PERSON7) Yeah, but I don't necessarily speak German <laugh/>.	(PERSON7) Ja, aber ich spreche nicht unbedingt Deutsch <laugh/>.	no
(PERSON2) Then I can provide English–Chinese and English–Japanese if it helps <laugh/>.	(PERSON2) Dann kann ich Englisch-Chinesisch und Englisch-Japanisch bereitstellen, wenn es hilft <laugh/>.	no
(PERSON2) So again, I mean to make it humanly readable. Because this flickering is really annoying and then you lose focus on what was actually said, because maybe this is also a question of someone who knows more about the human brain and how we work with information. Sorry, I never thought about it in depth. But I think that whenever I see a word, I put it into my memory and my memory is not a linear thing, but it's more like a bag. So, I put a word into a bag. And I like to connect the things in the bag to get the overall image of the word. And I think that that's the problem with the flicker. If you translate something and then you change it, then actually I read it already, it's in my brain. And then I lose focus and control of what was actually then translated as correct and was not what was not. So that's why I think that the whole flicker thing is bad and stupid by definition. Like I see the motivation, like you want to display everything you have. Even though you cannot promise it's good. But I think that we cannot work with this extra information. And I think that maybe the problem is that the systems are created by people working with it. If I'm a developing a system, then I'm really crazy happy if I see that even if I don't promise the translation is correct, I still show it and it's somehow good, but I think that the developer is not really focusing on the content itself. And how you perceive the content, but rather that, oh yeah, my system can output it really quickly. And even though it just guesses the quality is okay-ish, I think maybe that's why the retranslation was created. Just the developers of the systems are eager to display information, and I think that because we are limited in in like the vol e of information we can perceive some time, we like see the extra information is just an extra burden for us. So, I think that it's not good to show extra. Like if you want to decrease latency, then instead of flicker, just lower the quality. I think that's still better than showing the flicker. Because what would be the real use case? Why would you need to see the unstable hypothesis, really? Like from a user perspective?	(PERSON2) Also wieder meine ich, es menschlich lesbar zu machen. Denn dieses Flimmern ist wirklich nervig und dann verliert man den Fokus auf das, was tatsächlich gesagt wurde, denn vielleicht ist das auch eine Frage von jemandem, der mehr über das menschliche Gehirn weiß und wie wir mit Informationen arbeiten. Tut mir leid, ich habe nie tief darüber nachgedacht. Aber ich denke, wenn ich ein Wort sehe, lege ich es in mein Gedächtnis und mein Gedächtnis ist keine lineare Sache, aber es ist mehr wie eine Tasche. Also steckte ich ein Wort in eine Tasche. Und ich verbinde gerne die Dinge in der Tasche, um das Gesamtbild des Wortes zu erhalten. Und ich denke, das ist das Problem mit dem Flimmern. Wenn du etwas übersetzt und es dann änderst, dann lese ich es eigentlich schon, es ist in meinem Gehirn. Und dann verliere ich den Fokus und die Kontrolle darüber, was dann tatsächlich als richtig übersetzt wurde und nicht das war, was nicht war. Deshalb denke ich, dass das ganze Flimmern per Definition schlecht und dumm ist. Wie ich die Motivation sehe, wie du alles zeigen willst, was du hast. Auch wenn du nicht versprechen kannst, dass es gut ist. Aber ich denke, dass wir mit diesen zusätzlichen Informationen nicht arbeiten können. Und ich denke, das Problem ist vielleicht, dass die Systeme von Menschen geschaffen werden, die damit arbeiten. Wenn ich ein System entwickle, dann bin ich wirklich verrückt glücklich, wenn ich sehe, dass selbst wenn ich nicht verspreche, dass die Übersetzung korrekt ist, ich sie immer noch zeige und es irgendwie gut ist, aber ich denke, dass der Entwickler sich nicht wirklich auf den Inhalt selbst konzentriert. Und wie man den Inhalt wahrnimmt, aber eher, oh ja, mein System kann ihn wirklich schnell ausgeben. Und obwohl es nur vermutet, dass die Qualität okay ist, denke ich, vielleicht ist das der Grund, warum die Retranslation geschaffen wurde. Nur die Entwickler der Systeme sind begierig darauf, Informationen anzuzeigen, und ich denke, dass wir, da wir wie die Vol e der Informationen begrenzt sind, die wir einige Zeit wahrnehmen können, gerne sehen, dass die zusätzlichen Informationen nur eine zusätzliche Belastung für uns sind. Also denke ich, dass es nicht gut ist, extra zu zeigen. Wenn Sie die Latenz verringern möchten, dann anstatt zu flackern, senken Sie einfach die Qualität. Ich denke, das ist immer noch besser, als das Flimmern zu zeigen. Denn was wäre der eigentliche Anwendungsfall? Warum sollten Sie die instabile Hypothese wirklich sehen müssen? Wie aus Benutzerperspektive?	no
(PERSON1) Like technically, when human translators start translating, I mean the goal even there is for annotators, they would try to follow the speech string of the original speaker. So, there are times when they would say something, and that would be wrong, so they would just correct themselves.	(PERSON1) Wie technisch gesehen, wenn menschliche Übersetzer anfangen zu übersetzen, meine ich, das Ziel selbst für Anotatoren ist, sie würden versuchen, der Sprachkette des ursprünglichen Redners zu folgen. Es gibt also Zeiten, in denen sie etwas sagen würden, und das wäre falsch, also würden sie sich einfach korrigieren.	no
(PERSON2) Well but yeah this means with my solution, like you would not do flicker, but you committed, like there is no way to change, but you correct yourself. And that's actually what the translators are doing.	(PERSON2) Nun, aber ja, das bedeutet mit meiner Lösung, als würdest du kein Flimmern machen, aber du hast dich verpflichtet, als gäbe es keine Möglichkeit zu ändern, aber du korrigierst dich selbst. Und das machen die Übersetzer eigentlich.	no
(PERSON3) I'm strongly feeling that our work is not exactly in the domain of speech, it is unhealthy. Because there is no concept of speech here. We are directly working on text. But the thing is that the proposal for a statistical workshop this year is over, which was in September, which was too early for us. And the next proposal would come for 2022, which would be too late for us. It is better that if we get either of the two sectile or interspeech, because both of them are well recognized in the community. We can motivate participants to submit. Ah, the only the only caveat that I'm finding now is going with interspeech is like they won't allow us a space in the proceedings, which may deter some of the participants, I am not sure how much they will be excited to publish a paper in archive. So, in archives, people can publish any time, right? So that is not a benefit to their profiles. So how to motivate participants to join our shared task. So, this was the reason that I especially vouched for the special session. But this time, the problem is, what I can understand is the last time, the time periods between proposals, submission and final paper submission was five months, so it would have been enough time for our schedule, but this time. It is only three months.	(PERSON3) Ich habe das starke Gefühl, dass unsere Arbeit nicht gerade im Bereich der Sprache liegt, sie ist ungesund. Weil es hier kein Konzept der Sprache gibt. Wir arbeiten direkt an Text. Aber die Sache ist, dass der Vorschlag für einen statistischen Workshop in diesem Jahr vorbei ist, der im September war, was für uns zu früh war. Und der nächste Vorschlag würde für 2022 kommen, was für uns zu spät wäre. Es ist besser, wenn wir eines der beiden sektil oder interspeechieren, denn beide sind in der Gemeinschaft gut anerkannt. Wir können die Teilnehmer motivieren, sich einzureichen. Ah, der einzige Vorbehalt, den ich jetzt finde, ist, mit Interspeech zu gehen, als würden sie uns keinen Raum im Verfahren erlauben, was einige der Teilnehmer abschrecken könnte, ich bin mir nicht sicher, wie sehr sie begeistert sein werden, ein Papier im Archiv zu veröffentlichen. In Archiven können die Leute also jederzeit veröffentlichen, oder? Das ist also kein Vorteil für ihre Profile. So motivieren Sie die Teilnehmer, sich unserer gemeinsamen Aufgabe anzuschließen. Das war also der Grund, warum ich besonders für die Sondersitzung bürgte. Aber dieses Mal ist das Problem, was ich verstehen kann, dass das letzte Mal, die Zeiträume zwischen Vorschlägen, Einreichung und endgültiger Papiereinreichung fünf Monate waren, also wäre es genug Zeit für unseren Zeitplan gewesen, aber dieses Mal. Es sind nur drei Monate.	yes
So, I see this fair as an important possible source of non-native English speech that we can use to extend the test set. So, I think we really should focus on the Clearest voice competition, and we can do the booth if we have to. But I would like to limit that, because the dissemination into high school students is less of an impact for us. It is more important to use it as a test session. So, we should focus, [PERSON1], on the [PROJECT2] Clearest voice, and keeping the organizers happy so that we can do the data gathering there. And do whatever they want us to do in exchange for that, and we need to check their plenary program, and what type of subtitling would be useful for that plenary program. so that would make it a test session for us, and as for our own presence at this fair, I don't think it's too important. So, if we are asked, if we are really expected to be there and present, then okay, but if not, then I think it's definitely good for us just to be behind the curtain and behind the scenes and do our job there.	Ich sehe diese Messe also als eine wichtige mögliche Quelle für nicht-einheimische englische Sprache, mit der wir das Testset erweitern können. Also denke ich, wir sollten uns wirklich auf den Clearest Voice Wettbewerb konzentrieren, und wir können den Stand machen, wenn wir müssen. Aber ich möchte das einschränken, denn die Verbreitung in High School Schüler hat für uns weniger Auswirkungen. Es ist wichtiger, es als Testsitzung zu verwenden. Also sollten wir uns [PERSON1] auf die klarste Stimme [PROJECT2] konzentrieren und die Organisatoren glücklich machen, damit wir dort die Datenerfassung durchführen können. Und tun Sie, was sie wollen, dass wir im Austausch dafür tun, und wir müssen ihr Plenarprogramm überprüfen, und welche Art von Untertiteln wäre nützlich für dieses Plenarprogramm. Das würde es zu einer Testsitzung für uns machen, und was unsere eigene Anwesenheit auf dieser Messe angeht, denke ich nicht, dass es zu wichtig ist. Wenn wir also gefragt werden, ob von uns wirklich erwartet wird, dass wir da und anwesend sind, dann okay, aber wenn nicht, dann denke ich, dass es definitiv gut für uns ist, nur hinter dem Vorhang und hinter den Kulissen zu sein und dort unseren Job zu machen.	yes
(PERSON1) Yeah, I haven't tried to do the registration yet for that, but I think that last time, it was compulsory to have the booth.	(PERSON1) Ja, dafür habe ich noch nicht versucht, die Registrierung durchzuführen, aber ich denke, dass es letztes Mal obligatorisch war, den Stand zu haben.	yes
(PERSON2) Yes. So, discuss with them what is needed so that they are happy, and they allow us to do the Clearest voice, which is the most important thing. The test session is less of an urge. And the booth is just something that we really could avoid, if possible.	(PERSON2) Ja. Also diskutieren Sie mit ihnen, was nötig ist, damit sie glücklich sind, und sie erlauben uns, die klarste Stimme zu machen, was das Wichtigste ist. Die Testsitzung ist weniger dringend. Und der Stand ist einfach etwas, das wir wirklich vermeiden könnten, wenn möglich.	yes
I would have preferred them to join the sessions earlier than doing things like that. So, we really need to practice these preparations. With the online world, it seems that you simply j p into the session, and the work is done. But that is not the case. It always takes 30 minutes to get it running and properly connected. So, we need to be there earlier. And if some session that we are doing starts at nine, but the organizers meet at a quarter to nine. Then we have to come at a quarter past eight already, so that we have the 30 minutes extra to make sure that everything is running and chase people. So, this is a remark for everybody that for the management to work, please also anticipate what management might suddenly ask you to do, and that would help a little. Another message that is very important is the recording of these important sessions. I don't know if you have responded, I had not seen anyone providing any- any updates to the document. Maybe I forgot to tell all of you. I had a document about the experience from [PROJECT4]and [PROJECT5] 2020. And the first point in this experience is that we were very bad at recording these sessions. So, it's important for the purposes of further evaluation or analysis of what went wrong to have good recordings of these sessions. And one aspect is to get the consents, to actually be allowed to do the recording. And even if we try to get the consents in retrospect or whatever. Then there is the technical aspect of the- of the recording. And we have seen that this is so diverse and complex. Yeah, [PERSON5] is sending that link. I have sent it by email, I remember.	Ich hätte es vorgezogen, dass sie früher an den Sitzungen teilnehmen, als solche Dinge zu tun. Also müssen wir diese Vorbereitungen wirklich üben. Mit der Online-Welt scheint es, dass Sie einfach j p in die Sitzung gehen, und die Arbeit ist erledigt. Aber das ist nicht der Fall. Es dauert immer 30 Minuten, um es laufen zu lassen und richtig verbunden zu werden. Also müssen wir früher da sein. Und wenn eine Sitzung, die wir machen, um neun beginnt, aber die Organisatoren um ein Viertel bis neun zusammenkommen. Dann müssen wir schon um ein Viertel nach acht kommen, damit wir die 30-Minuten extra haben, um sicherzustellen, dass alles läuft und Menschen verfolgt. Dies ist also eine Bemerkung für alle, dass, damit das Management arbeiten kann, bitte auch antizipieren Sie, was das Management plötzlich von Ihnen verlangen könnte, und das würde ein wenig helfen. Eine weitere Botschaft, die sehr wichtig ist, ist die Aufzeichnung dieser wichtigen Sitzungen. Ich weiß nicht, ob Sie geantwortet haben, ich hatte niemanden gesehen, der irgendwelche Updates für das Dokument lieferte. Vielleicht habe ich vergessen, es euch allen zu sagen. Ich hatte ein Dokument über die Erfahrungen aus [PROJECT4] und [PROJECT5] 2020. Und der erste Punkt in dieser Erfahrung ist, dass wir diese Sessions sehr schlecht aufgenommen haben. Daher ist es für die Zwecke einer weiteren Bewertung oder Analyse dessen, was schief gelaufen ist, wichtig, gute Aufnahmen dieser Sitzungen zu haben. Und ein Aspekt ist es, die Zustimmung zu erhalten, die Aufnahme tatsächlich zu machen. Und selbst wenn wir versuchen, die Zustimmung im Nachhinein oder was auch immer zu bekommen. Dann gibt es noch den technischen Aspekt der Aufnahme. Und wir haben gesehen, dass dies so vielfältig und komplex ist. Ja, [PERSON5] schickt diesen Link. Ich habe es per E-Mail geschickt, ich erinnere mich.	yes
2 bad lemons in a row :( I ordered from this company because I've bought it previous seasons and it worked great for us. This season I bought the next size I needed. One of the pajamas I received had a hole on the foot of the pajama. I returned it and the company sent me a new one. The replacement pajama my son wore one time, I put it in my washing machine just like always and the zipper broke off! I'm so disappointed because I don't have time to be dealing with returns every few days and yet that is what is happening right now.	2 schlechte Zitronen in Folge :( Ich habe bei dieser Firma bestellt, weil ich sie in den vergangenen Saisons gekauft habe und es für uns großartig funktioniert hat. In dieser Saison habe ich die nächste Größe gekauft, die ich brauchte. Einer der Pyjamas, die ich erhielt, hatte ein Loch am Fuß des Pyjamas. Ich habe es zurückgegeben und die Firma hat mir ein neues geschickt. Das Ersatzpajama, das mein Sohn einmal trug, habe ich es wie immer in meine Waschmaschine gesteckt und der Reißverschluss brach ab! Ich bin so enttäuscht, weil ich keine Zeit habe, mich alle paar Tage mit Renditen auseinanderzusetzen, und dennoch passiert das gerade.	yes
Just as described	Genau wie beschrieben	yes
This is a basic puffer coat. If you are seeking a basic coat, then this coat will meet expectations. The coat arrived in a vacuum sealed bag so it needs to be hung up for a few days to let wrinkles come out and to "puff up" a bit. I am 5 ft 6 inches and the coat is knee length on me. I ordered 2+ sizes up due to other comments and past experience, and the coat is probably a bit larger than needed. However, with heavier sweater or sweatshirt, it should be fine. There are no cuffs on the sleeves so I will likely add those later. The hood functions, but no ties on it. The front zipper works. There are no vents in the side or back for added movement, but with the larger size, I should have plenty of room. There are two pockets at my waist (may be higher or lower on you). There are no trims or styling details-- it is a BASIC COAT. For the price, I think it is fine. I did wear it on a windy day, but not cold. I could not feel the wind, so I feel that is a good sign. However, I am curious how it will perform in the colder temps and in the rain/snow (supposed to be resistent). Overall, I am pleased. The vacuum seal bag can be re-used and the seller included a really cute thank you note which was a great touch.	Das ist ein grundlegender Puffermantel. Wenn Sie einen einfachen Mantel suchen, dann wird dieser Mantel den Erwartungen entsprechen. Der Mantel kam in einem vakuumversiegelten Beutel an, so dass er für ein paar Tage aufgehängt werden muss, um Falten herauszukommen und sich ein wenig "aufblasen" zu lassen. Ich bin 5 ft 6 Zoll und der Mantel ist knielang auf mir. Ich habe aufgrund anderer Kommentare und vergangener Erfahrungen 2+ Größen nach oben bestellt, und der Mantel ist wahrscheinlich etwas größer als nötig. Mit schwererem Pullover oder Sweatshirt sollte es jedoch in Ordnung sein. Es gibt keine Manschetten an den Ärmeln, also werde ich diese wahrscheinlich später hinzufügen. Die Kapuze funktioniert, aber keine Bindungen darauf. Der vordere Reißverschluss funktioniert. Es gibt keine Lüftungsöffnungen an der Seite oder hinten für zusätzliche Bewegung, aber mit der größeren Größe sollte ich viel Platz haben. Es gibt zwei Taschen an meiner Taille (könnte höher oder niedriger auf dir sein). Es gibt keine Trims oder Styling Details – es ist ein BASIC COAT. Für den Preis denke ich, es ist in Ordnung. Ich trug es an einem windigen Tag, aber nicht kalt. Ich konnte den Wind nicht spüren, also fühle ich, dass das ein gutes Zeichen ist. Ich bin jedoch neugierig, wie es bei kälteren Temperaturen und im Regen/Schnee (angeblich widerstandsfähig) abschneiden wird. Insgesamt freue ich mich. Der Vakuumdichtungsbeutel kann wiederverwendet werden und der Verkäufer hat einen wirklich süßen Dankesbrief mitgefügt, der eine tolle Berührung war.	yes
This is a very nice skirt. The lacy pattern is classy and soft	Das ist ein sehr schöner Rock. Das Spitzenmuster ist edel und weich	yes
This is a very nice skirt. The lacy pattern is classy and soft. It doesn't wrinkle, even after being crammed into plastic and a box it was very smooth, so that's really cool. This can easily be dressed down or dressed up, and has a kind of vintage feel due to the length and cut, which I'm really into. I think this could be flattering on anyone. I'm 5'5" and 130 pounds and I ordered the small, so I would say if you feel like you're stuck between a small and medium, definitely size down.	Das ist ein sehr schöner Rock. Das Spitzenmuster ist edel und weich. Es faltet nicht, selbst nachdem es in Plastik und eine Box gestopft wurde, war es sehr glatt, also ist das wirklich cool. Dies kann leicht heruntergezogen oder verkleidet werden, und hat eine Art Vintage-Gefühl aufgrund der Länge und des Schnitts, was mir wirklich gefällt. Ich denke, das könnte jedem schmeichelhaft sein. Ich bin 5'5" und 130 Pfund und ich habe das Kleine bestellt, also würde ich sagen, wenn Sie das Gefühl haben, zwischen einem kleinen und mittleren stecken zu bleiben, definitiv Größe nach unten.	yes
Didn't work with my 1999 Buick LeSabre	Hat nicht mit meinem 1999 Buick LeSabre gearbeitet	yes
Item arrived quickly and looked to be in good condition, even included battery pre-installed. However, even though it should have been compatible with my 1999 Buick LeSabre, the remote failed to program or synchronize with the car. The instructions are easy enough and I know that I was following them correctly because I was able to successfully re-program my old remote fob. This new one, however, would not work and so I will be returning it. There was no problem with the seller or service, it just seemed that this particular item was defective or incompatible with my vehicle.	Der Artikel kam schnell an und schien in gutem Zustand zu sein, sogar mit vorinstallierter Batterie. Obwohl es mit meinem 1999 Buick LeSabre kompatibel sein sollte, konnte die Fernbedienung das Auto nicht programmieren oder synchronisieren. Die Anweisungen sind einfach genug und ich weiß, dass ich sie richtig befolgt habe, weil ich meinen alten Remote Fob erfolgreich neu programmieren konnte. Dieser neue würde jedoch nicht funktionieren und deshalb werde ich ihn zurückgeben. Es gab kein Problem mit dem Verkäufer oder dem Service, es schien nur, dass dieser bestimmte Artikel defekt oder unvereinbar mit meinem Fahrzeug war.	yes
Good Price for Replacement	Guter Preis für den Ersatz	yes
The grill of my car was ripped off by a large something flying down the interstate so I needed a replacement. I was afraid after reading some reviews that this wouldn't fit, but it was perfect! I own a 2013 Corolla LE. I didn't put it on myself--I had a guy at a body shop do it for me--but it looked really easy. It just snapped right on in less than 5 minutes. I gave it a 4 star for the sturdiness because it does seem pretty flimsy (time and flying debris will tell), but over all I'm very satisfied that my car no longer has a gaping maw on the front now and that the price was reasonable.	Der Grill meines Autos wurde von einem großen etwas abgerissen, das die Autobahn hinunter flog, also brauchte ich einen Ersatz. Ich hatte Angst, nachdem ich einige Rezensionen gelesen hatte, dass dies nicht passen würde, aber es war perfekt! Ich besitze eine 2013 Corolla LE. Ich habe es nicht auf mich selbst gelegt – ich hatte einen Kerl in einer Karosserie, der es für mich tat – aber es sah wirklich einfach aus. Es ist einfach in weniger als fünf Minuten eingebrochen. Ich habe ihm einen 4-Sterne für die Robustheit gegeben, weil es ziemlich dünn erscheint (Zeit und fliegende Trümmer werden es zeigen), aber insgesamt bin ich sehr zufrieden, dass mein Auto jetzt keine klaffende Maule mehr auf der Vorderseite hat und dass der Preis vernünftig war.	yes
Needs improvement	Erfordert Verbesserungen	yes
Super awesome light My 5 year old absolutely loved this light It didn’t last long he got it for his birthday in January it’s February already has trouble with the buttons and doesn’t run bright with plug in eats up batteries even tried recharging batteries Super cool but needs improvement	Super tolles Licht Mein 5-Jähriger liebte dieses Licht absolut Es dauerte nicht lange, er bekam es zu seinem Geburtstag im Januar, es ist Februar hat bereits Probleme mit den Tasten und läuft nicht hell mit Stecker verschlingt Batterien sogar versucht Ladebatterien Super cool, braucht aber Verbesserungen	yes
Musical Start	Musikalischer Start	yes
The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!	Das Klavier ist ein toller Starter! Es findet die innere künstlerische Fähigkeit und das musikalische Talent Ihres Kindes. Es entwickelt eine gute Hand-Augen-Koordination. Das Klavier ist nicht nur ein Spielspielzeug, sondern funktioniert tatsächlich und ermöglicht es Ihrem Kind, in jungen Jahren Musik zu spielen. Wenn Sie möchten, dass Ihr Kind ein zukünftiger Pianist wird, sollten Sie dieses Produkt ausprobieren! Das Geld lohnt sich sehr!	yes
I put this on my nose as directed twice a day rubbing it in for 2 minutes. The skin on my nose reddened and went completely raw. I was pretty taken aback. I had a well healed scar from falling into barb wire from years ago. Not only did this product not work but I almost ended up at the dermatologist's office, however, putting aqua-for and a bandaid over the area finally calmed it down after about a week. My nose is still reddened however but hoping this goes away soon.	Ich lege das zweimal am Tag wie angewiesen auf meine Nase und reibe es für zwei Minuten ein. Die Haut an meiner Nase rötete und wurde völlig roh. Ich war ziemlich erstaunt. Ich hatte eine gut geheilte Narbe, weil ich vor Jahren in Widerhakendraht fiel. Dieses Produkt funktionierte nicht nur nicht, sondern ich landete fast im Büro des Dermatologen, aber nach etwa einer Woche beruhigte es schließlich mit Aqua-for und einem Bandaid über der Gegend. Meine Nase ist jedoch immer noch rot, aber ich hoffe, dass dies bald verschwindet.	yes
Someone screwed up the formula?? This is so weird. In normal light it looks like I have a pink and an orange but under UV light they are the same! I drew a pink line using a paint stick from another brand so you can see what pink should look like and know it's not just my camera. Pink is my most used color so I'm a bit upset about this. Red, orange, and pink are basically all orange. No point in calling them red or pink. The white isn't as bright as I would have hoped. The rest of the colors are all great and I like how easily these paints wash off. I just wits there were a pink. I guess the purple will suffice.	Jemand hat die Formel vermasselt?? Das ist so seltsam. Bei normalem Licht sieht es so aus, als hätte ich ein Rosa und eine Orange, aber unter UV-Licht sind sie die gleichen! Ich habe eine rosa Linie mit einem Farbstab einer anderen Marke gezeichnet, damit Sie sehen können, wie Pink aussehen sollte und wissen, dass es nicht nur meine Kamera ist. Pink ist meine am häufigsten verwendete Farbe, also bin ich etwas verärgert darüber. Rot, orange und rosa sind im Grunde alle orange. Es hat keinen Sinn, sie rot oder rosa zu nennen. Das Weiß ist nicht so hell, wie ich mir erhofft hätte. Der Rest der Farben ist alle großartig und ich mag, wie leicht diese Farben abwaschen. Ich weiß nur, dass es ein Pink gab. Ich schätze, das Lila wird ausreichen.	yes
works for the most part	arbeitet zum größten Teil	yes
I had bleached my whole head and then dyed over it with a black box dye a few months ago. I then went and had highlights put in all over my head. A few weeks later I put blue/green Arctic Fox hair dye on my hair and it would not fade out. I used this stuff with Olaplex No. 3 and it lightened TREMENDOUSLY all over, removing the green and blue parts as well as lifting the dark box dye. However, after a day I noticed a green tint to my hair. Every day it gets worse and I have used the color extractor twice now, with the same results. My hair is also getting darker where the box dye was. This is a great product it just doesn't seem to last.	Ich hatte meinen ganzen Kopf gebleicht und dann vor ein paar Monaten mit einer schwarzen Schachtelfarbe darüber gefärbt. Dann ging ich und ließ mich Highlights über den Kopf stellen. Ein paar Wochen später legte ich blaue/grüne Arctic Fox Haarfarbe auf meine Haare und sie würde nicht verblassen. Ich habe dieses Zeug mit Olaplex Nr. 3 verwendet und es hat sich umso heller gemacht, die grünen und blauen Teile entfernt und den dunklen Boxfarbstoff angehoben. Nach einem Tag bemerkte ich jedoch eine grüne Tönung an meinen Haaren. Jeden Tag wird es schlimmer und ich habe den Farbextraktor jetzt zweimal verwendet, mit den gleichen Ergebnissen. Meine Haare werden auch dunkler, wo die Boxfarbe war. Dies ist ein großartiges Produkt, das es einfach nicht hält.	yes
don't believe the hype	Ich glaube nicht dem Hype	yes
Too many five-star reviews on this novel need to be tempered by some more realistic assessments. I tried reading it but I just found the language flat. the "freshwater" metaphor and the many descriptions of the womb like a river and the baby like a fish seemed forced, hackneyed, and contrived. I skipped ahead and it looked like all I was going to find was a campus drama.	Zu viele Fünf-Sterne-Bewertungen zu diesem Roman müssen durch einige realistischere Einschätzungen gemildert werden. Ich habe versucht, es zu lesen, aber ich fand die Sprache gerade flach. Die Metapher "Freshwasser" und die vielen Beschreibungen des Gebärmutters wie ein Fluss und des Babys wie ein Fisch schienen erzwungen, gehackt und erfunden. Ich sprang voraus und es sah so aus, als würde ich nur ein Campusdrama finden.	yes
I give this book 10 stars! Excellent read!! I absolutely loved the book!! I’ve adopted 4 Siamese cats from Siri over the years and everyone of them were absolute loves. Once you start to read this book, it’s hard to put down. Funny, witty and very entertaining!! Siri has gone above and beyond in her efforts to rescue cats (mainly Siamese)!!	Ich gebe diesem Buch zehn Sterne! Ausgezeichnetes Lesen!! Ich habe das Buch absolut geliebt!! Ich habe im Laufe der Jahre vier siamesische Katzen von Siri adoptiert und jeder von ihnen war absolute Liebe. Sobald du anfängst, dieses Buch zu lesen, ist es schwer, es niederzulegen. Lustig, witzig und sehr unterhaltsam!! Siri hat in ihren Bemühungen, Katzen (hauptsächlich Siamesisch) zu retten, über alles hinausgegangen!!	yes
I really Like this ring light! It is wonderful for the price and it gets the job done! The only issue is the light bulb heats up too fast and the light goes out, so I have to turn it off wait for a while then turn it back on. I don't think that is supposed to happen...I don't know if I have a defective light or what, but it is a very nice ring light besides the overheating.	Ich mag dieses Ringlicht wirklich! Es ist wunderbar für den Preis und es schafft die Arbeit! Das einzige Problem ist, dass sich die Glühbirne zu schnell erwärmt und das Licht ausgeht, also muss ich sie ausschalten, eine Weile warten und dann wieder einschalten. Ich glaube nicht, dass das passieren soll... Ich weiß nicht, ob ich ein defektes Licht habe oder was, aber es ist neben der Überhitzung ein sehr schönes Ringlicht.	yes
Confusing storyline	Verwirrende Handlung	yes
