Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigen Protesten vor einem Flüchtlingshotel in Großbritannien	yes
(PERSON2) Oh definitely, I can dump you my logs.	Oh, ich kann dir meine Protokolle abgeben.	no
(PERSON7) But in which languages? Because you know I don't speak German.	(PERSON7) Aber in welchen Sprachen?	no
(PERSON2) English and German.	(PERSON2) Englisch und Deutsch.	no
(PERSON7) Yeah, but I don't necessarily speak German <laugh/>.	Ja, aber ich spreche nicht unbedingt Deutsch.	no
(PERSON2) Then I can provide English–Chinese and English–Japanese if it helps <laugh/>.	(PERSON2) Dann kann ich Ihnen Englisch-Chinesisch und Englisch-Japanisch geben, wenn es hilft.	no
(PERSON2) So again, I mean to make it humanly readable. Because this flickering is really annoying and then you lose focus on what was actually said, because maybe this is also a question of someone who knows more about the human brain and how we work with information. Sorry, I never thought about it in depth. But I think that whenever I see a word, I put it into my memory and my memory is not a linear thing, but it's more like a bag. So, I put a word into a bag. And I like to connect the things in the bag to get the overall image of the word. And I think that that's the problem with the flicker. If you translate something and then you change it, then actually I read it already, it's in my brain. And then I lose focus and control of what was actually then translated as correct and was not what was not. So that's why I think that the whole flicker thing is bad and stupid by definition. Like I see the motivation, like you want to display everything you have. Even though you cannot promise it's good. But I think that we cannot work with this extra information. And I think that maybe the problem is that the systems are created by people working with it. If I'm a developing a system, then I'm really crazy happy if I see that even if I don't promise the translation is correct, I still show it and it's somehow good, but I think that the developer is not really focusing on the content itself. And how you perceive the content, but rather that, oh yeah, my system can output it really quickly. And even though it just guesses the quality is okay-ish, I think maybe that's why the retranslation was created. Just the developers of the systems are eager to display information, and I think that because we are limited in in like the vol e of information we can perceive some time, we like see the extra information is just an extra burden for us. So, I think that it's not good to show extra. Like if you want to decrease latency, then instead of flicker, just lower the quality. I think that's still better than showing the flicker. Because what would be the real use case? Why would you need to see the unstable hypothesis, really? Like from a user perspective?	(PERSON2) Ich meine, es menschlich lesbar zu machen. Weil dieses Flimmern wirklich nervig ist und man dann die Kontrolle verliert, was tatsächlich gesagt wurde, weil vielleicht ist das auch eine Frage von jemandem, der mehr über das menschliche Gehirn weiß und wie wir mit Informationen arbeiten. Entschuldigung, ich habe nie darüber nachgedacht. Aber ich denke, dass, wenn ich ein Wort sehe, ich es in mein Gedächtnis lege und mein Gedächtnis ist nicht linear, sondern eher wie eine Tasche. Also, ich lege ein Wort in eine Tasche. Und ich verbinde die Dinge in der Tasche, um das Bild des gesamten Wortes zu bekommen. Ich denke, das ist das Problem mit dem Flimmern. Wenn Sie etwas übersetzen und dann ändern Sie es, dann lese ich es tatsächlich, es ist bereits in meinem Gehirn. Und dann verliere ich den Fokus und die Kontrolle darüber, was dann tatsächlich übersetzt wurde und nicht das, was tatsächlich gesagt wurde. Deshalb denke ich, dass das Flimmern auch eine Frage von jemandem ist, der mehr über das menschliche Gehirn weiß und wie wir mit Informationen arbeiten.	no
(PERSON1) Like technically, when human translators start translating, I mean the goal even there is for annotators, they would try to follow the speech string of the original speaker. So, there are times when they would say something, and that would be wrong, so they would just correct themselves.	(PERSON1) Technisch gesehen, wenn menschliche Übersetzer beginnen zu übersetzen, ich meine das Ziel sogar für Kommentatoren, würden sie versuchen, der Rede des ursprünglichen Sprechers zu folgen.	no
(PERSON2) Well but yeah this means with my solution, like you would not do flicker, but you committed, like there is no way to change, but you correct yourself. And that's actually what the translators are doing.	(PERSON2) Nun, aber ja, das bedeutet mit meiner Lösung, dass du nicht flimmern würdest, aber du hast dich verpflichtet, dass es keine Möglichkeit gibt, dich zu ändern, aber du korrigierst dich selbst.	no
(PERSON3) I'm strongly feeling that our work is not exactly in the domain of speech, it is unhealthy. Because there is no concept of speech here. We are directly working on text. But the thing is that the proposal for a statistical workshop this year is over, which was in September, which was too early for us. And the next proposal would come for 2022, which would be too late for us. It is better that if we get either of the two sectile or interspeech, because both of them are well recognized in the community. We can motivate participants to submit. Ah, the only the only caveat that I'm finding now is going with interspeech is like they won't allow us a space in the proceedings, which may deter some of the participants, I am not sure how much they will be excited to publish a paper in archive. So, in archives, people can publish any time, right? So that is not a benefit to their profiles. So how to motivate participants to join our shared task. So, this was the reason that I especially vouched for the special session. But this time, the problem is, what I can understand is the last time, the time periods between proposals, submission and final paper submission was five months, so it would have been enough time for our schedule, but this time. It is only three months.	(PERSON3) Ich habe das starke Gefühl, dass unsere Arbeit nicht gerade im Bereich der Rede ist, sie ist ungesund. Weil es hier kein Konzept der Rede gibt. Wir arbeiten direkt an Text. Aber die Sache ist, dass der Vorschlag für einen statistischen Workshop in diesem Jahr vorbei ist, der im September war, was zu früh für uns war. Und der nächste Vorschlag würde für 2022 kommen, was zu spät für uns wäre. Es ist besser, wenn wir entweder die Sektilen oder Interspeech bekommen, weil beide in der Gemeinschaft gut anerkannt sind. Wir können die Teilnehmer motivieren, sich zu bewerben. Ah, der einzige Vorbehalt, den ich jetzt mit Interspeech finde, ist, dass sie uns keinen Platz in den Verfahren geben, was einige der Teilnehmer abschrecken kann, ich bin nicht sicher, wie begeistert sie sein werden, ein Papier im Archiv zu veröffentlichen. Also, in Archiven können Leute jederzeit veröffentlichen, richtig? Das ist also kein Grund, ihre Profile zu motivieren. Aber ich kann verstehen, dass es nur eine besondere Aufgabe war, die Zeit zwischen den letzten drei Perioden, also die Zeit zwischen den letzten fünf Perioden, aber ich konnte verstehen, was für die Zeit für die Einreichung unserer Vorschläge war.	yes
So, I see this fair as an important possible source of non-native English speech that we can use to extend the test set. So, I think we really should focus on the Clearest voice competition, and we can do the booth if we have to. But I would like to limit that, because the dissemination into high school students is less of an impact for us. It is more important to use it as a test session. So, we should focus, [PERSON1], on the [PROJECT2] Clearest voice, and keeping the organizers happy so that we can do the data gathering there. And do whatever they want us to do in exchange for that, and we need to check their plenary program, and what type of subtitling would be useful for that plenary program. so that would make it a test session for us, and as for our own presence at this fair, I don't think it's too important. So, if we are asked, if we are really expected to be there and present, then okay, but if not, then I think it's definitely good for us just to be behind the curtain and behind the scenes and do our job there.	Ich sehe diese Messe als eine wichtige mögliche Quelle für nicht-englische Muttersprache, die wir nutzen können, um das Testset zu erweitern. Also, ich denke, wir sollten uns wirklich auf den Wettbewerb "Clearest Voice" konzentrieren, und wir können den Stand machen, wenn wir müssen. Aber ich möchte das begrenzen, weil die Verbreitung an Highschool-Schüler weniger Auswirkungen auf uns hat. Es ist wichtiger, es als Testsitzung zu nutzen. Also, wir sollten uns [PERSON1] auf die [PROJECT2] "Clearest Voice" konzentrieren und die Organisatoren glücklich halten, damit wir dort die Daten sammeln können. Tun Sie, was immer sie uns dafür tun wollen, und wir müssen ihr Plenum-Programm überprüfen, und welche Art von Untertitelung für dieses Plenum-Programm nützlich wäre. Damit wäre es ein Test für uns, und was unsere eigene Präsenz auf dieser Messe angeht, denke ich, ist das nicht wichtig. Und wenn wir wirklich gefragt werden, ob wir da sein sollen, und wenn wir da sind, dann ist es definitiv okay, und ich denke, nicht für den Job hinter der Kulissen, aber ich denke, dann ist es gut, wenn wir da sind und dann sind wir hinter der Kulissen.	yes
(PERSON1) Yeah, I haven't tried to do the registration yet for that, but I think that last time, it was compulsory to have the booth.	Ja, ich habe noch nicht versucht, mich dafür zu registrieren, aber ich glaube, das letzte Mal war es obligatorisch, den Stand zu haben.	yes
(PERSON2) Yes. So, discuss with them what is needed so that they are happy, and they allow us to do the Clearest voice, which is the most important thing. The test session is less of an urge. And the booth is just something that we really could avoid, if possible.	(PERSON2) Ja. Also diskutieren Sie mit ihnen, was nötig ist, damit sie glücklich sind, und sie erlauben uns, die Klarste Stimme zu machen, was das Wichtigste ist. Die Testsitzung ist weniger ein Drang. Und die Kabine ist einfach etwas, das wir wirklich vermeiden könnten, wenn möglich.	yes
I would have preferred them to join the sessions earlier than doing things like that. So, we really need to practice these preparations. With the online world, it seems that you simply j p into the session, and the work is done. But that is not the case. It always takes 30 minutes to get it running and properly connected. So, we need to be there earlier. And if some session that we are doing starts at nine, but the organizers meet at a quarter to nine. Then we have to come at a quarter past eight already, so that we have the 30 minutes extra to make sure that everything is running and chase people. So, this is a remark for everybody that for the management to work, please also anticipate what management might suddenly ask you to do, and that would help a little. Another message that is very important is the recording of these important sessions. I don't know if you have responded, I had not seen anyone providing any- any updates to the document. Maybe I forgot to tell all of you. I had a document about the experience from [PROJECT4]and [PROJECT5] 2020. And the first point in this experience is that we were very bad at recording these sessions. So, it's important for the purposes of further evaluation or analysis of what went wrong to have good recordings of these sessions. And one aspect is to get the consents, to actually be allowed to do the recording. And even if we try to get the consents in retrospect or whatever. Then there is the technical aspect of the- of the recording. And we have seen that this is so diverse and complex. Yeah, [PERSON5] is sending that link. I have sent it by email, I remember.	Ich hätte es vorgezogen, dass sie früher an den Sitzungen teilnehmen, als solche Dinge zu tun. Wir müssen also wirklich diese Vorbereitungen üben. In der Online-Welt scheint es, als ob man einfach in die Sitzung hineingeht und die Arbeit erledigt ist. Aber das ist nicht der Fall. Es dauert immer 30 Minuten, um sie in Betrieb zu nehmen und richtig zu verbinden. Also müssen wir früher dort sein. Und wenn eine Sitzung, die wir machen, um neun beginnt, aber die Organisatoren treffen sich um Viertel vor neun. Dann müssen wir bereits um Viertel vor acht kommen, damit wir die 30 Minuten mehr haben, um sicherzustellen, dass alles läuft und nach Leuten jagen. Also ist dies eine Bemerkung für alle, damit das Management arbeitet, bitte auch antizipieren, was das Management plötzlich von Ihnen verlangen könnte, und das würde ein wenig helfen. Eine weitere Nachricht, die sehr wichtig ist, ist die Aufzeichnung dieser wichtigen Sitzungen. Ich weiß nicht, ob Sie geantwortet haben, ich hatte niemanden gesehen, der wichtige Updates für die Dokumentation bereitstellt. Vielleicht brauche ich 30 Minuten, um sie in Betrieb zu nehmen und richtig zu verbinden.	yes
2 bad lemons in a row :( I ordered from this company because I've bought it previous seasons and it worked great for us. This season I bought the next size I needed. One of the pajamas I received had a hole on the foot of the pajama. I returned it and the company sent me a new one. The replacement pajama my son wore one time, I put it in my washing machine just like always and the zipper broke off! I'm so disappointed because I don't have time to be dealing with returns every few days and yet that is what is happening right now.	2 schlechte Zitronen in Folge: ((Ich habe bei dieser Firma bestellt, weil ich sie in den vergangenen Saisons gekauft habe und sie hat für uns gut funktioniert. In dieser Saison habe ich die nächste Größe gekauft, die ich brauchte. Einer der Pyjamas, die ich erhalten habe, hatte ein Loch am Fuß des Pyjamas. Ich habe ihn zurückgegeben und die Firma hat mir einen neuen geschickt. Der Ersatz-Pyjama, den mein Sohn einmal trug, habe ich in meine Waschmaschine gesteckt, wie immer, und der Reißverschluss ist abgebrochen! Ich bin so enttäuscht, weil ich keine Zeit habe, mich alle paar Tage mit Rücksendungen zu beschäftigen, und doch ist das das, was gerade passiert.	yes
Just as described	Wie beschrieben.	yes
This is a basic puffer coat. If you are seeking a basic coat, then this coat will meet expectations. The coat arrived in a vacuum sealed bag so it needs to be hung up for a few days to let wrinkles come out and to "puff up" a bit. I am 5 ft 6 inches and the coat is knee length on me. I ordered 2+ sizes up due to other comments and past experience, and the coat is probably a bit larger than needed. However, with heavier sweater or sweatshirt, it should be fine. There are no cuffs on the sleeves so I will likely add those later. The hood functions, but no ties on it. The front zipper works. There are no vents in the side or back for added movement, but with the larger size, I should have plenty of room. There are two pockets at my waist (may be higher or lower on you). There are no trims or styling details-- it is a BASIC COAT. For the price, I think it is fine. I did wear it on a windy day, but not cold. I could not feel the wind, so I feel that is a good sign. However, I am curious how it will perform in the colder temps and in the rain/snow (supposed to be resistent). Overall, I am pleased. The vacuum seal bag can be re-used and the seller included a really cute thank you note which was a great touch.	Das ist ein einfacher Puffermantel. Wenn Sie einen einfachen Mantel suchen, dann wird dieser Mantel die Erwartungen erfüllen. Der Mantel kam in einer Vakuumversiegelten Tasche an, so dass er für ein paar Tage aufgehängt werden muss, um Falten herauskommen zu lassen und ein wenig aufzublasen. Ich bin 5 Fuß 6 Zoll groß und der Mantel ist knielang. Ich habe 2+ Größen wegen anderer Kommentare und früherer Erfahrungen bestellt, und der Mantel ist wahrscheinlich etwas größer als nötig. Allerdings sollte er mit einem schwereren Pullover oder Sweatshirt in Ordnung sein. Es gibt keine Manschetten an den Ärmeln, also werde ich diese wahrscheinlich später hinzufügen. Die Haube funktioniert, aber keine Bindungen darauf. Der vordere Reißverschluss funktioniert. Es gibt keine Lüftungsöffnungen in der Seite oder Rückseite für Bewegung, aber mit der größeren Größe sollte ich viel Windraum haben. Es gibt zwei Windtaschen an meiner Hosentasche (kannächst oder später). Es gibt keine Feinheiten oder feine Details auf mir. Ich habe aufgrund anderer Kommentationen und früherer bestellt, und der Mantel ist wahrscheinlich etwas größer als nötig.	yes
This is a very nice skirt. The lacy pattern is classy and soft	Der Spitzenmuster ist elegant und weich.	yes
This is a very nice skirt. The lacy pattern is classy and soft. It doesn't wrinkle, even after being crammed into plastic and a box it was very smooth, so that's really cool. This can easily be dressed down or dressed up, and has a kind of vintage feel due to the length and cut, which I'm really into. I think this could be flattering on anyone. I'm 5'5" and 130 pounds and I ordered the small, so I would say if you feel like you're stuck between a small and medium, definitely size down.	Das ist ein sehr schöner Rock. Das Spitzenmuster ist elegant und weich. Es kriecht nicht, selbst nachdem es in Plastik und eine Schachtel gepackt war, war es sehr glatt, also ist das wirklich cool. Es kann leicht herunter oder hoch angezogen werden, und hat eine Art Vintage-Gefühl aufgrund der Länge und des Schnitts, was ich wirklich mag. Ich denke, das könnte jedem schmeicheln. Ich bin 1,70 m groß und wiege und habe das Kleine bestellt, also würde ich sagen, wenn du dich zwischen einem kleinen und mittleren festsitzt, dann definitiv eine kleine Größe.	yes
Didn't work with my 1999 Buick LeSabre	Hat nicht mit meinem Buick LeSabre von 1999 funktioniert.	yes
Item arrived quickly and looked to be in good condition, even included battery pre-installed. However, even though it should have been compatible with my 1999 Buick LeSabre, the remote failed to program or synchronize with the car. The instructions are easy enough and I know that I was following them correctly because I was able to successfully re-program my old remote fob. This new one, however, would not work and so I will be returning it. There was no problem with the seller or service, it just seemed that this particular item was defective or incompatible with my vehicle.	Der Artikel kam schnell an und sah in gutem Zustand aus, sogar Batterie vorinstalliert. Obwohl er mit meinem Buick LeSabre von 1999 kompatibel sein sollte, konnte die Fernbedienung nicht programmiert oder mit dem Auto synchronisiert werden. Die Anweisungen sind einfach genug und ich weiß, dass ich ihnen korrekt gefolgt bin, weil ich meine alte Fernbedienung erfolgreich neu programmieren konnte. Diese neue würde jedoch nicht funktionieren, und so werde ich sie zurückgeben. Es gab kein Problem mit dem Verkäufer oder dem Service, es schien nur, dass dieser bestimmte Artikel defekt oder mit meinem Fahrzeug inkompatibel war.	yes
Good Price for Replacement	Ein guter Preis für den Ersatz	yes
The grill of my car was ripped off by a large something flying down the interstate so I needed a replacement. I was afraid after reading some reviews that this wouldn't fit, but it was perfect! I own a 2013 Corolla LE. I didn't put it on myself--I had a guy at a body shop do it for me--but it looked really easy. It just snapped right on in less than 5 minutes. I gave it a 4 star for the sturdiness because it does seem pretty flimsy (time and flying debris will tell), but over all I'm very satisfied that my car no longer has a gaping maw on the front now and that the price was reasonable.	Ich habe einen 2013er Corolla LE. Ich habe ihn nicht selbst angezogen - ich hatte einen Typen in einer Karosseriewerkstatt, der es für mich gemacht hat - aber es sah wirklich einfach aus. Er hat sich in weniger als 5 Minuten richtig angezogen. Ich habe ihm 4 Sterne für die Festigkeit gegeben, weil er ziemlich schwach aussieht (die Zeit und die fliegenden Trümmer werden es zeigen), aber insgesamt bin ich sehr zufrieden, dass mein Auto jetzt keine geöffnete Maus mehr an der Vorderseite hat und dass der Preis angemessen war.	yes
Needs improvement	Verbesserungsbedarf	yes
Super awesome light My 5 year old absolutely loved this light It didn’t last long he got it for his birthday in January it’s February already has trouble with the buttons and doesn’t run bright with plug in eats up batteries even tried recharging batteries Super cool but needs improvement	Super tolles Licht Mein 5 Jahre alter absolut liebte dieses Licht Es hat nicht lange gedauert er bekam es für seinen Geburtstag im Januar es ist Februar hat bereits Probleme mit den Tasten und läuft nicht hell mit Stecker in frisst Batterien sogar versucht, die Akkus aufzuladen Super cool, aber braucht Verbesserung	yes
Musical Start	Musikalische Anfänge	yes
The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!	Das Klavier ist ein tolles Starter! Es findet die inneren künstlerischen Fähigkeiten und musikalischen Talente Ihres Kindes. Es entwickelt eine gute Hand-Auge-Koordination. Das Klavier ist nicht nur ein Spielzeug, sondern funktioniert tatsächlich und ermöglicht Ihrem Kind, in jungen Jahren Musik zu spielen. Wenn Sie möchten, dass Ihr Kind ein zukünftiger Pianist wird, sollten Sie dieses Produkt ausprobieren! Sehr lohnt sich das Geld!	yes
I put this on my nose as directed twice a day rubbing it in for 2 minutes. The skin on my nose reddened and went completely raw. I was pretty taken aback. I had a well healed scar from falling into barb wire from years ago. Not only did this product not work but I almost ended up at the dermatologist's office, however, putting aqua-for and a bandaid over the area finally calmed it down after about a week. My nose is still reddened however but hoping this goes away soon.	Ich habe das Produkt auf meine Nase gelegt, wie angewiesen, zweimal täglich und es 2 Minuten lang eingezogen. Die Haut an meiner Nase wurde rot und wurde völlig roh. Ich war ziemlich überrascht. Ich hatte eine gut geheilte Narbe, die ich vor Jahren in Stacheldraht gefallen war. Dieses Produkt hat nicht nur nicht funktioniert, sondern ich bin fast beim Dermatologen gelandet, aber das Auftragen von Aqua-For und einem Bandage über den Bereich hat es nach etwa einer Woche endlich beruhigt. Meine Nase ist immer noch rot, aber ich hoffe, dass dies bald verschwindet.	yes
Someone screwed up the formula?? This is so weird. In normal light it looks like I have a pink and an orange but under UV light they are the same! I drew a pink line using a paint stick from another brand so you can see what pink should look like and know it's not just my camera. Pink is my most used color so I'm a bit upset about this. Red, orange, and pink are basically all orange. No point in calling them red or pink. The white isn't as bright as I would have hoped. The rest of the colors are all great and I like how easily these paints wash off. I just wits there were a pink. I guess the purple will suffice.	Jemand hat die Formel vermasselt?? Das ist so komisch. Bei normalem Licht sieht es aus, als hätte ich ein Rosa und ein Orange, aber bei UV-Licht sind sie gleich! Ich habe eine rosa Linie mit einem Farbstick einer anderen Marke gezeichnet, damit Sie sehen können, wie Pink aussehen sollte und wissen, dass es nicht nur meine Kamera ist. Pink ist meine am häufigsten verwendete Farbe, also bin ich ein bisschen verärgert darüber. Rot, Orange und Pink sind im Grunde alle Orange. Es hat keinen Sinn, sie Rot oder Pink zu nennen. Das Weiß ist nicht so hell, wie ich gehofft hätte. Die restlichen Farben sind alle großartig und ich mag, wie leicht diese Farben abwaschen. Ich weiß nur, dass es ein Rosa gab. Ich denke, das Lila reicht.	yes
works for the most part	Arbeiten im wesentlichen	yes
I had bleached my whole head and then dyed over it with a black box dye a few months ago. I then went and had highlights put in all over my head. A few weeks later I put blue/green Arctic Fox hair dye on my hair and it would not fade out. I used this stuff with Olaplex No. 3 and it lightened TREMENDOUSLY all over, removing the green and blue parts as well as lifting the dark box dye. However, after a day I noticed a green tint to my hair. Every day it gets worse and I have used the color extractor twice now, with the same results. My hair is also getting darker where the box dye was. This is a great product it just doesn't seem to last.	Ich hatte vor ein paar Monaten meinen ganzen Kopf gebleicht und dann mit einem Schwarzboxfarbstoff überfärbt. Ich ließ mir dann Highlights über den ganzen Kopf anbringen. Ein paar Wochen später habe ich mir blau-grünen Arctic Fox Haarfarbstoff auf die Haare gegeben und er würde nicht verblassen. Ich habe dieses Zeug mit Olaplex Nr. 3 verwendet und es hat sich TREMENDOUSLY überall aufgehellt, die grünen und blauen Teile entfernt und auch den dunklen Boxfarbstoff abgenommen. Nach einem Tag bemerkte ich jedoch einen grünen Farbton an meinen Haaren. Jeden Tag wird es schlimmer und ich habe den Farbextraktor jetzt zweimal verwendet, mit den gleichen Ergebnissen. Mein Haar wird auch dunkler, wo der Boxfarbstoff war. Dies ist ein großartiges Produkt, das einfach nicht zu halten scheint.	yes
don't believe the hype	Glaubt dem Hype nicht.	yes
Too many five-star reviews on this novel need to be tempered by some more realistic assessments. I tried reading it but I just found the language flat. the "freshwater" metaphor and the many descriptions of the womb like a river and the baby like a fish seemed forced, hackneyed, and contrived. I skipped ahead and it looked like all I was going to find was a campus drama.	Zu viele Fünf-Sterne-Bewertungen dieses Romans müssen durch realistischere Bewertungen abgemildert werden. Ich habe versucht, es zu lesen, aber ich fand die Sprache flach. Die "Süßwasser" -Metapher und die vielen Beschreibungen des Mutterleibs wie ein Fluss und des Babys wie ein Fisch schienen gezwungen, gehackt und erfunden. Ich sprang vor und es sah so aus, als würde ich nur ein Campus-Drama finden.	yes
I give this book 10 stars! Excellent read!! I absolutely loved the book!! I’ve adopted 4 Siamese cats from Siri over the years and everyone of them were absolute loves. Once you start to read this book, it’s hard to put down. Funny, witty and very entertaining!! Siri has gone above and beyond in her efforts to rescue cats (mainly Siamese)!!	Ich gebe diesem Buch 10 Sterne! Ausgezeichnete Lektüre!! Ich habe das Buch absolut geliebt!! Ich habe im Laufe der Jahre 4 Siamkatzen von Siri adoptiert und alle waren absolute Lieben. Sobald man dieses Buch zu lesen beginnt, ist es schwer, es niederzulegen. Lustig, witzig und sehr unterhaltsam!! Siri hat sich in ihren Bemühungen um die Rettung von Katzen (hauptsächlich Siamkatzen) über alles hinaus gemacht!!	yes
I really Like this ring light! It is wonderful for the price and it gets the job done! The only issue is the light bulb heats up too fast and the light goes out, so I have to turn it off wait for a while then turn it back on. I don't think that is supposed to happen...I don't know if I have a defective light or what, but it is a very nice ring light besides the overheating.	Ich mag diese Ringlampe wirklich! Sie ist wunderbar für den Preis und sie macht den Job! Das einzige Problem ist, dass die Glühbirne zu schnell aufheizt und das Licht ausgeht, also muss ich sie ausmachen, eine Weile warten und sie dann wieder einschalten. Ich glaube nicht, dass das passieren soll...Ich weiß nicht, ob ich eine defekte Lampe habe oder was, aber es ist eine sehr schöne Ringlampe, abgesehen von der Überhitzung.	yes
Confusing storyline	Verwirrende Handlung	yes
The book was hard to keep up with as it jumped around a lot. Also the title doesn’t fit the story. The author indicated several people were infected by this alien, however left out may details on when or how it happened. I was confused at times and had to go back and re read a lot to make sure I didn’t miss anything.	Das Buch war schwer zu behalten, da es viel herumsprang. Auch der Titel passt nicht zur Geschichte. Der Autor wies darauf hin, dass mehrere Menschen von diesem Außerirdischen infiziert wurden, ließ jedoch Details darüber, wann oder wie es passierte, aus. Ich war manchmal verwirrt und musste viel lesen, um sicherzustellen, dass ich nichts verpasst habe.	yes
Loved Collins... It took a while to warm up to Grady	Ich habe lange gebraucht, um mich mit Grady anzufreunden.	yes
3 1/2 Stars Remedy is a brothers best friend romance as well as a second chance romance mixed into one. It's a unique story, and the hero (Grady) has to do everything to get Collins back and prove he's the guy for her. Three years ago, Grady and Collins had an amazing night together. Collins thought she was finally getting everything she dreamed of, her brothers best friend... but when she woke up alone the next morning, and never heard from her, things definitely changed. Now Grady is back, and he's not leaving, and he's doing everything in his power to prove to her why he left, and that he's not giving her up this time around. While I loved the premise of this story, and at times Grady, he really got on my nerves. I totally understand his reasoning for leaving that night, but to not even send a letter to Collins explaining himself? To leave her wondering and hurt for all those years, and then expect her to welcome him back with open arms? Was he delusional?! Collins was right to be upset, angry, hurt, etc. She was right to put up a fight with him when he wanted her back and to move forward. I admire her will power, because Grady was persistent. I loved Collins in this book, she was strong, and she guarded her heart, and I admired her for that. Sure she loved Grady, but she was scared, and hesitant to let him back in her life, who wouldn't be after what he did to her? Her character was definitely my favorite out of the two. She definitely let things go at the pace she wanted, and when she was ready to listen, she listened. There is a lot of angst in this book, and I did enjoy watching these two reconnect when Collins started to forgive Grady, I just wish Grady would have not come off as so whiney and would have been a little more understanding. He kept saying he understood, but at times he was a little too pushy to me, and then he was sweet towards the end. I ended up loving him just as much as Collins, but in the beginning of the book, I had a hard time reading his points of view because I couldn't connect with his character. The first part of this book, was not my favorite, but he second part? I adored, hence my rating. If you like second chance, and brothers best friend romances, you may really enjoy this book, I just had a hard time with Grady at first and how he handled some of the things he did.	3 1/2 Stars Remedy ist eine Brüder beste Freundin Romanze sowie eine zweite Chance Romanze in einem gemischt. Es ist eine einzigartige Geschichte, und der Held (Grady) muss alles tun, um Collins zurück zu bekommen und zu beweisen, er ist der Kerl für sie. Vor drei Jahren, Grady und Collins hatte eine erstaunliche Nacht zusammen. Collins dachte, sie war endlich alles, was sie geträumt hatte, ihre Brüder beste Freundin... aber als sie allein am nächsten Morgen aufgewacht, und nie von ihr gehört, Dinge definitiv geändert. Jetzt Grady ist zurück, und er ist nicht weg, und er tut alles in seiner Macht zu beweisen, warum er ging, und dass er nicht auf sie geben, diesmal um. Während ich die Prämisse dieser Geschichte liebte, und manchmal Grady, er hat wirklich auf meine Nerven. Ich verstehe völlig seinen Grund für das Verlassen, dass bewundert, aber nicht einmal einen Brief zu schicken, Collins zu kämpfen erklärt sich?	no
He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill	Er und Johnny Depp sind großartige Schauspieler.	yes
Mr. Oldman has played and created many, different characters. It is very difficult to tell it is him. He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill, was very well done. The compressed time frame from May 10 to the 26th was well presented with the clock 7 turning pages... The scenery and costumes were excellent. Is poignant with today's pair of demi-gods holding world political position. Worth a look several times...worth thoughtful rumination... many more times	Herr Oldman hat viele verschiedene Charaktere gespielt und geschaffen. Es ist sehr schwer zu sagen, wer es ist. Er und Johnny Depp sind erstaunliche Schauspieler. Was seine Darstellung von Churchill betrifft, war es sehr gut gemacht. Der komprimierte Zeitrahmen vom 10. bis zum 26. Mai wurde gut präsentiert, mit der Uhr 7 Seiten umzudrehen... Die Landschaft und die Kostüme waren ausgezeichnet.	yes
Avoid Wifi connection- go Bluetooth! I purchased this for my wife in October, 2017. At the time, we were in the middle of relocating and living in a hotel. I couldn't get this scale to connect to the Wifi in the hotel. I decided to wait until we moved into our home and I could set up my own Wifi system. March 2018- I have set up my Wifi system and this scale still won't connect. Every time I try, I get the error message. Even when I am 10' away from the Wifi unit. I followed the YouTube setup video with no success. When I purchased the unit, I thought it would connect directly to my wife's phone (like Bluetooth). Instead, this scale uses the Wifi router to communicate to the phone. This system is limited to the router connection...which is usually not close to the bedroom unlike a cell phone! I wouldn't recommend this scale to anyone because of the Wifi connection. Instead, please look at systems that use Bluetooth for communication. I am replacing this with a Bluetooth connection scale.	Ich habe diese Waage für meine Frau im Oktober 2017 gekauft. Wir waren gerade im Umzug und lebten in einem Hotel. Ich konnte diese Waage nicht mit dem Wifi im Hotel verbinden. Ich beschloss, zu warten, bis wir in unser Haus umgezogen sind und ich mein eigenes Wifi-System einrichten konnte. März 2018- Ich habe mein Wifi-System eingerichtet und diese Waage wird immer noch nicht verbunden. Jedes Mal, wenn ich es versuche, bekomme ich die Fehlermeldung. Selbst wenn ich 10 'von der Wifi-Einheit entfernt bin. Ich habe das YouTube-Setup-Video ohne Erfolg verfolgt. Als ich die Einheit kaufte, dachte ich, sie würde sich direkt mit dem Telefon meiner Frau verbinden (wie Bluetooth). Stattdessen verwendet diese Waage den Wifi-Router, um mit dem Telefon zu kommunizieren. Dieses System ist auf den Router beschränkt... was normalerweise nicht in der Nähe des Schlafzimmers ist, im Gegensatz zu einem Mobiltelefon! Ich würde es niemandem empfehlen, diese Waage wegen der Wifi-Verbindung zu verwenden. Anstattdessen, dass ich diese Waage für eine Bluetooth-Verbindung suche.	yes
Good, but would like to find something better	Gut, aber ich würde gerne etwas Besseres finden.	yes
