בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Three endangered cheetah cubs were born in Iran	yes
לעומת זאת, היעדים החדשים שבוחנים באל על הם טוקיו שביפן, הונג קונג, אוסטרליה ומקומות נוספים במזרח הרחוק.	In contrast, El Al's new destinations are Tokyo in Japan, Hong Kong, Australia and other places in the Far East.	yes
כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.	The Dreamliners flying to Canada will be released for long-haul flights to the east.	yes
מטוסי הבואינג 737 שטסים לוורשה ולבריסל יועברו לשימוש לטיסות ליעדים כמו לונדון ופריז, שאליהם מפעילה אל על טיסות באמצעות מטוסי הדרימליינר.	The Boeing 737 that flies to Warsaw and Brussels will be transferred for use on flights to destinations such as London and Paris, to which EL AL operates flights using the Dreamliner aircraft.	no
כך שבעצם החברה תוכל לשחרר מטוסים גדולים כדי לטוס ליעדים נוספים במזרח.	So, in effect, the company will be able to release large planes to fly to additional destinations in the east.	no
בה בעת, באל על מצפים לשיחות שיתקיימו בשבועות הקרובים בנוגע לאפשרות שחברות התעופה הישראליות יוכלו לחזור לטוס לטורקיה, לשם תוכל החברה להפעיל טיסות באמצעות מטוסי הבואינג 737 של חברת התעופה.	At the same time, El Al expects talks to take place in the coming weeks about the possibility that Israeli airlines will be able to return to Turkey, where the company will be able to operate flights using the airline's Boeing 737 aircraft.	no
עושים סדר בבלאגן: כמה תשלמו עבור מזוודה בכל חברת תעופה?	How much would you pay for a suitcase on any airline?	yes
קבלו את המדריך המפורט למחירי הכבודה בחברות התעופה השונות •	Get the detailed guide to baggage prices at the various airlines	yes
מי מציעה 6 יורו לתוספת של עד 10 ק"ג, ואיפה המחיר אף פעם לא כולל מזוודות?	Who offers 6 euros for an extra 10 kg, and where is the price never including luggage?	yes
המחירים השתנו, תנאי הכבודה כבר לא אותו הדבר וישראלים רבים מופתעים כשהם מגיעים לנמל התעופה ומגלים שהם צריכים להוסיף סכומים גבוהים עבור מזוודות שחשבו שכלולות במחיר.	Prices have changed, baggage conditions are no longer the same and many Israelis are surprised when they arrive at the airport and discover that they need to add large sums for luggage that they thought was included in the price.	yes
איך תדעו מה תנאי הכבודה של חברת התעופה?	How do you know what the airline's baggage claim is?	yes
בשביל זה אנחנו כאן.	That's what we're here for.	yes
קבוצת לופטהנזה (סוויס, אוסטריאן ולופטהנזה) – כרטיס הלייט כולל כבודת יד בלבד, אם תרצו להוסיף מזוודה, תצטרכו לעשות את זה שבעה ימים מראש דרך האתר בעלות של 70 דולרים לכיוון, בטלפון זה יעלה לכם 80 דולרים ובנמל התעופה 100 דולרים.	Lufthansa Group (Swiss, Austrian and Lufthansa) - The Lite card includes hand luggage only, if you want to add a suitcase, you will have to do it seven days in advance through the site at a cost of 70 dollars per direction, on this phone will cost you 80 dollars and at the airport 100 dollars.	yes
במחלקה גבוהה יותר ישנה כבודה שכלולה במחיר הכרטיס במשקל של עד 23 קילוגרמים, ובפרימיום אקונומי ניתן לקחת גם שתי מזוודות.	In a higher class there is baggage included in the ticket price of up to 23 kilograms, and in Premium Economy you can also take two suitcases.	yes
באמריקן איירליינס מציעים לנוסעים לניו יורק ומיאמי כבודה במשקל של 23 קילוגרמים ומזוודת טרולי.	American Airlines offers passengers to New York and Miami 23 kilograms of baggage and a trolley bag.	yes
אם תרצו להוסיף מזוודה גדולה במשקל של 23 קילוגרמים תשלמו 100 דולרים לכיוון.	If you want to add a large suitcase weighing 23 kilograms, you will pay $100 per direction.	yes
ביונייטד איירליינס מציעים מזוודה במשקל של עד 23 קילוגרם במחלקת תיירים, בפרימיום שתי מזוודות באותו המשקל ובביזנס שתי מזוודות במשקל של 32 קילוגרם.	United Airlines offers a suitcase weighing up to 23 kg in economy class, in premium two suitcases of the same weight and in business two suitcases weighing 32 kg.	no
כמובן שניתן להוסיף גם טרולי.	Of course, a trolley can be added.	no
בארקיע מחיר הכרטיס הבסיסי כולל תיק יד שגודלו לא עולה על 55*20*40 ובמשקל של עד 7 קילוגרם.	The basic ticket price includes a handbag no larger than 55*20*40 and weighing up to 7 kg.	no
מזוודה במשקל של עד 20 קילוגרם תעלה 40 דולרים לכיוון בהזמנה מראש.	A suitcase weighing up to 20 kg will cost $40 towards pre-order.	no
בנמל התעופה המחיר יעמוד על 90 דולרים לנוסע לכיוון.	At the airport, the fare is $90 per passenger.	no
בטורקיש איירליינס מציעים טרולי של 8 קילוגרם לטסים לטורקיה ולממשיכים עם אנדולוג'ט ליעדי המשך.	Turkish Airlines is offering an 8kg trolley to fly to Turkey and continue with Endologet to connecting destinations.	no
מי שממשיך עם טורקיש איירליינס ליעדים מחוץ לטורקיה זכאי למזוודה גדולה במשקל של עד 23 קילוגרמים.	Those who continue with Turkish Airlines to destinations outside Turkey are entitled to a large suitcase weighing up to 23 kilograms.	no
אם תרצו להוסיף כבודה, מומלץ לעשות זאת באינטרנט ומראש.	If you want to add baggage, it is recommended to do it online and in advance.	no
בחברת וירג'ין אטלנטיק ניתן לעלות למטוס עם טרולי או תיק יד בגודל של עד 56*36*23.	Virgin Atlantic can be boarded with a trolley or handbag up to 56*36*23.	no
במידה שתרכשו כרטיס לייט, תוספת מזוודה גדולה תעלה 75 דולרים בשדה.	If you purchase a light ticket, a large suitcase will cost $75 in the field.	no
אם תרכשו כרטיס רגיל, הוא יכלול גם מזוודה של עד 23 קילוגרם.	If you buy a regular ticket, it will also include a suitcase of up to 23 kg.	no
איתיחאד איירווייז מאפשרת לעלות למטוס עם תיק יד או טרולי במשקל של עד 7 קילוגרם ומזוודה נוספת של עד 23 קילוגרם.	Etihad Airways allows boarding with a handbag or trolley weighing up to 7 kg and an additional suitcase of up to 23 kg.	no
בישראייר המחיר לא כולל כבודה.	The price does not include baggage.	no
אם תרצו להזמין מזוודה במשקל של עד 40 קילוגרם, תשלמו 40 דולרים לכיוון בהזמנה מראש, כאשר בנמל התעופה זה יעלה לכם 80 דולרים.	If you want to order a suitcase weighing up to 40 kg, you will pay $40 towards the reservation in advance, when at the airport it will cost you $80.	no
טרולי במשקל של עד 8 קילוגרם יעלה 9 דולר לכיוון.	A trolley weighing up to 8 kg will cost $9 per direction.	no
חברת הלואוקוסט וויז אייר מאפשרת לנוסעים שרכשו כרטיס בסיסי לעלות למטוס עם תיק גב בלבד.	Lowcoast Wizz Air allows passengers who have purchased a basic ticket to board the plane with only a backpack.	no
אם תרצו להוסיף כבודה מעבר לכך, המחיר משתנה בהתאם לסוג הכרטיס שתרכשו וליעד, והמחירים יכולים להגיע לכמה מאות שקלים למזוודה (150-290 לכיוון), תלוי במשקל המזוודה שתבחרו.	If you want to add more baggage, the price varies according to the type of ticket you purchase and the destination, and the prices can reach several hundred shekels per suitcase (150-290 shekels per direction), depending on the weight of the suitcase you choose.	no
בחברת איזיג'ט מאפשרים להעלות תיק קטן בגודל של 45*36*20 ובתנאי שיוכל להיכנס מתחת למושב.	EasyJet allows you to upload a small bag size of 45*36*20 on condition that it can fit under the seat.	no
מעבר לכך, בכרטיס הבסיסי תצטרכו לשלם עבור תוספת של כבודה.	On the basic card, you will have to pay for additional baggage.	no
מי שיזמין מושב עם יותר מקום לרגליים יוכל להבא איתו תיק גדול במידות של 56*45*25.	If you book a seat with more legroom, you can bring a large bag with a size of 56*45*25.	no
מחיר השדרוג למושב מועדף שיקנה גם יותר כבודה משתנה בין הטיסות.	The price of the upgrade to a preferred seat that will also buy more baggage varies between flights.	no
מדיניות הכבודה של ראינאייר היא המורכבת ביותר, ומתחילה מתיק אישי בסיסי שיכול להיכנס מתחת למושב בחינם.	Ryanair's baggage policy is the most complex, starting with a basic personal bag that can fit under the seat for free.	no
אם תרצו להוסיף, תוכלו להתחיל מ-6 יורו לכיוון בתנאי שכל הכבודה שלכם לא תגיע ליותר מ-10 קילוגרם, ומשם המחירים מזנקים ויכולים להגיע גם למאות שקלים לנוסע לכיוון, תלוי בסוג הכבודה שתבחרו ובכרטיס שרכשתם.	If you want to add, you can start from 6 euros per direction, provided that all your baggage does not reach more than 10 kilograms, and from there the prices jump and can reach hundreds of shekels per passenger, depending on the type of baggage you choose and the ticket you purchased.	no
בכרטיס הלייט של אל על תהיו זכאים לכבודת יד של עד 8 קילוגרם.	On the EL AL Lite Card you will be entitled to a hand baggage of up to 8 kg.	no
אם תרכשו כרטיסי קלאסיק תהיו זכאים גם למזוודה גדולה שתישלח לבטן המטוס.	If you purchase Classic tickets, you will also be entitled to a large suitcase that will be sent to the hold of the plane.	no
הזמנה של מזוודה נוספת יכולה לעלות בין 90-150 דולרים לכיוון אם תעשו זאת בנמל התעופה, בהזמנה מראש המחיר מעט זול יותר.	Booking an extra suitcase can cost between $90-150 if you do it at the airport, and booking in advance is a little cheaper.	no
פטור מבידוד למחוסנים ומחלימים ממדינות שאינן אדומות, התיירים הזרים חוזרים.	Exemption from isolation for the vaccinated and recovering from non-red countries, foreign tourists are returning.	yes
הנוחתים בארץ קיבלו הודעות ממשרד הבריאות שלפיהן הם פטורים מחובת הבידוד עם קבלת תשובה שלילית לבדיקת הקורונה •	Landings in Israel received notices from the Ministry of Health that they are exempt from the isolation requirement upon receiving a negative response to the COVID-19 test	yes
רק לאחר מכן הוציא המשרד הודעה רשמית לפיה רק מדובר רק בנוסעים ממדינות כתומות, למרות שגם חוזרים ממדינות אדומות דיווחו על קבלת ההודעה •	Only later did the ministry issue an official statement that it was only passengers from orange countries, although returnees from red countries also reported receiving the notice.	yes
בנוסף: תיירים מיעדים כתומים יוכלו להיכנס לארץ וכן צפויה הסרה של יעדים אדומים רבים מהרשימה.	In addition, tourists from orange destinations will be able to enter the country and many red destinations are expected to be removed from the list.	yes
בשיא מגפה - הסוף לבידוד לחוזרים מחו"ל?	In the midst of a pandemic - the end to quarantine?	yes
משרד הבריאות שלח הבוקר (שני) הודעות לשבים לארץ, ולפיהן הם פטורים מבידוד עם קבלת תשובה שלילית לבדיקת הקורונה שביצעו לאחר הנחיתה בישראל.	The Ministry of Health sent notices to the returnees Monday morning, stating that they are exempt from quarantine upon receiving a negative response to the COVID-19 test they performed after landing in Israel.	yes
מדובר גם בשבים ממדינות אדומות.	They also come from red states.	yes
חלק מההודעות שנשלחו הודיעו לחוזרים שהם יכולים להשתחרר לאחר קבלת תשובה שלילית או לאחר 24 שעות לכל המאוחר, וחלק מהם קיבלו את הפטור לאחר שקיבלו את התשובה השלילית.	Some of the messages sent informed the returnees that they could be released after receiving a negative reply or after 24 hours at the latest, and some of them received the exemption after receiving the negative reply.	yes
רק לאחר מכן יצאה הודעות רשמית ממשרד הבריאות ובה נכתב כי החל מהלילה בחצות, 4.1.2022, מחוסנים או מחלימים , השבים ממדינות כתומות יבצעו בדיקת PCR בנתב"ג ויכנסו לבידוד למשך 24 שעות או עד קבלת תוצאה שלילית (המוקדם מביניהם).	It was only after that that the Ministry of Health issued official notices stating that as of midnight, 4.1.2022, vaccinated or recovering, those returning from orange countries will undergo a PCR test at Ben Gurion Airport and will be quarantined for 24 hours or until they receive a negative result (whichever comes first).	yes
ההחלטה תעוגן בצו מנכ"ל משרד הבריאות ותובא לאישור ועדת הבריאות של הכנסת.	The decision will be anchored in the order of the Director General of the Ministry of Health and will be submitted for the approval of the Knesset Health Committee.	yes
במשרד הבהירו כי מחוסנים או מחלימים שכבר שבו לישראל ממדינה כתומה וקיבלו תוצאה שלילית מבדיקת ה-PCR שביצעו בכניסה לישראל, יסיימו את הבידוד הלילה בחצות והם אינם מחויבים בביצוע בדיקה שנייה.	The ministry clarified that vaccinated or recovering persons who have already returned to Israel from an orange country and received a negative result from their PCR test at the entrance to Israel, will complete their isolation at midnight and are not obligated to perform a second test.	no
למרות זאת, נוסעים ממדינות אדומות דיווחו כי גם הם קיבלו את ההודעה.	However, travellers from red countries reported that they had also received the message.	no
מי שלא התחסן או החלים ושב ממדינה כתומה, יכנס לבידוד ביתי למשך 14 יום, עם אפשרות לקיצור בידוד עם קבלת תוצאה שלילית בבדיקת pcr שבוצעה החל מהיום ה-7 לנחיתה בישראל (יום הנחיתה הוא היום הראשון).	Those who have not been vaccinated or recovered from an orange country will be placed in home isolation for 14 days, with the possibility of shortening isolation with a negative result in a pcr test performed from the 7th day of landing in Israel (the day of landing is the first day).	no
ההחלטה על הסרת רוב ההגבלות על הטסים ובעיקר על המחוסנים מגיעה יום לפני הדיון בבג״ץ שהגישו התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות.	The decision to lift most of the restrictions on flying, and especially on the vaccinated, comes a day before the High Court of Justice hearing submitted by the Travel Offices Association, the Open Skies Headquarters and the Hotels Association.	no
בדיון שיתקיים מחר צפויים לדרוש העותרים להסיר את כל שאר המדינות האדומות מהרשימה, כאשר מי שמגבה אותם בחוות דעתו הוא פרופסור איתמר גרוטו.	In tomorrow's hearing, the petitioners are expected to demand that all other red states be removed from the list, with Professor Itamar Grotto backing them in his opinion.	no
גם זרים יוכלו להיכנס.	Strangers can also come in.	no
ראש הממשלה ושרי החוץ, הבריאות, הפנים, התיירות והתחבורה סיכמו כי החל מיום ראשון 9.1.2022, תותר כניסת זרים מחוסנים/מחלימים (לפי הגדרת משרד הבריאות) ממדינות כתומות - זאת בכפוף למילוי טופס מקוון מבעוד מועד, ביצוע בדיקת PCR או אנטיגן לפני העלייה למטוס, ביצוע בדיקת PCR בכניסה לישראל ולאחריה כניסה לבידוד למשך 24 שעות או קבלת תשובה שלילית בבדיקה (המוקדם מביניהם).	The Prime Minister and the Ministers of Foreign Affairs, Health, Interior, Tourism and Transportation agreed that as of Sunday, 9.1.2022, vaccinated/recovering foreigners (according to the Ministry of Health's definition) from orange countries will be allowed to enter - this is subject to filling out an online form in advance, performing a PCR or antigen test before boarding the plane, performing a PCR test at the entrance to Israel and then entering isolation for 24 hours or receiving a negative test (whichever comes first).	no
זרים לא מחוסנים/ לא מחלימים (לפי הגדרת משרד הבריאות) לא יורשו להיכנס לישראל.	Unvaccinated/non-recovering foreigners (according to the definition of the Ministry of Health) will not be allowed to enter Israel.	no
זרים ממדינות אדומות, למעט מי שכניסתם אושרה על ידי ועדת החריגים, לא יורשו להיכנס לישראל.	Foreigners from red states, except those whose entry was approved by the exceptions committee, will not be allowed to enter Israel.	no
מתווה הקבוצות לא יחודש בשלב זה.	Teams will not be renewed at this time.	no
ומה עם מדינות אדומות?	What about red states?	no
הוועדה לסיווג מדינות במשרד הבריאות ממליצה לממשלה הוועדה ממליצה להסיר מרשימת המדינות האדומות ולהעביר לרשימת הכתומות את המדינות: דרום אפריקה, הונגריה, ניגריה, ספרד, פורטוגל, צרפת, קנדה.	The Committee for Classification of Countries in the Ministry of Health recommends that the government remove from the list of red countries and transfer to the list of orange countries: South Africa, Hungary, Nigeria, Spain, Portugal, France, Canada.	no
המדינות שנותרות בשלב זה ברשימת המדינות האדומות: איחוד האמירויות, ארה"ב, אתיופיה, הממלכה המאוחדת, טנזניה, מקסיקו, שווייץ ותורכיה.	The countries currently remaining on the list are the United Arab Emirates, the United States, Ethiopia, the United Kingdom, Tanzania, Mexico, Switzerland and Turkey.	no
אפשרות נוספת שבוחנים במשרד הבריאות היא לפטור מבידוד את המחוסנים שחוזרים ממדינות אדומות.	Another option being considered by the Ministry of Health is to exempt vaccinated people returning from red states from isolation.	no
כרגע לא ברור אם יש קשר בין ההודעות שקיבלו הבוקר החוזרים לישראל לבין ההנחיות שעשויות להתקבל במשרד הבריאות בנושא הזה.	It is currently unclear whether there is any connection between the messages received this morning by those returning to Israel and the guidelines that may be received by the Ministry of Health on this issue.	no
ממשרד הבריאות טרם התקבלה תגובה.	The Health Department has not yet responded.	no
השמיים מתחילים להיפתח: משרד הבריאות משנה את ההגבלות על שערי הארץ	The sky is beginning to open: the Ministry of Health is changing the restrictions on the gates of the country	yes
מחוסנים החוזרים ממדינות כתומות יחויבו בבידוד של 24 שעות •	Vaccinated persons returning from orange countries will be subject to 24-hour isolation.	yes
המדינות ארה"ב, טורקיה, בריטניה ואיחוד האמירויות יוגדרו אדומות.	The United States, Turkey, the United Kingdom and the United Arab Emirates will be red.	yes
אחרי שבועות ארוכים שבהם היה קשה מאוד למצוא יעד שאליו ניתן לטוס בלי הגבלות, ולאחר שכל החוזרים מחו"ל חויבו בבידוד, לצד איסור כניסת תיירים לישראל - אתמול הוחלט לשנות את הנהלים ולהקל באופן משמעותי את ההגבלות על נתב"ג.	After long weeks in which it was very difficult to find a destination to which it was possible to fly without restrictions, and after all those returning from abroad were forced to quarantine, alongside the ban on tourists entering Israel - yesterday it was decided to change the procedures and significantly ease the restrictions on Ben Gurion Airport.	yes
במשרד הבריאות החליטו להמליץ לבטל את חובת הבידוד למשך שלושה ימים לישראלים שחוזרים ממדינות כתומות.	The Ministry of Health decided to recommend abolishing the three-day quarantine requirement for Israelis returning from orange countries.	yes
עד כה, כל מחוסן או מחלים לפי הגדרות משרד הבריאות שחזר ממדינה כתומה - חויב בבידוד למשך שלושה ימים, בכפוף לשתי בדיקות קורונה.	So far, all vaccinated or recovering according to the definitions of the Ministry of Health who returned from an orange state - have been charged with isolation for three days, subject to two coronavirus tests.	yes
כעת, הבידוד שיצטרכו להיכנס אליו המחוסנים והמחלימים שחוזרים ממדינות כתומות הוא ל־24 שעות לכל היותר, או עד קבלת התוצאות של בדיקות הקורונה שמבוצעות לאחר הנחיתה בנתב"ג (המוקדם מביניהם).	Now, the isolation that the vaccinated and recovering returnees from orange countries will have to undergo is for a maximum of 24 hours, or until the results of the COVID-19 tests that are performed after landing at Ben Gurion Airport (whichever comes first) are received.	yes
מי שלא מוגדר מחוסן או מחלים יחויב בכל זאת להיכנס לשבעה ימי בידוד בכפוף לשתי בדיקות קורונה, או 14 ימים ללא הבדיקה השנייה, גם אם חזר ממדינה כתומה וגם אם חזר ממדינה אדומה.	A person who is not vaccinated or recovering will nevertheless be required to enter seven days of isolation subject to two coronavirus tests, or 14 days without the second test, even if he returned from an orange country and even if he returned from a red country.	yes
מחוסן או מחלים שחזר ממדינה אדומה חייב גם הוא בבידוד מלא.	A vaccinated or recovering person returning from a red state must also be in full isolation.	yes
רשימת המדינות האדומות העדכנית שעליה המליץ משרד הבריאות, ושעדיין צריכה לעבור את אישור הממשלה, כוללת את ארה"ב, טורקיה, טנזניה, אתיופיה, מקסיקו, בריטניה, שווייץ ואיחוד האמירויות.	The latest list of red countries recommended by the Ministry of Health, which still needs to be approved by the government, includes the United States, Turkey, Tanzania, Ethiopia, Mexico, the United Kingdom, Switzerland and the United Arab Emirates.	yes
בכל המדינות, למעט טורקיה, ממוצע החיוביים שנכנסו לארץ בשבועיים האחרונים הוא יותר מ־5% מסך כלל הנכנסים, מה שמכניס אותן באופן אוטומטי לרשימת המדינות האדומות.	In all countries, with the exception of Turkey, the average number of positive visitors to Israel in the past two weeks is more than 5% of the total number of arrivals, which automatically puts them on the list of red countries.	no
קצב העלייה בקרב החולים מטורקיה הוא מהיר, שיעור החוזרים החיוביים ממנה עומד על קצת יותר מ־4%, ולכן הוחלט להכניס גם אותה לרשימת המדינות האדומות.	The rate of increase among patients from Turkey is rapid, the rate of positive return from Turkey is just over 4%, so it was decided to add it to the list of red states.	no
המדינות הבולטות שיוסרו מרשימת המדינות האדומות: צרפת, ספרד, פורטוגל וקנדה.	The most prominent countries to be removed from the red list: France, Spain, Portugal and Canada.	no
בתוך כך, החל מ־9 בינואר, תיירים שמחוסנים לפי דרישות משרד הבריאות יוכלו להיכנס לישראל ללא צורך בבידוד, ובדומה לתנאים של ישראלים שחוזרים ממדינה כתומה.	Meanwhile, as of 9 January, tourists vaccinated according to Ministry of Health requirements will be able to enter Israel without the need for isolation, similar to the conditions of Israelis returning from an orange state.	no
גם במקרה הזה, ההחלטה כפופה לאישור הממשלה, שתדון בנושא בימים הקרובים.	In this case, too, the decision is subject to the government's approval, which will discuss the matter in the coming days.	no
חשוב לציין שמעטים המקרים שבהם הממשלה לא מאשרת את המלצות משרד הבריאות בתחום זה.	It is important to note that there are few cases in which the government does not approve the Health Ministry's recommendations in this area.	no
התיירנים נגד ההגבלות.	The tourists against the restrictions.	no
התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות הגישו עתירה לבג"ץ כדי לבטל את ההגבלות על הטסים.	The Association of Travel Offices, the Headquarters for Open Skies and the Hotel Association filed a petition to the High Court of Justice to cancel the restrictions on flying.	no
המדינה הסירה את רוב ההגבלות אתמול, אך כאמור השאירה שמונה מדינות משמעותיות ברשימת המדינות האדומות.	The country lifted most of the restrictions yesterday, but left eight significant countries on the list of red states.	no
בדיון שיתקיים הבוקר בירושלים, צפויים העותרים לדרוש מהמדינה לבטל את רשימת המדינות האדומות.	At a hearing in Jerusalem this morning, the petitioners are expected to demand that the state cancel the list of red states.	no
מי שיתמוך בעמדת העותרים הוא פרופ' איתמר גרוטו, שצפוי להיות נוכח בדיון.	The person who will support the petitioners "position is Prof. Itamar Grotto, who is expected to be present at the hearing.	no
שר התיירות יואל רזבוזוב, שתמך בשבועות האחרונים בהקלות בכל מה שקשור להכנסת תיירים זרים לישראל, אמר אתמול: "ביטול הבידוד למחוסנים החוזרים מחו"ל וחזרת התיירות למחוסנים הם הדבר הנכון והצודק בתקופה זו.	Tourism Minister Yoel Razbozov, who in recent weeks supported the easing of restrictions on the entry of foreign tourists to Israel, said yesterday: "The cancellation of the isolation for vaccinated people returning from abroad and the return of tourism to vaccinated people is the right and just thing to do during this period.	no
אני מודה לחבריי לממשלה, שהבינו את מצוקת תעשיית התיירות והסכימו איתי שהנזק עולה על התועלת.	I thank my friends in the government, who understood the plight of the tourism industry and agreed with me that the damage outweighs the benefits.	no
החיסון הוא המענה הטוב ביותר למגיפה, וככזה - מגיע לציבור המחוסנים לנהל שגרת חיים מאפשרת לצד הקורונה".	Vaccination is the best response to the epidemic, and as such - the vaccinated public deserves to conduct an enabling routine alongside the COVID-19. "	no
בהשקעה של 200 מיליון שקלים: הריזורט החדש שייפתח בסמוך לערד	At an investment of NIS 200 million: the new resort to be opened near Arad	yes
המדבר פורח: מלון יוקרה נוסף צפוי להיפתח בעוד כשלוש שנים •	Another luxury hotel is expected to open in three years.	yes
מסעדות שף, בריכות פרטיות ו-110 חדרים הם רק חלק קטן ממה שיציע המלון •	Chef restaurants, private pools and 110 rooms are just a fraction of what the hotel will offer	yes
כל הפרטים בכתבה	All the details in the article	yes
חברת 7MINDS מבית פתאל וחברת הנדל"ן בנייני העיר הלבנה, רכשו במשותף מגרש המשתרע על שטל של כ-20 דונמים במדבר יהודה, בו יקימו ריזורט מפואר בהשקעה של כ-200 מיליון שקלים. המלון יוקם על אותו השטח שבו היה בנוי מלון מצדה שנהרס לפני כשנה.	Fattal's 7MINDS and the White City Buildings real estate company have jointly purchased a plot on a 20-dunam depot in the Judean Desert, where they will build a luxurious resort at an investment of NIS 200 million. The hotel will be built on the same area where the Masada Hotel was built about a year ago.	no
הריזורט ייפתח רק בעוד כשלוש שנים ויהיו בו 110 חדרים כאשר בחלק מהם יהיו בריכות פרטיות.	The resort will not open for another three years and will have 110 rooms, some of which will have private pools.	yes
במלון יהיו גם שלוש בריכות משותפות, ספא, מסעדות שף, מתחם בילוי, חדר כושר ועוד.	The hotel will also have three shared pools, a spa, chef restaurants, a recreation area, a gym and more.	yes
מי שיהיה אחראי על הצד הקולינרי של המלון הוא השף רן שמואלי ממסעדת קלארו.	The person who will be responsible for the culinary side of the hotel is Chef Ran Shmueli from Claro Restaurant.	yes
שף שמואלי יהיה זה שייבנה את התפריט שצפוי להיות בעל קונספט מדברי ייחודי לריזורט.	Chef Shmueli will be the one to build the menu, which is expected to have a unique desert concept for the resort.	yes
ראש עיריית ערד, עו"ד ניסן בן חמו, בירך על הפרויקט: "ההחלטה להקים מלון חדש ויוקרתי בסמוך לערד נותנת את החותמת הרשמית לנסיקה המדהימה שעשתה ערד בתחום התיירות בשנים האחרונות.	The mayor of Arad, attorney Nissan Ben Hamo, welcomed the project: "The decision to build a new and prestigious hotel near Arad gives the official stamp of approval to the amazing rise that Arad has made in the field of tourism in recent years.	yes
אני גאה בבחירה של היזמים ומשוכנע שתהיה זו הצלחה משותפת מאחר ולערד פוטנציאל תיירותי עצום".	I am proud of the choice of the entrepreneurs and am convinced that it will be a joint success because Arad has tremendous tourism potential. "	no
אל על מציגה: טיסות לכל אירופה החל מ-78 דולר	EL AL presents: flights to all of Europe starting at $78	yes
השמיים נפתחים וחברות התעופה יוצאות במבצעים שלא נראו הרבה זמן •	The sky is opening and airlines are embarking on deals not seen for a long time	yes
ברצלונה, מדריד, פראג, בודפשט, ברלין, אמסטרדם ויעדים נוספים בפחות ב-100 דולר לטיסות הלוך וחזור	Barcelona, Madrid, Prague, Budapest, Berlin, Amsterdam and other destinations for less than $100 for round trip flights	yes
.	" cHFFFFFF <unk>	no
חברת התעופה הגדולה בישראל מדווחת על עלייה בביקושים לטיסות לחו"ל מאז ההודעה אתמול על ההקלות המשמעותיות לטסים.	Israel's largest airline has reported an increase in demand for flights abroad since yesterday's announcement of the significant easing of flights.	yes
בחברה החליטו לפרסם הבוקר מבצע מיוחד לרגל פתיחת השמיים והמחירים שהיא מציעה נחשבים לאטרקטיביים במיוחד.	The company decided to publish a special sale this morning to mark the opening of the skies, and the prices it offers are considered particularly attractive.	yes
במסגרת המבצע החדש, מציעה החברה טיסות לברלין, בודפשט, ברצלונה, מדריד, פראג, אתונה, אמסטרדם, ליסבון ויעדים נוספים במחירים שמתחילים מכ-60 דולרים לטיסות הלוך וחזור.	As part of the new operation, the company offers flights to Berlin, Budapest, Barcelona, Madrid, Prague, Athens, Amsterdam, Lisbon and other destinations at prices starting from about $60 for round trip flights.	yes
בעקבות ההקלה על הטסים, באל על מחזירים את הטיסות לשורה של יעדים וביניהם גם קנדה, איטליה, גרמניה, הונגריה, בלגיה ומדינות נוספות.	As a result of the relief, EL AL is returning flights to a number of destinations, including Canada, Italy, Germany, Hungary, Belgium and other countries.	yes
חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב.	It is important to remember that this is a limited number of tickets (about 4,000) and the price does not include baggage and seat selection.	yes
המבצע תקף להזמנות שיבוצעו היום ומחר ולטיסות שימריאו עד 31 בינואר 2022.	The offer is valid for bookings made today and tomorrow and for flights departing until January 31, 2022.	yes
החל מהלילה בחצות, יוסרו צרפת, ספרד, פורטוגל ומדינות נוספות מרשימת המדינות האדומות.	As of midnight tonight, France, Spain, Portugal and other countries will be removed from the red list.	no
ארה"ב, איחוד האמירויות, טורקיה ועוד חמש מדינות עדיין נמצאות ברשימת המדינות האדומות וישנו איסור לטוס אליהן בלי אישור של ועדת חריגים.	The United States, the UAE, Turkey and five other countries are still on the list of red countries and there is a ban on flying to them without the approval of an exceptions committee.	no
כמעט לכל אדם בימינו, יש טאבלט או סמארטפון "ישן" ששוכב בארון חסר שימוש.	Almost everyone nowadays has a tablet or an "old" smartphone lying in a useless closet.	yes
רק מכיוון שיצא דגם קצת יותר חדש ומשוכלל, כל מכשיר יכול להיות במקום נגן ספוטיפיי בחיבור הוטספוט.	Just because a slightly newer and more sophisticated model has come out, any device can be in place of a Spotify player in a Hotspot connection.	yes
מכשירים ישנים יכולים להיות מצלמות דרך, שלט-רחוק לתפעול מכשירים בבית ועוד המון שימושים.	Old devices can have road cameras, remote controls to operate devices at home and many other uses.	yes
לא חייבים להיות קרבנות של תרבות הצריכה ולא חייבים להיות תמיד בחזית הטכנולוגיה, עם עוד גאדג'ט חסר תועלת אמיתית.	You don't have to be the victim of a consumer culture and you don't have to always be at the forefront of technology, with another really useless gadget.	yes
אוסף נתונים בלי ניתוח.	Collecting data without analysis.	yes
חבל	Pity.	yes
