Police arrest 15 after violent protest outside UK refugee hotel	Die Polizei verhaftet 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
(PERSON1) Yeah, so, I mean, right now, I was doing the same.	(PERSON1) Ja, also, ich meine, gerade habe ich dasselbe gemacht.	yes
(PERSON2) Yes, that's the only stuff I did for positive constraints. With the negative constraints I did something a little bit more complicated in the decoding. Like filtering out the beams and replacing the beams with different beams. And for like multi-token constraints and this kind of stuff. But for the positive constraints, I only compared the training approach with yeah just this very simple stuff. Just modifying the scores in each step in the same way.	(PERSON2) Ja, das ist das einzige, was ich für positive Einschränkungen getan habe. Mit den negativen Einschränkungen habe ich bei der Dekodierung etwas Komplizierteres gemacht. Wie das Herausfiltern der Strahlen und das Ersetzen der Strahlen durch andere Strahlen. Und für Multi-Token-Einschränkungen und solche Dinge. Aber was die positiven Einschränkungen angeht, habe ich nur den Trainingsansatz mit ja, nur diesen sehr einfachen Dingen verglichen. Ändern Sie einfach die Ergebnisse in jedem Schritt auf die gleiche Weise.	yes
(PERSON7) Okay, so back to the positive constraints. Were you already focusing on the analysis of the system?	(PERSON7) Okay, also zurück zu den positiven Einschränkungen. Haben Sie sich bereits auf die Analyse des Systems konzentriert?	yes
(PERSON2) Yeah, right now, I'm kind of waiting for the dataset reprocessing from ([PERSON9]). Also [PERSON9] I had a look at the (code), and I think I know why it's so slow. Because for each entry in the terminology in the (Europar) reprocessing, you open the dataset, tokenize it, read it line by line, tokenize it line by line and then close it. But you only you do that -	(PERSON2) Ja, im Moment warte ich irgendwie auf die Wiederverarbeitung des Datensatzes von ([PERSON9]). Außerdem [PERSON9] Ich habe mir den (Code) angesehen, und ich glaube, ich weiß, warum er so langsam ist. Denn für jeden Eintrag in der Terminologie in der (Europar-) Aufbereitung öffnet man den Datensatz, tokenisiert ihn, liest ihn Zeile für Zeile, tokenisiert ihn Zeile für Zeile und schließt ihn dann. Aber nur du tust das -	yes
(PERSON4) So, I remember that for [PROJECT1] I was doing this from last year from some cottage in the mountains. And I just realized, shortly before New Year’s Eve that I need to submit it. And <laugh/> so this is also something that will happen to [PERSON8] I'm afraid that he could be...well, no party, but maybe at the remote party. And then suddenly he would realize that he has to submit it. So, there will be no review of like at that point. <laugh/> He would simply take the PDF and upload it so. <laugh/>	(PERSON4) Also, ich erinnere mich, dass ich das für [PROJECT1] letztes Jahr von einer Hütte in den Bergen aus gemacht habe. Und mir wurde gerade kurz vor Silvester klar, dass ich es einreichen muss. <laugh/>Und das wird auch mit [PERSON8] passieren. Ich fürchte, er könnte... naja, keine Party sein, aber vielleicht auf der Remote-Party. Und dann würde er plötzlich erkennen, dass er es einreichen muss. Zu diesem Zeitpunkt wird es also keine Überprüfung von Like geben. <laugh/>Er würde einfach das PDF nehmen und es so hochladen. <laugh/>	yes
(PERSON7) Well, okay. So, Yeah, I will check on 21st, and otherwise I will send them an e-mail.	(PERSON 7) Nun, okay. Also, ja, ich werde am 21. nachschauen und andernfalls werde ich ihnen eine E-Mail schicken.	yes
(PERSON4) Please, I think better send them an e-mail right now and just ask for that link in advance.	(PERSON4) Bitte, ich denke, es ist besser, ihnen jetzt eine E-Mail zu schicken und einfach im Voraus nach diesem Link zu fragen.	yes
(PERSON7) Okay.	(PERSON 7) Okay.	yes
(PERSON4) Yep thanks.	(PERSON4) Ja danke.	yes
(PERSON7) Do we have other issues to discuss today, or is that is that everything until the New Year?	(PERSON7) Haben wir heute noch andere Themen zu besprechen, oder ist das alles bis zum neuen Jahr?	no
(PERSON6) I hope there wasn’t anything for me?	(PERSON6) Ich hoffe, es war nichts für mich dabei?	no
(PERSON3) Several years ago. MT marathons used to have this system or tool papers that were published as a special issue of PBML. That was in the first year when that happened. And then, in the subsequent years, it was integrated with normal like there were also PBML issues which mixed empty margin papers and separate papers because of the number of those papers. And we even had a thing like if the paper was not good enough for the PBML, but if the tool was presented at the MT marathon. The authors were invited to submit for another review for one for the next PBML issue. So, we have, even as I said, your system, your tool is interesting. Please publish it at the MT marathon among the people. But your paper is too bad. You need to improve it, and you will get only to the next PBML.	(PERSON3) Vor einigen Jahren. Bei MT-Marathons gab es früher dieses System oder Toolpapiere, die als Sonderausgabe von PBML veröffentlicht wurden. Das war im ersten Jahr, als das passierte. Und dann, in den darauffolgenden Jahren, wurde es in das normale System integriert, so wie es auch PBML-Ausgaben gab, bei denen aufgrund der Anzahl dieser Beiträge Beiträge mit leeren Rändern und separaten Papieren gemischt wurden. Und wir hatten sogar die Idee, ob das Papier nicht gut genug für den PBML war, sondern ob das Tool beim MT-Marathon vorgestellt wurde. Die Autoren wurden eingeladen, eine weitere Rezension für eine für die nächste PBML-Ausgabe einzureichen. Also, wir haben, wie gesagt, Ihr System, Ihr Tool ist interessant. Bitte veröffentlicht es beim MT-Marathon unter den Leuten. Aber deine Zeitung ist schade. Sie müssen es verbessern, und Sie werden nur zur nächsten PBML gelangen.	yes
(PERSON4) Yes, but another possibility for SIGDial. Isn't it possible that trying SIGDial we attract kind of better participants.	(PERSON4) Ja, aber eine andere Möglichkeit für SigDial. Ist es nicht möglich, dass wir mit SigDial bessere Teilnehmer gewinnen?	yes
(PERSON3) That's yes, that is... like I thought that I also had, but I don't know either of the venues. They have final paper registration in July. So, the conference was in September, and the paper submission was in May.	(PERSON3) Das ist ja, das ist... wie ich dachte, das hätte ich auch getan, aber ich kenne keinen der Veranstaltungsorte. Sie haben die endgültige Papierregistrierung im Juli. Die Konferenz fand also im September statt und die Einreichung des Papiers im Mai.	no
Because for Interspeech, we could also like split it paper by paper. So that some papers would go to the Interspeech proceedings. And some of our submission papers would come later for the PBML proceedings. And the authors would be free to choose. So that we have to negotiate this with either SIGDial or Interspeech. If it is okay for them to have some of our papers, given that these papers are submitted by the March deadline. So, there is an absolute strict requirement. And I think it's they cannot have anything against it. Because if the paper is worth publishing. Like, it's only a bonus that the paper has some shared task result appearing in the satellite event. So yeah, I think it's okay. So, we do not need to ask for a special session. In Interspeech it is called special session, we don't want that. In Interspeech we want the satellite event. But we will tell our people. If you manage to have your paper ready by the Interspeech deadline, send it as an Interspeech paper and you will have it within Interspeech. Ah, if you do not, ah, do it for the Interspeech deadline, here is our deadline. And that is for PBML.	Denn für Interspeech könnten wir es auch gerne Papier für Papier aufteilen. Damit einige Artikel in das Interspeech-Verfahren gehen würden. Und einige unserer Einreichungspapiere würden später für das PBML-Verfahren erscheinen. Und die Autoren könnten frei wählen. Also müssen wir das entweder mit SigDial oder Interspeech aushandeln. Wenn es für sie in Ordnung ist, einige unserer Beiträge zu haben, da diese Beiträge bis zum Stichtag im März eingereicht werden. Es gibt also eine absolut strenge Anforderung. Und ich denke, sie können nichts dagegen haben. Denn wenn die Zeitung es wert ist, veröffentlicht zu werden. Es ist nur ein Bonus, dass das Papier einige gemeinsame Aufgabenergebnisse enthält, die in der Satelliten-Veranstaltung erscheinen. Also ja, ich denke es ist okay. Wir müssen also keine Sondersitzung beantragen. Bei Interspeech heißt das Sondersitzung, das wollen wir nicht. Bei Interspeech wollen wir das Satelliten-Event. Aber wir werden es unseren Leuten sagen. Wenn Sie es schaffen, Ihr Papier bis zum Interspeech-Einsendeschluss fertig zu haben, senden Sie es als Interspeech-Papier ein und Sie erhalten es innerhalb von Interspeech. Ah, wenn Sie das nicht tun, ah, tun Sie es innerhalb der Interspeech-Frist, hier ist unsere Frist. Und das ist für PBML.	yes
(PERSON7) Ah, okay. But the thing is like for Interspeech satellite event. Erm, Interspeech like won't get into any proceedings.	(PERSON 7) Ah, okay. Aber die Sache ist wie bei der Interspeech Satellite Event. Ähm, Interspeech wird quasi in kein Verfahren einbezogen.	no
(PERSON2) You can I think you can just you can just reserve the whole semester just for [PERSON9]'s courses and you will have a lot of work and no free time, even though you have just one subject. But I think it's a different thing, because I think it's not really a thing to fail his courses. Like to fail because you are unable to finish it. Of course, like people are just giving up, but I mean it's maybe for different reason that just it's impossible to pass. I think that it's definitely possible, but it's a lot of work.	(PERSON2) Ich denke, Sie können einfach das ganze Semester nur für die Kurse von [PERSON9] reservieren und Sie werden viel Arbeit und keine Freizeit haben, obwohl Sie nur ein Fach haben. Aber ich denke, es ist eine andere Sache, weil ich denke, dass es nicht wirklich eine Sache ist, seine Kurse nicht zu bestehen. Ich scheitere gerne, weil du es nicht beenden kannst. Natürlich, die Leute geben einfach auf, aber ich meine, es ist vielleicht aus anderen Gründen einfach unmöglich, es zu bestehen. Ich denke, dass es definitiv möglich ist, aber es ist eine Menge Arbeit.	yes
(PERSON1) Yeah, I think that he told us in the beginning of the semester that well if we want a one (??) you'll get a one. Just within the second deadline, you should submit it. That's pretty much the only thing he asked. But he also told us that judging by previous years' trends, a lot of people don't do that. They find it easier to read for the exam. No, sorry, study for the exam-	(PERSON1) Ja, ich glaube, er hat uns zu Beginn des Semesters gesagt, dass gut, wenn wir einen wollen (??) du kriegst einen. Innerhalb der zweiten Frist sollten Sie es einreichen. Das ist so ziemlich das einzige, was er gefragt hat. Er erzählte uns aber auch, dass nach den Trends der Vorjahre zu urteilen, viele Menschen das nicht tun. Sie finden es einfacher, für die Prüfung zu lesen. Nein, tut mir leid, lerne für die Prüfung-	yes
(PERSON2) Yeah because well in general, his exams are rather easy.	(PERSON2) Ja, denn im Allgemeinen sind seine Prüfungen ziemlich einfach.	yes
(PERSON2) So I wouldn't say it's super easy, because there are some courses where the exam is like fun.	(PERSON2) Ich würde also nicht sagen, dass es super einfach ist, denn es gibt einige Kurse, in denen die Prüfung Spaß macht.	no
(PERSON1) Oh well, one of them was yesterday for me.	(PERSON1) Naja, einer von ihnen war gestern für mich.	no
(PERSON2) Yeah, when it has short context and because I make decisions based on very short context for this very low latency, then it really commits to something that in, for example, a second or two, it figures out oh, well, actually this was bad translation. So, it tries to use a different wording. To, for example, specify the thing. So actually, I really liked it. I like some of the translations. I was really amazed, even though you could see that the model made mistakes on its first try, it really wanted to make some kind of correction. And it definitely sounded really fluent, which I think is also important. If you really demand low latency, then then I think that even a slightly lower quality is fine, if the fluency is good. Because if you have bad translation quality and bad fluency, then I think that the translation is just pointless. But if the lower quality is because the translation, if you read everything that you will get the same information, but the wording is just poor, because it used, for example, more words and it used some corrections and stuff. So, I think that this is completely fine for simultaneous, as long as you don't lose any information. And for which language pairs do you have these results, like some examples? Because I would like to look at it, just out of curiosity.	(PERSON2) Ja, wenn es einen kurzen Kontext hat und weil ich Entscheidungen aufgrund dieser sehr niedrigen Latenz auf der Grundlage eines sehr kurzen Kontextes treffe, dann legt es sich wirklich auf etwas fest, das zum Beispiel in ein oder zwei Sekunden herausfindet, oh, nun, eigentlich war das eine schlechte Übersetzung. Es wird also versucht, einen anderen Wortlaut zu verwenden. Um zum Beispiel das Ding zu spezifizieren. Also eigentlich hat es mir sehr gut gefallen. Ich mag einige der Übersetzungen. Ich war wirklich erstaunt, obwohl man sehen konnte, dass das Modell beim ersten Versuch Fehler gemacht hat, wollte es unbedingt eine Korrektur vornehmen. Und es klang auf jeden Fall sehr flüssig, was ich auch für wichtig halte. Wenn du wirklich eine niedrige Latenz verlangst, dann denke ich, dass auch eine etwas niedrigere Qualität in Ordnung ist, wenn die Fließfähigkeit gut ist. Denn wenn Sie eine schlechte Übersetzungsqualität und schlechte Sprachkenntnisse haben, dann denke ich, dass die Übersetzung einfach sinnlos ist. Aber wenn die schlechtere Qualität auf die Übersetzung zurückzuführen ist, wenn Sie alles lesen, erhalten Sie die gleichen Informationen, aber der Wortlaut ist einfach schlecht, weil zum Beispiel mehr Wörter verwendet wurden und einige Korrekturen verwendet wurden und so. Ich denke also, dass dies für die gleichzeitige Verwendung völlig in Ordnung ist, solange Sie keine Informationen verlieren. Und für welche Sprachpaare haben Sie diese Ergebnisse, wie zum Beispiel einige Beispiele? Weil ich es mir gerne ansehen würde, nur aus Neugier.	yes
(PERSON2) Oh definitely, I can dump you my logs.	(PERSON2) Oh, definitiv, ich kann dir meine Logs geben.	no
(PERSON7) But in which languages? Because you know I don't speak German.	(PERSON7) Aber in welchen Sprachen? Weil du weißt, dass ich kein Deutsch spreche.	no
(PERSON2) English and German.	(PERSON2) Englisch und Deutsch.	no
(PERSON7) Yeah, but I don't necessarily speak German <laugh/>.	(PERSON7) Ja, aber ich spreche nicht unbedingt Deutsch<laugh/>.	no
(PERSON2) Then I can provide English–Chinese and English–Japanese if it helps <laugh/>.	(PERSON2) Dann kann ich Englisch—Chinesisch und Englisch—Japanisch anbieten, wenn es hilft. <laugh/>	no
(PERSON2) So again, I mean to make it humanly readable. Because this flickering is really annoying and then you lose focus on what was actually said, because maybe this is also a question of someone who knows more about the human brain and how we work with information. Sorry, I never thought about it in depth. But I think that whenever I see a word, I put it into my memory and my memory is not a linear thing, but it's more like a bag. So, I put a word into a bag. And I like to connect the things in the bag to get the overall image of the word. And I think that that's the problem with the flicker. If you translate something and then you change it, then actually I read it already, it's in my brain. And then I lose focus and control of what was actually then translated as correct and was not what was not. So that's why I think that the whole flicker thing is bad and stupid by definition. Like I see the motivation, like you want to display everything you have. Even though you cannot promise it's good. But I think that we cannot work with this extra information. And I think that maybe the problem is that the systems are created by people working with it. If I'm a developing a system, then I'm really crazy happy if I see that even if I don't promise the translation is correct, I still show it and it's somehow good, but I think that the developer is not really focusing on the content itself. And how you perceive the content, but rather that, oh yeah, my system can output it really quickly. And even though it just guesses the quality is okay-ish, I think maybe that's why the retranslation was created. Just the developers of the systems are eager to display information, and I think that because we are limited in in like the vol e of information we can perceive some time, we like see the extra information is just an extra burden for us. So, I think that it's not good to show extra. Like if you want to decrease latency, then instead of flicker, just lower the quality. I think that's still better than showing the flicker. Because what would be the real use case? Why would you need to see the unstable hypothesis, really? Like from a user perspective?	(PERSON2) Also noch einmal, ich möchte es für Menschen lesbar machen. Weil dieses Flackern wirklich nervig ist und dann verliert man den Fokus auf das, was tatsächlich gesagt wurde, weil das vielleicht auch eine Frage von jemandem ist, der mehr über das menschliche Gehirn weiß und wie wir mit Informationen arbeiten. Entschuldigung, ich habe nie eingehend darüber nachgedacht. Aber ich denke, jedes Mal, wenn ich ein Wort sehe, erinnere ich mich daran und mein Gedächtnis ist nicht linear, sondern eher wie eine Tasche. Also habe ich ein Wort in eine Tasche gesteckt. Und ich verbinde gerne die Dinge in der Tasche, um ein Gesamtbild des Wortes zu erhalten. Und ich denke, das ist das Problem mit dem Flackern. Wenn man etwas übersetzt und es dann ändert, dann lese ich es eigentlich schon, es ist in meinem Gehirn. Und dann verliere ich den Fokus und die Kontrolle darüber, was dann tatsächlich als richtig übersetzt wurde und was nicht war. Deshalb denke ich, dass die ganze Sache mit dem Flackern per Definition schlecht und dämlich ist. So wie ich die Motivation sehe, als ob du alles zeigen willst, was du hast. Auch wenn du nicht versprechen kannst, dass es gut ist. Aber ich denke, dass wir mit diesen zusätzlichen Informationen nicht arbeiten können. Und ich denke, dass das Problem vielleicht darin besteht, dass die Systeme von Leuten geschaffen werden, die damit arbeiten. Wenn ich ein System entwickle, freue ich mich wahnsinnig, wenn ich sehe, dass auch wenn ich nicht verspreche, dass die Übersetzung korrekt ist, ich es trotzdem zeige und es ist irgendwie gut, aber ich denke, dass der Entwickler sich nicht wirklich auf den Inhalt selbst konzentriert. Und wie du den Inhalt wahrnimmst, sondern eher, dass, oh ja, mein System ihn wirklich schnell ausgeben kann. Und obwohl es nur vermutet, dass die Qualität okay ist, denke ich, dass die Neuübersetzung vielleicht deshalb erstellt wurde. Nur die Entwickler der Systeme sind begierig darauf, Informationen anzuzeigen, und ich denke, weil wir in der Menge an Informationen, die wir irgendwann wahrnehmen können, begrenzt sind, sehen wir gerne, dass die zusätzlichen Informationen nur eine zusätzliche Belastung für uns sind. Ich denke also, dass es nicht gut ist, extra zu zeigen. Wenn Sie beispielsweise die Latenz verringern möchten, verringern Sie einfach die Qualität, anstatt zu flackern. Ich denke, das ist immer noch besser, als das Flimmern zu zeigen. Denn was wäre der wirkliche Anwendungsfall? Warum sollten Sie die instabile Hypothese wirklich sehen müssen? Wie aus Benutzersicht?	no
(PERSON1) Like technically, when human translators start translating, I mean the goal even there is for annotators, they would try to follow the speech string of the original speaker. So, there are times when they would say something, and that would be wrong, so they would just correct themselves.	(PERSON1) Wenn menschliche Übersetzer mit dem Übersetzen beginnen, meine ich, das Ziel, das auch für Kommentatoren besteht, sie würden versuchen, der Sprachfolge des Originalsprechers zu folgen. Es gibt also Zeiten, in denen sie etwas sagen würden, und das wäre falsch, also würden sie sich einfach selbst korrigieren.	no
(PERSON2) Well but yeah this means with my solution, like you would not do flicker, but you committed, like there is no way to change, but you correct yourself. And that's actually what the translators are doing.	(PERSON2) Nun, aber ja, das heißt mit meiner Lösung, du würdest kein Flimmern machen, aber du hast dich verpflichtet, als ob es keine Möglichkeit gibt, etwas zu ändern, aber du korrigierst dich selbst. Und genau das machen die Übersetzer.	no
(PERSON3) I'm strongly feeling that our work is not exactly in the domain of speech, it is unhealthy. Because there is no concept of speech here. We are directly working on text. But the thing is that the proposal for a statistical workshop this year is over, which was in September, which was too early for us. And the next proposal would come for 2022, which would be too late for us. It is better that if we get either of the two sectile or interspeech, because both of them are well recognized in the community. We can motivate participants to submit. Ah, the only the only caveat that I'm finding now is going with interspeech is like they won't allow us a space in the proceedings, which may deter some of the participants, I am not sure how much they will be excited to publish a paper in archive. So, in archives, people can publish any time, right? So that is not a benefit to their profiles. So how to motivate participants to join our shared task. So, this was the reason that I especially vouched for the special session. But this time, the problem is, what I can understand is the last time, the time periods between proposals, submission and final paper submission was five months, so it would have been enough time for our schedule, but this time. It is only three months.	(PERSON3) Ich bin der festen Überzeugung, dass unsere Arbeit nicht gerade im Bereich der Sprache liegt, sie ist ungesund. Weil es hier kein Sprachkonzept gibt. Wir arbeiten direkt am Text. Aber die Sache ist, dass der Vorschlag für einen statistischen Workshop in diesem Jahr vorbei ist, der im September war, was für uns zu früh war. Und der nächste Vorschlag würde für 2022 kommen, was für uns zu spät wäre. Es ist besser, wenn wir eine der beiden Optionen Sektil oder Interspeech verwenden, weil beide in der Gemeinschaft sehr anerkannt sind. Wir können die Teilnehmer zur Einreichung motivieren. Ah, der einzige Vorbehalt, den ich jetzt finde, ist die Verwendung von Interspeech, dass sie uns keinen Platz im Verfahren gewähren, was einige der Teilnehmer abschrecken könnte. Ich bin mir nicht sicher, wie sehr sie sich freuen werden, einen Artikel im Archiv zu veröffentlichen. In Archiven können die Leute also jederzeit veröffentlichen, oder? Das ist also kein Vorteil für ihre Profile. Wie können wir also die Teilnehmer motivieren, sich unserer gemeinsamen Aufgabe anzuschließen? Aus diesem Grund habe ich mich besonders für die Sondersitzung verbürgt. Aber dieses Mal ist das Problem, was ich verstehen kann, ist, dass beim letzten Mal die Zeiträume zwischen Vorschlägen, Einreichung und Einreichung der endgültigen Arbeit fünf Monate betrugen, also wäre es genug Zeit für unseren Zeitplan gewesen, aber dieses Mal. Es sind nur drei Monate.	yes
So, I see this fair as an important possible source of non-native English speech that we can use to extend the test set. So, I think we really should focus on the Clearest voice competition, and we can do the booth if we have to. But I would like to limit that, because the dissemination into high school students is less of an impact for us. It is more important to use it as a test session. So, we should focus, [PERSON1], on the [PROJECT2] Clearest voice, and keeping the organizers happy so that we can do the data gathering there. And do whatever they want us to do in exchange for that, and we need to check their plenary program, and what type of subtitling would be useful for that plenary program. so that would make it a test session for us, and as for our own presence at this fair, I don't think it's too important. So, if we are asked, if we are really expected to be there and present, then okay, but if not, then I think it's definitely good for us just to be behind the curtain and behind the scenes and do our job there.	Ich betrachte diese Messe also als eine wichtige mögliche Quelle für Fremdsprache Englisch, mit der wir den Testsatz erweitern können. Ich denke also, wir sollten uns wirklich auf den Clearest Voice-Wettbewerb konzentrieren, und wir können den Stand machen, wenn wir müssen. Aber das möchte ich einschränken, weil die Verbreitung unter Gymnasiasten weniger Auswirkungen auf uns hat. Es ist wichtiger, es als Testsitzung zu verwenden. Wir sollten uns also darauf konzentrieren, [PERSON1] die klarste Stimme von [PROJECT2] zu geben und die Organisatoren bei Laune zu halten, damit wir dort die Daten sammeln können. Und tun Sie im Gegenzug, was sie von uns erwarten, und wir müssen ihr Plenarprogramm überprüfen und überprüfen, welche Art von Untertitelung für dieses Plenarprogramm nützlich wäre. Das würde es für uns zu einer Testsitzung machen, und was unsere eigene Präsenz auf dieser Messe angeht, denke ich nicht, dass es zu wichtig ist. Also, wenn wir gefragt werden, ob von uns wirklich erwartet wird, dass wir da und präsent sind, dann okay, aber wenn nicht, dann denke ich, dass es definitiv gut für uns ist, einfach hinter dem Vorhang und hinter den Kulissen zu sein und unsere Arbeit dort zu erledigen.	yes
(PERSON1) Yeah, I haven't tried to do the registration yet for that, but I think that last time, it was compulsory to have the booth.	(PERSON1) Ja, ich habe noch nicht versucht, mich dafür zu registrieren, aber ich denke, beim letzten Mal war es Pflicht, den Stand zu haben.	yes
(PERSON2) Yes. So, discuss with them what is needed so that they are happy, and they allow us to do the Clearest voice, which is the most important thing. The test session is less of an urge. And the booth is just something that we really could avoid, if possible.	(PERSON2) Ja. Besprechen Sie also mit ihnen, was erforderlich ist, damit sie glücklich sind, und sie ermöglichen es uns, die klarste Stimme zu erheben, was das Wichtigste ist. Die Testsitzung ist weniger dringend. Und der Stand ist einfach etwas, das wir wirklich vermeiden könnten, wenn möglich.	yes
I would have preferred them to join the sessions earlier than doing things like that. So, we really need to practice these preparations. With the online world, it seems that you simply j p into the session, and the work is done. But that is not the case. It always takes 30 minutes to get it running and properly connected. So, we need to be there earlier. And if some session that we are doing starts at nine, but the organizers meet at a quarter to nine. Then we have to come at a quarter past eight already, so that we have the 30 minutes extra to make sure that everything is running and chase people. So, this is a remark for everybody that for the management to work, please also anticipate what management might suddenly ask you to do, and that would help a little. Another message that is very important is the recording of these important sessions. I don't know if you have responded, I had not seen anyone providing any- any updates to the document. Maybe I forgot to tell all of you. I had a document about the experience from [PROJECT4]and [PROJECT5] 2020. And the first point in this experience is that we were very bad at recording these sessions. So, it's important for the purposes of further evaluation or analysis of what went wrong to have good recordings of these sessions. And one aspect is to get the consents, to actually be allowed to do the recording. And even if we try to get the consents in retrospect or whatever. Then there is the technical aspect of the- of the recording. And we have seen that this is so diverse and complex. Yeah, [PERSON5] is sending that link. I have sent it by email, I remember.	Ich hätte es vorgezogen, wenn sie früher an den Sitzungen teilnehmen würden, als solche Dinge zu tun. Also müssen wir diese Vorbereitungen wirklich üben. In der Online-Welt scheint es, dass Sie einfach in die Sitzung einsteigen und die Arbeit ist erledigt. Aber das ist nicht der Fall. Es dauert immer 30 Minuten, bis es läuft und ordnungsgemäß angeschlossen ist. Also müssen wir früher da sein. Und wenn eine Sitzung, die wir machen, um neun Uhr beginnt, die Organisatoren sich aber um viertel vor neun treffen. Dann müssen wir schon um viertel nach acht kommen, damit wir die 30 Minuten extra haben, um sicherzugehen, dass alles läuft und die Leute verfolgen. Also, das ist eine Bemerkung für alle, dass, damit das Management arbeiten kann, bitte auch antizipieren, worum das Management Sie plötzlich bitten könnte, und das würde ein wenig helfen. Eine weitere Botschaft, die sehr wichtig ist, ist die Aufzeichnung dieser wichtigen Sitzungen. Ich weiß nicht, ob Sie geantwortet haben, ich hatte niemanden gesehen, der das Dokument aktualisiert hat. Vielleicht habe ich vergessen, es euch allen zu sagen. Ich hatte ein Dokument über die Erfahrungen von [PROJECT4] und [PROJECT5] 2020. Und der erste Punkt dieser Erfahrung ist, dass wir sehr schlecht darin waren, diese Sessions aufzunehmen. Für die weitere Bewertung oder Analyse dessen, was schief gelaufen ist, ist es daher wichtig, gute Aufzeichnungen dieser Sitzungen zu haben. Und ein Aspekt ist, die Zustimmung einzuholen, um die Aufnahme tatsächlich machen zu dürfen. Und selbst wenn wir versuchen, die Zustimmungen im Nachhinein einzuholen oder was auch immer. Dann ist da noch der technische Aspekt der Aufnahme. Und wir haben gesehen, dass das so vielfältig und komplex ist. Ja, [PERSON5] sendet diesen Link. Ich habe es per E-Mail geschickt, ich erinnere mich.	yes
2 bad lemons in a row :( I ordered from this company because I've bought it previous seasons and it worked great for us. This season I bought the next size I needed. One of the pajamas I received had a hole on the foot of the pajama. I returned it and the company sent me a new one. The replacement pajama my son wore one time, I put it in my washing machine just like always and the zipper broke off! I'm so disappointed because I don't have time to be dealing with returns every few days and yet that is what is happening right now.	2 schlechte Zitronen hintereinander :( Ich habe bei dieser Firma bestellt, weil ich sie in den vergangenen Saisons gekauft habe und es bei uns super funktioniert hat. In dieser Saison habe ich die nächste Größe gekauft, die ich brauchte. Einer der Pyjamas, die ich erhalten habe, hatte ein Loch am Fuß des Pyjamas. Ich habe es zurückgegeben und die Firma hat mir ein neues geschickt. Der Ersatzpyjama, den mein Sohn einmal getragen hat, ich habe ihn wie immer in meine Waschmaschine gesteckt und der Reißverschluss ist abgebrochen! Ich bin so enttäuscht, weil ich keine Zeit habe, mich alle paar Tage mit Rücksendungen zu befassen, und doch passiert genau das gerade.	yes
Just as described	Genau wie beschrieben	yes
This is a basic puffer coat. If you are seeking a basic coat, then this coat will meet expectations. The coat arrived in a vacuum sealed bag so it needs to be hung up for a few days to let wrinkles come out and to "puff up" a bit. I am 5 ft 6 inches and the coat is knee length on me. I ordered 2+ sizes up due to other comments and past experience, and the coat is probably a bit larger than needed. However, with heavier sweater or sweatshirt, it should be fine. There are no cuffs on the sleeves so I will likely add those later. The hood functions, but no ties on it. The front zipper works. There are no vents in the side or back for added movement, but with the larger size, I should have plenty of room. There are two pockets at my waist (may be higher or lower on you). There are no trims or styling details-- it is a BASIC COAT. For the price, I think it is fine. I did wear it on a windy day, but not cold. I could not feel the wind, so I feel that is a good sign. However, I am curious how it will perform in the colder temps and in the rain/snow (supposed to be resistent). Overall, I am pleased. The vacuum seal bag can be re-used and the seller included a really cute thank you note which was a great touch.	Dies ist ein einfacher Puffermantel. Wenn Sie auf der Suche nach einem Basismantel sind, wird dieser Mantel die Erwartungen erfüllen. Der Mantel wurde in einem vakuumversiegelten Beutel geliefert und muss für ein paar Tage aufgehängt werden, damit die Falten herauskommen und sich ein wenig „aufblähen“. Ich bin 5 Fuß 6 Zoll groß und der Mantel ist knielang bei mir. Ich habe aufgrund anderer Kommentare und früherer Erfahrungen mehr als 2 Größen größer bestellt, und der Mantel ist wahrscheinlich etwas größer als nötig. Bei einem schwereren Pullover oder Sweatshirt sollte es jedoch in Ordnung sein. Es gibt keine Manschetten an den Ärmeln, also werde ich sie wahrscheinlich später hinzufügen. Die Kapuze funktioniert, aber sie ist nicht gebunden. Der Frontreißverschluss funktioniert. Es gibt weder an der Seite noch am Rücken Belüftungsöffnungen für zusätzliche Bewegungsfreiheit, aber mit der größeren Größe sollte ich viel Platz haben. An meiner Taille befinden sich zwei Taschen (bei dir können sie höher oder niedriger sein). Es gibt keine Verzierungen oder Stylingdetails. Es handelt sich um einen BASIC COAT. Für den Preis finde ich es in Ordnung. Ich habe es an einem windigen Tag getragen, aber nicht kalt. Ich konnte den Wind nicht spüren, also halte ich das für ein gutes Zeichen. Ich bin jedoch gespannt, wie es bei kälteren Temperaturen und bei Regen/Schnee (angeblich widerstandsfähig) abschneidet. Insgesamt freue ich mich. Der vakuumversiegelte Beutel kann wiederverwendet werden und der Verkäufer hat einen wirklich süßen Dankesbrief beigelegt, der eine tolle Geste war.	yes
This is a very nice skirt. The lacy pattern is classy and soft	Das ist ein sehr schöner Rock. Das Spitzenmuster ist edel und weich	yes
