בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
"אני כן חושב שזה לא היה נכון לאסור את דונלד טראמפ.	"I do think it was wrong to ban Donald Trump.	yes
אני חושב שזו הייתה טעות", אמר.	I think it was a mistake," he said.	yes
"אם יש ציוצים שגויים ורעים, יש למחוק אותם או להפוך אותם לבלתי נראים, והשעיה - השעיה זמנית - היא ראויה, אך לא איסור קבוע", הבהיר מאסק.	"If there are wrong and bad tweets, they should be deleted or made invisible, and a suspension - a temporary suspension - is appropriate, but not a permanent ban," Musk clarified.	yes
עד 2050: העולם יאבד 80% מהמים הזמינים לחקלאות	By 2050: The world will lose 80% of the water available for agriculture	yes
מחקר עולמי חדש צופה ירידה משמעותית ב-25 השנים הקרובות •	A new global study predicts a significant decrease in the next 25 years •	yes
הפתרון: ניהול נכון של מאגרי המים	The solution: proper management of the water reservoirs	yes
מחקר חדש ומטריד שפורסם לאחרונה בכתב העת Earth’s Future, צופה כי עד שנת 2050 כמות המים הזמינים לחקלאות תקטן בכ-80% במידה וקצב צריכת המים וגידול אוכלוסיית העולם יישארו במגמות השימוש הנוכחיות שלהן.	A disturbing new study recently published in the journal Earth's Future predicts that by 2050 the amount of water available for agriculture will decrease by about 80% if the rate of water consumption and world population growth remain at their current usage trends.	yes
במחקר, בו השתתפו מדענים מכל סוכנויות המדע בעולם, סיכמו המדענים את כלל כמות מי הגשמים, הנהרות ומקורות המים המתוקים בעולם והשוו אותה לצורך של האנושות בחקלאות.	In a study, in which scientists from all science agencies in the world participated, the scientists summarized the total amount of rainwater, rivers and fresh water sources in the world and compared it to humanity's need for agriculture.	yes
מסקנות המחקר העגומות מראות כי נכון לעכשיו קצב צריכת המים מכפיל את עצמו שוב ושוב ב-10 השנים האחרונות, כאשר במקביל ההתחממות הגלובלית גורמת להתמעטות כמות הגשמים באזורים חקלאיים ברחבי העולם.	The dismal research conclusions show that currently the rate of water consumption is doubling repeatedly in the last 10 years, while at the same time global warming causes a decrease in the amount of rainfall in agricultural areas around the world.	yes
על פי שכלול נתוני המחקר, 84% מהקרקעות המיועדות לחקלאות בעולם יחוו מחסור כבד במי גשמים.	According to the completeness of the research data, 84% of the lands intended for agriculture in the world will experience a severe lack of rainwater.	yes
אחת המסקנות המרכזיות שעלו מהמחקר קוראת לחקלאים ברחבי העולם להתאים את החקלאות לשינויי האקלים ולעונות השנה, ולעבור לשיטות גידול שיקלו על המים לחדור לאדמה על מנת למנוע את תהליך אידוי המים שיוביל לבזבוז נרחב של מי גשמים.	One of the main conclusions that emerged from the study calls for farmers around the world to adapt agriculture to climate changes and the seasons, and to switch to growing methods that will make it easier for water to penetrate the soil in order to prevent the water evaporation process that will lead to widespread waste of rainwater.	yes
כמו כן, החוקרים ממליצים לחקלאים העובדים בסמוך למקורות מים מלוחים, להשתמש בטכנולוגיות איסוף מי גשמים על מנת למנוע את זרימתם לים.	The researchers also recommend that farmers working near saltwater sources use rainwater collection technologies in order to prevent their flow into the sea.	yes
מידע על סטודנטים רבים מאוניברסיטת בר אילן דלף לרשת	Information about many students from Bar Ilan University was leaked online	yes
האקרים שתקפו את מאגר המידע של אוניברסיטת בר אילן לפני כמה שבועות איימו שיפרסמו את המידע על הסטודנטים אם לא יקבלו כופר כספי •	Hackers who attacked the database of Bar Ilan University a few weeks ago threatened to publish the information about the students if they did not receive a financial ransom •	yes
האיום מומש והמידע פורסם ברחבי הרשת.	The threat was carried out and the information was published throughout the network.	yes
סטודנטים באוניברסיטת בר אילן נמצאים תחת מתקפת האקרים כאשר המידע האישי שלהם פורסם ברחבי הרשת על ידי תוקף רשת המכונה Darkrypt ואשר פרסם לפני מספר שבועות דרישת כופר מאנשי האוניברסיטה ואיים שאם לא ישולם לו סכום כסף לא ברור, הוא יפרסם את המידע שנמצא תחת שליטתו.	Students at Bar Ilan University are under attack by hackers when their personal information was published across the web by a network attacker known as Darkrypt who published a ransom demand from the university staff a few weeks ago and threatened that if he was not paid an unspecified amount of money, he would publish the information under his control.	yes
ההערכות לגבי סכום הכסף אותו דרש התוקף הן שמדובר בסכום שהחל באלפי דולרים וככל שהשעון נקף, הוא עלה ולפני שהמידע פורסם הוא כבר הגיע לכמה מיליוני דולרים.	The estimates regarding the amount of money that the attacker demanded are that it is an amount that started in the thousands of dollars and as the clock ticked, it increased and before the information was published it had already reached several million dollars.	yes
קבוצות פייסבוק של סטודנטים מהאוניברסיטה ושל אנשי הסגל מלאות בהודעות זועמות והבלגן חוגג שם, כאשר סטודנטים לא מצליחים להיכנס אל מערכות המידע האישי שלהם ולא יכולים לבצע מטלות סטודנטיאליות שוטפות.	Facebook groups of university students and faculty members are full of angry messages and the mess is celebrated there, when students are unable to log into their personal information systems and cannot perform routine student assignments.	yes
האוניברסיטה שלחה בתפוצת דואר אלקטרוני הודעה בה נמסר על התקיפה שעבר המוסד האקדמי ועל כך שהם פועלים באופן אינטנסיבי על מנת לצמצם את הנזק, תוך כדי שהם מפרטים חלק מהמידע שדלף לרשת.	The university sent out a message via e-mail in which it was reported about the attack that the academic institution underwent and that they are working intensively to reduce the damage, while detailing some of the information that was leaked to the network.	yes
לא נמסרו הנחיות מיוחדות לאלו שהמידע שלהם נפרץ ונאמר שם שהאוניברסיטה ביצעה שורה של פעולות לחיזוק של אמצעי האבטחה של שרתי האוניברסיטה.	No special instructions were given to those whose information was hacked and it was said there that the university carried out a series of actions to strengthen the security measures of the university's servers.	yes
בשורה ל-40 יישובים: הסיב האופטי מגיע לבנימין	News for 40 settlements: the optical fiber is coming to Benjamin	yes
מגמת רישות הפריפריה באינטרנט מהיר ממשיכה וכעת הסיב האופטי מגיע למועצת בנימין הכוללת 40 יישובים •	The trend of peripheral networks with high-speed Internet continues and now the optical fiber reaches the Binyamin Council, which includes 40 localities •	yes
הפרויקט בשיתוף המועצה וחברות התקשורת טלראן, X-Fiber ואינטרנט רימון ייצא לדרך מייד אחרי החגים.	The project in collaboration with the council and the telecommunications companies Talran, X-Fiber and Internet Ramon will be launched immediately after the holidays.	yes
מועצת בנימין חתמה בסוף השבוע על הסכם רחב מסוגו להנחת סיבים אופטיים בכל יישובי המועצה.	At the end of the week, the Benjamin Council signed a broad agreement of its kind to lay optical fibers in all the council's localities.	yes
ההסכם עם מיזם ׳נט-פייבר’ בשיתוף אינטרנט ׳רימון׳, חברת ׳טלראן׳ וחברת X-Fiber נחתם לאחר סיומו של מכרז גדול עליו עמלו במועצה בחודשים האחרונים.	The agreement with the 'Net-Fiber' venture in the Internet partnership 'Rimon', the 'Telran' company and the X-Fiber company was signed after the end of a large tender that the council had been working on for the past few months.	yes
העבודות יחלו לאחר החגים ותושבים מ-40 יישובי המועצה שיהיו מעוניינים להתחבר לתשתית הסיב האופטי יהנו ממהירויות גבוהות של עד 1 ג'יגה וכן מציוד קצה מתקדם לבית שיאפשר קליטת WIFI חזקה, כנדרש בזמנים אלה.	The works will begin after the holidays and residents from the 40 council settlements who are interested in connecting to the fiber optic infrastructure will benefit from high speeds of up to 1 gigabyte as well as advanced home equipment that will enable strong WIFI reception, as required in these times.	yes
המצטרפים יוכלו לבחור בין אינטרנט מהיר על גבי סיבים אופטיים או באינטרנט מסונן מהיר על גבי סיבים אופטיים אותו יספקו באינטרנט רימון.	Those who join will be able to choose between fast internet on fiber optics or fast filtered internet on fiber optics which will be provided by Ramon Internet.	yes
המועצה הקפידה על כך שהשוק ישאר פתוח לתחרות בכל מצב.	The council made sure that the market remained open to competition in any situation.	yes
ראש המועצה האזורית בנימין, ישראל גנץ: "זו ציונות אמיתית.	The head of the Benjamin Regional Council, Israel Gantz: "This is real Zionism.	yes
זו בשורה גדולה לתושבים.	This is great news for residents.	yes
חווית החיים בבנימין תשתפר, התלמידים יוכלו ללמוד מרחוק אם צריך, יהיה ניתן לעבוד מהבית ולהקים עסקים מתקדמים ביישובים שיזכו לאינטרנט איכותי ובלי עיכובים.	The experience of life in Binyamin will improve, students will be able to study remotely if necessary, it will be possible to work from home and establish advanced businesses in communities that will have high-quality internet without delays.	no
אני רוצה לאחל הצלחה לחברות היקרות במשימות הביצוע ביישובים.	I would like to wish success to the dear companies in the implementation tasks in the settlements.	no
התושבים מחכים לכם".	The residents are waiting for you."	no
גנץ הוסיף: "בקרוב נזכה לתנאים ראויים של אינטרנט מהיר מהטובים ביותר בישראל.	Gantz added: "Soon we will have proper conditions for high-speed Internet from the best in Israel.	no
עמלנו חודשים רבים להבאת בסיס להתקנת הסיבים וכעת החזון הופך למציאות.	We worked for many months to bring a foundation for the fiber installation and now the vision is becoming a reality.	no
אני מודה לשר התקשורת יועז הנדל שהתחיל איתנו עוד בקדנציה הקודמת שלו את הפרויקט וכעת אנו קוצרים את פירות העמל, לצוות שר התקשורת, אנשי המועצה שהיו אמונים על פרטי המרכז ולמנכ"לי החברות שזכו במרכז על איכות מקצועית מהטובות בישראל."	I thank the Minister of Communications Yoaz Hendel who started the project with us in his previous term and now we are reaping the fruits of our labor, the team of the Minister of Communications, the members of the council who were entrusted with the details of the center and the CEOs of the companies that won the center for professional quality among the best in Israel."	no
מנכ"ל אינטרנט רימון, יריב פאר: "אני מודה לראש המועצה ישראל גנץ וצוותו שהרימו מיד את הכפפה על מנת להביא בשורה לאלפי תושבי המועצה שיעברו לשימוש באינטרנט מהיר שישדרג את איכות החיים בתחומי החינוך, הכלכלה וכמובן הפנאי."	CEO of Internet Rimon, Yariv Farr: "I thank the head of the council Israel Gantz and his team for immediately lifting the glove in order to bring good news to the thousands of residents of the council who will switch to using high-speed internet that will improve the quality of life in the fields of education, the economy and of course leisure."	no
מנכ"ל קבוצת התקשורת 'טלראן', שי אסלן: "אנו שמחים על החלטת מועצת בנימין להתחבר לתשתיות אינטרנט מהיר ועוצמתי ואני בטוח כי בזכות ניסיון הרב של הקבוצה נוכל להעניק לתושבים אינטרנט מהיר בדיוק כמו במרכז הארץ."	CEO of the 'Telran' communications group, Shay Aslan: "We are happy about the Benjamin Council's decision to connect to fast and powerful internet infrastructure and I am sure that thanks to the group's extensive experience we will be able to provide residents with fast internet just like in the center of the country."	no
מנכ"ל אקס-פייבר, ישראל אליצור: "הקמת תשתיות תקשורת בבנימין היא הציונות של שנת 2021, אקס-פייבר גאה לקחת חלק בהקמת התשתית החדישה באיזורים התנכיים של בנימין, אין לי ספק כי בזכות ההיכרות שלנו עם שטחי יו"ש בכלל ובנימין בפרט נעמוד בכל אתגר הנדסי על מנת להביא את האינטרנט המהיר לכל בית ברחבי המועצה".	X-Fiber CEO, Israel Elitzur: "Establishing communication infrastructure in Benjamin is the Zionism of 2021, X-Fiber is proud to take part in the establishment of the state-of-the-art infrastructure in the biblical areas of Benjamin, I have no doubt that thanks to our familiarity with Yosh areas in general and Benjamin in particular We will meet every engineering challenge in order to bring high-speed internet to every home throughout the council."	no
בדקנו: מה אומרות תופעות הלוואי שאחרי חיסון הקורונה?	We checked: What do the side effects after the corona vaccine say?	yes
אנשים רבים שמתחסנים מרגישים חולשה, חום ועייפות לאחר קבלת הזריקה, בעוד שאחרים אינם חשים בדבר •	Many people who get vaccinated feel weak, feverish and tired after receiving the shot, while others do not •	yes
האם זה יכול להצביע על מערכת חיסונית חזקה יותר של אלה שכן חווים תופעות אלו, או שמדובר בשמועה משוללת יסוד?	Could this indicate a stronger immune system of those who do experience these symptoms, or is this a baseless rumor?	yes
בעוד יותר ויותר אנשים מתחסנים, ממשיך חוסר המידע על אודות תופעות הלוואי לבלבל וליצור שמועות, שרובן אינן נכונות.	While more and more people are getting vaccinated, the lack of information about the side effects continues to confuse and create rumors, most of which are not true.	yes
האם המערכת החיסונית של אלה שפיתחו תופעות לוואי חזקה יותר מאשר אלה שגופם הגיב פחות בחומרה לחיסון, מה שאולי יכול להוכיח שהמערכת שלהם לא מצליחה להיאבק בגוף זר שנכנס לגוף?	Are the immune systems of those who developed side effects stronger than those whose bodies reacted less severely to the vaccine, which may prove that their systems are unable to fight a foreign body entering the body?	yes
"יש כמה רמות של תגובות לחיסון", אומר ד"ר דוד דביר, ראש אגף רפואה ראשונית במאוחדת וחבר בוועדה המייעצת לצט"מ (צוות טיפול במגיפות), ומרגיע: "כאבי ראש, עייפות, כאבים במקום, אלו התגובות המיידיות של מערכת החיסון.	"There are several levels of reactions to the vaccine," says Dr. David Dvir, head of the primary medicine department at Moheded and a member of the advisory committee for the Epidemic Treatment Team, and reassures: "Headaches, fatigue, local pain, these are the immediate reactions of the immune system .	yes
כך הגוף מגיב בכניסה של גוף זר למערכת".	This is how the body reacts to the entry of a foreign body into the system."	yes
יש קשר בין רמות הנוגדנים שמפתחים לתופעות הלוואי?	Is there a connection between the levels of antibodies that are developed and the side effects?	yes
"אין קורלציה בין התחושות לפיתוח נוגדנים נגד הווירוס.	"There is no correlation between the feelings and the development of antibodies against the virus.	yes
כ־60%-50% חשים בתופעות הלוואי, אבל כ־90% מפתחים הגנה נגד הווירוס.	About 50-60% feel the side effects, but about 90% develop protection against the virus.	yes
לא נמצא שאנשים שפיתחו תגובות חזקות מוגנים יותר".	It was not found that people who developed strong reactions were more protected."	no
"בספרות הרפואית לא מופיעה קורלציה בין תגובה מיידית לרמת החיסון.	"In the medical literature, there is no correlation between an immediate reaction and the level of the vaccine.	no
בחלק מהניסויים שבהם אנשים קיבלו גם חיסוני פלצבו, כרבע מהם פיתחו כאבי ראש.	In some trials where people also received placebo vaccines, about a quarter of them developed headaches.	no
זהו גם מרכיב נפשי - איך האדם תופס את החיסון, אם הוא מצפה שיהיו תופעות לוואי.	This is also a mental component - how the person perceives the vaccine, if he expects there to be side effects.	no
הרבה מהתופעות שקורות יכלו לקרות גם באופן רגיל, אבל מכיוון שהציבור חוסן הוא מייחס את התגובה לחיסון עצמו, וזו הטייה שרואים בנוגע לחיסונים באופן כללי - ייחוס של תופעות שקורות בסמוך לחיסון ומיוחסות אליו".	Many of the phenomena that happen could also happen normally, but since the public is vaccinated, they attribute the reaction to the vaccine itself, and this is a bias that you see regarding vaccines in general - the attribution of phenomena that happen near the vaccine and are attributed to it."	no
לפי ד"ר דביר, הסיבות לתופעות הרווחות המדווחות, כמו חולשה וכאבי ראש, אינן ידועות עדיין.	According to Dr. Dvir, the reasons for the commonly reported symptoms, such as weakness and headaches, are not yet known.	no
בנוגע לדלקת שריר הלב (מיוקרדיטיס), הדעות חלוקות.	Regarding myocarditis, opinions differ.	no
"יש כל מיני תיאוריות בנושא, אבל יש לציין שהווירוס עצמו גורם לשיעורים גבוהים יותר של מיוקרדיטיס מאשר החיסון.	"There are all kinds of theories on the subject, but it should be noted that the virus itself causes higher rates of myocarditis than the vaccine.	no
אחת התיאוריות היא שזו תגובה חזקה של מערכת החיסון".	One of the theories is that it is a strong reaction of the immune system."	no
יש בכלל אפשרות להעריך חוזק של מערכת חיסון?	Is it even possible to assess the strength of the immune system?	no
"כשחשפו סטודנטים לנגיף השפעת, הראו שאלה שלא ישנו או שהיו בלחץ גבוה יותר היו יותר פגיעים להידבקות.	"When students were exposed to the flu virus, they showed that those who didn't sleep or were under higher stress were more vulnerable to infection.	no
מלבד זאת, יש פרמטרים מעבדתיים שבודקים את המערכת החיסונית או את המרכיבים שלה.	Apart from this, there are laboratory parameters that test the immune system or its components.	no
כשיש ירידה במערכת החיסון, רואים את זה מייד.	When there is a decrease in the immune system, you see it immediately.	no
אנשים חוטפים הרבה מחלות ויראליות או זיהומיות.	People catch many viral or infectious diseases.	no
זה לא שמישהו מסתובב עם מערכת חיסונית חלשה ולא מודע לזה.	It's not like someone walks around with a weak immune system and isn't aware of it.	no
אלה אנשים שמגיעים לבירורים בגלל אירועים חוזרים ונשנים של מחלות זיהומיות, ומה שמשפיע על המערכת הם דברים בנאליים: לחץ, תזונה, שינה.	These are people who come for inquiries because of repeated incidents of infectious diseases, and what affects the system are banal things: stress, nutrition, sleep.	no
אגב, אנחנו גם לא רוצים מערכת חיסון חזקה מדי, כי היא יכולה לגרום למחלות אוטואימוניות".	By the way, we also don't want an immune system that is too strong, because it can cause autoimmune diseases."	no
בקרוב חיסוני MRNA יופיעו בהקשרים נוספים, וזאת הודות לידע הרב שהצטבר לגביהם בתקופה האחרונה.	Soon MRNA vaccines will appear in additional contexts, thanks to the extensive knowledge that has been accumulated about them in recent times.	no
"אין ספק שייסלל פתח לחיסונים אחרים מהסוג הזה.	"There is no doubt that an opening will be paved for other vaccines of this type.	no
בודקים את הטכנולוגיה הזו להרבה מאוד שימושים מעבר לחיסונים - לטיפולים במחלות אונקולוגיות, למשל.	This technology is being tested for many uses beyond vaccines - for the treatment of oncological diseases, for example.	no
היעילות שלהם היא שהחומר נשאר מעט מאוד זמן בגוף - נכנס, עושה את הפעולה שלו, ואז מתפרק.	Their efficiency is that the substance stays in the body for a very short time - enters, does its action, and then breaks down.	no
הטכנולוגיה הזו לא חדשה, אבל היא קיבלה בוסט רציני בעקבות הצורך המאוד גדול בחיסון מהיר.	This technology is not new, but it received a serious boost following the very great need for a rapid vaccine.	no
עכשיו, למשל, אנחנו יודעים שמרווח של שלושה שבועות בין מנה למנה הוא קטן מדי, וחלק ממומחי החיסונים טוענים שיכול להיות שאחרי מנה שלישית לא נצטרך עוד חיסון בטווח הקרוב, כך שלא ברור אם אנחנו הולכים למצב של חיסון מדי חצי שנה או שהמנה השלישית תיתן מרווח גדול יותר".	Now, for example, we know that an interval of three weeks between doses is too small, and some vaccine experts claim that it is possible that after the third dose we will not need another vaccine in the near term, so it is not clear whether we are going to a situation of vaccination every six months or that the third dose will give an interval bigger".	no
אלפים נפגעו: מחדל פרטיות חמור בכביש 6	Thousands were injured: a serious breach of privacy on Route 6	yes
לקוחות כביש 6?	Route 6 customers?	yes
ייתכן שמידע פרטי שלכם, הכולל שם מלא, כתובות, סכומי תשלום ופרטים מלאים על הנסיעות שערכתם, נחשף •	It is possible that your private information, including full name, addresses, payment amounts and complete details about the trips you have made, has been disclosed •	yes
לטענת הרשות להגנת הפרטיות, חברת דרך ארץ הפרה את חוק הגנת הפרטיות ותקנותיו.	According to the Privacy Protection Authority, Derech Eretz violated the Privacy Protection Law and its regulations.	yes
לאחר דיווח שהעבירה חברת דרך ארץ, מפעילת כביש 6 בישראל, על אירוע אבטחה שהתרחש בחברה, החלה הרשות להגנת הפרטיות בהליך אכיפה.	After a report submitted by Derech Eretz, operator of Route 6 in Israel, about a security incident that occurred at the company, the Authority for the Protection of Privacy began an enforcement procedure.	yes
במסגרת האירוע התגלו חולשות אבטחה באתר התשלומים שלה, אשר אפשרו חשיפה של מידע רב מתוך החשבוניות של לקוחות החבר, שהיו חשופות לעיני כל.	As part of the event, security weaknesses were discovered on its payment site, which allowed the disclosure of a lot of information from the invoices of the member's customers, which were exposed for all to see.	yes
בין היתר, נחשפו חשבוניות התשלום של הלקוחות לאורך תקופה לא קצרה וחשבוניות אלו כללו מידע אישי, לרבות שם פרטי ומשפחה, סכומי תשלום, מיקום הרכב, תאריכי הנסיעות ובאילו שעות.	Among other things, the customers' payment invoices were exposed over a considerable period of time and these invoices included personal information, including first and last name, payment amounts, the location of the vehicle, the dates of the trips and at what times.	yes
נוסף על כך, מכיוון שחברת דרך ארץ לא תיעדה כנדרש בחוק את הגישה למערכותיה, לא ניתן לדעת בצורה מדויקת במשך איזו תקופה יכלו גורמים שאינם מורשים לגשת למערכות החברה.	On top of that, since Derech Eretz did not document the access to its systems as required by law, it is not possible to know precisely for what period of time unauthorized parties could access the company's systems.	yes
במכתב ההפרה, שהעבירה הרשות להגנת הפרטיות לחברה, הדגישה הרשות כי רוב החברות והארגונים הגדולים במשק נדרשים לנקוט מדיניות אבטחת מידע דינמית, וכי עם התפתחותם של איומים וסיכונים, על הארגון חלה חובה לבחון בקפדנות את הסיכונים המתעדכנים ולפעול בהתאם לעדכון אמצעי האבטחה המקובלים בנסיבות העניין, בהתאם לאופי המאגר וטיבו.	In the violation letter, which the Authority for the Protection of Privacy sent to the company, the Authority emphasized that most companies and large organizations in the economy are required to adopt a dynamic information security policy, and that with the development of threats and risks, the organization has an obligation to carefully examine the updated risks and act in accordance with the update of the security measures accepted in the circumstances of the case, in accordance to the nature of the reservoir and its nature.	yes
כתוצאה מכך, חלה על חברות וארגונים החובה לעדכן את מערכותיהם ולערוך סקרי סיכונים ומבדקי חדירות, כדי לבחון את הסיכונים המשתנים ולהיערך להם.	As a result, companies and organizations have the obligation to update their systems and conduct risk surveys and penetration tests, in order to examine the changing risks and prepare for them.	yes
כמו כן, חלה חובה על חברות וארגונים להשתמש במנגנון תיעוד אוטומטי ויש לערוך הדרכות לעובדים, בהתאם להוראות תקנות הגנת הפרטיות (אבטחת מידע).	Also, there is an obligation for companies and organizations to use an automatic documentation mechanism and training must be conducted for employees, in accordance with the provisions of the privacy protection (information security) regulations.	no
בהתאם לממצאי הפיקוח קבעה הרשות כי החברה הפרה את הוראות חוק הגנת הפרטיות ותקנותיו וכן דרשה מהחברה לבצע מספר פעולות מתקנות.	In accordance with the findings of the inspection, the authority determined that the company violated the provisions of the Privacy Protection Law and its regulations and also demanded that the company perform several corrective actions.	no
מחברת דרך ארץ, מפעילת כביש 6 נמסר: "הנושא טופל בהתאם לדרישות המחמירות ביותר"	The Derech Eretz company, operator of Route 6 stated: "The matter was handled in accordance with the strictest requirements"	no
אזהרת המסע לאיסטנבול: בשורה מפתיעה לישראלים מחברות התעופה הטורקיות	Travel warning to Istanbul: surprising news for Israelis from Turkish airlines	yes
חברות טורקיש איירליינס ופגסוס יאפשרו לישראלים להחליף יעד או מועד לטיסה שברשותם	Turkish Airlines and Pegasus will allow Israelis to change their destination or date of flight	yes
בשורה לישראלים שהזמינו כרטיסים לטורקיה לפני אזהרת המסע: חברות התעופה יאפשרו להחליף את מועדי הטיסה.	Good news for Israelis who ordered tickets to Turkey before the travel warning: the airlines will allow changing the flight dates.	yes
תזכורת: מוקדם יותר השבוע המטה ללוחמה בטרור העלה לדרגה ארבע את חומרת אזהרת המסע לאיסטנבול.	Reminder: Earlier this week, the Counter-Terrorism Headquarters raised the severity of the travel warning to Istanbul to level four.	yes
זוהי הרמה הגבוהה ביותר ומשמעותה "רמת איום גבוהה: אין להגיע למדינה זו ובמקרה של שהייה יש לעזוב את המדינה בהקדם".	This is the highest level and means "high threat level: do not come to this country and in the case of a stay you must leave the country as soon as possible".	yes
טורקיש איירליינס ופגסוס מסרו כי הן יאפשרו לישראלים שהזמינו את טיסתם לפני צאת אזהרת המסע, כלומר לפני התאריך 13.6.22, להחליף את יעד או מועד הטיסה שברשותם.	Turkish Airlines and Pegasus stated that they will allow Israelis who booked their flight before the travel warning, i.e. before the date 13.6.22, to change the destination or the date of the flight they have.	yes
זאת באמצאות פנייה לחברת התעופה.	This is by contacting the airline.	yes
שר התיירות רזבוזוב אמר: "אזרחי ישראל לא צריכים לשלם מחיר כלכלי בגלל איומי טרור.	Tourism Minister Razvozov said: "Citizens of Israel should not pay an economic price because of terrorist threats.	yes
אני שמח שחברות תעופה גדולות כמו טורקיש אירליינס ופגסוס נענו לבקשתנו ואני מקווה שחברות נוספות יתנו מענה דומה לכל אזרחי ישראל שביטלו את החופשה בטורקיה בגלל אזהרת המסע החמורה".	I am happy that major airlines such as Turkish Airlines and Pegasus responded to our request and I hope that other companies will provide a similar response to all Israeli citizens who canceled their vacation in Turkey due to the severe travel warning."	yes
מתלבטים לאן לטוס בקיץ?	Confused about where to fly in the summer?	yes
נטפליקס תציע סיורים בחינם באירופה בעקבות סדרות אהובות	Netflix will offer free tours of Europe following favorite series	yes
המטבעה המלכותית מ"בית הנייר", ארמון בקינגהאם מ"הכתר", או בכלל תעלת סן מרטין מ"אמילי בפריז" - ערי אירופה יחכו לכם •	The Royal Mint from "Paper House", Buckingham Palace from "The Crown", or even the Saint Martin Canal from "Emily in Paris" - European cities will be waiting for you •	yes
סיורים חינמיים בלוקיישנים של הסדרות הפופולריות ביותר של שירות הסטרימינג.	Free tours of the locations of the streaming service's most popular series.	yes
מחפשים חופשה לא שגרתית לקיץ הקרוב?	Looking for an unusual vacation for the coming summer?	yes
ובכן, מה דעתכם לצאת לסיורים חינמיים בעקבות גיבורי הסדרות האהובות של נטפליקס?	Well, how about going on free tours following the heroes of your favorite Netflix series?	yes
כן, החברה החליטה לצאת מהמסך אל הרחוב, ולהציע לכם סיורים חינמיים בלונדון, פריז ומדריד בעקבות הסדרות האהובות.	Yes, the company decided to leave the screen to the street, and offer you free tours in London, Paris and Madrid following the favorite series.	yes
בפריז תוכלו לסייר בעקבות גיבורת הסדרה "אמילי בפריז", או בעקבות גיבורי הסדרה "לופן"; בלונדון תלכו יד ביד עם גיבורי וגיבורות הסדרות "הכתר" ו"ברידג'רטון"; ובמדריד תצאו בעקבות גיבורי "בית הנייר" ו"אליטה".	In Paris, you can tour following the heroine of the series "Emily in Paris", or following the heroes of the series "Lopin"; In London you will walk hand in hand with the heroes and heroines of the series "The Crown" and "Bridgerton"; And in Madrid you will follow the heroes of "Beit Haneir" and "Alita".	yes
הסיורים המוצעים יתרחשו בין 11 ל-17 ביולי בלונדון, בפריז ובמדריד, ויועברו על ידי מדריכים מקומיים בשיתוף חברת הסיורים SANDEMANs, בשפה האנגלית.	The tours offered will take place between July 11 and 17 in London, Paris and Madrid, and will be conducted by local guides in cooperation with the tour company SANDEMANs, in the English language.	yes
אז אם אתם בעניין ויש לכם "קראש" על אחת הסדרות האלו - ולרבים יש - תוכלו כעת ללכת באתרים ההיסטוריים ובערים האירופיות המיוחדות האלו, ולא תצטרכו ללכת לאיבוד או להתמצא לבד באתרים השונים.	So if you are interested and have a "crush" on one of these series - and many do - you can now go to the historical sites and these special European cities, and you won't have to get lost or find your way around the various sites on your own.	yes
כל מה שצריך זה להגיע בתאריכים האלו, עם ידע בסיסי באנגלית, ולצעוד עם המדריכים.	All that is needed is to arrive on these dates, with a basic knowledge of English, and walk with the guides.	no
לפרטים נוספים על הסיורים, וכן לכלל הסדרות של החברה שרצות כיום, ניתן להיכנס אל הלינק הבא: https://netflix.neweuropetours.eu/	For more details about the tours, as well as all of the company's series currently running, you can go to the following link: https://netflix.neweuropetours.eu/	no
שמי סעודיה מתקרבים: החברות הישראליות מתכוננות לתגבר קווים למזרח	The skies of Saudi Arabia are approaching: the Israeli companies are preparing to increase lines to the east	yes
הסיכום המתגבש לחופש טיסה מורחב מעל סעודיה: חברת התעופה נערכת להשקת טיסות חדשות למזרח הרחוק על חשבון יעדים באירופה	The emerging conclusion for extended flight freedom over Saudi Arabia: the airline is preparing to launch new flights to the Far East at the expense of destinations in Europe	yes
בחברת התעופה הגדולה בישראל מתכננים שינויים משמעותיים לקראת הגעת נשיא ארה"ב ג'ו ביידן לישראל.	The largest airline in Israel is planning significant changes ahead of the arrival of US President Joe Biden in Israel.	yes
כפי שפרסמנו ב"ישראל היום", ההערכה היא שביידן יכריז על מתן אישור לאל על ולכל חברות התעופה הישראליות לטוס מעל סעודיה ליעדים נוספים מלבד איחוד האמירויות.	As we published in "Israel Today", it is estimated that Biden will announce the granting of permission to Al Al and all Israeli airlines to fly over Saudi Arabia to other destinations besides the United Arab Emirates.	yes
המשמעות של ההסכם המתגבש היא שאל על תוכל לטוס בנתיבים קצרים יותר ליעדי המזרח הרחוק ולאוסטרליה.	The meaning of the emerging agreement is that you will be able to fly on shorter routes to destinations in the Far East and Australia.	yes
לשם כך, החברה תצטרך לבטל טיסות ליעדים פחות רווחיים, וזאת כדי לפנות מטוסים לטובת יעדים חדשים.	To this end, the company will have to cancel flights to less profitable destinations, and this in order to clear planes in favor of new destinations.	yes
היעדים שהטיסות אליהם יבוטלו החל מחודש נובמבר הקרוב הם ורשה, טורונטו ובריסל.	The destinations to which the flights will be canceled starting this November are Warsaw, Toronto and Brussels.	yes
