בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs born in Iran	yes
"אין ספק שייסלל פתח לחיסונים אחרים מהסוג הזה.	"There is no doubt that it will pave the way for other vaccines of this kind.	no
בודקים את הטכנולוגיה הזו להרבה מאוד שימושים מעבר לחיסונים - לטיפולים במחלות אונקולוגיות, למשל.	This technology is being tested for many uses beyond vaccines - for the treatment of oncological diseases, for example.	no
היעילות שלהם היא שהחומר נשאר מעט מאוד זמן בגוף - נכנס, עושה את הפעולה שלו, ואז מתפרק.	Their effectiveness is that the substance remains very little time in the body - enters, does its action, and then breaks down.	no
הטכנולוגיה הזו לא חדשה, אבל היא קיבלה בוסט רציני בעקבות הצורך המאוד גדול בחיסון מהיר.	This technology is not new, but it has received a serious boost following the very great need for a quick vaccine.	no
עכשיו, למשל, אנחנו יודעים שמרווח של שלושה שבועות בין מנה למנה הוא קטן מדי, וחלק ממומחי החיסונים טוענים שיכול להיות שאחרי מנה שלישית לא נצטרך עוד חיסון בטווח הקרוב, כך שלא ברור אם אנחנו הולכים למצב של חיסון מדי חצי שנה או שהמנה השלישית תיתן מרווח גדול יותר".	Now, for example, we know that a three-week interval between doses is too small, and some vaccine experts claim that after a third dose we may not need another vaccine in the near term, so it is not clear whether we are going to a situation of vaccination every six months or the third dose will give a larger interval. "	no
אלפים נפגעו: מחדל פרטיות חמור בכביש 6	Thousands injured: Serious privacy omission on Highway 6	yes
לקוחות כביש 6?	Customers of Route 6?	yes
ייתכן שמידע פרטי שלכם, הכולל שם מלא, כתובות, סכומי תשלום ופרטים מלאים על הנסיעות שערכתם, נחשף •	Your personal information, including full name, addresses, payment amounts and full details of the trips you have taken, may have been disclosed.	yes
לטענת הרשות להגנת הפרטיות, חברת דרך ארץ הפרה את חוק הגנת הפרטיות ותקנותיו.	According to the Privacy Protection Authority, Derech Eretz violated the Privacy Protection Law and its regulations.	yes
לאחר דיווח שהעבירה חברת דרך ארץ, מפעילת כביש 6 בישראל, על אירוע אבטחה שהתרחש בחברה, החלה הרשות להגנת הפרטיות בהליך אכיפה.	Following a report submitted by Derech Eretz, the operator of Route 6 in Israel, about a security incident that occurred at the company, the Privacy Protection Authority began an enforcement procedure.	yes
במסגרת האירוע התגלו חולשות אבטחה באתר התשלומים שלה, אשר אפשרו חשיפה של מידע רב מתוך החשבוניות של לקוחות החבר, שהיו חשופות לעיני כל.	As part of the incident, security weaknesses were discovered on its payment site, which allowed the disclosure of a lot of information from the invoices of the member's customers, which were exposed to all eyes.	yes
בין היתר, נחשפו חשבוניות התשלום של הלקוחות לאורך תקופה לא קצרה וחשבוניות אלו כללו מידע אישי, לרבות שם פרטי ומשפחה, סכומי תשלום, מיקום הרכב, תאריכי הנסיעות ובאילו שעות.	Among other things, customers' payment invoices were exposed over a long period of time and these invoices included personal information, including first and last name, payment amounts, location of the vehicle, travel dates and at what times.	yes
נוסף על כך, מכיוון שחברת דרך ארץ לא תיעדה כנדרש בחוק את הגישה למערכותיה, לא ניתן לדעת בצורה מדויקת במשך איזו תקופה יכלו גורמים שאינם מורשים לגשת למערכות החברה.	In addition, since Derech Eretz did not document access to its systems as required by law, it is not possible to know precisely for how long unauthorized parties could access the company's systems.	yes
במכתב ההפרה, שהעבירה הרשות להגנת הפרטיות לחברה, הדגישה הרשות כי רוב החברות והארגונים הגדולים במשק נדרשים לנקוט מדיניות אבטחת מידע דינמית, וכי עם התפתחותם של איומים וסיכונים, על הארגון חלה חובה לבחון בקפדנות את הסיכונים המתעדכנים ולפעול בהתאם לעדכון אמצעי האבטחה המקובלים בנסיבות העניין, בהתאם לאופי המאגר וטיבו.	In the violation letter, which the Privacy Protection Authority sent to the company, the Authority emphasized that most companies and large organizations in the economy are required to adopt a dynamic information security policy, and that with the development of threats and risks, the organization has an obligation to rigorously examine the updated risks and act in accordance with the update of the security measures accepted in the circumstances, in accordance with the nature and nature of the database.	yes
כתוצאה מכך, חלה על חברות וארגונים החובה לעדכן את מערכותיהם ולערוך סקרי סיכונים ומבדקי חדירות, כדי לבחון את הסיכונים המשתנים ולהיערך להם.	As a result, companies and organizations are required to update their systems and conduct risk surveys and penetration tests to examine and prepare for the changing risks.	yes
כמו כן, חלה חובה על חברות וארגונים להשתמש במנגנון תיעוד אוטומטי ויש לערוך הדרכות לעובדים, בהתאם להוראות תקנות הגנת הפרטיות (אבטחת מידע).	In addition, companies and organizations are required to use an automatic documentation mechanism and training must be conducted for employees, in accordance with the provisions of the Privacy Protection (Information Security) Regulations.	no
בהתאם לממצאי הפיקוח קבעה הרשות כי החברה הפרה את הוראות חוק הגנת הפרטיות ותקנותיו וכן דרשה מהחברה לבצע מספר פעולות מתקנות.	In accordance with the findings of the inspection, the Authority determined that the company violated the provisions of the Privacy Protection Law and its regulations, and also required the company to take a number of corrective actions.	no
מחברת דרך ארץ, מפעילת כביש 6 נמסר: "הנושא טופל בהתאם לדרישות המחמירות ביותר"	Derech Eretz, the operator of Route 6, said: "The issue was handled in accordance with the strictest requirements."	no
אזהרת המסע לאיסטנבול: בשורה מפתיעה לישראלים מחברות התעופה הטורקיות	Travel warning to Istanbul: Surprising news for Israelis from Turkish Airlines	yes
חברות טורקיש איירליינס ופגסוס יאפשרו לישראלים להחליף יעד או מועד לטיסה שברשותם	Turkish Airlines and Pegasus will allow Israelis to change the destination or date of their flight	yes
בשורה לישראלים שהזמינו כרטיסים לטורקיה לפני אזהרת המסע: חברות התעופה יאפשרו להחליף את מועדי הטיסה.	In a line for Israelis who booked tickets to Turkey before the travel warning: The airlines will allow the flight dates to be changed.	yes
תזכורת: מוקדם יותר השבוע המטה ללוחמה בטרור העלה לדרגה ארבע את חומרת אזהרת המסע לאיסטנבול.	Reminder: Earlier this week, the Counter-Terrorism Headquarters raised the severity of the travel warning to Istanbul to level four.	yes
זוהי הרמה הגבוהה ביותר ומשמעותה "רמת איום גבוהה: אין להגיע למדינה זו ובמקרה של שהייה יש לעזוב את המדינה בהקדם".	This is the highest level and means "high threat level: Do not come to this country and in case of stay leave the country as soon as possible."	yes
טורקיש איירליינס ופגסוס מסרו כי הן יאפשרו לישראלים שהזמינו את טיסתם לפני צאת אזהרת המסע, כלומר לפני התאריך 13.6.22, להחליף את יעד או מועד הטיסה שברשותם.	Turkish Airlines and Pegasus said that they will allow Israelis who booked their flight before the travel warning, that is, before the date 13.6.22, to change their destination or flight date.	yes
זאת באמצאות פנייה לחברת התעופה.	This is by contacting the airline.	yes
שר התיירות רזבוזוב אמר: "אזרחי ישראל לא צריכים לשלם מחיר כלכלי בגלל איומי טרור.	Tourism Minister Razvozov said: "Israeli citizens should not have to pay an economic price because of terrorist threats.	yes
אני שמח שחברות תעופה גדולות כמו טורקיש אירליינס ופגסוס נענו לבקשתנו ואני מקווה שחברות נוספות יתנו מענה דומה לכל אזרחי ישראל שביטלו את החופשה בטורקיה בגלל אזהרת המסע החמורה".	I am glad that major airlines such as Turkish Airlines and Pegasus responded to our request and I hope that other companies will give a similar response to all Israeli citizens who canceled their vacation in Turkey because of the severe travel warning. "	yes
מתלבטים לאן לטוס בקיץ?	Wondering where to fly this summer?	yes
נטפליקס תציע סיורים בחינם באירופה בעקבות סדרות אהובות	Netflix will offer free tours of Europe following beloved series	yes
המטבעה המלכותית מ"בית הנייר", ארמון בקינגהאם מ"הכתר", או בכלל תעלת סן מרטין מ"אמילי בפריז" - ערי אירופה יחכו לכם •	The Royal Mint from "House of Paper," Buckingham Palace from "The Crown," or even the Saint Martin Canal from "Emily in Paris" - European cities will be waiting for you •	yes
סיורים חינמיים בלוקיישנים של הסדרות הפופולריות ביותר של שירות הסטרימינג.	Free tours of the locations of the streaming service's most popular series.	yes
מחפשים חופשה לא שגרתית לקיץ הקרוב?	Looking for an unusual vacation this summer?	yes
ובכן, מה דעתכם לצאת לסיורים חינמיים בעקבות גיבורי הסדרות האהובות של נטפליקס?	Well, how about taking free tours following the heroes of Netflix's beloved series?	yes
כן, החברה החליטה לצאת מהמסך אל הרחוב, ולהציע לכם סיורים חינמיים בלונדון, פריז ומדריד בעקבות הסדרות האהובות.	Yes, the company decided to go off the screen to the street, and offer you free tours in London, Paris and Madrid following the favorite series.	yes
בפריז תוכלו לסייר בעקבות גיבורת הסדרה "אמילי בפריז", או בעקבות גיבורי הסדרה "לופן"; בלונדון תלכו יד ביד עם גיבורי וגיבורות הסדרות "הכתר" ו"ברידג'רטון"; ובמדריד תצאו בעקבות גיבורי "בית הנייר" ו"אליטה".	In Paris you can follow the heroine of the series "Emily in Paris," or the heroes of the series "Lupin"; in London you will walk hand in hand with the heroes and heroines of the series "The Crown" and "Bridgerton"; and in Madrid you will follow the heroes of "House of Paper" and "Elite."	yes
הסיורים המוצעים יתרחשו בין 11 ל-17 ביולי בלונדון, בפריז ובמדריד, ויועברו על ידי מדריכים מקומיים בשיתוף חברת הסיורים SANDEMANs, בשפה האנגלית.	The proposed tours will take place from July 11 to 17 in London, Paris and Madrid, and will be conducted by local guides in cooperation with the tour company SANDEMANs, in English.	yes
אז אם אתם בעניין ויש לכם "קראש" על אחת הסדרות האלו - ולרבים יש - תוכלו כעת ללכת באתרים ההיסטוריים ובערים האירופיות המיוחדות האלו, ולא תצטרכו ללכת לאיבוד או להתמצא לבד באתרים השונים.	So if you are interested and have a "crush" on one of these series - and many do - you can now walk through the historical sites and these special European cities, and you will not have to get lost or find yourself alone in the various sites.	yes
כל מה שצריך זה להגיע בתאריכים האלו, עם ידע בסיסי באנגלית, ולצעוד עם המדריכים.	All you need is to arrive on these dates, with a basic knowledge of English, and walk with the guides.	no
לפרטים נוספים על הסיורים, וכן לכלל הסדרות של החברה שרצות כיום, ניתן להיכנס אל הלינק הבא: https://netflix.neweuropetours.eu/	For more details about the tours, as well as all the company's series that are currently running, you can go to the following link: Https: / / netflix.neweuropetours.eu /	no
שמי סעודיה מתקרבים: החברות הישראליות מתכוננות לתגבר קווים למזרח	The skies of Saudi Arabia are approaching: Israeli companies are preparing to reinforce lines to the east	yes
הסיכום המתגבש לחופש טיסה מורחב מעל סעודיה: חברת התעופה נערכת להשקת טיסות חדשות למזרח הרחוק על חשבון יעדים באירופה	The consolidating tally for expanded flight freedom over Saudi Arabia: The airline is preparing to launch new flights to the Far East at the expense of destinations in Europe	yes
בחברת התעופה הגדולה בישראל מתכננים שינויים משמעותיים לקראת הגעת נשיא ארה"ב ג'ו ביידן לישראל.	Israel's largest airline is planning significant changes ahead of US President Joe Biden's arrival in Israel.	yes
כפי שפרסמנו ב"ישראל היום", ההערכה היא שביידן יכריז על מתן אישור לאל על ולכל חברות התעופה הישראליות לטוס מעל סעודיה ליעדים נוספים מלבד איחוד האמירויות.	As we published in "Israel Today," it is believed that Biden will announce the granting of permission to El Al and all Israeli airlines to fly over Saudi Arabia to more destinations besides the UAE.	yes
המשמעות של ההסכם המתגבש היא שאל על תוכל לטוס בנתיבים קצרים יותר ליעדי המזרח הרחוק ולאוסטרליה.	The meaning of the emerging agreement is that you will be able to fly on shorter routes to destinations in the Far East and Australia.	yes
לשם כך, החברה תצטרך לבטל טיסות ליעדים פחות רווחיים, וזאת כדי לפנות מטוסים לטובת יעדים חדשים.	To do this, the company will have to cancel flights to less profitable destinations, in order to evacuate aircraft in favor of new destinations.	yes
היעדים שהטיסות אליהם יבוטלו החל מחודש נובמבר הקרוב הם ורשה, טורונטו ובריסל.	The destinations to which flights will be canceled starting this November are Warsaw, Toronto and Brussels.	yes
מדובר בשלושה יעדים שבהם יש אוכלוסייה יהודית לא קטנה, אך בשלב זה הם פחות רווחיים לחברה.	These are three destinations where there is a fairly large Jewish population, but at this stage they are less profitable for the company.	yes
לעומת זאת, היעדים החדשים שבוחנים באל על הם טוקיו שביפן, הונג קונג, אוסטרליה ומקומות נוספים במזרח הרחוק.	On the other hand, the new destinations that El Al is exploring are Tokyo in Japan, Hong Kong, Australia and other places in the Far East.	yes
כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.	This is how the move will be carried out: The Dreamliner planes flying to Canada will be released in favor of long flights to the east.	yes
מטוסי הבואינג 737 שטסים לוורשה ולבריסל יועברו לשימוש לטיסות ליעדים כמו לונדון ופריז, שאליהם מפעילה אל על טיסות באמצעות מטוסי הדרימליינר.	The Boeing 737 aircraft flying to Warsaw and Brussels will be used for flights to destinations such as London and Paris, to which El Al operates flights using the Dreamliner aircraft.	no
כך שבעצם החברה תוכל לשחרר מטוסים גדולים כדי לטוס ליעדים נוספים במזרח.	So basically the company will be able to free up large planes to fly to more destinations in the east.	no
בה בעת, באל על מצפים לשיחות שיתקיימו בשבועות הקרובים בנוגע לאפשרות שחברות התעופה הישראליות יוכלו לחזור לטוס לטורקיה, לשם תוכל החברה להפעיל טיסות באמצעות מטוסי הבואינג 737 של חברת התעופה.	At the same time, El Al expects talks to take place in the coming weeks regarding the possibility that Israeli airlines will be able to return to flying to Turkey, where the company will be able to operate flights using the airline's Boeing 737 aircraft.	no
עושים סדר בבלאגן: כמה תשלמו עבור מזוודה בכל חברת תעופה?	How much will you pay for a suitcase on each airline?	yes
קבלו את המדריך המפורט למחירי הכבודה בחברות התעופה השונות •	Get a detailed guide to baggage prices on different airlines •	yes
מי מציעה 6 יורו לתוספת של עד 10 ק"ג, ואיפה המחיר אף פעם לא כולל מזוודות?	Who offers 6 euros for an extra up to 10 kg, and where the price never includes luggage?	yes
המחירים השתנו, תנאי הכבודה כבר לא אותו הדבר וישראלים רבים מופתעים כשהם מגיעים לנמל התעופה ומגלים שהם צריכים להוסיף סכומים גבוהים עבור מזוודות שחשבו שכלולות במחיר.	Prices have changed, baggage conditions are no longer the same and many Israelis are surprised when they arrive at the airport and find that they have to add high amounts for luggage that they thought was included in the price.	yes
איך תדעו מה תנאי הכבודה של חברת התעופה?	How do you know what the airline's baggage policy is?	yes
בשביל זה אנחנו כאן.	That's what we're here for.	yes
קבוצת לופטהנזה (סוויס, אוסטריאן ולופטהנזה) – כרטיס הלייט כולל כבודת יד בלבד, אם תרצו להוסיף מזוודה, תצטרכו לעשות את זה שבעה ימים מראש דרך האתר בעלות של 70 דולרים לכיוון, בטלפון זה יעלה לכם 80 דולרים ובנמל התעופה 100 דולרים.	Lufthansa Group (Swiss, Austrian and Lufthansa) - The flight ticket includes hand luggage only, if you want to add a suitcase, you will have to do it seven days in advance through the website at a cost of $70 per direction, by phone it will cost you $80 and at the airport $100.	yes
במחלקה גבוהה יותר ישנה כבודה שכלולה במחיר הכרטיס במשקל של עד 23 קילוגרמים, ובפרימיום אקונומי ניתן לקחת גם שתי מזוודות.	In a higher class there is luggage included in the ticket price weighing up to 23 kilograms, and in economy premium you can also take two suitcases.	yes
באמריקן איירליינס מציעים לנוסעים לניו יורק ומיאמי כבודה במשקל של 23 קילוגרמים ומזוודת טרולי.	American Airlines offers passengers to New York and Miami baggage weighing 23 kilograms and a trolley suitcase.	yes
אם תרצו להוסיף מזוודה גדולה במשקל של 23 קילוגרמים תשלמו 100 דולרים לכיוון.	If you want to add a large suitcase weighing 23 kilograms you will pay 100 dollars per direction.	yes
ביונייטד איירליינס מציעים מזוודה במשקל של עד 23 קילוגרם במחלקת תיירים, בפרימיום שתי מזוודות באותו המשקל ובביזנס שתי מזוודות במשקל של 32 קילוגרם.	United Airlines offers a suitcase weighing up to 23 kilograms in economy class, in premium two suitcases of the same weight and in business two suitcases weighing 32 kilograms.	no
כמובן שניתן להוסיף גם טרולי.	Of course, trollies can also be added.	no
בארקיע מחיר הכרטיס הבסיסי כולל תיק יד שגודלו לא עולה על 55*20*40 ובמשקל של עד 7 קילוגרם.	In Arkia, the basic ticket price includes a handbag that does not exceed 55 * 20 * 40 and weighs up to 7 kilograms.	no
מזוודה במשקל של עד 20 קילוגרם תעלה 40 דולרים לכיוון בהזמנה מראש.	A suitcase weighing up to 20 kilograms will cost 40 dollars per direction by pre-order.	no
בנמל התעופה המחיר יעמוד על 90 דולרים לנוסע לכיוון.	At the airport, the price will be $90 per passenger per direction.	no
בטורקיש איירליינס מציעים טרולי של 8 קילוגרם לטסים לטורקיה ולממשיכים עם אנדולוג'ט ליעדי המשך.	Turkish Airlines offers an 8-kilogram trolley for flying to Turkey and continuing with Anadoljet to onward destinations.	no
מי שממשיך עם טורקיש איירליינס ליעדים מחוץ לטורקיה זכאי למזוודה גדולה במשקל של עד 23 קילוגרמים.	Those who continue with Turkish Airlines to destinations outside Turkey are entitled to a large suitcase weighing up to 23 kilograms.	no
אם תרצו להוסיף כבודה, מומלץ לעשות זאת באינטרנט ומראש.	If you want to add baggage, it is recommended to do so online and in advance.	no
בחברת וירג'ין אטלנטיק ניתן לעלות למטוס עם טרולי או תיק יד בגודל של עד 56*36*23.	At Virgin Atlantic, you can board with a trolley or handbag up to 56 * 36 * 23 in size.	no
במידה שתרכשו כרטיס לייט, תוספת מזוודה גדולה תעלה 75 דולרים בשדה.	If you purchase a Lite ticket, an extra large suitcase will cost $75 in the field.	no
אם תרכשו כרטיס רגיל, הוא יכלול גם מזוודה של עד 23 קילוגרם.	If you purchase a standard ticket, it will also include a suitcase of up to 23 kilograms.	no
איתיחאד איירווייז מאפשרת לעלות למטוס עם תיק יד או טרולי במשקל של עד 7 קילוגרם ומזוודה נוספת של עד 23 קילוגרם.	Etihad Airways allows you to board the plane with a handbag or trolley weighing up to 7 kilograms and an additional suitcase of up to 23 kilograms.	no
בישראייר המחיר לא כולל כבודה.	The price does not include baggage.	no
אם תרצו להזמין מזוודה במשקל של עד 40 קילוגרם, תשלמו 40 דולרים לכיוון בהזמנה מראש, כאשר בנמל התעופה זה יעלה לכם 80 דולרים.	If you want to order a suitcase weighing up to 40 kilograms, you will pay $40 per direction in advance, while at the airport it will cost you $80.	no
טרולי במשקל של עד 8 קילוגרם יעלה 9 דולר לכיוון.	A trolley weighing up to 8lb will cost $9 a go.	no
חברת הלואוקוסט וויז אייר מאפשרת לנוסעים שרכשו כרטיס בסיסי לעלות למטוס עם תיק גב בלבד.	The low-cost airline Wizz Air allows passengers who have purchased a basic ticket to board the plane with only a backpack.	no
אם תרצו להוסיף כבודה מעבר לכך, המחיר משתנה בהתאם לסוג הכרטיס שתרכשו וליעד, והמחירים יכולים להגיע לכמה מאות שקלים למזוודה (150-290 לכיוון), תלוי במשקל המזוודה שתבחרו.	If you want to add baggage beyond that, the price varies depending on the type of ticket you purchase and the destination, and prices can reach several hundred shekels per suitcase (150-290 per direction), depending on the weight of the suitcase you choose.	no
בחברת איזיג'ט מאפשרים להעלות תיק קטן בגודל של 45*36*20 ובתנאי שיוכל להיכנס מתחת למושב.	EasyJet allows you to bring a small bag with a size of 45 * 36 * 20, provided that it can fit under the seat.	no
מעבר לכך, בכרטיס הבסיסי תצטרכו לשלם עבור תוספת של כבודה.	On top of that, you'll have to pay for extra baggage.	no
מי שיזמין מושב עם יותר מקום לרגליים יוכל להבא איתו תיק גדול במידות של 56*45*25.	Those who order a seat with more legroom will be able to bring a large bag with dimensions of 56 * 45 * 25.	no
מחיר השדרוג למושב מועדף שיקנה גם יותר כבודה משתנה בין הטיסות.	The price of upgrading to a preferred seat that will also buy more baggage varies between flights.	no
מדיניות הכבודה של ראינאייר היא המורכבת ביותר, ומתחילה מתיק אישי בסיסי שיכול להיכנס מתחת למושב בחינם.	Ryanair's baggage policy is the most complex, starting with a basic personal bag that can go under the seat for free.	no
אם תרצו להוסיף, תוכלו להתחיל מ-6 יורו לכיוון בתנאי שכל הכבודה שלכם לא תגיע ליותר מ-10 קילוגרם, ומשם המחירים מזנקים ויכולים להגיע גם למאות שקלים לנוסע לכיוון, תלוי בסוג הכבודה שתבחרו ובכרטיס שרכשתם.	If you want to add, you can start from 6 euros per direction provided that all your luggage does not exceed 10 kilograms, and from there the prices jump and can also reach hundreds of shekels per passenger per direction, depending on the type of luggage you choose and the ticket you purchased.	no
בכרטיס הלייט של אל על תהיו זכאים לכבודת יד של עד 8 קילוגרם.	With the El Al Lite card, you will be entitled to hand luggage of up to 8 kilograms.	no
אם תרכשו כרטיסי קלאסיק תהיו זכאים גם למזוודה גדולה שתישלח לבטן המטוס.	If you purchase Classic tickets you will also be entitled to a large suitcase that will be sent to the belly of the plane.	no
הזמנה של מזוודה נוספת יכולה לעלות בין 90-150 דולרים לכיוון אם תעשו זאת בנמל התעופה, בהזמנה מראש המחיר מעט זול יותר.	Booking an extra suitcase can cost between $90-150 one way if you do it at the airport, with advance booking the price is slightly cheaper.	no
פטור מבידוד למחוסנים ומחלימים ממדינות שאינן אדומות, התיירים הזרים חוזרים.	Exempt from isolation for the vaccinated and recovering from non-red countries, the foreign tourists are returning.	yes
הנוחתים בארץ קיבלו הודעות ממשרד הבריאות שלפיהן הם פטורים מחובת הבידוד עם קבלת תשובה שלילית לבדיקת הקורונה •	Those who landed in Israel received notices from the Ministry of Health that they are exempt from the isolation obligation upon receiving a negative answer to the coronavirus test •	yes
רק לאחר מכן הוציא המשרד הודעה רשמית לפיה רק מדובר רק בנוסעים ממדינות כתומות, למרות שגם חוזרים ממדינות אדומות דיווחו על קבלת ההודעה •	Only after that did the ministry issue an official notice saying that only passengers from orange countries were involved, even though returnees from red countries also reported receiving the notice •	yes
בנוסף: תיירים מיעדים כתומים יוכלו להיכנס לארץ וכן צפויה הסרה של יעדים אדומים רבים מהרשימה.	In addition: Tourists from orange destinations will be able to enter the country and the removal of many red destinations from the list is expected.	yes
בשיא מגפה - הסוף לבידוד לחוזרים מחו"ל?	At the height of a pandemic - the end to isolation for returnees from abroad?	yes
משרד הבריאות שלח הבוקר (שני) הודעות לשבים לארץ, ולפיהן הם פטורים מבידוד עם קבלת תשובה שלילית לבדיקת הקורונה שביצעו לאחר הנחיתה בישראל.	The Ministry of Health sent notices to returnees to Israel on Monday morning, according to which they are exempt from isolation upon receiving a negative answer to the coronavirus test they took after landing in Israel.	yes
מדובר גם בשבים ממדינות אדומות.	It's also about returning from red states.	yes
חלק מההודעות שנשלחו הודיעו לחוזרים שהם יכולים להשתחרר לאחר קבלת תשובה שלילית או לאחר 24 שעות לכל המאוחר, וחלק מהם קיבלו את הפטור לאחר שקיבלו את התשובה השלילית.	Some of the messages sent informed the returnees that they could be released after receiving a negative reply or after 24 hours at the latest, and some of them received the exemption after receiving the negative reply.	yes
רק לאחר מכן יצאה הודעות רשמית ממשרד הבריאות ובה נכתב כי החל מהלילה בחצות, 4.1.2022, מחוסנים או מחלימים , השבים ממדינות כתומות יבצעו בדיקת PCR בנתב"ג ויכנסו לבידוד למשך 24 שעות או עד קבלת תוצאה שלילית (המוקדם מביניהם).	Only after that did an official announcement come out from the Ministry of Health stating that starting tonight at midnight, January 4, 2022, vaccinated or recovered, returnees from orange countries will take a PCR test at Ben Gurion Airport and go into isolation for 24 hours or until a negative result is received (whichever comes first).	yes
ההחלטה תעוגן בצו מנכ"ל משרד הבריאות ותובא לאישור ועדת הבריאות של הכנסת.	The decision will be enshrined in the order of the Director General of the Ministry of Health and will be submitted to the Knesset Health Committee for approval.	yes
במשרד הבהירו כי מחוסנים או מחלימים שכבר שבו לישראל ממדינה כתומה וקיבלו תוצאה שלילית מבדיקת ה-PCR שביצעו בכניסה לישראל, יסיימו את הבידוד הלילה בחצות והם אינם מחויבים בביצוע בדיקה שנייה.	The ministry clarified that vaccinated or recovered people who have already returned to Israel from an orange country and received a negative result from the PCR test they took upon entering Israel will end isolation tonight at midnight and are not obliged to take a second test.	no
למרות זאת, נוסעים ממדינות אדומות דיווחו כי גם הם קיבלו את ההודעה.	Despite this, passengers from red countries reported that they too had received the message.	no
מי שלא התחסן או החלים ושב ממדינה כתומה, יכנס לבידוד ביתי למשך 14 יום, עם אפשרות לקיצור בידוד עם קבלת תוצאה שלילית בבדיקת pcr שבוצעה החל מהיום ה-7 לנחיתה בישראל (יום הנחיתה הוא היום הראשון).	Those who have not been vaccinated or recovered and returned from an orange country will enter home isolation for 14 days, with the possibility of shortening isolation upon receiving a negative result in a PCR test performed starting from the 7th day of landing in Israel (the day of landing is the first day).	no
ההחלטה על הסרת רוב ההגבלות על הטסים ובעיקר על המחוסנים מגיעה יום לפני הדיון בבג״ץ שהגישו התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות.	The decision to remove most of the restrictions on flights and especially on the vaccinated comes a day before the hearing in the High Court of Justice submitted by the Association of Travel Agencies, the Headquarters for Open Skies and the Hotel Association.	no
בדיון שיתקיים מחר צפויים לדרוש העותרים להסיר את כל שאר המדינות האדומות מהרשימה, כאשר מי שמגבה אותם בחוות דעתו הוא פרופסור איתמר גרוטו.	At a hearing to be held tomorrow, the petitioners are expected to demand that all other red states be removed from the list, with Professor Itamar Grotto backing them in his opinion.	no
גם זרים יוכלו להיכנס.	Foreigners will also be able to enter.	no
ראש הממשלה ושרי החוץ, הבריאות, הפנים, התיירות והתחבורה סיכמו כי החל מיום ראשון 9.1.2022, תותר כניסת זרים מחוסנים/מחלימים (לפי הגדרת משרד הבריאות) ממדינות כתומות - זאת בכפוף למילוי טופס מקוון מבעוד מועד, ביצוע בדיקת PCR או אנטיגן לפני העלייה למטוס, ביצוע בדיקת PCR בכניסה לישראל ולאחריה כניסה לבידוד למשך 24 שעות או קבלת תשובה שלילית בבדיקה (המוקדם מביניהם).	The Prime Minister and the Ministers of Foreign Affairs, Health, Interior, Tourism and Transport agreed that as of Sunday, January 9, 2022, vaccinated / recovered foreigners (as defined by the Ministry of Health) from orange countries will be allowed to enter - subject to filling out an online form in advance, taking a PCR or antigen test before boarding, taking a PCR test upon entering Israel and then entering isolation for 24 hours or receiving a negative test result (whichever comes first).	no
זרים לא מחוסנים/ לא מחלימים (לפי הגדרת משרד הבריאות) לא יורשו להיכנס לישראל.	Unvaccinated / non-recovered foreigners (as defined by the Ministry of Health) will not be allowed to enter Israel.	no
זרים ממדינות אדומות, למעט מי שכניסתם אושרה על ידי ועדת החריגים, לא יורשו להיכנס לישראל.	Foreigners from red countries, except those whose entry has been approved by the exceptions committee, will not be allowed to enter Israel.	no
מתווה הקבוצות לא יחודש בשלב זה.	The group layout will not be renewed at this time.	no
ומה עם מדינות אדומות?	And what about red states?	no
הוועדה לסיווג מדינות במשרד הבריאות ממליצה לממשלה הוועדה ממליצה להסיר מרשימת המדינות האדומות ולהעביר לרשימת הכתומות את המדינות: דרום אפריקה, הונגריה, ניגריה, ספרד, פורטוגל, צרפת, קנדה.	The Committee for the Classification of Countries at the Ministry of Health recommends that the government remove from the list of red countries and transfer to the orange list the countries: South Africa, Hungary, Nigeria, Spain, Portugal, France, Canada.	no
המדינות שנותרות בשלב זה ברשימת המדינות האדומות: איחוד האמירויות, ארה"ב, אתיופיה, הממלכה המאוחדת, טנזניה, מקסיקו, שווייץ ותורכיה.	The countries that remain on the red list at this stage are: The United Arab Emirates, the United States, Ethiopia, the United Kingdom, Tanzania, Mexico, Switzerland and Turkey.	no
אפשרות נוספת שבוחנים במשרד הבריאות היא לפטור מבידוד את המחוסנים שחוזרים ממדינות אדומות.	Another option that the Ministry of Health is considering is to exempt from isolation the vaccinated who return from red countries.	no
כרגע לא ברור אם יש קשר בין ההודעות שקיבלו הבוקר החוזרים לישראל לבין ההנחיות שעשויות להתקבל במשרד הבריאות בנושא הזה.	At the moment it is not clear whether there is a connection between the messages received this morning by those returning to Israel and the guidelines that may be received from the Ministry of Health on this issue.	no
ממשרד הבריאות טרם התקבלה תגובה.	No response has yet been received from the Ministry of Health.	no
השמיים מתחילים להיפתח: משרד הבריאות משנה את ההגבלות על שערי הארץ	The sky is starting to open: The Ministry of Health changes the restrictions on the gates of the country	yes
מחוסנים החוזרים ממדינות כתומות יחויבו בבידוד של 24 שעות •	Vaccinated returning from orange countries will be charged with 24-hour isolation •	yes
