בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Onion endangered: Three cheetah cubs born in Iran	yes
ג'יי אולסון, פוסט-דוקטורנט באוניברסיטת מקגיל בקנדה וחוקר שעוסק בדרכים למדידת יצירתיות, לא היה מעורב במחקר אך לא הופתע מהתוצאות.	Jay Olson, a postdoctoral fellow at McGill University in Canada and a researcher who deals with ways to measure creativity, was not involved in the study but was not surprised by the results.	no
לדעתו, במסגרת פעילות חשיבה, אנשים לרוב מסתכלים על סביבתם כדי להסתייע ביצירת רעיונות, ואילו במפגש וידאו החשיבה מתכנסת אל המסך ולא מתרחבת באופן המאפשר יצירתיות.	In his opinion, within a thinking activity, people often look at their surroundings to help generate ideas, while in a video session thinking converges to the screen and does not expand in a way that facilitates creativity.	no
"כשהאנשים באותו חדר הם מביטים סביבם ורואים את המרחב, שבו יש חפצים ומצבים שיכולים לעורר בהם אסוציאציות חדשות.	“When the people in the same room they look around and see the space, where there are objects and situations that can trigger new associations in them.	no
לעומת זאת, המחקר מראה שיחסים דרך מחשב משנים את תשומת הלב שלנו כך שאנו יותר מרוכזים פנימה ולמסך, והאופן הזה מצמצם את החדשנות ויצירת רעיונות דרך ההסתכלות על הסביבה והחשיבה החוצה".	In contrast, research shows that relationships through a computer change our attention so that we are more focused in and on the screen, and this way reduces innovation and generating ideas through looking at the environment and thinking outward.”	no
אין פגיעה בחשיבה הביקורתית.	There is no harm to critical thinking.	no
עם זאת, ולפני שמנהלים מריצים את העובדים חזרה למשרדים, מציינים החוקרים כי "העבודה דרך מחשב לא פגעה בפריון עצמו ולא בחשיבה הביקורתית של האנשים על הצעות חדשניות, כשהיה עליהם לבחור את הרעיון הכי טוב מתוך סט רעיונות.	However, and before managers run employees back to the offices, researchers note that “working through a computer did not harm productivity itself nor people's critical thinking of innovative proposals, when they had to choose the best idea from a set of ideas.	no
כלומר, הפגיעה היא ממוקדת ליצירתיות בלבד ולא לשאר צורות העבודה מול מחשב".	That is, the impact is focused on creativity only and not the rest of the forms of working at a computer.”	no
פרופ' אלן לנגר, פרופסור לפסיכולוגיה באוניברסיטת הרווארד, מסייגת גם היא את הממצאים.	Prof. Ellen Langer, a professor of psychology at Harvard University, also qualifies the findings.	no
לדבריה, "יש הבדל בין סתם יצירתיות, כמו שימושים חדשים לפריזבי (אחת משאלות המחקר; א"ג) לבין פתרונות של עבודה.	“There is a difference between just creativity, such as new uses of frisbee (one of the research questions; EG) and work solutions.	no
ייתכן גם שכשהעובדים נינוחים יותר אחרי היכרות, או ששהם עובדים מהבית, היצירתיות כן תשתפר".	It is also possible that when employees are more relaxed after acquaintance, or when they work from home, creativity will improve.”	no
הן פרופ' לנגר והן ד"ר אולסון, גם הציעו מחקר עתידי בו פגישות כאלו יופסקו למצבי חשיבה ושוטטות בחדר כדי לראות איך הפעילות הזו תשפיע על התוצאה הסופית.	Both Prof. Langer and Dr. Olson also proposed future research in which such sessions would be terminated into thinking situations and roaming the room to see how this activity would affect the final outcome.	no
כמו כן ד"ר אולסון הציע כי בעקבות המחקר רק לפגישות סיעור מוחות עובדים יחזרו לעבודה וככלל הוא הציע שלא להיבהל ממחקר אחד אלא לבצע עוד חקירה בתחום.	Also Dr. Olson suggested that following the study only for brainstorming sessions employees would return to work and as a rule he suggested not to be alarmed by one study but to carry out another investigation in the field.	no
"לא הייתי רוצה שעובדים יוחזרו בכפייה ולא יהיו מאושרים זו פגיעה גדולה יותר" הוא אומר.	“I wouldn't want workers to be forcibly reinstated and not be happy is a bigger injury” he says.	no
מאסק מחכה לשובו של טראמפ: "לא היה נכון לחסום אותו"	Musk awaits Trump's return: 'It wasn't right to block him'	yes
הרוכש הטרי של טוויטר אמר כי הוא יהפוך את החלטה, אשר הובילה לחסימת חשבונו של נשיא ארה"ב לשעבר •	The fresh purchaser of Twitter said that he would reverse the decision, which led to the blocking of the former US president's account •	yes
"חושב שזאת הייתה טעות", הודה.	“I think it was a mistake,” he admitted.	yes
בעליו של טסלה ו-SpaceX, אילון מאסק, שרכש לאחרונה את טוויטר בעסקה המוערכת ב-44 מיליארד דולר, אמר היום (שלישי) כי בכוונתו להחזיר את טראמפ לרשת החברתית, אשר חסמה אותו בעודו היה נשיא, לאחר התפרעויות מצד תומכיו בגבעת הקפיטל לאחר ההפסד בבחירות מול המועמד הדמוקרטי, ג'ו ביידן.	Tesla and SpaceX owner Elon Musk, who recently acquired Twitter in a $44 billion deal, said Tuesday that he plans to bring Trump back to the social network, which blocked him while he was president, after riots by supporters on Capital Hill after his election loss to Democratic candidate Joe Biden.	yes
"אני כן חושב שזה לא היה נכון לאסור את דונלד טראמפ.	“I do think it was wrong to ban Donald Trump.	yes
אני חושב שזו הייתה טעות", אמר.	I think it was a mistake,” he said.	yes
"אם יש ציוצים שגויים ורעים, יש למחוק אותם או להפוך אותם לבלתי נראים, והשעיה - השעיה זמנית - היא ראויה, אך לא איסור קבוע", הבהיר מאסק.	“If there are incorrect and bad tweets, they must be deleted or made invisible, and suspension - temporary suspension - is appropriate, but not a permanent ban,” Musk clarified.	yes
עד 2050: העולם יאבד 80% מהמים הזמינים לחקלאות	By 2050: The world will lose 80% of the water available for agriculture	yes
מחקר עולמי חדש צופה ירידה משמעותית ב-25 השנים הקרובות •	A new global study predicts a significant decline in the next 25 years •	yes
הפתרון: ניהול נכון של מאגרי המים	The solution: proper management of water reserves	yes
מחקר חדש ומטריד שפורסם לאחרונה בכתב העת Earth’s Future, צופה כי עד שנת 2050 כמות המים הזמינים לחקלאות תקטן בכ-80% במידה וקצב צריכת המים וגידול אוכלוסיית העולם יישארו במגמות השימוש הנוכחיות שלהן.	A new and disturbing study published recently in the journal Earth's Future predicts that by 2050 the amount of water available for agriculture will decrease by 80% if the rate of water consumption and world population growth remain within their current usage trends.	yes
במחקר, בו השתתפו מדענים מכל סוכנויות המדע בעולם, סיכמו המדענים את כלל כמות מי הגשמים, הנהרות ומקורות המים המתוקים בעולם והשוו אותה לצורך של האנושות בחקלאות.	In the study, involving scientists from all the world's scientific agencies, scientists summarized the total amount of rainwater, rivers and fresh water sources in the world and compared it to humanity's need for agriculture.	yes
מסקנות המחקר העגומות מראות כי נכון לעכשיו קצב צריכת המים מכפיל את עצמו שוב ושוב ב-10 השנים האחרונות, כאשר במקביל ההתחממות הגלובלית גורמת להתמעטות כמות הגשמים באזורים חקלאיים ברחבי העולם.	The dismal conclusions of the study show that currently the rate of water consumption has repeatedly doubled in the last 10 years, while at the same time global warming causes rainfall to decrease in agricultural areas around the world.	yes
על פי שכלול נתוני המחקר, 84% מהקרקעות המיועדות לחקלאות בעולם יחוו מחסור כבד במי גשמים.	According to the study's data, 84% of the world's agriculturally designated soils will experience heavy rainwater shortages.	yes
אחת המסקנות המרכזיות שעלו מהמחקר קוראת לחקלאים ברחבי העולם להתאים את החקלאות לשינויי האקלים ולעונות השנה, ולעבור לשיטות גידול שיקלו על המים לחדור לאדמה על מנת למנוע את תהליך אידוי המים שיוביל לבזבוז נרחב של מי גשמים.	One of the key conclusions emerged from the study calls for farmers around the world to adapt agriculture to climate change and seasons, and switch to growing methods that would make it easier for water to penetrate the soil in order to prevent the process of evaporation of water that would lead to widespread waste of rainwater.	yes
כמו כן, החוקרים ממליצים לחקלאים העובדים בסמוך למקורות מים מלוחים, להשתמש בטכנולוגיות איסוף מי גשמים על מנת למנוע את זרימתם לים.	Also, the researchers recommend that farmers working near salt water sources, use rainwater collection technologies in order to prevent it from flowing into the sea.	yes
מידע על סטודנטים רבים מאוניברסיטת בר אילן דלף לרשת	Information about many students from Bar Ilan University leaked online	yes
האקרים שתקפו את מאגר המידע של אוניברסיטת בר אילן לפני כמה שבועות איימו שיפרסמו את המידע על הסטודנטים אם לא יקבלו כופר כספי •	Hackers who attacked the Bar Ilan University database a few weeks ago threatened to publish the student information if they did not receive a ransom.	yes
האיום מומש והמידע פורסם ברחבי הרשת.	The threat was realized and the information was posted across the network.	yes
סטודנטים באוניברסיטת בר אילן נמצאים תחת מתקפת האקרים כאשר המידע האישי שלהם פורסם ברחבי הרשת על ידי תוקף רשת המכונה Darkrypt ואשר פרסם לפני מספר שבועות דרישת כופר מאנשי האוניברסיטה ואיים שאם לא ישולם לו סכום כסף לא ברור, הוא יפרסם את המידע שנמצא תחת שליטתו.	Students at Bar Ilan University are under attack by hackers when their personal information is posted across the network by a network attacker known as Darkrypt and who several weeks ago posted a ransom demand from the university's personnel and threatened that if he was not paid an unclear amount of money, he would publish the information under his control.	yes
ההערכות לגבי סכום הכסף אותו דרש התוקף הן שמדובר בסכום שהחל באלפי דולרים וככל שהשעון נקף, הוא עלה ולפני שהמידע פורסם הוא כבר הגיע לכמה מיליוני דולרים.	Estimates of the amount of money demanded by the attacker are that it was an amount that started in thousands of dollars and as the clock lifted, it rose and before the information was published it had already reached several million dollars.	yes
קבוצות פייסבוק של סטודנטים מהאוניברסיטה ושל אנשי הסגל מלאות בהודעות זועמות והבלגן חוגג שם, כאשר סטודנטים לא מצליחים להיכנס אל מערכות המידע האישי שלהם ולא יכולים לבצע מטלות סטודנטיאליות שוטפות.	Facebook groups of university students and faculty are filled with angry messages and the mess is celebrating there, with students unable to log in to their personal information systems and cannot perform regular student assignments.	yes
האוניברסיטה שלחה בתפוצת דואר אלקטרוני הודעה בה נמסר על התקיפה שעבר המוסד האקדמי ועל כך שהם פועלים באופן אינטנסיבי על מנת לצמצם את הנזק, תוך כדי שהם מפרטים חלק מהמידע שדלף לרשת.	The university sent an e-mail message stating the assault suffered by the academic institution and that they were working intensively to reduce the damage, detailing some of the information leaked to the network.	yes
לא נמסרו הנחיות מיוחדות לאלו שהמידע שלהם נפרץ ונאמר שם שהאוניברסיטה ביצעה שורה של פעולות לחיזוק של אמצעי האבטחה של שרתי האוניברסיטה.	No special instructions were provided to those whose information was compromised and it was said there that the university had carried out a series of actions to strengthen the security measures of the university's servers.	yes
בשורה ל-40 יישובים: הסיב האופטי מגיע לבנימין	Lined up to 40 localities: The optical fiber reaches Benjamin	yes
מגמת רישות הפריפריה באינטרנט מהיר ממשיכה וכעת הסיב האופטי מגיע למועצת בנימין הכוללת 40 יישובים •	The fast internet peripheral networking trend continues and now the fiber optic reaches Binyamin Council, which includes 40 localities •	yes
הפרויקט בשיתוף המועצה וחברות התקשורת טלראן, X-Fiber ואינטרנט רימון ייצא לדרך מייד אחרי החגים.	The project in collaboration with the council and telecommunications companies Telran, X-Fiber and Rimon Internet will be launched right after the holidays.	yes
מועצת בנימין חתמה בסוף השבוע על הסכם רחב מסוגו להנחת סיבים אופטיים בכל יישובי המועצה.	The Benjamin Council signed a wide-ranging agreement on the weekend to place fiber optics in all council settlements.	yes
ההסכם עם מיזם ׳נט-פייבר’ בשיתוף אינטרנט ׳רימון׳, חברת ׳טלראן׳ וחברת X-Fiber נחתם לאחר סיומו של מכרז גדול עליו עמלו במועצה בחודשים האחרונים.	The agreement with NetFiber in collaboration with Rimon Internet, Teleran and X-Fiber was signed after the conclusion of a large tender on which the Council had been labored in recent months.	yes
העבודות יחלו לאחר החגים ותושבים מ-40 יישובי המועצה שיהיו מעוניינים להתחבר לתשתית הסיב האופטי יהנו ממהירויות גבוהות של עד 1 ג'יגה וכן מציוד קצה מתקדם לבית שיאפשר קליטת WIFI חזקה, כנדרש בזמנים אלה.	The work will begin after the holidays and residents from 40 council communities who will be interested in connecting to the fiber optic infrastructure will enjoy high speeds of up to 1 GB as well as advanced edge equipment to the home that will allow strong WIFI reception, as required at these times.	yes
המצטרפים יוכלו לבחור בין אינטרנט מהיר על גבי סיבים אופטיים או באינטרנט מסונן מהיר על גבי סיבים אופטיים אותו יספקו באינטרנט רימון.	The accentors will be able to choose between high-speed internet over fiber optics or fast filtered internet over the same fiber optics will provide online grenade.	yes
המועצה הקפידה על כך שהשוק ישאר פתוח לתחרות בכל מצב.	The Council made sure that the market remains open to competition in any situation.	yes
ראש המועצה האזורית בנימין, ישראל גנץ: "זו ציונות אמיתית.	The head of the Binyamin Regional Council, Yisrael Gantz: “This is true Zionism.	yes
זו בשורה גדולה לתושבים.	It's a big news for residents.	yes
חווית החיים בבנימין תשתפר, התלמידים יוכלו ללמוד מרחוק אם צריך, יהיה ניתן לעבוד מהבית ולהקים עסקים מתקדמים ביישובים שיזכו לאינטרנט איכותי ובלי עיכובים.	The experience of living in Binyamin will improve, students will be able to study remotely if necessary, it will be possible to work from home and establish advanced businesses in communities that will receive high-quality Internet without delays.	no
אני רוצה לאחל הצלחה לחברות היקרות במשימות הביצוע ביישובים.	I want to wish success to the valuable companies in the execution tasks in the communities.	no
התושבים מחכים לכם".	The residents are waiting for you.”	no
גנץ הוסיף: "בקרוב נזכה לתנאים ראויים של אינטרנט מהיר מהטובים ביותר בישראל.	Gantz added: “Soon we will get proper high-speed internet conditions among the best in Israel.	no
עמלנו חודשים רבים להבאת בסיס להתקנת הסיבים וכעת החזון הופך למציאות.	We have labored for many months to bring a foundation to install the fibers and now the vision is becoming a reality.	no
אני מודה לשר התקשורת יועז הנדל שהתחיל איתנו עוד בקדנציה הקודמת שלו את הפרויקט וכעת אנו קוצרים את פירות העמל, לצוות שר התקשורת, אנשי המועצה שהיו אמונים על פרטי המרכז ולמנכ"לי החברות שזכו במרכז על איכות מקצועית מהטובות בישראל."	I thank Communications Minister Yoaz Handel who started the project with us in his previous term and now we are reaping the fruits of the labor, the staff of the Minister of Communications, the Council members who were in charge of the details of the Center and the CEOs of the companies that won the Center for professional quality among the best in Israel.”	no
מנכ"ל אינטרנט רימון, יריב פאר: "אני מודה לראש המועצה ישראל גנץ וצוותו שהרימו מיד את הכפפה על מנת להביא בשורה לאלפי תושבי המועצה שיעברו לשימוש באינטרנט מהיר שישדרג את איכות החיים בתחומי החינוך, הכלכלה וכמובן הפנאי."	Rimon Internet CEO Yariv Peer: “I thank Council Chief Yisrael Gantz and his team for immediately lifting the gauntlet to bring a line to thousands of council residents who will move to using a fast Internet that will upgrade the quality of life in the fields of education, economy and of course leisure.”	no
מנכ"ל קבוצת התקשורת 'טלראן', שי אסלן: "אנו שמחים על החלטת מועצת בנימין להתחבר לתשתיות אינטרנט מהיר ועוצמתי ואני בטוח כי בזכות ניסיון הרב של הקבוצה נוכל להעניק לתושבים אינטרנט מהיר בדיוק כמו במרכז הארץ."	Talran Communications Group CEO Shai Aslan: “We are delighted at the Binyamin Council's decision to connect with a powerful high-speed Internet infrastructure and I am confident that thanks to the group's extensive experience, we will be able to provide residents with just as fast internet as in the center of the country.”	no
מנכ"ל אקס-פייבר, ישראל אליצור: "הקמת תשתיות תקשורת בבנימין היא הציונות של שנת 2021, אקס-פייבר גאה לקחת חלק בהקמת התשתית החדישה באיזורים התנכיים של בנימין, אין לי ספק כי בזכות ההיכרות שלנו עם שטחי יו"ש בכלל ובנימין בפרט נעמוד בכל אתגר הנדסי על מנת להביא את האינטרנט המהיר לכל בית ברחבי המועצה".	Ex-Faber CEO Yisrael Elitzur: “The construction of communication infrastructure in Binyamin is the Zionism of 2021, X-Faber is proud to take part in the construction of the latest infrastructure in the biblical areas of Benjamin, I have no doubt that thanks to our familiarity with the areas of Jerusalem in general and Binyamin in particular, we will meet every engineering challenge in order to bring the high-speed Internet to every home throughout the council.”	no
בדקנו: מה אומרות תופעות הלוואי שאחרי חיסון הקורונה?	We checked: What do the side effects after the coronavirus vaccine say?	yes
אנשים רבים שמתחסנים מרגישים חולשה, חום ועייפות לאחר קבלת הזריקה, בעוד שאחרים אינם חשים בדבר •	Many people who get vaccinated feel weakness, fever, and fatigue after receiving the injection, while others feel nothing •	yes
האם זה יכול להצביע על מערכת חיסונית חזקה יותר של אלה שכן חווים תופעות אלו, או שמדובר בשמועה משוללת יסוד?	Could this indicate a stronger immune system of those who do experience these effects, or is it a fundamentally deprived rumor?	yes
בעוד יותר ויותר אנשים מתחסנים, ממשיך חוסר המידע על אודות תופעות הלוואי לבלבל וליצור שמועות, שרובן אינן נכונות.	While more and more people get vaccinated, the lack of information about the side effects continues to confuse and generate rumors, most of which are not true.	yes
האם המערכת החיסונית של אלה שפיתחו תופעות לוואי חזקה יותר מאשר אלה שגופם הגיב פחות בחומרה לחיסון, מה שאולי יכול להוכיח שהמערכת שלהם לא מצליחה להיאבק בגוף זר שנכנס לגוף?	Is the immune system of those who developed side effects stronger than those whose bodies responded less harshly to the vaccine, which could perhaps prove that their system fails to struggle with a foreign body entering the body?	yes
"יש כמה רמות של תגובות לחיסון", אומר ד"ר דוד דביר, ראש אגף רפואה ראשונית במאוחדת וחבר בוועדה המייעצת לצט"מ (צוות טיפול במגיפות), ומרגיע: "כאבי ראש, עייפות, כאבים במקום, אלו התגובות המיידיות של מערכת החיסון.	“There are several levels of responses to the vaccine,” says Dr. David Dvir, head of the Division of Primary Medicine at UNITED and a member of the advisory board for the CET (epidemic treatment team), reassuringly: “Headaches, fatigue, pain in place, these are the immediate reactions of the immune system.	yes
כך הגוף מגיב בכניסה של גוף זר למערכת".	This is how the body reacts to the entry of a foreign body into the system”.	yes
יש קשר בין רמות הנוגדנים שמפתחים לתופעות הלוואי?	Is there a relationship between the levels of antibodies you develop and the side effects?	yes
"אין קורלציה בין התחושות לפיתוח נוגדנים נגד הווירוס.	“There is no correlation between sensations and the development of antibodies against the virus.	yes
כ־60%-50% חשים בתופעות הלוואי, אבל כ־90% מפתחים הגנה נגד הווירוס.	About 60— 50% feel the side effects, but about 90% develop protection against the virus.	yes
לא נמצא שאנשים שפיתחו תגובות חזקות מוגנים יותר".	It was not found that people who developed strong reactions were more protected.”	no
"בספרות הרפואית לא מופיעה קורלציה בין תגובה מיידית לרמת החיסון.	“In the medical literature, there is no correlation between immediate response and immune level.	no
בחלק מהניסויים שבהם אנשים קיבלו גם חיסוני פלצבו, כרבע מהם פיתחו כאבי ראש.	In some of the trials where people were also given placebo vaccines, about a quarter of them developed headaches.	no
זהו גם מרכיב נפשי - איך האדם תופס את החיסון, אם הוא מצפה שיהיו תופעות לוואי.	It is also a mental component - how the person perceives the vaccine, if he expects there to be side effects.	no
הרבה מהתופעות שקורות יכלו לקרות גם באופן רגיל, אבל מכיוון שהציבור חוסן הוא מייחס את התגובה לחיסון עצמו, וזו הטייה שרואים בנוגע לחיסונים באופן כללי - ייחוס של תופעות שקורות בסמוך לחיסון ומיוחסות אליו".	A lot of the effects that happen could have happened normally as well, but because the public has been vaccinated, it attributes the response to the vaccine itself, and this is the bias you see regarding vaccines in general — attribution of phenomena that happen next to the vaccine and are attributed to it.”	no
לפי ד"ר דביר, הסיבות לתופעות הרווחות המדווחות, כמו חולשה וכאבי ראש, אינן ידועות עדיין.	According to Dr. Dvir, the causes of the reported reported phenomena, such as weakness and headache, are not yet known.	no
בנוגע לדלקת שריר הלב (מיוקרדיטיס), הדעות חלוקות.	Regarding myocarditis (myocarditis), opinions are divided.	no
"יש כל מיני תיאוריות בנושא, אבל יש לציין שהווירוס עצמו גורם לשיעורים גבוהים יותר של מיוקרדיטיס מאשר החיסון.	“There are all kinds of theories on the subject, but it should be noted that the virus itself causes higher rates of myocarditis than the vaccine.	no
אחת התיאוריות היא שזו תגובה חזקה של מערכת החיסון".	One of the theories is that it is a strong response of the immune system.”	no
יש בכלל אפשרות להעריך חוזק של מערכת חיסון?	Is there even a possibility to assess the strength of an immune system?	no
"כשחשפו סטודנטים לנגיף השפעת, הראו שאלה שלא ישנו או שהיו בלחץ גבוה יותר היו יותר פגיעים להידבקות.	“When students were exposed to the flu virus, they showed that those who did not sleep or who were under higher stress were more vulnerable to infection.	no
מלבד זאת, יש פרמטרים מעבדתיים שבודקים את המערכת החיסונית או את המרכיבים שלה.	Apart from this, there are laboratory parameters that test the immune system or its components.	no
כשיש ירידה במערכת החיסון, רואים את זה מייד.	When there is a decrease in the immune system, you see it immediately.	no
אנשים חוטפים הרבה מחלות ויראליות או זיהומיות.	People get a lot of viral or infectious diseases.	no
זה לא שמישהו מסתובב עם מערכת חיסונית חלשה ולא מודע לזה.	It's not like anyone walks around with a weak immune system and isn't aware of it.	no
אלה אנשים שמגיעים לבירורים בגלל אירועים חוזרים ונשנים של מחלות זיהומיות, ומה שמשפיע על המערכת הם דברים בנאליים: לחץ, תזונה, שינה.	These are people who come to inquiries due to repeated events of infectious diseases, and what affects the system are banal things: stress, nutrition, sleep.	no
אגב, אנחנו גם לא רוצים מערכת חיסון חזקה מדי, כי היא יכולה לגרום למחלות אוטואימוניות".	By the way, we don't want an immune system that's too strong either, because it can cause autoimmune diseases.”	no
בקרוב חיסוני MRNA יופיעו בהקשרים נוספים, וזאת הודות לידע הרב שהצטבר לגביהם בתקופה האחרונה.	Soon mRNA vaccines will appear in more contexts, thanks to the vast knowledge that has accumulated about them in recent times.	no
"אין ספק שייסלל פתח לחיסונים אחרים מהסוג הזה.	“There is no doubt that an opening for other vaccines of this kind will be paved.	no
בודקים את הטכנולוגיה הזו להרבה מאוד שימושים מעבר לחיסונים - לטיפולים במחלות אונקולוגיות, למשל.	This technology has been tested for many, many uses beyond vaccines — for treatment of oncological diseases, for example.	no
היעילות שלהם היא שהחומר נשאר מעט מאוד זמן בגוף - נכנס, עושה את הפעולה שלו, ואז מתפרק.	Their effectiveness is that the substance stays very little time in the body - enters, does its action, and then breaks down.	no
הטכנולוגיה הזו לא חדשה, אבל היא קיבלה בוסט רציני בעקבות הצורך המאוד גדול בחיסון מהיר.	This technology isn't new, but it's gotten a serious boost following the very big need for a fast vaccine.	no
עכשיו, למשל, אנחנו יודעים שמרווח של שלושה שבועות בין מנה למנה הוא קטן מדי, וחלק ממומחי החיסונים טוענים שיכול להיות שאחרי מנה שלישית לא נצטרך עוד חיסון בטווח הקרוב, כך שלא ברור אם אנחנו הולכים למצב של חיסון מדי חצי שנה או שהמנה השלישית תיתן מרווח גדול יותר".	Now, for example, we know that the three-week interval between dose and dose is too small, and some vaccine experts argue that it may be that after a third dose we won't need another vaccine in the near term, so it's unclear whether we go to vaccination every six months or if the third dose will give a larger margin.”	no
אלפים נפגעו: מחדל פרטיות חמור בכביש 6	Thousands hurt: Severe privacy default on Route 6	yes
לקוחות כביש 6?	Route 6 customers?	yes
ייתכן שמידע פרטי שלכם, הכולל שם מלא, כתובות, סכומי תשלום ופרטים מלאים על הנסיעות שערכתם, נחשף •	Your private information, including full name, addresses, payment amounts, and full details of your travel, may have been revealed.	yes
לטענת הרשות להגנת הפרטיות, חברת דרך ארץ הפרה את חוק הגנת הפרטיות ותקנותיו.	According to the Privacy Protection Authority, the Land Road company violated the Privacy Protection Act and its regulations.	yes
לאחר דיווח שהעבירה חברת דרך ארץ, מפעילת כביש 6 בישראל, על אירוע אבטחה שהתרחש בחברה, החלה הרשות להגנת הפרטיות בהליך אכיפה.	After a report passed by the Derech Eretz company, the operator of Route 6 in Israel, about a security incident that occurred at the company, the Privacy Protection Authority began an enforcement process.	yes
במסגרת האירוע התגלו חולשות אבטחה באתר התשלומים שלה, אשר אפשרו חשיפה של מידע רב מתוך החשבוניות של לקוחות החבר, שהיו חשופות לעיני כל.	As part of the incident, security weaknesses were discovered on its payments website, which allowed the disclosure of a lot of information from the invoices of the member's customers, which were exposed in plain sight.	yes
בין היתר, נחשפו חשבוניות התשלום של הלקוחות לאורך תקופה לא קצרה וחשבוניות אלו כללו מידע אישי, לרבות שם פרטי ומשפחה, סכומי תשלום, מיקום הרכב, תאריכי הנסיעות ובאילו שעות.	Among other things, customers' payment invoices were disclosed over a short period of time and these invoices included personal information, including first and last name, payment amounts, vehicle location, travel dates and at what times.	yes
נוסף על כך, מכיוון שחברת דרך ארץ לא תיעדה כנדרש בחוק את הגישה למערכותיה, לא ניתן לדעת בצורה מדויקת במשך איזו תקופה יכלו גורמים שאינם מורשים לגשת למערכות החברה.	In addition, since the Land Road Company did not properly record access to its systems, it is not possible to know precisely for what period of time non-authorized entities could access the company's systems.	yes
במכתב ההפרה, שהעבירה הרשות להגנת הפרטיות לחברה, הדגישה הרשות כי רוב החברות והארגונים הגדולים במשק נדרשים לנקוט מדיניות אבטחת מידע דינמית, וכי עם התפתחותם של איומים וסיכונים, על הארגון חלה חובה לבחון בקפדנות את הסיכונים המתעדכנים ולפעול בהתאם לעדכון אמצעי האבטחה המקובלים בנסיבות העניין, בהתאם לאופי המאגר וטיבו.	In the breach letter provided by the Privacy Protection Authority to the company, the Authority stressed that most of the largest companies and organizations in the economy are required to adopt a dynamic information security policy, and that with the development of threats and risks, the organization has a duty to rigorously review the updated risks and act in accordance with the current security measures in accordance with the nature and nature of the database.	yes
כתוצאה מכך, חלה על חברות וארגונים החובה לעדכן את מערכותיהם ולערוך סקרי סיכונים ומבדקי חדירות, כדי לבחון את הסיכונים המשתנים ולהיערך להם.	As a result, companies and organizations have the obligation to update their systems and conduct risk surveys and intrusion tests, to examine and prepare for changing risks.	yes
כמו כן, חלה חובה על חברות וארגונים להשתמש במנגנון תיעוד אוטומטי ויש לערוך הדרכות לעובדים, בהתאם להוראות תקנות הגנת הפרטיות (אבטחת מידע).	In addition, it is mandatory for companies and organizations to use an automated documentation mechanism and trainings must be conducted for employees, in accordance with the provisions of the Privacy Protection (Information Security) Regulations.	no
בהתאם לממצאי הפיקוח קבעה הרשות כי החברה הפרה את הוראות חוק הגנת הפרטיות ותקנותיו וכן דרשה מהחברה לבצע מספר פעולות מתקנות.	In accordance with the Inspectorate's findings, the Authority determined that the Company violated the provisions of the Privacy Protection Act and its regulations and also required the Company to carry out a number of corrective actions.	no
מחברת דרך ארץ, מפעילת כביש 6 נמסר: "הנושא טופל בהתאם לדרישות המחמירות ביותר"	From the Land Way Notebook, operator of Route 6 reportedly: “The issue has been dealt with in accordance with the strictest requirements”	no
אזהרת המסע לאיסטנבול: בשורה מפתיעה לישראלים מחברות התעופה הטורקיות	Journey warning to Istanbul: Surprising row for Israelis from Turkish airlines	yes
חברות טורקיש איירליינס ופגסוס יאפשרו לישראלים להחליף יעד או מועד לטיסה שברשותם	Turkish Airlines and Pegasus will allow Israelis to change destination or date for their flight	yes
בשורה לישראלים שהזמינו כרטיסים לטורקיה לפני אזהרת המסע: חברות התעופה יאפשרו להחליף את מועדי הטיסה.	The line for Israelis who booked tickets to Turkey before the journey warning: Airlines will allow the flight dates to be changed.	yes
תזכורת: מוקדם יותר השבוע המטה ללוחמה בטרור העלה לדרגה ארבע את חומרת אזהרת המסע לאיסטנבול.	Reminder: Earlier this week the Counter Terrorism Headquarters raised to rank four the severity of the journey warning to Istanbul.	yes
זוהי הרמה הגבוהה ביותר ומשמעותה "רמת איום גבוהה: אין להגיע למדינה זו ובמקרה של שהייה יש לעזוב את המדינה בהקדם".	This is the highest level and means “high threat level: this country should not be reached and in case of stay leave the country as soon as possible”.	yes
טורקיש איירליינס ופגסוס מסרו כי הן יאפשרו לישראלים שהזמינו את טיסתם לפני צאת אזהרת המסע, כלומר לפני התאריך 13.6.22, להחליף את יעד או מועד הטיסה שברשותם.	Turkish Airlines and Pegasus said they would allow Israelis who booked their flight before the departure of the journey warning, that is, before the date of 13.6.22, to replace their destination or flight date.	yes
זאת באמצאות פנייה לחברת התעופה.	This is by calling the airline.	yes
שר התיירות רזבוזוב אמר: "אזרחי ישראל לא צריכים לשלם מחיר כלכלי בגלל איומי טרור.	Tourism Minister Razvozov said: “The citizens of Israel should not pay an economic price because of terrorist threats.	yes
אני שמח שחברות תעופה גדולות כמו טורקיש אירליינס ופגסוס נענו לבקשתנו ואני מקווה שחברות נוספות יתנו מענה דומה לכל אזרחי ישראל שביטלו את החופשה בטורקיה בגלל אזהרת המסע החמורה".	I am glad that large airlines such as Turkish Airlines and Pegasus have complied with our request and I hope that other companies will provide a similar response to all Israeli citizens who canceled their vacation in Turkey because of the severe travel warning.”	yes
מתלבטים לאן לטוס בקיץ?	Wondering where to fly in summer?	yes
