Police arrest 15 after violent protest outside UK refugee hotel	Polizei nimmt 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel fest	yes
2 bad lemons in a row :( I ordered from this company because I've bought it previous seasons and it worked great for us. This season I bought the next size I needed. One of the pajamas I received had a hole on the foot of the pajama. I returned it and the company sent me a new one. The replacement pajama my son wore one time, I put it in my washing machine just like always and the zipper broke off! I'm so disappointed because I don't have time to be dealing with returns every few days and yet that is what is happening right now.	2 schlechte Zitronen in einer Reihe :( Ich habe bei dieser Firma bestellt, weil ich sie in früheren Saisons gekauft habe und sie für uns gut funktioniert hat. Diese Saison habe ich die nächste Größe gekauft, die ich brauchte. Einer der Pyjamas, die ich erhalten habe, hatte ein Loch am Fußende des Pyjamas. Ich habe ihn zurückgeschickt und das Unternehmen hat mir einen neuen geschickt. Den Ersatzpyjama, den mein Sohn einmal trug, steckte ich wie immer in die Waschmaschine und der Reißverschluss brach ab! Ich bin so enttäuscht, weil ich keine Zeit habe, mich alle paar Tage mit Rücksendungen zu beschäftigen, aber genau das passiert jetzt.	yes
Just as described	Genau wie beschrieben	yes
This is a basic puffer coat. If you are seeking a basic coat, then this coat will meet expectations. The coat arrived in a vacuum sealed bag so it needs to be hung up for a few days to let wrinkles come out and to "puff up" a bit. I am 5 ft 6 inches and the coat is knee length on me. I ordered 2+ sizes up due to other comments and past experience, and the coat is probably a bit larger than needed. However, with heavier sweater or sweatshirt, it should be fine. There are no cuffs on the sleeves so I will likely add those later. The hood functions, but no ties on it. The front zipper works. There are no vents in the side or back for added movement, but with the larger size, I should have plenty of room. There are two pockets at my waist (may be higher or lower on you). There are no trims or styling details-- it is a BASIC COAT. For the price, I think it is fine. I did wear it on a windy day, but not cold. I could not feel the wind, so I feel that is a good sign. However, I am curious how it will perform in the colder temps and in the rain/snow (supposed to be resistent). Overall, I am pleased. The vacuum seal bag can be re-used and the seller included a really cute thank you note which was a great touch.	Dies ist ein einfacher Puffermantel. Wenn Sie einen einfachen Mantel suchen, dann wird dieser Mantel die Erwartungen erfüllen. Der Mantel kam in einem vakuumversiegelten Beutel, so dass es für ein paar Tage aufgehängt werden muss, um Falten herauskommen zu lassen und ein bisschen "aufzublasen". Ich bin 1,70 m groß und der Mantel ist bei mir knielang. Ich habe aufgrund anderer Kommentare und früherer Erfahrungen 2+ Größen bestellt, und der Mantel ist wahrscheinlich etwas größer als nötig. Allerdings mit schwereren Pullover oder Sweatshirt, sollte es in Ordnung sein. Es gibt keine Manschetten an den Ärmeln, also werde ich diese wahrscheinlich später hinzufügen. Die Kapuze funktioniert, aber es gibt keine Bänder daran. Der Frontreißverschluss funktioniert. Es gibt keine seitlichen oder rückwärtigen Belüftungsöffnungen für mehr Bewegungsfreiheit, aber bei der großen Größe sollte ich genug Platz haben. An der Taille befinden sich zwei Taschen (die bei Ihnen höher oder niedriger sein können). Es gibt keine Verzierungen oder Styling-Details - es ist ein BASIC COAT. Für den Preis ist er meiner Meinung nach in Ordnung. Ich habe ihn an einem windigen Tag getragen, aber es war nicht kalt. Ich konnte den Wind nicht spüren, das ist ein gutes Zeichen. Ich bin jedoch gespannt, wie er sich bei kälteren Temperaturen und im Regen/Schnee verhält (er soll widerstandsfähig sein). Insgesamt bin ich sehr zufrieden. Der Vakuumversiegelungsbeutel kann wiederverwendet werden und der Verkäufer hat eine wirklich nette Dankeskarte beigelegt, was eine tolle Sache war.	yes
This is a very nice skirt. The lacy pattern is classy and soft	Dies ist ein sehr schöner Rock. Das Spitzenmuster ist stilvoll und weich	yes
This is a very nice skirt. The lacy pattern is classy and soft. It doesn't wrinkle, even after being crammed into plastic and a box it was very smooth, so that's really cool. This can easily be dressed down or dressed up, and has a kind of vintage feel due to the length and cut, which I'm really into. I think this could be flattering on anyone. I'm 5'5" and 130 pounds and I ordered the small, so I would say if you feel like you're stuck between a small and medium, definitely size down.	Dies ist ein sehr schöner Rock. Das Spitzenmuster ist stilvoll und weich. Er knittert nicht, selbst nachdem er in Plastik und einer Box eingepackt war, war er sehr glatt, was wirklich cool ist. Man kann es leicht verkleinern oder verkleinern und es hat durch die Länge und den Schnitt eine Art Vintage-Charakter, der mir sehr gut gefällt. Ich denke, es könnte jedem schmeicheln. Ich bin 1,70 m groß und wiege 130 Pfund und habe die kleine Größe bestellt. Ich würde also sagen, wenn ihr das Gefühl habt, dass ihr zwischen einer kleinen und einer mittleren Größe feststeckt, solltet ihr auf jeden Fall eine Nummer kleiner wählen.	yes
Didn't work with my 1999 Buick LeSabre	Funktionierte nicht mit meinem 1999 Buick LeSabre	yes
Item arrived quickly and looked to be in good condition, even included battery pre-installed. However, even though it should have been compatible with my 1999 Buick LeSabre, the remote failed to program or synchronize with the car. The instructions are easy enough and I know that I was following them correctly because I was able to successfully re-program my old remote fob. This new one, however, would not work and so I will be returning it. There was no problem with the seller or service, it just seemed that this particular item was defective or incompatible with my vehicle.	Der Artikel kam schnell an und schien in gutem Zustand zu sein, sogar mit vorinstallierter Batterie. Allerdings, auch wenn es mit meinem 1999 Buick LeSabre kompatibel gewesen sein sollte, die Fernbedienung nicht zu programmieren oder mit dem Auto zu synchronisieren. Die Anweisungen sind einfach genug, und ich weiß, dass ich sie richtig befolgt habe, weil ich meine alte Fernbedienung erfolgreich umprogrammieren konnte. Die neue funktionierte jedoch nicht, so dass ich sie zurückschicken werde. Es gab kein Problem mit dem Verkäufer oder dem Service, es schien nur so, als ob dieser spezielle Artikel defekt oder nicht mit meinem Fahrzeug kompatibel war.	yes
Good Price for Replacement	Guter Preis für Ersatz	yes
The grill of my car was ripped off by a large something flying down the interstate so I needed a replacement. I was afraid after reading some reviews that this wouldn't fit, but it was perfect! I own a 2013 Corolla LE. I didn't put it on myself--I had a guy at a body shop do it for me--but it looked really easy. It just snapped right on in less than 5 minutes. I gave it a 4 star for the sturdiness because it does seem pretty flimsy (time and flying debris will tell), but over all I'm very satisfied that my car no longer has a gaping maw on the front now and that the price was reasonable.	Der Kühlergrill meines Autos wurde von einem großen Etwas abgerissen, das über die Autobahn flog, so dass ich einen Ersatz brauchte. Ich hatte Angst nach dem Lesen einiger Bewertungen, dass dies nicht passen würde, aber es war perfekt! Ich besitze einen 2013 Corolla LE. Ich habe es nicht selbst angebracht - ich hatte einen Kerl in einer Karosseriewerkstatt es für mich tun - aber es sah wirklich einfach. Es schnappte einfach rechts auf in weniger als 5 Minuten. Ich gab es ein 4 Sterne für die Robustheit, weil es scheint ziemlich fadenscheinig (Zeit und fliegende Trümmer werden sagen), aber alles in allem bin ich sehr zufrieden, dass mein Auto nicht mehr eine klaffende Schlund auf der Vorderseite jetzt hat und dass der Preis angemessen war.	yes
Needs improvement	Verbesserungsbedürftig	yes
Super awesome light My 5 year old absolutely loved this light It didn’t last long he got it for his birthday in January it’s February already has trouble with the buttons and doesn’t run bright with plug in eats up batteries even tried recharging batteries Super cool but needs improvement	Super tolles Licht Mein 5 jähriger hat dieses Licht absolut geliebt Es hat nicht lange gehalten er hat es zu seinem Geburtstag im Januar bekommen es ist schon Februar er hat Probleme mit den Knöpfen und läuft nicht hell mit Stecker frisst Batterien sogar versucht Batterien aufzuladen Super cool aber braucht Verbesserung	yes
Musical Start	Musikalischer Auftakt	yes
The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!	Das Klavier ist ein guter Anfang! Es entdeckt die inneren künstlerischen Fähigkeiten und das musikalische Talent Ihres Kindes. Es entwickelt eine gute Hand-Augen-Koordination. Das Klavier ist nicht nur ein Spielzeug, sondern es funktioniert tatsächlich und ermöglicht es Ihrem Kind, schon früh Musik zu spielen. Wenn Sie möchten, dass Ihr Kind ein zukünftiger Pianist wird, sollten Sie dieses Produkt ausprobieren! Es ist sein Geld wirklich wert!	yes
I put this on my nose as directed twice a day rubbing it in for 2 minutes. The skin on my nose reddened and went completely raw. I was pretty taken aback. I had a well healed scar from falling into barb wire from years ago. Not only did this product not work but I almost ended up at the dermatologist's office, however, putting aqua-for and a bandaid over the area finally calmed it down after about a week. My nose is still reddened however but hoping this goes away soon.	Ich trug das Produkt wie vorgeschrieben zweimal täglich auf meine Nase auf und rieb es 2 Minuten lang ein. Die Haut auf meiner Nase rötete sich und wurde ganz wund. Ich war ziemlich verblüfft. Ich hatte eine gut verheilte Narbe von einem Stacheldraht, in den ich vor Jahren geraten war. Nicht nur, dass dieses Produkt nicht funktionierte, ich wäre fast beim Dermatologen gelandet, aber mit Aqua-for und einem Pflaster auf der Stelle beruhigte sich die Rötung schließlich nach etwa einer Woche. Meine Nase ist jedoch immer noch gerötet, aber ich hoffe, dass das bald wieder verschwindet.	yes
Someone screwed up the formula?? This is so weird. In normal light it looks like I have a pink and an orange but under UV light they are the same! I drew a pink line using a paint stick from another brand so you can see what pink should look like and know it's not just my camera. Pink is my most used color so I'm a bit upset about this. Red, orange, and pink are basically all orange. No point in calling them red or pink. The white isn't as bright as I would have hoped. The rest of the colors are all great and I like how easily these paints wash off. I just wits there were a pink. I guess the purple will suffice.	Jemand hat an der Formel herumgeschraubt? Das ist so seltsam. Bei normalem Licht sieht es aus, als hätte ich ein Rosa und ein Orange, aber unter UV-Licht sind sie gleich! Ich habe mit einem Farbstift einer anderen Marke eine rosa Linie gezogen, damit Sie sehen können, wie rosa aussehen sollte, und damit Sie wissen, dass es nicht nur an meiner Kamera liegt. Rosa ist meine meistverwendete Farbe, deshalb bin ich ein bisschen verärgert darüber. Rot, Orange und Pink sind im Grunde alle orange. Es macht keinen Sinn, sie rot oder rosa zu nennen. Das Weiß ist nicht so hell, wie ich gehofft hatte. Die restlichen Farben sind alle toll und ich mag es, wie leicht sich diese Farben abwaschen lassen. Ich wünschte nur, es gäbe ein Rosa. Ich schätze, das Lila wird ausreichen.	yes
works for the most part	funktioniert größtenteils	yes
I had bleached my whole head and then dyed over it with a black box dye a few months ago. I then went and had highlights put in all over my head. A few weeks later I put blue/green Arctic Fox hair dye on my hair and it would not fade out. I used this stuff with Olaplex No. 3 and it lightened TREMENDOUSLY all over, removing the green and blue parts as well as lifting the dark box dye. However, after a day I noticed a green tint to my hair. Every day it gets worse and I have used the color extractor twice now, with the same results. My hair is also getting darker where the box dye was. This is a great product it just doesn't seem to last.	Vor ein paar Monaten hatte ich meinen ganzen Kopf gebleicht und dann mit einem schwarzen Kastenfarbstoff überfärbt. Dann habe ich mir Strähnchen auf dem ganzen Kopf machen lassen. Ein paar Wochen später färbte ich mein Haar mit blau/grüner Arctic Fox Haarfarbe und es wollte nicht verblassen. Ich habe dieses Zeug mit Olaplex Nr. 3 verwendet und es hat das ganze Haar TREMENTIELL aufgehellt, indem es die grünen und blauen Teile entfernte und die dunkle Box-Farbe aufhob. Nach einem Tag bemerkte ich jedoch einen Grünstich in meinem Haar. Jeden Tag wird es schlimmer, und ich habe den Farbextraktor jetzt zweimal benutzt, mit demselben Ergebnis. Meine Haare werden auch an den Stellen dunkler, an denen die Farbe aus der Packung war. Es ist ein tolles Produkt, aber es scheint nicht zu halten.	yes
don't believe the hype	Glauben Sie nicht an den Hype	yes
Too many five-star reviews on this novel need to be tempered by some more realistic assessments. I tried reading it but I just found the language flat. the "freshwater" metaphor and the many descriptions of the womb like a river and the baby like a fish seemed forced, hackneyed, and contrived. I skipped ahead and it looked like all I was going to find was a campus drama.	Zu viele Fünf-Sterne-Bewertungen für diesen Roman müssen durch realistischere Einschätzungen gemildert werden. Ich habe versucht, ihn zu lesen, aber ich fand die Sprache einfach flach. Die "Süßwasser"-Metapher und die vielen Beschreibungen des Mutterleibs wie ein Fluss und des Babys wie ein Fisch wirkten gezwungen, abgedroschen und aufgesetzt. Ich habe weitergeblättert, und es sah so aus, als ob ich nur ein Campus-Drama vorfinden würde.	yes
I give this book 10 stars! Excellent read!! I absolutely loved the book!! I’ve adopted 4 Siamese cats from Siri over the years and everyone of them were absolute loves. Once you start to read this book, it’s hard to put down. Funny, witty and very entertaining!! Siri has gone above and beyond in her efforts to rescue cats (mainly Siamese)!!	Ich gebe diesem Buch 10 Sterne! Hervorragend gelesen!! Ich habe das Buch absolut geliebt!! Ich habe im Laufe der Jahre 4 Siamkatzen von Siri adoptiert und jede von ihnen war eine absolute Liebe. Wenn man einmal angefangen hat, dieses Buch zu lesen, kann man es nur schwer aus der Hand legen. Lustig, witzig und sehr unterhaltsam!! Siri hat sich in ihren Bemühungen um die Rettung von Katzen (hauptsächlich Siamkatzen) weit über das normale Maß hinaus engagiert!!!	yes
I really Like this ring light! It is wonderful for the price and it gets the job done! The only issue is the light bulb heats up too fast and the light goes out, so I have to turn it off wait for a while then turn it back on. I don't think that is supposed to happen...I don't know if I have a defective light or what, but it is a very nice ring light besides the overheating.	Ich mag dieses Ringlicht wirklich! Es ist wunderbar für den Preis und es bekommt die Arbeit getan! Das einzige Problem ist, dass sich die Glühbirne zu schnell erwärmt und das Licht ausgeht, so dass ich es ausschalten muss, eine Weile warten und es dann wieder einschalten muss. Ich glaube nicht, dass das passieren soll... Ich weiß nicht, ob ich ein defektes Licht habe oder was, aber es ist ein sehr schönes Ringlicht neben der Überhitzung.	yes
Confusing storyline	Verwirrende Storyline	yes
The book was hard to keep up with as it jumped around a lot. Also the title doesn’t fit the story. The author indicated several people were infected by this alien, however left out may details on when or how it happened. I was confused at times and had to go back and re read a lot to make sure I didn’t miss anything.	Es war schwer, dem Buch zu folgen, da es viel hin und her sprang. Auch der Titel passt nicht zu der Geschichte. Die Autorin hat angedeutet, dass mehrere Menschen von diesem Außerirdischen infiziert wurden, hat aber viele Details darüber ausgelassen, wann oder wie das passiert ist. Ich war manchmal verwirrt und musste viel zurückgehen und neu lesen, um sicherzugehen, dass ich nichts verpasst hatte.	yes
Loved Collins... It took a while to warm up to Grady	Ich liebte Collins... Es dauerte eine Weile, um mit Grady warm zu werden.	yes
3 1/2 Stars Remedy is a brothers best friend romance as well as a second chance romance mixed into one. It's a unique story, and the hero (Grady) has to do everything to get Collins back and prove he's the guy for her. Three years ago, Grady and Collins had an amazing night together. Collins thought she was finally getting everything she dreamed of, her brothers best friend... but when she woke up alone the next morning, and never heard from her, things definitely changed. Now Grady is back, and he's not leaving, and he's doing everything in his power to prove to her why he left, and that he's not giving her up this time around. While I loved the premise of this story, and at times Grady, he really got on my nerves. I totally understand his reasoning for leaving that night, but to not even send a letter to Collins explaining himself? To leave her wondering and hurt for all those years, and then expect her to welcome him back with open arms? Was he delusional?! Collins was right to be upset, angry, hurt, etc. She was right to put up a fight with him when he wanted her back and to move forward. I admire her will power, because Grady was persistent. I loved Collins in this book, she was strong, and she guarded her heart, and I admired her for that. Sure she loved Grady, but she was scared, and hesitant to let him back in her life, who wouldn't be after what he did to her? Her character was definitely my favorite out of the two. She definitely let things go at the pace she wanted, and when she was ready to listen, she listened. There is a lot of angst in this book, and I did enjoy watching these two reconnect when Collins started to forgive Grady, I just wish Grady would have not come off as so whiney and would have been a little more understanding. He kept saying he understood, but at times he was a little too pushy to me, and then he was sweet towards the end. I ended up loving him just as much as Collins, but in the beginning of the book, I had a hard time reading his points of view because I couldn't connect with his character. The first part of this book, was not my favorite, but he second part? I adored, hence my rating. If you like second chance, and brothers best friend romances, you may really enjoy this book, I just had a hard time with Grady at first and how he handled some of the things he did.	3 1/2 Sterne Remedy ist eine Liebesgeschichte zwischen Brüdern, die beste Freunde sind, und einer zweiten Chance in einem. Es ist eine einzigartige Geschichte, und der Held (Grady) muss alles tun, um Collins zurückzubekommen und zu beweisen, dass er der Richtige für sie ist. Vor drei Jahren hatten Grady und Collins eine unglaubliche Nacht zusammen. Collins dachte, sie bekäme endlich das, wovon sie geträumt hatte, nämlich den besten Freund ihres Bruders... aber als sie am nächsten Morgen alleine aufwachte und nichts mehr von ihr hörte, änderten sich die Dinge definitiv. Jetzt ist Grady zurück, und er wird nicht gehen, und er tut alles, was in seiner Macht steht, um ihr zu beweisen, warum er gegangen ist, und dass er sie dieses Mal nicht aufgeben wird. Obwohl ich die Prämisse dieser Geschichte liebte, ging mir Grady manchmal wirklich auf die Nerven. Ich verstehe vollkommen, warum er in dieser Nacht gegangen ist, aber Collins nicht einmal einen Brief zu schicken, um sich zu erklären? Sie all die Jahre verwundert und verletzt zurückzulassen und dann von ihr zu erwarten, dass sie ihn mit offenen Armen zurücknimmt? Hatte er Wahnvorstellungen?! Collins war zu Recht verärgert, wütend, verletzt, usw. Es war richtig, dass sie sich gegen ihn gewehrt hat, als er sie zurückhaben wollte, und dass sie weitermachen wollte. Ich bewundere ihre Willenskraft, denn Grady war hartnäckig. Ich habe Collins in diesem Buch geliebt, sie war stark und hat ihr Herz bewahrt, und dafür habe ich sie bewundert. Sicherlich liebte sie Grady, aber sie hatte Angst und zögerte, ihn wieder in ihr Leben zu lassen, wer wäre das nicht, nachdem, was er ihr angetan hatte? Ihr Charakter war definitiv mein Favorit von den beiden. Sie hat die Dinge so laufen lassen, wie sie es wollte, und wenn sie bereit war, zuzuhören, hat sie zugehört. Es gibt eine Menge Angst in diesem Buch, und ich habe es genossen, den beiden dabei zuzusehen, wie sie sich wieder zusammenraufen, als Collins anfängt, Grady zu verzeihen, ich hätte mir nur gewünscht, dass Grady nicht so weinerlich rüberkommt und etwas verständnisvoller wäre. Er hat immer wieder gesagt, dass er es verstanden hat, aber manchmal war er mir ein bisschen zu aufdringlich, und dann war er gegen Ende wieder süß. Am Ende mochte ich ihn genauso sehr wie Collins, aber am Anfang des Buches fiel es mir schwer, seine Sichtweisen zu lesen, weil ich keine Verbindung zu seinem Charakter aufbauen konnte. Der erste Teil des Buches war nicht mein Favorit, aber der zweite Teil? Ich liebte ihn, daher meine Bewertung. Wenn Sie zweite Chance und Brüder beste Freund Romanzen mögen, können Sie wirklich genießen Sie dieses Buch, ich hatte nur eine harte Zeit mit Grady auf den ersten und wie er mit einigen der Dinge, die er tat.	no
He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill	Er und Johnny Depp sind großartige Schauspieler. Bezüglich seiner Darstellung von Churchill	yes
Mr. Oldman has played and created many, different characters. It is very difficult to tell it is him. He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill, was very well done. The compressed time frame from May 10 to the 26th was well presented with the clock 7 turning pages... The scenery and costumes were excellent. Is poignant with today's pair of demi-gods holding world political position. Worth a look several times...worth thoughtful rumination... many more times	Herr Oldman hat viele verschiedene Charaktere gespielt und geschaffen. Es ist sehr schwer zu erkennen, dass er es ist. Er und Johnny Depp sind erstaunliche Schauspieler. Was seine Darstellung von Churchill angeht, war sie sehr gut gemacht. Der komprimierte Zeitrahmen vom 10. bis zum 26. Mai war gut dargestellt, mit der Uhr, die 7 Seiten umblättert... Die Kulissen und Kostüme waren ausgezeichnet. Ist angesichts der beiden Halbgötter, die heute weltpolitische Positionen innehaben, sehr ergreifend. Mehrmals ansehen... nachdenklich machen... noch viele Male.	yes
Avoid Wifi connection- go Bluetooth! I purchased this for my wife in October, 2017. At the time, we were in the middle of relocating and living in a hotel. I couldn't get this scale to connect to the Wifi in the hotel. I decided to wait until we moved into our home and I could set up my own Wifi system. March 2018- I have set up my Wifi system and this scale still won't connect. Every time I try, I get the error message. Even when I am 10' away from the Wifi unit. I followed the YouTube setup video with no success. When I purchased the unit, I thought it would connect directly to my wife's phone (like Bluetooth). Instead, this scale uses the Wifi router to communicate to the phone. This system is limited to the router connection...which is usually not close to the bedroom unlike a cell phone! I wouldn't recommend this scale to anyone because of the Wifi connection. Instead, please look at systems that use Bluetooth for communication. I am replacing this with a Bluetooth connection scale.	Vermeiden Sie Wifi-Verbindungen - nutzen Sie Bluetooth! Ich kaufte dies für meine Frau im Oktober 2017. Zu der Zeit waren wir in der Mitte des Umzugs und leben in einem Hotel. Ich konnte diese Waage nicht dazu bringen, sich mit dem Wifi im Hotel zu verbinden. Ich beschloss zu warten, bis wir in unser Haus gezogen waren und ich mein eigenes Wifi-System einrichten konnte. März 2018- Ich habe mein Wifi-System eingerichtet und die Waage lässt sich immer noch nicht verbinden. Jedes Mal, wenn ich es versuche, erhalte ich die Fehlermeldung. Selbst wenn ich 10' von der Wifi-Einheit entfernt bin. Ich bin dem YouTube-Einrichtungsvideo gefolgt, ohne Erfolg. Als ich das Gerät kaufte, dachte ich, es würde sich direkt mit dem Telefon meiner Frau verbinden (wie Bluetooth). Stattdessen verwendet die Waage den Wifi-Router, um mit dem Telefon zu kommunizieren. Dieses System ist auf die Router-Verbindung beschränkt... die sich im Gegensatz zu einem Mobiltelefon normalerweise nicht in der Nähe des Schlafzimmers befindet! Ich würde diese Waage wegen der Wifi-Verbindung niemandem empfehlen. Schauen Sie sich stattdessen bitte Systeme an, die Bluetooth für die Kommunikation verwenden. Ich werde sie durch eine Waage mit Bluetooth-Verbindung ersetzen.	yes
Good, but would like to find something better	Gut, aber ich würde gerne etwas Besseres finden	yes
After a lot of research, I started using this product many years ago. It had the least amount of harmful ingredients, and still worked okay. However, it dries up so quickly that you end up using so much lube, which ends up costing a lot of money, as well as being too disruptive during sex. I've just been too lazy to look for a new product, but will start looking for one that is both harmless, works well, and not too costly.	Nach vielen Recherchen habe ich vor vielen Jahren begonnen, dieses Produkt zu verwenden. Es hatte die geringste Menge an schädlichen Inhaltsstoffen und funktionierte trotzdem gut. Allerdings trocknet es so schnell ein, dass man am Ende so viel Gleitmittel braucht, was am Ende eine Menge Geld kostet und außerdem beim Sex zu sehr stört. Ich war einfach zu faul, mich nach einem neuen Produkt umzusehen, aber ich werde mich auf die Suche nach einem machen, das sowohl harmlos ist, gut funktioniert und nicht zu teuer ist.	yes
The battery life is terrible on the one I bought on Amazon. Still can’t believe Logitech discontinued this remote, nothing else comes close in comparison. I absolutely LOVE this Harmony remote, this is my 4th one. Dog chewed up the first one, husband kneeled on the screen of the second one, and the third ones still working but there’s an elbow mark in the middle of the touch screen also courtesy of the hubby...bought this one as a back up and the screens great but the battery it came with holds a charge maybe for a couple days. My original (3rd one) keeps a charge for weeks at a time and I use my remote for everything.	Die Batterielebensdauer ist bei der Fernbedienung, die ich bei Amazon gekauft habe, schrecklich. Ich kann immer noch nicht glauben, dass Logitech diese Fernbedienung eingestellt hat, nichts anderes kommt dem nahe. Ich LIEBE diese Harmony-Fernbedienung absolut, dies ist meine 4. Der Hund hat die erste zerkaut, der Ehemann hat sich auf den Bildschirm der zweiten gekniet und die dritte funktioniert immer noch, aber in der Mitte des Touchscreens ist ein Ellbogenabdruck zu sehen, der ebenfalls vom Ehemann stammt... Ich habe diese als Ersatz gekauft und die Bildschirme sind großartig, aber die Batterie, die mitgeliefert wurde, hält eine Ladung vielleicht ein paar Tage lang. Mein Original (3.) hält eine Ladung für Wochen zu einer Zeit, und ich benutze meine Fernbedienung für alles.	yes
Broke in less than a week	In weniger als einer Woche kaputt	yes
I like the product it’s a nice size and color! Unfortunately only had it a week and opened the one door and it cracked the top of the wood piece! I’m really disappointed! It’s all assembled and I don’t have the box anymore so how could I even think about sending it back?! My husband did try and fix it with wood glue but sadly that didn’t work either! The door popped right out again!!	Ich mag das Produkt, es ist eine schöne Größe und Farbe! Leider hatte es nur eine Woche und öffnete die eine Tür und es knackte die Oberseite des Holzstücks! Ich bin wirklich enttäuscht! Es ist alles zusammengebaut und ich habe den Karton nicht mehr, also wie konnte ich überhaupt daran denken, es zurückzuschicken?! Mein Mann hat versucht, es mit Holzleim zu reparieren, aber das hat leider auch nicht funktioniert! Die Tür ist wieder herausgesprungen!!	yes
Not too easy to assemble plus.... It’s a nice looking piece of furniture when assembled, but assembly was difficult. Some of the letter markings were incorrectly marked so I had to try and figure out on my own The screws they supplied to attach the floor and side panels all cracked. I had to go out and purchase corner brackets to make sure they stayed together. Also the glass panel doors are out of line and don’t match evenly. This alignment prevents one of the doors from staying closed as the magnet to keep the door closed is out of line. Still haven’t figured out to align them.	Nicht so einfach zu montieren plus.... Es ist ein schön aussehendes Möbelstück, wenn es zusammengebaut ist, aber der Zusammenbau war schwierig. Einige der Buchstabenmarkierungen waren falsch markiert, so dass ich versuchen musste, es selbst herauszufinden. Die mitgelieferten Schrauben zur Befestigung des Bodens und der Seitenteile sind alle gebrochen. Ich musste Eckhalterungen kaufen, um sicherzustellen, dass sie zusammenhalten. Außerdem sind die Glastüren aus der Reihe getanzt und passen nicht gleichmäßig zusammen. Diese Ausrichtung verhindert, dass eine der Türen geschlossen bleibt, da der Magnet, der die Tür geschlossen hält, aus der Reihe tanzt. Ich habe noch nicht herausgefunden, wie ich sie ausrichten kann.	yes
BAD CODE PRINTED ON THE TOP OF THE POD	SCHLECHTER CODE AUF DER OBERSEITE DER HÜLSE	yes
I purchased these in February. Recently I tried to use them and unfortunately each time I try one my Keurig machine gives me an error message that the pod is not compatible with my machine. I have been using Donut Shop pods in my machine since I first purchased it and have never had a problem. Upon closer examination of the coffee pod, I noticed that the code printed on the top of the pod isn't very legible so I can only assume that I have a bad box. I purchased a box of 72 which is 6 boxes of 12 each. I have even tried one from each of the 6 boxes and keep getting the same error message. I know it's not my machine because other pods I try work just fine. It's only out of this shipment that I am having this issue. Very disappointing since my return window has expired. UPDATE: I talked to a customer representative who refunded by money. Thank you AMAZON for your wonderful customer support!	Ich habe sie im Februar gekauft. Kürzlich habe ich versucht, sie zu verwenden, und leider gibt mir meine Keurig-Maschine jedes Mal, wenn ich eine ausprobiere, eine Fehlermeldung, dass die Kapsel nicht mit meiner Maschine kompatibel ist. Ich verwende Donut Shop Pads in meiner Maschine, seit ich sie gekauft habe, und hatte noch nie ein Problem. Bei näherer Betrachtung der Kaffeepads ist mir aufgefallen, dass der aufgedruckte Code auf der Oberseite der Pads nicht sehr gut lesbar ist, so dass ich nur vermuten kann, dass ich eine schlechte Packung habe. Ich habe eine Schachtel mit 72 Stück gekauft, also 6 Schachteln mit je 12 Stück. Ich habe sogar eine aus jeder der 6 Schachteln ausprobiert und erhalte immer wieder dieselbe Fehlermeldung. Ich weiß, dass es nicht an meinem Gerät liegt, denn andere Pods, die ich ausprobiere, funktionieren einwandfrei. Nur bei dieser Lieferung habe ich dieses Problem. Sehr enttäuschend, da meine Rückgabefrist bereits abgelaufen ist. UPDATE: Ich habe mit einem Kundenbetreuer gesprochen, der mir mein Geld zurückerstattet hat. Vielen Dank an AMAZON für Ihren wunderbaren Kundenservice!	yes
Sweetener on the go. Such a convenience! It is really nice to have my favorite sugar alternative packaged in little take along packets! I LOVE swerve, and it is so convenient to have these to throw in my purse for dining out, or to use at a friend’s house. While they are a bit pricey, I cannot stand Equal or the pink stuff in my iced tea. Swerve or nothing, so i am thrilled to have my sweetener on the go!	Süßstoff zum Mitnehmen. Wie praktisch! Es ist wirklich schön, meine Lieblingszuckeralternative in kleinen Päckchen zum Mitnehmen zu haben! Ich LIEBE Swerve, und es ist so praktisch, diese in meine Handtasche zu stecken, wenn ich auswärts esse oder bei Freunden zu Hause bin. Sie sind zwar ein bisschen teuer, aber ich kann weder Equal noch das rosa Zeug in meinem Eistee ausstehen. Swerve oder gar nichts, deshalb bin ich froh, dass ich meinen Süßstoff immer dabei habe!	yes
