Police arrest 15 after violent protest outside UK refugee hotel	Polizei nimmt 15 nach gewalttätigen Protesten vor britischem Flüchtlingshotel fest	yes
Works well after some headaches. Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.	Funktioniert gut nach einigen Kopfschmerzen. Hatte einige Probleme, es zum Laufen zu bringen. Das mitgelieferte Kabel war nicht gut - würde den Akku nicht aufladen. Als ich das Kabel durch mein eigenes ersetzte, konnte ich das Gerät aufladen und dann über Bluetooth mit einem PC verbinden. Ich hatte Probleme, die PC-Software zu finden, aber als ich dem Support eine E-Mail schickte, antworteten sie innerhalb eines Tages mit den richtigen Download-Informationen. Das PC-Programm eignet sich gut zum Testen des Geräts, nachdem Sie herausgefunden haben, welcher Port verwendet werden soll (in meinem Fall Port 4). Die Genauigkeit und Stabilität des Geräts sehen für meine Anwendung sehr gut aus, aber ich konnte weder eine Verbindung zu einem iPhone noch zu einem iPad herstellen (habe mehrere von beiden ausprobiert) über Bluetooth. Muss fest verdrahtet werden, wenn ich mich entscheide, dieses Gerät in meinem Produkt zu verwenden.	yes
... was too yellow before buying and was told it's like antique gold	... war vor dem Kauf zu gelb und mir wurde gesagt, es sei wie antikes Gold	yes
I asked the seller if the color was too yellow before buying and was told it's like antique gold, darker. Nothing close! The set looks VERY cheap. It's super shiny yellow with lots of CZs, even shinier. Looks great on the photo, but in real life I wouldn't even give it to a teenager to wear.	Ich fragte den Verkäufer, ob die Farbe vor dem Kauf zu gelb sei, und mir wurde gesagt, es sei wie antikes Gold, dunkler. Nichts in der Nähe! Das Set sieht SEHR billig aus. Es ist super glänzend gelb mit vielen CZs, noch glänzender. Sieht auf dem Foto toll aus, aber im wirklichen Leben würde ich es nicht einmal einem Teenager zum Anziehen geben.	yes
Loved the ring - but couldn't wear it all the time! :( This ring was beautiful. I loved the design and the chunky feel of it; it looked expensive and it was very comfortable! The only reason why I gave only 3 stars and ultimately returned the product is because I realized I wouldn't be able to wear it all the time. I like to wear my rings all the time, which is why I always make sure to get sterling silver, and I know some people said that their rings tarnished after a while, but I had worn mine for about a week straight - even while washing my hands - and noticed no tarnishing. Interestingly enough, the issue I had was that the inner band of the ring was actually turning my finger white and moist - kind of like the way a bandaid does after you leave it on for a long time. This happened even when I made sure the ring and my finger was completely dry. I don't know why this happened and have never had it happen with any other ring, but it became uncomfortable so I decided it wasn't the ring for me. :( Too bad because I really did love it! So if you are purchasing this ring with the intent to wear it only occasionally, I say go for it!! You won't be disappointed!	Ich liebte den Ring - konnte ihn aber nicht die ganze Zeit tragen! :( Dieser Ring war wunderschön. Ich liebte das Design und das klobige Gefühl; Es sah teuer aus und es war sehr bequem! Der einzige Grund, warum ich nur 3 Sterne vergeben und das Produkt letztendlich zurückgegeben habe, ist, dass mir klar wurde, dass ich es nicht die ganze Zeit tragen könnte. Ich trage meine Ringe gerne die ganze Zeit, weshalb ich immer darauf achte, Sterlingsilber zu kaufen, und ich weiß, dass einige Leute sagten, dass ihre Ringe nach einer Weile anliefen, aber ich hatte meine etwa eine Woche lang getragen - sogar beim Händewaschen - und bemerkte kein Anlaufen. Interessanterweise war das Problem, das ich hatte, dass das innere Band des Rings meinen Finger tatsächlich weiß und feucht färbte - ähnlich wie ein Pflaster, wenn man es längere Zeit drauf gelassen hat. Dies geschah sogar, als ich sicherstellte, dass der Ring und mein Finger vollständig trocken waren. Ich weiß nicht, warum das passiert ist und habe es noch nie mit einem anderen Ring erlebt, aber es wurde unangenehm, also entschied ich, dass es nicht der Ring für mich war. :( Schade, denn ich habe es wirklich geliebt! Wenn Sie also diesen Ring mit der Absicht kaufen, ihn nur gelegentlich zu tragen, sage ich, machen Sie es!! Sie werden nicht enttäuscht sein!	yes
buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!	Kaufen Sie den Pampd Chef... Ich besitze eine kleine Schaufel von Pampered Chef, bin aber zwischen den Residenzen, so dass die meisten meiner "Sachen" gelagert werden. Ich liebe es, diese Kugeln beim Backen für perfekt portionierte Kekse zu verwenden. Ich schaute mir die OXO-Schaufel und die Pampered Chef-Schaufel an und beschloss, etwas Geld zu sparen und die OXO-Schaufel zu kaufen - ich habe normalerweise viel Glück mit ihren Produkten. Nicht dieser. Bei etwa Erdnussbutterkeks #30 funktionierte der Hebel in der Schaufel nicht mehr. Ich musste die Griffe auseinanderhebeln und den Hebel neu positionieren, um noch ein paar mehr zu tun, und dann wiederholen. Also... Retten Sie Ihren Verstand und kaufen Sie die Kugel Pampered Chef. Es lohnt sich auf jeden Fall!	yes
Will not buy Mr. Coffee again	Werde Mr. Coffee nicht mehr kaufen	yes
It was a fine coffee maker for a while, but there were always issues with it. If you got water between the black plastic and metal on the carafe, it would leak and drain the water for days. Then our plastic lever broke which allows the coffee to flow through the filter and into the carafe. I contacted customer support to inquire about a new piece, but they would only refer me to a service center which is over 90 minutes from my house. It's great at making coffee and keeping it hot, but there are too many other issues with it to invest in it at the current price.	Es war eine Zeit lang eine gute Kaffeemaschine, aber es gab immer Probleme damit. Wenn Sie Wasser zwischen dem schwarzen Kunststoff und dem Metall auf der Karaffe haben, würde es auslaufen und das Wasser tagelang abfließen lassen. Dann brach unser Plastikhebel, der den Kaffee durch den Filter in die Karaffe fließen lässt. Ich habe mich an den Kundendienst gewandt, um mich nach einem neuen Stück zu erkundigen, aber sie haben mich nur an ein Servicecenter verwiesen, das über 90 Minuten von meinem Haus entfernt ist. Es ist großartig, um Kaffee zuzubereiten und heiß zu halten, aber es gibt zu viele andere Probleme damit, um zum aktuellen Preis in ihn zu investieren.	yes
Must buy!! I loved this rose gold color and everything about it was great! The only thing I had an issue with, was it was really plain. I like having a little more detail in the handles and I did notice that before I purchased it which is why I still give this 5 stars! It was easy to clean and all came in wrapped individually which I found to be really organised and it calmed my soul lol love, love, LOVE the color and I would definitely buy this again for myself or for a loved one!	Muss gekauft werden!! Ich liebte diese roségoldene Farbe und alles daran war großartig! Das einzige, womit ich ein Problem hatte, war, dass es wirklich einfach war. Ich mag es, etwas mehr Details in den Griffen zu haben, und das ist mir vor dem Kauf aufgefallen, weshalb ich diesem immer noch 5 Sterne gebe! Es war leicht zu reinigen und alles kam einzeln verpackt herein, was ich wirklich organisiert fand und es beruhigte meine Seele, lol Liebe, Liebe, LIEBE die Farbe und ich würde das auf jeden Fall wieder für mich selbst oder für einen geliebten Menschen kaufen!	yes
Might be good on a pole, but NOT as a hanging baffle or weather shield. Shame on Audubon. The instructions tell you to push the plug up through the hole in the baffle and "Make sure it is securely in place." HOW??? It is designed so that the baffle simply sits loosely on the plug, so that it can be pushed up by any critter or the slightest wind. You can turn the plug upside down so that the thumb screws are on the underside of the baffle, but it will take you hours to turn those screws; no tool will do it, and only the tiniest fingers would have an easy time of it. It took me over an hour to do a half-baked job of getting them screwed in so as to secure the baffle to the plug. It is a complete PITA. I ordered four of these; the three that I didn't open are going straight back and I'm in the market for better weather guards. (Let's face it; there's nothing like this which will actually "baffle" squirrels!)	Könnte gut an einer Stange sein, aber NICHT als hängende Schallwand oder Wetterschutz. Schande über Audubon. In der Anleitung heißt es, dass Sie den Stecker durch das Loch in der Schallwand nach oben schieben und "Stellen Sie sicher, dass er sicher sitzt". WIE??? Es ist so konstruiert, dass die Schallwand einfach lose auf dem Stecker sitzt, so dass sie von jedem Lebewesen oder dem geringsten Wind nach oben gedrückt werden kann. Sie können den Stecker auf den Kopf stellen, so dass sich die Rändelschrauben an der Unterseite der Schallwand befinden, aber es dauert Stunden, bis Sie diese Schrauben gedreht haben. Kein Werkzeug wird es tun, und nur die kleinsten Finger würden es leicht haben. Ich brauchte über eine Stunde, um sie halbgär einzuschrauben, um die Schallwand am Stecker zu befestigen. Es ist eine komplette PITA. Ich bestellte vier davon; die drei, die ich nicht geöffnet habe, gehen direkt zurück und ich bin auf dem Markt für bessere Wetterschutz. (Seien wir ehrlich; es gibt nichts Vergleichbares, das Eichhörnchen tatsächlich "verblüffen" wird!)	yes
I love many of the features of these lights	Ich liebe viele der Funktionen dieser Leuchten	yes
I purchased this lamp to supplement the light my new vegetable seedlings were getting from the window. I love many of the features of these lights. Pros: First, they clamp easily onto my shelf, and bend to many positions allowing me to make changes as my plants grow. The lights are cool to the touch, and haven't cause harm even when touching the plants. I believe my veggies have benefited from the lights. The lights are dimmable, but I use the strongest setting only. I have not made use of the timer, preferring to turn them on and off myself. I can see this feature as useful in an office setting with houseplants or if on vacation Cons: I do not believe these lights are strong enough to be the primary light source for nursery plants. The lights are small! When the lights burn out, I will have to buy a whole new unit.	Ich habe diese Lampe gekauft, um das Licht zu ergänzen, das meine neuen Gemüsesämlinge aus dem Fenster bekamen. Ich liebe viele der Funktionen dieser Leuchten. Vorteile: Erstens lassen sie sich leicht an meinem Regal befestigen und biegen sich in viele Positionen, sodass ich Änderungen vornehmen kann, wenn meine Pflanzen wachsen. Die Lichter fühlen sich kühl an und haben auch beim Berühren der Pflanzen keinen Schaden angerichtet. Ich glaube, mein Gemüse hat von den Lichtern profitiert. Die Lichter sind dimmbar, aber ich verwende nur die stärkste Einstellung. Ich habe den Timer nicht genutzt und ziehe es vor, sie selbst ein- und auszuschalten. Ich kann diese Funktion als nützlich in einer Büroumgebung mit Zimmerpflanzen oder im Urlaub sehen Nachteile: Ich glaube nicht, dass diese Lichter stark genug sind, um die primäre Lichtquelle für Baumschulpflanzen zu sein. Die Lichter sind klein! Wenn die Lichter ausbrennen, muss ich ein ganz neues Gerät kaufen.	yes
BEWARE...SMELL IS VERY BAD...CARD SLOTS TOO BIG! When I first saw this I thought it was beautiful, BUT it smelled SO BAD. At first I thought it was the smell of leather, but many pointed out that is was a MOLD smell. It never went away, so I had to return it. PLUS, the pockets for the credit cards are too big. The credit cards slide all the way down, the tips don't show so you have no idea what card is where and very difficult to get out. THE PHOTO THEY SHOW WHERE THE CARDS ARE STICKING OUT IS INACCURATE.	VORSICHT... DER GERUCH IST SEHR SCHLECHT... KARTENFÄCHER ZU GROSS! Als ich das zum ersten Mal sah, dachte ich, es sei wunderschön, ABER es roch SO SCHLECHT. Zuerst dachte ich, es sei der Geruch von Leder, aber viele wiesen darauf hin, dass es sich um einen MOLD Geruch handelte. Es ging nie weg, also musste ich es zurückgeben. AUSSERDEM sind die Fächer für die Kreditkarten zu groß. Die Kreditkarten rutschen ganz nach unten, die Trinkgelder werden nicht angezeigt, so dass Sie keine Ahnung haben, welche Karte sich wo befindet, und es sehr schwierig ist, sie herauszubekommen. DAS FOTO, AUF DEM DIE KARTEN HERAUSRAGEN, IST UNGENAU.	yes
It’s very small.. Received the travel money belt and it a lot smaller than the pictures shows. I wished I did not buy it and will still have to look for something larger.	Es ist sehr klein. Habe den Reisegeldgürtel erhalten und er ist viel kleiner als auf den Bildern zu sehen. Ich wünschte, ich hätte es nicht gekauft und muss immer noch nach etwas Größerem suchen.	yes
Good umbrella, would buy it again if I had to	Guter Regenschirm, würde ihn wieder kaufen, wenn ich müsste	yes
First off, I have to say the color is loveeeee. A lot of things I order in purple always come too light, too kiddish, too weird, too neon-ish, what have you. But this purple was deep and lush and I love it, the umbrella is sturdy and really good quality. Probably best umbrella I’ve had. Comes with a cover and while it may not have much functional use, it really keeps it looking sharp.	Zunächst einmal muss ich sagen, dass die Farbe loveeeee ist. Viele Sachen, die ich in Lila bestelle, sind immer zu hell, zu kindisch, zu komisch, zu neonartig, was hast du. Aber dieses Lila war tief und üppig und ich liebe es, der Regenschirm ist robust und wirklich von guter Qualität. Wahrscheinlich der beste Regenschirm, den ich je hatte. Kommt mit einer Abdeckung und obwohl es vielleicht nicht viel funktionalen Nutzen hat, sieht es wirklich scharf aus.	yes
Packaging is terrible - received 3 damaged guitars	Verpackung ist schrecklich - 3 beschädigte Gitarren erhalten	yes
Very nice looking guitar. Too bad the company does not know how to protect their product. Don’t bother trying to receive one that is not damaged. We returned 2 because of damages in shipping and the the 3rd one was damaged also. Gave up. They ship it in the soft thin case with one sheet of brown paper in a cardboard box. No padding at all.	Sehr schön aussehende Gitarre. Schade, dass das Unternehmen nicht weiß, wie es sein Produkt schützen kann. Machen Sie sich nicht die Mühe, eine zu erhalten, die nicht beschädigt ist. Wir haben 2 wegen Transportschäden zurückgeschickt und der 3. war auch beschädigt. Gab auf. Sie versenden es in der weichen, dünnen Hülle mit einem Blatt braunem Papier in einem Karton. Überhaupt keine Polsterung.	yes
Cool concept! Just needs some more improvements to make it a really awesome product	Cooles Konzept! Es braucht nur noch ein paar Verbesserungen, um es zu einem wirklich großartigen Produkt zu machen	yes
Really cool concept when it comes to karaoke-ing. I love karaoke so this mic immediately piqued my interests. I think the overall design is good - the rose gold is a nice touch. It's also a standard design that I've been seeing on all other options related to this kind of microphone. For the uninitiated, the way this works is it simultaneously acts as 1) a personal microphone 2) a music streamer / speaker and 3) a voice recorder. Altogether, you have a 3-in-1 device that amplifies your voices and music and records everything that comes out. There's no music in the mic itself though. It has a bluetooth connector so you sync it to your phone and download a karaoke app that can send the karaoke songs to the mic. Or you can even sync your Spotify app. Note that the mic doesn't work with every app unfortunately. The mic comes with different options to adjust the volume level of the music and your voice (separately too!) and even has an option to adjust the level of echo so you actually sound like you're in a karaoke room. Some things I would like to see future improvements on are: 1) there's some annoying feedback that doesn't seem to go away regardless of how far I distance my phone from the mic. If you've figured this out, I'd love to know! 2) the option switches at the middle of the mic is clunky. I'm a sucker for minimalism so it be great if future products can make the design sleeker. 3) support for more karaoke apps Finally, because the sound comes out of this mic directly, and not through a flatscreen or central living room speaker system, it's not as fun in a party setting. If the manufacturer can somehow integrate this into a larger party karaoke ecosystem, that would make this infinity more enjoyable.	Wirklich cooles Konzept, wenn es um Karaoke geht. Ich liebe Karaoke, also hat dieses Mikrofon sofort mein Interesse geweckt. Ich finde das Gesamtdesign gut - das Roségold ist eine nette Geste. Es ist auch ein Standarddesign, das ich bei allen anderen Optionen im Zusammenhang mit dieser Art von Mikrofon gesehen habe. Für die Uneingeweihten funktioniert dies so, dass es gleichzeitig als 1) ein persönliches Mikrofon, 2) ein Musik-Streamer / Lautsprecher und 3) ein Diktiergerät fungiert. Insgesamt haben Sie ein 3-in-1-Gerät, das Ihre Stimmen und Musik verstärkt und alles aufzeichnet, was herauskommt. Es gibt jedoch keine Musik im Mikrofon selbst. Es verfügt über einen Bluetooth-Anschluss, sodass Sie es mit Ihrem Telefon synchronisieren und eine Karaoke-App herunterladen können, die die Karaoke-Songs an das Mikrofon senden kann. Oder Sie können sogar Ihre Spotify-App synchronisieren. Beachten Sie, dass das Mikrofon leider nicht mit jeder App funktioniert. Das Mikrofon verfügt über verschiedene Optionen, um die Lautstärke der Musik und Ihrer Stimme einzustellen (auch separat!) und hat sogar eine Option, um den Echopegel so einzustellen, dass Sie tatsächlich klingen, als wären Sie in einem Karaoke-Raum. Einige Dinge, bei denen ich mir zukünftige Verbesserungen wünschen würde, sind: 1) Es gibt einige nervige Rückmeldungen, die nicht zu verschwinden scheinen, unabhängig davon, wie weit ich mein Telefon vom Mikrofon entferne. Wenn Sie das herausgefunden haben, würde ich es gerne wissen! 2) Die Optionsschalter in der Mitte des Mikrofons sind klobig. Ich bin ein Fan von Minimalismus, daher wäre es großartig, wenn zukünftige Produkte das Design schlanker machen können. 3) Unterstützung für weitere Karaoke-Apps Da der Ton direkt aus diesem Mikrofon kommt und nicht über einen Flachbildschirm oder ein zentrales Wohnzimmerlautsprechersystem, macht es auf einer Party nicht so viel Spaß. Wenn der Hersteller dies irgendwie in ein größeres Party-Karaoke-Ökosystem integrieren kann, würde das diese Unendlichkeit angenehmer machen.	yes
Ribbed off by Vision Supplies	Gerippt von Vision Supplies	yes
October 2017 purchased four (4) cartridges from Vision Supplies - Amazon Marketplace, so I would have when needed and to save shipping cost. Used two over the last couple of years, about one a year, and they worked okay. Tried to use one last week, almost empty after printing 20 labels, but in last one ran out after 40 pages. The plastic a missing on both. Told warranty expired!!!! Who would check every single cartridge when received???? BUYER BE AWARE!!!!!!!!!!!	Oktober 2017 kaufte ich vier (4) Patronen von Vision Supplies - Amazon Marketplace, damit ich sie bei Bedarf und um Versandkosten zu sparen. Ich habe in den letzten Jahren zwei benutzt, etwa einen pro Jahr, und sie haben gut funktioniert. Ich habe letzte Woche versucht, eines zu verwenden, das nach dem Drucken von 20 Etiketten fast leer war, aber in der letzten nach 40 Seiten ausging. Der Kunststoff fehlt bei beiden. Mitgeteilt, dass die Garantie abgelaufen ist!!! Wer würde jede einzelne Patrone überprüfen, wenn sie sie erhält???? KÄUFER SEIEN SICH BEWUSST!!!!!!!!!!	yes
I'm sorry, what? My friend recommended the mask of this line so I bought that, this conditioner, and the all in one milk. I cannot speak for the effectiveness of the product because the smell was just not tolerable. You know that musty smell old buildings use in female restrooms to try to mask the smell of *ladies* but it just turns out as this sour, chemical, kind of musty grandma smell? Ya that's all I can think of when I smell this. You know different strokes different folks so maybe you'll like the smell. My friend said it can help even the most damaged hair, so if you don't care about scent then no worries. I know natural products aren't going to smell as pretty as some synthetic ones but I feel like more and more natural lines just care less since it will sell anyway and so now everything just smells like playdough. I've lost a few favorite lines to them changing the formula to cheaper ingredients. I don't know if that's the case here or if this is a fake (which I called Davines and they said it isn't) but this smells like Y U C K and I had to return it.	Tut mir leid, was? Mein Freund empfahl mir die Maske dieser Linie, also kaufte ich sie, diesen Conditioner und die All-in-One-Milch. Ich kann nicht für die Wirksamkeit des Produkts sprechen, da der Geruch einfach nicht erträglich war. Sie wissen, dass muffiger Geruch in alten Gebäuden in Frauentoiletten verwendet wird, um zu versuchen, den Geruch von *Damen* zu überdecken, aber es stellt sich einfach heraus, dass es sich um diesen sauren, chemischen, muffigen Oma-Geruch handelt? Ja, das ist alles, woran ich denken kann, wenn ich das rieche. Du kennst verschiedene Schläge, verschiedene Leute, also vielleicht gefällt dir der Geruch. Mein Freund sagte, dass es selbst den am stärksten geschädigten Haaren helfen kann, also wenn Sie sich nicht um den Duft kümmern, dann machen Sie sich keine Sorgen. Ich weiß, dass natürliche Produkte nicht so schön riechen werden wie einige synthetische, aber ich habe das Gefühl, dass es immer mehr natürliche Linien einfach weniger interessiert, da sie sich sowieso verkaufen werden, und so riecht jetzt alles nur noch nach Knete. Ich habe ein paar Lieblingszeilen verloren, indem ich die Formel auf billigere Zutaten umgestellt habe. Ich weiß nicht, ob das hier der Fall ist oder ob dies eine Fälschung ist (die ich Davines angerufen habe und sie sagten, dass dies nicht der Fall ist), aber das riecht nach Y, U, C, K und ich musste es zurückgeben.	yes
Drops internet	Drops Internet	yes
I bought this modem/router about two years ago. At the start it seemed to be ok but for the last year plus I’ve had problems with it dropping the internet. This happens on all my devices both Wi-Fi and wired. The only way to restore service was to do a AC power reset. This was happening once or twice a day. Comcast came out, ran a new coax line from the pedestal to the house and boosted the signal level. Same problem. The Arris Tech guys were great but could not solve the problem. Additionally, I lost the 5G service on three occasions. I had to do a factory reset to restore this. I cannot recommend this modem/router based upon my experiences. I purchased a Netgear AC1900 modem/router. It’s fantastic. I’v Had it for over a week with no problems. It’s faster and the range is greater than the Arris. I read online that other people have had problems with the Arris modem/router connected to Comcast. If you have Comcast internet I do not recommend this Arris modem/router. Get the Netgear, its much more reliable.	Ich habe dieses Modem/Router vor etwa zwei Jahren gekauft. Am Anfang schien es in Ordnung zu sein, aber im letzten Jahr hatte ich Probleme damit, dass es das Internet fallen ließ. Dies geschieht auf allen meinen Geräten, sowohl Wi-Fi als auch kabelgebunden. Die einzige Möglichkeit, den Dienst wiederherzustellen, bestand darin, die Wechselstromversorgung zurückzusetzen. Das geschah ein- oder zweimal am Tag. Comcast kam heraus, verlegte eine neue Koaxialleitung vom Sockel zum Haus und erhöhte den Signalpegel. Gleiches Problem. Die Jungs von Arris Tech waren großartig, konnten das Problem aber nicht lösen. Außerdem habe ich dreimal den 5G-Dienst verloren. Ich musste einen Werksreset durchführen, um dies wiederherzustellen. Ich kann dieses Modem/Router aufgrund meiner Erfahrungen nicht empfehlen. Ich habe ein Netgear AC1900 Modem/Router gekauft. Es ist fantastisch. Ich hatte es seit über einer Woche ohne Probleme. Er ist schneller und die Reichweite ist größer als bei den Arris. Ich habe online gelesen, dass andere Leute Probleme mit dem Arris-Modem/Router hatten, der mit Comcast verbunden ist. Wenn Sie Comcast-Internet haben, empfehle ich dieses Arris-Modem / Router nicht. Holen Sie sich das Netgear, es ist viel zuverlässiger.	yes
but it happens enough to be annoying. On a positive note	aber es passiert genug, um ärgerlich zu sein. Positiv zu vermerken	yes
1 of the fans sounded out of balance out of the box. The speed controls are really wonky -- If you dial them to 100% the fans will shut off, so you need to turn it to 100% then dial it back slowly until the come back on. Build quality is mediocre, but this seems to be par for most of these types of product at this price point. The feet for holding the laptop up when it's inclined have snapped off a few times... They go back in, but it happens enough to be annoying. On a positive note, this has ideal fan placement for laptops that intake air from vents located near the top of the laptop. Many other coolers have fans toward the middle and provide very little additional airflow to a laptop with such a cooling configuration.	1 der Lüfter klang aus dem Gleichgewicht geraten. Die Geschwindigkeitsregler sind wirklich wackelig - wenn Sie sie auf 100% stellen, schalten sich die Lüfter ab, also müssen Sie sie auf 100% drehen und dann langsam zurückdrehen, bis sie wieder eingeschaltet werden. Die Verarbeitungsqualität ist mittelmäßig, aber das scheint für die meisten dieser Arten von Produkten zu diesem Preis selbstverständlich zu sein. Die Füße zum Hochhalten des Laptops, wenn er geneigt ist, sind ein paar Mal abgebrochen... Sie gehen wieder rein, aber es passiert genug, um nervig zu sein. Positiv zu vermerken ist, dass dies eine ideale Lüfterplatzierung für Laptops hat, die Luft aus Lüftungsschlitzen in der Nähe der Oberseite des Laptops ansaugen. Viele andere Kühler haben Lüfter in der Mitte und bieten einem Laptop mit einer solchen Kühlkonfiguration nur sehr wenig zusätzlichen Luftstrom.	yes
Ok case with serious limitations	Ok-Fall mit gravierenden Einschränkungen	yes
This case is ok, but not exceptional - a 3.5 or 4 max. The issue is there are fewer cases available for the Tab A 10.1 w S pen. Of those the Gumdrop is about the best, but it has some serious issues. The case rubber (silicone, whatever) is very smooth and slick, and doesn't give you a lot of confidence when hold the Tab with one hand. The Tab A is heavy so if your laying down watching a video the case slips in your hand so you have to make frequent adjustments. I had to remove the clear plastic shield that covers the screen because it impaired the touch screen operation. This affected the strength of the 1-piece plastic frame the surrounds the Tab A, so now the rubber outer cover feels really flexible and flimsy. Lastly, they made it difficult to get to the S pen. The S pen is in the back bottom right hand corner of the Tab A, and they made the little rubber flap that protects corner swing backwards for access to the S pen. This means in order to get the S pen out, the flap has to swing out 180 degrees. This is really awkward and hard to do with one hand. This case does a good job protecting my Tab A, but with these serious design flaws I can't recommend it unless you have an S pen, then you don't have much choice.	Dieser Fall ist in Ordnung, aber nicht außergewöhnlich - ein 3,5 oder 4 max. Das Problem ist, dass für den Tab A 10.1 w S Pen weniger Hüllen verfügbar sind. Von diesen ist der Gumdrop so ziemlich der beste, aber er hat einige ernsthafte Probleme. Das Gehäusegummi (Silikon, was auch immer) ist sehr glatt und glatt und gibt Ihnen nicht viel Vertrauen, wenn Sie das Tab mit einer Hand halten. Das Tab A ist schwer, wenn Sie sich also hinlegen und ein Video ansehen, rutscht Ihnen die Hülle in die Hand, sodass Sie häufig Anpassungen vornehmen müssen. Ich musste die durchsichtige Kunststoffabschirmung, die den Bildschirm abdeckt, entfernen, da sie die Bedienung des Touchscreens beeinträchtigte. Dies wirkte sich auf die Festigkeit des 1-teiligen Kunststoffrahmens aus, der das Tab A umgibt, so dass sich die Gummi-Außenhülle jetzt wirklich flexibel und dünn anfühlt. Schließlich machten sie es schwierig, an den S-Pen zu gelangen. Der S-Stift befindet sich in der hinteren unteren rechten Ecke des Tab A, und sie haben die kleine Gummiklappe, die die Ecke schützt, nach hinten geschwenkt, um auf den S-Stift zugreifen zu können. Das heißt, um den S Pen herauszuholen, muss die Klappe um 180 Grad ausgeschwenkt werden. Das ist wirklich umständlich und schwer mit einer Hand zu bewerkstelligen. Diese Hülle schützt mein Tab A gut, aber mit diesen schwerwiegenden Designfehlern kann ich sie nicht empfehlen, es sei denn, Sie haben einen S-Stift, dann haben Sie keine große Wahl.	yes
Everything I needed	Alles, was ich brauchte	yes
This product is really slick - one stop shopping for all my connectivity needs. I love just throwing this and my laptops tiny power adapter in my go bag and being prepared to work on a big 4k display or grab photos from my camera. The only odd thing I experienced (and I’ve experienced this on all 4 usb-c hubs I’ve tried from different brands) is that mac’s apparently can’t tell the difference between multiples of the same monitor (so my mac outputs the same video to all identical monitors connected to the hub whether by HDMI and/or VGA). But if I use 2 separate hubs/adapters or 2 different models of monitor then the mac properly outputs to the displays individually.	Dieses Produkt ist wirklich schick - One-Stop-Shopping für alle meine Konnektivitätsbedürfnisse. Ich liebe es, dieses und das winzige Netzteil meines Laptops einfach in meine Go-Tasche zu werfen und darauf vorbereitet zu sein, auf einem großen 4k-Display zu arbeiten oder Fotos von meiner Kamera zu machen. Das einzig Seltsame, was ich erlebt habe (und ich habe dies bei allen 4 USB-C-Hubs erlebt, die ich von verschiedenen Marken ausprobiert habe), ist, dass Macs anscheinend nicht den Unterschied zwischen mehreren desselben Monitors erkennen können (also gibt mein Mac dasselbe Video an alle identischen Monitore aus, die über HDMI und / oder VGA an den Hub angeschlossen sind). Wenn ich jedoch 2 separate Hubs / Adapter oder 2 verschiedene Monitormodelle verwende, gibt der Mac ordnungsgemäß einzeln auf den Displays aus.	yes
Ok, needs some improvement. A decent training tool but it really needs to have some sort of Safety Lock over the shock button( been pressed more on accident when it's in my pocket then I've actually intended to use it) my dogs even accidentally zapped herself after stepping on the remote. Also if your dog likes to roll around in raccoon poop like mine does it is such a pain in the butt to clean. As the fecal matter gets in between the cracks of the device requiring you to disassemble the entire thing to clean it properly and get the smell out. Also the range is a bit inconsistent. I've noticed you almost need line of sight for it to work. And there have been times where it has not functioned at all even though I'm only 30 feet away from my dog. Being rechargeable is certainly a nice feature and the charge does last for a good while. I only need to charge mine about once every two weeks.	Ok, muss verbessert werden. Ein anständiges Trainingsgerät, aber es muss wirklich eine Art Sicherheitsverriegelung über dem Schockknopf haben (ich wurde versehentlich mehr gedrückt, wenn es in meiner Tasche ist, als ich eigentlich beabsichtigt habe, es zu benutzen), meine Hunde haben sich sogar versehentlich selbst gezappt, nachdem sie auf die Fernbedienung getreten waren. Auch wenn sich Ihr Hund gerne in Waschbärenkot wälzt, wie es bei mir der Fall ist, ist es so mühsam, ihn zu reinigen. Wenn die Fäkalien zwischen die Ritzen des Geräts gelangen, müssen Sie das Ganze zerlegen, um es richtig zu reinigen und den Geruch herauszubekommen. Auch die Reichweite ist etwas uneinheitlich. Mir ist aufgefallen, dass Sie fast eine Sichtverbindung benötigen, damit es funktioniert. Und es gab Zeiten, in denen es überhaupt nicht funktioniert hat, obwohl ich nur 30 Fuß von meinem Hund entfernt bin. Wiederaufladbar zu sein ist sicherlich eine nette Funktion und die Ladung hält eine ganze Weile. Ich muss meine nur etwa alle zwei Wochen aufladen.	yes
You get what you pay for. Horrible product, misrepresented	Du bekommst, wofür du bezahlst. Schreckliches Produkt, falsch dargestellt	yes
